Dataset,acc - NS,acc - SS,acc - MM,acc - MA,acc - RS,acc - QT,recall - NS,recall - SS,recall - MM,recall - MA,recall - RS,recall - QT,precision - NS,precision - SS,precision - MM,precision - MA,precision - RS,precision - QT,f1 - NS,f1 - SS,f1 - MM,f1 - MA,f1 - RS,f1 - QT,gmean - NS,gmean - SS,gmean - MM,gmean - MA,gmean - RS,gmean - QT
abalone-21_vs_8-5-fold,0.976,0.988,0.976,0.976,0.985,0.978,0.000,0.500,0.000,0.000,0.433,0.067,0.000,1.000,0.000,0.000,0.900,0.200,0.000,0.653,0.000,0.000,0.560,0.100,0.000,0.699,0.000,0.000,0.651,0.115
yeast6-5-fold,0.976,0.980,0.976,0.976,0.980,0.976,0.000,0.200,0.000,0.000,0.171,0.000,0.000,0.700,0.000,0.000,0.700,0.000,0.000,0.290,0.000,0.000,0.264,0.000,0.000,0.378,0.000,0.000,0.358,0.000
winequality-white-3_vs_7-5-fold,0.978,0.978,0.978,0.979,0.978,0.978,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000
winequality-red-8_vs_6-7-5-fold,0.979,0.979,0.979,0.979,0.979,0.979,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
abalone-19_vs_10-11-12-13-5-fold,0.980,0.980,0.980,0.980,0.980,0.980,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
winequality-white-3-9_vs_5-5-fold,0.983,0.983,0.983,0.983,0.983,0.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
poker-8-9_vs_6-5-fold,0.983,0.989,0.991,0.989,0.983,0.992,0.000,0.360,0.440,0.360,0.000,0.520,0.000,1.000,1.000,1.000,0.000,1.000,0.000,0.500,0.595,0.500,0.000,0.679,0.000,0.578,0.652,0.578,0.000,0.718
shuttle-2_vs_5-5-fold,0.987,1.000,0.996,0.997,0.989,1.000,0.140,1.000,0.753,0.796,0.369,1.000,0.200,1.000,1.000,1.000,0.760,1.000,0.165,1.000,0.857,0.883,0.493,1.000,0.167,1.000,0.867,0.891,0.591,1.000
winequality-red-3_vs_5-5-fold,0.986,0.986,0.986,0.986,0.986,0.986,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
abalone-20_vs_8-9-10-5-fold,0.986,0.986,0.986,0.986,0.986,0.986,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
poker-8-9_vs_5-5-fold,0.988,0.988,0.988,0.988,0.988,0.988,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
poker-8_vs_6-5-fold,0.988,0.988,0.988,0.988,0.988,0.991,0.000,0.000,0.000,0.000,0.000,0.233,0.000,0.000,0.000,0.000,0.000,0.600,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.372
abalone19-5-fold,0.992,0.992,0.992,0.992,0.992,0.992,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
total wins,10.567,23.550,10.967,10.467,10.933,15.517,10.617,22.767,9.350,11.683,9.767,17.817,12.317,14.883,11.500,13.833,10.083,19.383,10.333,23.317,11.233,10.733,10.900,15.483,10.333,23.317,9.900,11.400,10.900,16.150
