Dataset,acc - NS,acc - SS,acc - MM,acc - MA,acc - RS,acc - QT,recall - NS,recall - SS,recall - MM,recall - MA,recall - RS,recall - QT,precision - NS,precision - SS,precision - MM,precision - MA,precision - RS,precision - QT,f1 - NS,f1 - SS,f1 - MM,f1 - MA,f1 - RS,f1 - QT,gmean - NS,gmean - SS,gmean - MM,gmean - MA,gmean - RS,gmean - QT
ecoli1-5-fold,0.857,0.860,0.777,0.860,0.860,0.836,0.703,0.650,0.138,0.703,0.507,0.363,0.712,0.744,0.110,0.723,0.845,0.846,0.698,0.681,0.122,0.703,0.622,0.497,0.795,0.771,0.150,0.797,0.695,0.590
new-thyroid1-5-fold,0.916,0.926,0.930,0.944,0.930,0.921,0.486,0.543,0.571,0.657,0.571,0.571,1.000,1.000,1.000,1.000,1.000,0.883,0.628,0.690,0.716,0.778,0.705,0.686,0.681,0.729,0.749,0.802,0.744,0.740
ecoli2-5-fold,0.845,0.845,0.845,0.845,0.875,0.845,0.000,0.000,0.000,0.000,0.211,0.000,0.000,0.000,0.000,0.000,0.767,0.000,0.000,0.000,0.000,0.000,0.313,0.000,0.000,0.000,0.000,0.000,0.396,0.000
segment0-5-fold,0.857,0.857,0.857,0.857,0.857,0.857,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
glass6-5-fold,0.963,0.958,0.912,0.930,0.949,0.963,0.767,0.767,0.467,0.633,0.687,0.760,0.960,0.927,0.487,0.670,0.927,0.960,0.847,0.832,0.473,0.641,0.782,0.847,0.870,0.868,0.519,0.699,0.823,0.868
yeast3-5-fold,0.890,0.890,0.890,0.890,0.890,0.890,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli3-5-fold,0.896,0.896,0.896,0.896,0.896,0.896,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
page-blocks0-5-fold,0.865,0.906,0.898,0.898,0.921,0.911,0.100,0.082,0.000,0.000,0.279,0.145,0.207,0.946,0.000,0.000,0.853,0.914,0.134,0.150,0.000,0.000,0.419,0.248,0.307,0.282,0.000,0.000,0.525,0.376
ecoli-0-3-4_vs_5-5-fold,0.900,0.900,0.900,0.900,0.900,0.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
yeast-2_vs_4-5-fold,0.901,0.901,0.901,0.901,0.901,0.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli-0-6-7_vs_3-5-5-fold,0.901,0.901,0.901,0.901,0.901,0.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli-0-2-3-4_vs_5-5-fold,0.901,0.901,0.901,0.901,0.906,0.901,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.000,0.000,0.100,0.000
glass-0-1-5_vs_2-5-fold,0.901,0.901,0.901,0.901,0.901,0.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
yeast-0-3-5-9_vs_7-8-5-fold,0.901,0.901,0.901,0.901,0.901,0.915,0.000,0.000,0.000,0.000,0.000,0.180,0.000,0.000,0.000,0.000,0.000,0.883,0.000,0.000,0.000,0.000,0.000,0.287,0.000,0.000,0.000,0.000,0.000,0.414
yeast-0-2-5-6_vs_3-7-8-9-5-fold,0.901,0.901,0.901,0.901,0.901,0.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli-0-4-6_vs_5-5-fold,0.901,0.901,0.901,0.901,0.916,0.901,0.000,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.000,0.400,0.000,0.000,0.000,0.000,0.000,0.213,0.000,0.000,0.000,0.000,0.000,0.241,0.000
ecoli-0-1_vs_2-3-5-5-fold,0.902,0.902,0.902,0.902,0.910,0.902,0.000,0.000,0.000,0.000,0.120,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.190,0.000,0.000,0.000,0.000,0.000,0.267,0.000
ecoli-0-2-6-7_vs_3-5-5-fold,0.902,0.902,0.902,0.902,0.902,0.902,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
glass-0-4_vs_5-5-fold,0.902,0.902,0.902,0.902,0.902,0.913,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.200
ecoli-0-3-4-6_vs_5-5-fold,0.902,0.902,0.902,0.902,0.902,0.902,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli-0-3-4-7_vs_5-6-5-fold,0.903,0.903,0.903,0.903,0.914,0.907,0.000,0.000,0.000,0.000,0.240,0.160,0.000,0.000,0.000,0.000,0.633,0.433,0.000,0.000,0.000,0.000,0.338,0.224,0.000,0.000,0.000,0.000,0.430,0.303
yeast-0-5-6-7-9_vs_4-5-fold,0.903,0.903,0.903,0.903,0.903,0.903,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
vowel0-5-fold,0.909,0.909,0.909,0.909,0.909,0.909,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli-0-6-7_vs_5-5-fold,0.909,0.909,0.909,0.909,0.909,0.909,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
glass-0-1-6_vs_2-5-fold,0.912,0.912,0.912,0.912,0.912,0.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli-0-1-4-7_vs_2-3-5-6-5-fold,0.914,0.914,0.914,0.914,0.932,0.932,0.000,0.000,0.000,0.000,0.267,0.267,0.000,0.000,0.000,0.000,0.750,0.750,0.000,0.000,0.000,0.000,0.377,0.377,0.000,0.000,0.000,0.000,0.453,0.453
led7digit-0-2-4-5-6-7-8-9_vs_1-5-fold,0.916,0.916,0.916,0.916,0.916,0.916,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli-0-1_vs_5-5-fold,0.917,0.917,0.917,0.917,0.921,0.917,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.000,0.000,0.100,0.000
glass-0-1-4-6_vs_2-5-fold,0.917,0.917,0.917,0.917,0.917,0.917,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
glass2-5-fold,0.921,0.921,0.921,0.921,0.921,0.921,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli-0-1-4-7_vs_5-6-5-fold,0.925,0.925,0.925,0.925,0.925,0.922,0.000,0.000,0.000,0.000,0.080,0.040,0.000,0.000,0.000,0.000,0.300,0.100,0.000,0.000,0.000,0.000,0.124,0.057,0.000,0.000,0.000,0.000,0.178,0.089
cleveland-0_vs_4-5-fold,0.925,0.925,0.925,0.925,0.925,0.925,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli-0-1-4-6_vs_5-5-fold,0.929,0.929,0.929,0.929,0.929,0.929,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
shuttle-c0-vs-c4-5-fold,0.979,0.989,0.995,0.995,0.978,0.933,0.692,0.839,0.928,0.928,0.684,0.000,1.000,1.000,1.000,1.000,0.988,0.000,0.814,0.907,0.956,0.956,0.805,0.000,0.830,0.913,0.960,0.960,0.825,0.000
yeast-1_vs_7-5-fold,0.935,0.935,0.935,0.935,0.935,0.935,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
glass4-5-fold,0.939,0.939,0.939,0.939,0.939,0.939,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli4-5-fold,0.940,0.940,0.940,0.940,0.940,0.940,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
page-blocks-1-3_vs_4-5-fold,0.926,0.947,0.941,0.941,0.953,0.941,0.433,0.140,0.000,0.000,0.320,0.000,0.361,0.700,0.000,0.000,0.853,0.000,0.389,0.231,0.000,0.000,0.436,0.000,0.615,0.334,0.000,0.000,0.552,0.000
abalone9-18-5-fold,0.941,0.941,0.941,0.941,0.941,0.941,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
dermatology-6-5-fold,0.944,0.944,0.944,0.944,0.944,0.944,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
glass-0-1-6_vs_5-5-fold,0.951,0.951,0.951,0.951,0.951,0.951,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
shuttle-c2-vs-c4-5-fold,0.954,0.977,0.954,0.954,0.992,0.954,0.000,0.500,0.000,0.000,1.000,0.000,0.000,0.600,0.000,0.000,0.900,0.000,0.000,0.533,0.000,0.000,0.933,0.000,0.000,0.541,0.000,0.000,0.996,0.000
shuttle-6_vs_2-3-5-fold,0.996,0.957,0.957,0.957,1.000,0.957,0.900,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.933,0.000,0.000,0.000,1.000,0.000,0.941,0.000,0.000,0.000,1.000,0.000
yeast-1-4-5-8_vs_7-5-fold,0.957,0.957,0.957,0.957,0.957,0.957,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
glass5-5-fold,0.958,0.958,0.958,0.958,0.958,0.958,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
yeast-2_vs_8-5-fold,0.959,0.959,0.959,0.959,0.959,0.977,0.000,0.000,0.000,0.000,0.000,0.450,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.613,0.000,0.000,0.000,0.000,0.000,0.666
yeast4-5-fold,0.966,0.966,0.966,0.966,0.966,0.966,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
winequality-red-4-5-fold,0.967,0.967,0.967,0.967,0.967,0.967,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
poker-9_vs_7-5-fold,0.967,0.967,0.967,0.967,0.967,0.967,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
yeast-1-2-8-9_vs_7-5-fold,0.968,0.968,0.968,0.968,0.968,0.968,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
abalone-3_vs_11-5-fold,0.970,0.988,0.970,0.970,0.996,0.970,0.000,0.600,0.000,0.000,0.867,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.720,0.000,0.000,0.920,0.000,0.000,0.758,0.000,0.000,0.927,0.000
winequality-white-9_vs_4-5-fold,0.970,0.970,0.970,0.970,0.970,0.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
yeast5-5-fold,0.970,0.970,0.970,0.970,0.970,0.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
winequality-red-8_vs_6-5-fold,0.973,0.973,0.973,0.973,0.973,0.973,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ecoli-0-1-3-7_vs_2-6-5-fold,0.975,0.975,0.975,0.975,0.982,0.979,0.000,0.000,0.000,0.000,0.700,0.200,0.000,0.000,0.000,0.000,0.533,0.200,0.000,0.000,0.000,0.000,0.593,0.200,0.000,0.000,0.000,0.000,0.736,0.200
abalone-17_vs_7-8-9-10-5-fold,0.975,0.975,0.975,0.975,0.975,0.975,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
abalone-21_vs_8-5-fold,0.976,0.976,0.976,0.976,0.976,0.976,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
yeast6-5-fold,0.976,0.976,0.976,0.976,0.976,0.976,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
winequality-white-3_vs_7-5-fold,0.978,0.978,0.978,0.978,0.978,0.978,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
winequality-red-8_vs_6-7-5-fold,0.979,0.979,0.979,0.979,0.979,0.979,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
abalone-19_vs_10-11-12-13-5-fold,0.980,0.980,0.980,0.980,0.980,0.980,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
winequality-white-3-9_vs_5-5-fold,0.983,0.983,0.983,0.983,0.983,0.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
poker-8-9_vs_6-5-fold,0.983,0.983,0.983,0.983,0.983,0.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
shuttle-2_vs_5-5-fold,0.981,0.985,0.985,0.985,0.990,0.985,0.000,0.000,0.000,0.000,0.758,0.000,0.000,0.000,0.000,0.000,0.630,0.000,0.000,0.000,0.000,0.000,0.680,0.000,0.000,0.000,0.000,0.000,0.858,0.000
winequality-red-3_vs_5-5-fold,0.986,0.986,0.986,0.986,0.986,0.986,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
abalone-20_vs_8-9-10-5-fold,0.986,0.986,0.986,0.986,0.986,0.986,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
poker-8-9_vs_5-5-fold,0.988,0.988,0.988,0.988,0.988,0.988,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
poker-8_vs_6-5-fold,0.988,0.988,0.988,0.988,0.988,0.988,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
abalone19-5-fold,0.992,0.992,0.992,0.992,0.992,0.992,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
total wins,10.817,11.483,11.317,11.067,24.533,12.783,11.233,10.733,10.233,11.733,24.533,13.533,11.117,10.950,10.117,10.117,25.700,14.000,10.367,11.033,10.867,11.867,25.333,12.533,11.367,11.033,10.867,11.867,24.333,12.533
total wins - low,1.617,3.283,1.617,1.367,1.833,1.283,1.233,2.233,1.233,1.233,3.033,2.033,1.667,1.000,1.667,1.667,4.000,1.000,1.367,3.033,1.367,1.367,2.833,1.033,1.367,3.033,1.367,1.367,2.833,1.033
total wins - medium,1.833,0.833,1.833,1.833,3.833,0.833,1.833,1.333,1.333,2.833,2.833,0.833,1.533,2.033,1.033,1.033,3.033,2.333,1.833,0.833,1.833,2.833,2.833,0.833,1.833,0.833,1.833,2.833,2.833,0.833
total wins - high,7.367,7.367,7.867,7.867,18.867,10.667,8.167,7.167,7.667,7.667,18.667,10.667,7.917,7.917,7.417,7.417,18.667,10.667,7.167,7.167,7.667,7.667,19.667,10.667,8.167,7.167,7.667,7.667,18.667,10.667
