@relation shuttle-2_vs_5
@attribute A1 integer [27, 126]
@attribute A2 integer [-4821, 5075]
@attribute A3 integer [21, 149]
@attribute A4 integer [-3939, 3830]
@attribute A5 integer [-188, 436]
@attribute A6 integer [-26739, 15164]
@attribute A7 integer [-48, 105]
@attribute A8 integer [-353, 270]
@attribute A9 integer [-356, 266]
@attribute Class {positive, negative}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9
@outputs Class
@data
84, 0, 88, 0, -2, -26, 3, 90, 88, negative
85, -2, 89, 0, 2, 0, 4, 86, 82, negative
81, 0, 86, 6, -40, 6, 5, 127, 122, negative
85, 0, 88, 1, 6, 1, 3, 83, 80, negative
84, 5, 87, 7, -4, 0, 3, 92, 88, negative
76, 0, 81, 0, -42, -16, 5, 125, 120, negative
84, -3, 88, 3, -2, 0, 4, 91, 88, negative
82, 0, 86, 0, -2, 18, 3, 88, 84, negative
79, -8, 83, -4, -100, -572, 4, 184, 180, negative
76, 0, 80, -3, -40, 25, 4, 121, 116, negative
104, -1, 105, 0, 70, 0, 1, 35, 34, negative
79, -4, 83, -6, -40, 6, 4, 124, 120, negative
81, 0, 84, 0, -18, -27, 3, 103, 100, negative
76, 6, 81, 0, -40, 13, 4, 122, 118, negative
71, -2, 74, -9, -40, 14, 4, 116, 112, negative
105, 0, 106, -2, 72, 5, 1, 34, 34, negative
81, 0, 84, -6, -14, 0, 3, 99, 96, negative
85, 4, 88, 0, 2, 0, 3, 85, 82, negative
77, 2, 81, 0, -42, 0, 4, 125, 122, negative
82, 0, 85, 0, -10, -13, 3, 95, 92, negative
107, 0, 108, 0, 72, 10, 1, 36, 34, negative
80, 3, 84, 0, -40, 5, 4, 126, 122, negative
82, 0, 85, -5, -6, 1, 3, 93, 90, negative
105, 2, 106, 3, 70, 0, 1, 36, 36, negative
85, 0, 89, 0, 6, 20, 4, 84, 80, negative
66, 77, 82, 0, -40, 25, 16, 123, 106, positive
84, 0, 88, -1, -2, -9, 3, 90, 88, negative
102, 0, 103, 0, 70, -12, 1, 33, 32, negative
79, 0, 83, 0, -46, -17, 4, 130, 126, negative
83, 1, 86, 2, -6, 0, 4, 94, 90, negative
105, -3, 107, -6, 70, 0, 2, 37, 36, negative
76, -3, 81, 0, -40, 18, 5, 122, 116, negative
80, 0, 84, 0, -24, 31, 4, 110, 106, negative
104, 0, 106, 0, 70, -21, 1, 36, 34, negative
83, 0, 87, 0, -42, -24, 4, 131, 126, negative
83, 0, 86, -2, -4, 1, 3, 92, 88, negative
81, 0, 85, 0, -24, -6, 4, 111, 108, negative
81, 0, 84, 0, -18, -26, 3, 103, 100, negative
82, 0, 86, 0, -10, 0, 4, 96, 92, negative
106, -1, 107, -1, 72, 5, 1, 35, 34, negative
82, 5, 86, 8, -40, 1, 5, 128, 124, negative
81, -5, 85, -1, -42, -30, 4, 129, 124, negative
102, 0, 103, 0, 72, 21, 1, 31, 30, negative
80, -1, 84, -5, -36, 0, 4, 120, 116, negative
82, 0, 86, 0, -22, 3, 4, 109, 106, negative
102, 0, 103, 3, 70, -2, 1, 33, 32, negative
77, 0, 81, -7, -40, 0, 4, 122, 118, negative
102, -3, 103, -7, 72, 22, 1, 31, 30, negative
81, 0, 85, 0, -40, 10, 4, 126, 122, negative
83, -3, 86, -2, -4, 0, 3, 92, 88, negative
103, 0, 104, -2, 70, 0, 1, 34, 34, negative
79, 0, 83, 0, -30, 2, 4, 114, 110, negative
85, 0, 89, 1, 2, -13, 4, 86, 82, negative
75, 4, 79, 1, -42, 0, 4, 123, 118, negative
105, -1, 106, 0, 72, 2, 1, 34, 32, negative
85, 0, 88, 0, 0, -28, 3, 88, 86, negative
79, 0, 83, 0, -38, 21, 4, 122, 118, negative
79, -5, 84, 0, -32, 0, 4, 117, 112, negative
79, 3, 84, 5, -40, 3, 4, 125, 120, negative
104, -5, 105, -3, 70, 0, 1, 35, 34, negative
79, 0, 83, 0, -38, 23, 4, 122, 118, negative
102, 3, 102, 0, 70, 0, 1, 33, 32, negative
103, 7, 104, 1, 72, 7, 1, 31, 30, negative
85, 0, 88, -7, 2, 1, 3, 85, 82, negative
85, -4, 88, 0, 6, 5, 3, 83, 80, negative
85, 0, 88, 0, 0, -24, 3, 88, 86, negative
102, 0, 102, 0, 72, 29, 1, 30, 30, negative
75, 6, 79, 2, -42, 0, 4, 123, 118, negative
83, 0, 86, 0, -4, 3, 3, 92, 88, negative
101, 1, 102, 3, 70, -20, 1, 33, 32, negative
84, 5, 89, 0, 6, -12, 5, 84, 80, negative
80, 1, 84, 0, -28, -8, 4, 112, 108, negative
85, -4, 88, 0, 2, 2, 3, 86, 82, negative
82, 0, 86, 0, -10, 21, 3, 96, 92, negative
82, 1, 86, 3, -40, 5, 5, 128, 124, negative
102, 0, 103, 3, 70, -1, 1, 33, 32, negative
78, 4, 82, 0, -42, 0, 4, 126, 122, negative
104, 1, 105, 3, 70, 0, 1, 35, 34, negative
79, -1, 83, 0, -32, 106, 4, 117, 112, negative
102, 0, 102, -4, 70, -2, 1, 33, 32, negative
107, 1, 108, 0, 72, 2, 1, 36, 34, negative
80, -4, 84, -2, -36, 4, 5, 121, 116, negative
82, 1, 86, 1, -40, 2, 5, 128, 124, negative
85, -1, 88, 0, 2, 5, 3, 86, 82, negative
102, 0, 102, -7, 72, 31, 1, 30, 30, negative
81, -4, 85, -1, -40, 6, 4, 126, 122, negative
101, 0, 102, 0, 70, -5, 1, 33, 32, negative
76, 0, 80, -2, -40, 0, 4, 121, 118, negative
76, 1, 80, 0, -42, 0, 4, 124, 120, negative
82, 0, 85, 0, -6, 14, 3, 93, 90, negative
85, 0, 88, 0, 2, -20, 3, 86, 82, negative
106, 3, 108, 0, 70, 0, 1, 38, 36, negative
81, 0, 84, 0, -14, -8, 3, 99, 96, negative
76, 2, 81, 0, -40, 0, 4, 122, 118, negative
82, 0, 86, -1, -12, -19, 3, 99, 96, negative
79, 0, 83, 0, -40, -8, 4, 125, 120, negative
81, 0, 84, 0, -14, 7, 3, 100, 96, negative
81, 0, 84, 5, -14, 0, 4, 100, 96, negative
104, 5, 105, 6, 70, 0, 1, 35, 34, negative
83, 1, 86, 0, -4, -12, 3, 92, 88, negative
102, 4, 102, 0, 70, 0, 1, 33, 32, negative
79, -2, 83, -1, -32, 165, 4, 117, 112, negative
76, 0, 80, 0, -40, 0, 4, 121, 116, negative
101, -2, 102, 0, 70, -3, 1, 33, 32, negative
80, 0, 84, -6, -42, 0, 4, 128, 124, negative
105, 0, 106, -1, 72, 0, 1, 33, 32, negative
80, 4, 84, 0, -28, 0, 4, 112, 108, negative
76, 0, 80, -6, -42, -9, 4, 124, 120, negative
79, -10, 83, -5, -100, -1990, 4, 184, 180, negative
80, -2, 84, 0, -14, -6, 4, 99, 96, negative
79, 0, 83, 0, -28, 31, 4, 112, 108, negative
85, 0, 88, -88, 0, 0, 3, 88, 84, negative
81, 0, 85, 0, -42, -26, 4, 129, 124, negative
82, 0, 85, 0, -10, -29, 3, 95, 92, negative
82, 1, 86, 0, -10, 5, 3, 96, 92, negative
102, 2, 103, 8, 70, -21, 1, 33, 32, negative
82, 0, 86, -2, -40, 5, 4, 128, 124, negative
102, 4, 104, 4, 70, -20, 1, 34, 32, negative
77, 0, 81, 3, -40, 0, 4, 123, 118, negative
78, 3, 82, 2, -40, 18, 4, 123, 120, negative
84, 0, 87, 3, -2, 0, 3, 90, 86, negative
102, -2, 103, 0, 70, -10, 1, 33, 32, negative
81, 1, 84, 0, -14, -22, 3, 100, 96, negative
80, 0, 84, 2, -20, 0, 4, 105, 100, negative
79, 0, 83, 0, -38, 6, 4, 122, 118, negative
80, 0, 84, 0, -32, 2, 4, 117, 114, negative
85, 0, 89, 0, 2, -1, 4, 86, 82, negative
108, 2, 109, 1, 72, 3, 1, 36, 36, negative
105, 0, 107, -2, 70, -2, 1, 37, 36, negative
80, 2, 84, 0, -42, 0, 4, 128, 124, negative
105, -2, 106, 0, 70, 0, 2, 36, 34, negative
79, 0, 83, 0, -46, -4, 4, 130, 126, negative
85, 0, 88, 0, 2, 24, 3, 86, 82, negative
80, 1, 84, 0, -28, -6, 4, 112, 108, negative
81, 0, 84, 0, -20, -20, 4, 105, 102, negative
85, 0, 88, 1, 6, 3, 3, 83, 80, negative
79, 0, 83, 7, -46, 0, 5, 130, 126, negative
105, 4, 106, 1, 70, 0, 1, 36, 36, negative
78, 0, 81, 0, -40, 640, 4, 123, 120, negative
84, -1, 88, -3, -2, -13, 3, 90, 88, negative
81, 0, 84, 0, -12, 3, 3, 97, 94, negative
83, -1, 86, 0, -4, -5, 4, 92, 88, negative
106, 4, 107, 0, 70, -1, 1, 37, 36, negative
79, 3, 83, 0, -28, 0, 4, 112, 108, negative
103, 0, 104, 3, 70, 0, 1, 35, 34, negative
81, 0, 84, 0, -20, 0, 4, 105, 102, negative
84, 2, 87, 0, -4, 0, 3, 92, 88, negative
84, 0, 88, 0, 6, -1, 4, 83, 78, negative
79, 0, 83, 0, -28, 1, 4, 112, 108, negative
79, -1, 83, -8, 436, 1822, 4, -353, -356, negative
85, 0, 88, 0, 2, -26, 3, 86, 82, negative
82, 0, 85, -3, -10, 0, 3, 95, 92, negative
83, 1, 86, 0, -2, 0, 3, 89, 86, negative
84, 2, 88, 8, 0, 0, 3, 88, 84, negative
84, 0, 88, 0, -2, -14, 3, 90, 88, negative
83, 0, 86, -2, -4, 5, 3, 92, 88, negative
84, 0, 87, 7, -2, 0, 3, 90, 86, negative
76, 4, 81, 0, -42, 0, 4, 125, 120, negative
81, 0, 84, 4, -14, -14, 4, 100, 96, negative
78, 0, 82, -6, -40, 1, 4, 123, 120, negative
83, -4, 86, 0, -6, 0, 4, 94, 90, negative
102, 0, 103, 5, 70, -16, 1, 33, 32, negative
79, 2, 83, 0, -40, 14, 4, 124, 120, negative
105, 0, 106, 0, 72, 0, 1, 33, 32, negative
81, 4, 85, 0, -42, -29, 4, 129, 124, negative
107, 6, 108, 1, 72, 2, 1, 35, 34, negative
79, -2, 83, -1, -32, 213, 4, 117, 112, negative
103, -2, 104, -2, 72, 19, 1, 32, 30, negative
84, 0, 88, 0, 0, 19, 3, 88, 84, negative
80, 0, 85, 5, -40, 8, 5, 126, 122, negative
82, 2, 86, -1, -10, 9, 3, 96, 92, negative
80, 0, 84, 7, -20, 0, 4, 105, 100, negative
80, 0, 85, 4, -40, 6, 5, 126, 122, negative
80, 5, 84, 0, -24, 19, 4, 110, 106, negative
79, 0, 83, 0, -40, -11, 4, 125, 120, negative
85, 0, 88, 0, 2, 29, 3, 86, 82, negative
83, 0, 86, -1, -4, 1, 3, 92, 88, negative
104, 0, 106, 0, 72, 14, 1, 33, 32, negative
75, 1, 79, 0, -42, 0, 4, 123, 118, negative
83, 0, 86, 0, -2, 0, 4, 89, 86, negative
82, 0, 85, -4, -10, 0, 3, 95, 92, negative
85, 1, 88, 0, 0, 29, 3, 88, 84, negative
81, 0, 84, 2, -14, 0, 4, 100, 96, negative
81, 0, 84, 0, -14, 12, 3, 100, 96, negative
85, 0, 88, -5, 2, 0, 3, 86, 82, negative
85, 0, 89, 0, 2, -15, 4, 86, 82, negative
107, 0, 108, 7, 70, 0, 1, 38, 36, negative
80, 0, 84, 0, -36, -1, 4, 120, 116, negative
78, 2, 82, 1, -40, 18, 4, 123, 120, negative
47, 48, 77, 0, -22, 0, 30, 101, 70, positive
81, 0, 84, 0, -14, -3, 4, 100, 96, negative
80, 0, 84, -1, -40, 2, 4, 125, 122, negative
103, 0, 104, 0, 70, 0, 1, 35, 34, negative
79, 2, 83, 0, -42, 0, 4, 127, 122, negative
105, -1, 106, 0, 70, 0, 2, 36, 34, negative
83, 0, 86, 2, -4, -11, 4, 92, 88, negative
79, 0, 83, 0, -46, -6, 4, 130, 126, negative
81, -2, 84, 0, -20, 29, 4, 105, 102, negative
81, 0, 84, 0, -20, -9, 4, 105, 102, negative
80, 5, 84, 0, -28, 0, 4, 112, 108, negative
79, 0, 83, 0, -40, -5, 4, 125, 120, negative
78, 0, 81, -1, -188, -8392, 4, 270, 266, negative
84, 2, 88, 0, -2, 0, 3, 90, 88, negative
79, 0, 84, 2, -38, 0, 4, 123, 118, negative
81, 0, 84, 0, -20, 6, 4, 105, 102, negative
105, 1, 106, 0, 70, 0, 1, 36, 34, negative
81, 0, 84, 0, -14, -5, 3, 99, 96, negative
85, 0, 88, 0, 6, 6, 3, 83, 80, negative
102, -4, 103, 0, 70, -15, 1, 33, 32, negative
83, -1, 87, 5, -4, 0, 4, 92, 88, negative
81, 0, 84, 0, -18, 25, 4, 103, 98, negative
102, -1, 104, 0, 70, 0, 1, 34, 32, negative
77, -2, 81, 0, -40, 0, 4, 123, 118, negative
83, 3, 87, 0, -40, 0, 4, 128, 124, negative
82, 0, 86, 0, -40, 4, 4, 128, 124, negative
80, 0, 84, 0, -36, -11, 4, 120, 116, negative
102, 0, 104, 0, 70, 0, 1, 34, 32, negative
79, -1, 83, -6, -40, 0, 4, 125, 120, negative
82, 3, 86, 0, -40, 1, 4, 128, 124, negative
103, 4, 104, 8, 70, 0, 1, 35, 34, negative
105, 1, 107, 5, 70, 0, 1, 37, 36, negative
79, 0, 83, 0, -38, 2, 4, 122, 118, negative
86, 2, 89, 0, 2, 0, 3, 86, 84, negative
79, -1, 83, -2, -40, 3, 4, 124, 120, negative
81, 0, 86, 0, -22, 20, 4, 109, 104, negative
105, 5, 106, 4, 70, 0, 1, 36, 36, negative
101, 0, 102, 0, 72, 4, 1, 29, 28, negative
85, 0, 88, 3, 6, 0, 3, 83, 80, negative
82, 0, 85, -1, -6, 8, 3, 93, 90, negative
82, -1, 86, -4, -40, 0, 4, 128, 124, negative
80, 4, 84, 1, -42, -30, 4, 128, 124, negative
79, 3, 83, 0, -40, 12, 4, 125, 120, negative
80, 4, 84, 1, -36, 0, 4, 121, 116, negative
80, -6, 84, -1, -40, 6, 5, 126, 122, negative
102, 0, 103, 0, 72, 15, 1, 31, 30, negative
105, 1, 106, 8, 70, -1, 2, 36, 34, negative
85, 0, 89, 0, 6, 29, 4, 84, 80, negative
80, 0, 84, 0, -32, 0, 4, 117, 114, negative
78, 4, 82, 0, -46, 0, 4, 128, 124, negative
81, -4, 85, 0, -24, 0, 4, 111, 106, negative
79, 0, 83, 0, -40, -7, 4, 125, 120, negative
104, 0, 105, -6, 72, 8, 1, 33, 32, negative
82, 0, 86, 0, -40, 3, 5, 128, 124, negative
81, -5, 86, 0, -40, 0, 5, 127, 122, negative
84, 2, 87, 3, -4, 0, 3, 92, 88, negative
83, 1, 86, 5, -6, 0, 4, 94, 90, negative
82, 0, 85, 0, -6, 3, 3, 93, 90, negative
104, 0, 106, 1, 72, 10, 1, 33, 32, negative
102, 0, 103, 0, 72, 19, 1, 31, 30, negative
81, 4, 84, 0, -14, 0, 3, 99, 96, negative
82, 0, 86, 0, -42, -24, 4, 130, 126, negative
107, 3, 108, 0, 70, 0, 1, 38, 38, negative
77, 0, 81, 2, -40, 0, 4, 123, 118, negative
104, 5, 105, 5, 70, 0, 1, 35, 34, negative
82, -4, 86, 0, -10, 2, 4, 96, 92, negative
81, 0, 84, 0, -14, 31, 3, 100, 96, negative
77, 0, 81, 5, -42, 0, 4, 125, 120, negative
81, 0, 84, 0, -14, -15, 4, 100, 96, negative
106, 2, 108, 5, 70, -25, 2, 38, 36, negative
81, 3, 85, 0, -40, 6, 4, 126, 122, negative
78, 2, 82, 1, -40, 14, 4, 123, 120, negative
81, 0, 84, 0, -14, 4, 3, 100, 96, negative
102, 0, 103, 0, 72, 30, 1, 31, 30, negative
82, 0, 85, 0, -10, -12, 3, 95, 92, negative
81, 0, 84, 0, -14, -22, 3, 100, 96, negative
104, -2, 105, -1, 72, 14, 1, 33, 32, negative
82, 0, 86, 0, -2, 24, 3, 88, 84, negative
102, 0, 103, 1, 70, -7, 1, 33, 32, negative
85, 1, 88, 0, 2, 7, 3, 86, 82, negative
75, 2, 79, 0, -42, 0, 4, 123, 118, negative
107, 0, 108, -5, 70, 0, 1, 38, 36, negative
76, 0, 81, 0, -42, -23, 5, 125, 120, negative
83, 0, 86, 0, -4, 24, 3, 92, 88, negative
76, 0, 81, -1, -40, 13, 5, 122, 118, negative
76, 1, 80, 1, -42, 0, 4, 124, 120, negative
82, 0, 87, 7, -40, 1, 5, 128, 124, negative
78, 0, 83, 3, -46, 0, 4, 129, 124, negative
76, -2, 80, 0, -40, 0, 4, 121, 116, negative
102, 0, 103, 0, 72, 9, 1, 31, 30, negative
82, 0, 86, -1, -12, 0, 3, 99, 96, negative
85, 0, 88, 0, 2, -19, 3, 86, 82, negative
79, 0, 84, 0, -36, -422, 4, 120, 116, negative
105, -3, 107, 0, 72, 0, 1, 35, 34, negative
81, 0, 84, 3, -12, 20, 4, 97, 94, negative
81, 0, 84, 0, -14, -9, 4, 100, 96, negative
84, 0, 88, 0, -2, -21, 3, 90, 88, negative
103, -6, 104, -1, 72, 18, 1, 32, 30, negative
76, -4, 81, 0, -40, 0, 4, 122, 118, negative
84, 0, 88, 0, 0, 23, 3, 88, 84, negative
82, 0, 85, 0, -2, 5, 3, 88, 84, negative
82, -3, 86, -1, -40, 0, 5, 128, 124, negative
79, 0, 83, 0, -40, 1, 4, 125, 120, negative
82, 1, 86, -1, -10, 6, 3, 96, 92, negative
78, 0, 83, 2, -46, 0, 4, 129, 124, negative
82, -2, 86, 0, -40, 2, 5, 128, 124, negative
85, -3, 88, 0, 2, 2, 3, 86, 82, negative
82, 0, 86, 0, -2, 20, 3, 88, 84, negative
81, 0, 86, 1, -22, 22, 4, 109, 104, negative
84, 2, 87, 0, 0, 0, 3, 87, 84, negative
79, -13, 83, -6, -32, -1520, 4, 117, 112, negative
102, 0, 103, 2, 70, -5, 1, 33, 32, negative
107, 2, 108, 0, 70, 0, 1, 38, 36, negative
