@relation shuttle-2_vs_5
@attribute A1 integer [27, 126]
@attribute A2 integer [-4821, 5075]
@attribute A3 integer [21, 149]
@attribute A4 integer [-3939, 3830]
@attribute A5 integer [-188, 436]
@attribute A6 integer [-26739, 15164]
@attribute A7 integer [-48, 105]
@attribute A8 integer [-353, 270]
@attribute A9 integer [-356, 266]
@attribute Class {positive, negative}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9
@outputs Class
@data
104, 0, 104, -6, 72, 24, 1, 32, 32, negative
82, 0, 85, -2, -2, 6, 3, 88, 84, negative
82, 0, 86, 0, -22, 0, 4, 109, 106, negative
80, -3, 84, -5, -42, 13, 5, 128, 124, negative
102, 0, 102, -1, 70, -5, 1, 33, 32, negative
84, 0, 88, 0, 0, 0, 4, 88, 84, negative
79, 0, 83, 0, -30, 5, 4, 114, 110, negative
84, 0, 88, 0, -2, -23, 3, 90, 88, negative
104, 4, 105, 5, 72, 7, 1, 33, 32, negative
79, 0, 83, -2, -40, 0, 4, 125, 120, negative
82, 1, 85, 0, -10, 0, 3, 95, 92, negative
82, 0, 87, 3, -40, 0, 5, 128, 124, negative
105, -5, 107, 0, 70, 0, 1, 37, 36, negative
106, 2, 107, 1, 70, 0, 1, 37, 36, negative
80, 0, 84, 0, -24, 18, 4, 110, 106, negative
81, 4, 84, 0, -18, 0, 3, 103, 100, negative
79, 0, 83, -3, -40, 0, 4, 125, 120, negative
79, 0, 84, 5, -42, -13, 4, 128, 124, negative
86, 3, 89, 0, 2, -2, 3, 86, 84, negative
79, 0, 83, 0, -46, -3, 4, 130, 126, negative
79, 2, 84, 3, -40, 2, 4, 125, 120, negative
79, 0, 83, 0, -42, -34, 4, 127, 124, negative
84, 0, 88, 2, 0, 0, 3, 88, 84, negative
85, 3, 88, 0, 2, 0, 3, 85, 82, negative
80, 0, 85, 3, -40, 5, 5, 126, 122, negative
83, 0, 86, 0, -6, -20, 3, 94, 90, negative
85, 1, 88, 0, 2, 0, 3, 86, 82, negative
85, 0, 88, 0, 0, -9, 3, 88, 86, negative
82, 4, 86, 0, -6, 0, 3, 94, 90, negative
85, -3, 89, 0, 8, 0, 4, 81, 78, negative
105, 2, 106, 1, 70, 0, 1, 36, 36, negative
82, 1, 86, 0, -22, 8, 4, 109, 106, negative
80, 1, 84, -1, -28, 0, 4, 112, 108, negative
81, 0, 84, 0, -12, 16, 3, 97, 94, negative
79, 0, 83, 1, -46, 0, 5, 130, 126, negative
82, 0, 86, 0, -22, 1, 4, 109, 106, negative
85, 0, 88, -11, 0, 0, 3, 88, 84, negative
81, -5, 86, 0, -22, 0, 4, 109, 104, negative
79, 2, 84, 4, -40, 3, 4, 125, 120, negative
104, -1, 105, -6, 70, 0, 1, 35, 34, negative
80, 0, 84, 0, -36, -3, 4, 120, 116, negative
101, 0, 102, 0, 72, 92, 1, 30, 28, negative
104, 5, 106, 6, 70, 0, 1, 36, 34, negative
105, -2, 106, 0, 72, 3, 1, 34, 32, negative
102, 0, 103, 0, 72, 27, 1, 31, 30, negative
79, -2, 83, 0, -46, 0, 5, 130, 126, negative
76, 1, 81, 0, -42, 0, 4, 125, 120, negative
81, 0, 84, 0, -18, -11, 3, 103, 100, negative
80, -1, 84, 1, -36, 20, 5, 121, 116, negative
79, 0, 83, 0, -42, 15, 4, 127, 122, negative
105, 0, 106, -2, 70, -3, 1, 36, 36, negative
85, 0, 88, 4, 6, 0, 3, 83, 80, negative
102, 0, 102, -3, 72, 24, 1, 30, 30, negative
105, 0, 106, -5, 70, 0, 1, 36, 34, negative
81, 0, 84, 0, -22, -20, 4, 108, 104, negative
105, 4, 106, 0, 70, 0, 1, 36, 34, negative
78, 1, 82, 4, -42, 0, 4, 126, 122, negative
81, 0, 84, 0, -18, 12, 4, 103, 98, negative
103, -5, 104, -1, 72, 15, 1, 32, 30, negative
85, -3, 89, 0, 6, 31, 4, 84, 80, negative
77, 5, 81, 0, -40, 0, 4, 123, 118, negative
81, 0, 84, 0, -18, -16, 3, 103, 100, negative
85, 3, 88, 0, 2, 1, 3, 86, 82, negative
82, 0, 86, 0, -22, 4, 4, 109, 106, negative
81, 0, 84, 2, -14, -15, 4, 100, 96, negative
85, 0, 88, 8, 2, 0, 3, 86, 82, negative
84, 1, 88, 0, 6, 0, 4, 83, 80, negative
102, 6, 103, 5, 72, 11, 1, 31, 30, negative
51, 21, 79, 0, 42, 0, 28, 37, 10, positive
80, 1, 84, 5, -40, 7, 5, 126, 122, negative
79, 0, 83, 0, -42, 26, 4, 127, 122, negative
80, 1, 84, 8, -28, 0, 4, 113, 108, negative
77, 3, 81, 2, -42, -18, 4, 125, 120, negative
85, 0, 88, 0, 2, -18, 3, 86, 82, negative
81, 0, 86, 0, -24, -9, 4, 112, 108, negative
84, 0, 88, 0, 0, 3, 4, 88, 84, negative
81, 0, 85, 0, -12, 0, 4, 98, 94, negative
84, 0, 87, -6, 0, 2, 3, 87, 84, negative
85, 0, 89, 1, 2, 0, 4, 86, 82, negative
81, 5, 84, 0, -12, 21, 3, 97, 94, negative
85, 0, 88, 0, 0, -21, 3, 88, 86, negative
76, 0, 81, -3, -42, -13, 5, 125, 120, negative
82, 2, 86, 0, -22, 10, 4, 109, 106, negative
104, 3, 105, -1, 70, 0, 1, 35, 34, negative
85, 0, 89, 0, 6, 19, 4, 84, 80, negative
81, 0, 84, 0, -14, 23, 3, 100, 96, negative
77, -1, 81, 0, -42, 0, 4, 125, 120, negative
104, 1, 106, 3, 72, 2, 1, 33, 32, negative
102, 1, 104, 9, 70, -22, 2, 34, 32, negative
82, 0, 86, 0, -2, 9, 3, 88, 84, negative
102, -1, 103, 0, 70, -12, 1, 33, 32, negative
85, 0, 88, 0, 0, -4, 3, 88, 86, negative
46, 48, 77, 0, -22, 0, 31, 101, 70, positive
103, 0, 104, 5, 70, 0, 1, 35, 34, negative
107, 1, 108, 2, 72, 6, 1, 36, 34, negative
82, 0, 85, -1, -2, 6, 3, 88, 84, negative
79, 0, 83, -3, -46, 0, 4, 129, 126, negative
78, -5, 82, 0, -46, 0, 4, 128, 124, negative
106, 5, 108, 3, 72, 8, 1, 35, 34, negative
102, 0, 103, 1, 72, 19, 1, 31, 30, negative
78, 0, 82, -7, -40, 1, 4, 123, 120, negative
86, 3, 89, 0, 6, -15, 3, 84, 80, negative
80, -2, 84, 0, -20, 0, 4, 105, 100, negative
101, 0, 102, 0, 70, -26, 1, 32, 32, negative
107, 4, 108, -1, 70, -1, 1, 38, 36, negative
84, 3, 87, 3, -4, 0, 3, 92, 88, negative
79, 0, 83, 0, -40, 2, 4, 124, 120, negative
85, 0, 89, 4, 2, 0, 4, 86, 82, negative
102, 5, 103, 4, 70, -22, 1, 33, 32, negative
101, 0, 102, 0, 72, 4122, 1, 30, 28, negative
102, 0, 104, 0, 70, -17, 1, 34, 32, negative
103, 3, 104, -1, 70, -1, 1, 35, 34, negative
103, 5, 104, 2, 70, 0, 1, 35, 34, negative
83, 0, 86, 0, -4, 17, 3, 92, 88, negative
85, 0, 88, 0, 2, -28, 3, 86, 82, negative
41, 22, 77, 0, 28, 0, 36, 48, 12, positive
77, 0, 81, -5, -40, 0, 4, 122, 118, negative
79, 0, 83, -5, -40, 0, 4, 125, 120, negative
84, 1, 87, 0, -2, 0, 3, 90, 86, negative
101, 0, 102, -2, 72, -2, 1, 29, 28, negative
105, -1, 106, -1, 72, 1, 1, 33, 32, negative
101, 0, 102, 0, 72, 1185, 1, 30, 28, negative
101, 0, 102, 0, 72, 14, 1, 29, 28, negative
105, 2, 107, 5, 72, 2, 1, 35, 34, negative
85, 0, 88, -3, 2, 0, 3, 86, 82, negative
102, 0, 103, 0, 70, -23, 1, 33, 32, negative
103, -1, 104, -3, 70, -23, 1, 34, 34, negative
82, 1, 86, 0, -10, 2, 3, 96, 92, negative
79, -1, 83, 0, -40, 0, 4, 125, 120, negative
81, 1, 86, 0, -40, 2, 4, 127, 122, negative
84, 0, 88, 0, 0, 7, 3, 88, 84, negative
84, 0, 88, 0, 6, 0, 5, 83, 78, negative
82, 0, 86, 0, -42, -19, 4, 130, 126, negative
80, 0, 84, 8, -42, 0, 5, 128, 124, negative
81, 0, 84, 0, -14, -1, 3, 99, 96, negative
78, 1, 81, 0, -40, 0, 4, 123, 120, negative
81, 0, 84, 0, -14, 19, 3, 100, 96, negative
82, 0, 87, 1, -40, 3, 5, 128, 124, negative
107, 0, 108, 0, 72, 7, 1, 36, 34, negative
80, 0, 84, 0, -36, -17, 4, 120, 116, negative
81, 0, 85, -2, -24, -4, 4, 111, 108, negative
78, 0, 81, 0, -40, 346, 4, 123, 120, negative
105, 2, 106, 2, 70, 0, 1, 36, 36, negative
79, 0, 83, 0, -40, 0, 4, 124, 120, negative
79, -4, 84, 0, -32, 0, 4, 117, 112, negative
81, 5, 84, 0, -12, 18, 3, 97, 94, negative
81, 5, 84, 0, -18, 0, 3, 103, 100, negative
104, 2, 105, 2, 72, 4, 1, 33, 32, negative
81, 0, 86, 0, -24, -12, 4, 112, 108, negative
85, 0, 89, 0, 2, -5, 4, 86, 82, negative
79, 0, 83, 0, -40, -25, 4, 125, 120, negative
106, -1, 108, -1, 70, -1, 1, 38, 36, negative
85, 0, 88, 0, 2, 17, 3, 86, 82, negative
84, 0, 88, 0, -2, -9, 3, 90, 88, negative
79, -5, 83, -7, -42, -30, 4, 126, 122, negative
80, 1, 84, -1, -36, 2, 4, 121, 116, negative
82, 0, 86, 0, -10, 19, 3, 96, 92, negative
76, -4, 81, 0, -40, 0, 5, 122, 118, negative
107, 1, 108, 0, 72, 1, 1, 36, 34, negative
85, 0, 88, 0, 2, 14, 3, 86, 82, negative
84, -1, 87, -3, 0, 20, 3, 87, 84, negative
85, 0, 88, 1, 6, 0, 3, 83, 80, negative
85, 0, 88, -1, 6, -5, 3, 83, 80, negative
106, 0, 108, 1, 70, 0, 2, 38, 36, negative
82, 5, 85, 0, -12, 0, 3, 98, 94, negative
81, 0, 86, 0, -40, 3, 4, 127, 122, negative
105, 0, 106, 0, 70, 0, 1, 36, 36, negative
80, 0, 84, 0, -28, 0, 4, 112, 108, negative
107, 2, 108, 3, 72, 0, 1, 36, 34, negative
81, 0, 84, -2, -14, 0, 3, 99, 96, negative
80, 3, 84, -6, -36, 0, 4, 120, 116, negative
108, -4, 109, 0, 72, 8, 1, 36, 36, negative
84, 0, 88, 0, -2, -15, 3, 90, 88, negative
81, 0, 85, 2, -22, 0, 4, 108, 104, negative
81, 0, 84, 0, -14, 5, 4, 100, 96, negative
85, 0, 88, -587, 0, 0, 3, 88, 84, negative
49, 28, 77, 0, 28, 0, 28, 48, 20, positive
104, 3, 105, 4, 72, 6, 1, 33, 32, negative
81, 1, 84, 0, -12, 16, 3, 97, 94, negative
79, -1, 83, -5, -40, 0, 4, 125, 120, negative
82, 0, 86, 0, -4, -19, 3, 91, 88, negative
81, -3, 84, 0, -14, 0, 4, 100, 96, negative
85, 0, 88, 0, -2, -3, 3, 91, 88, negative
85, 0, 88, 5, 2, 0, 3, 86, 82, negative
77, 3, 81, 0, -42, 0, 4, 125, 120, negative
105, 3, 106, 1, 72, 31, 1, 34, 32, negative
85, 0, 88, -3, 0, 0, 3, 88, 84, negative
79, 0, 84, 0, -32, -35, 4, 117, 112, negative
83, 0, 87, 8, -4, 0, 4, 92, 88, negative
85, -2, 89, 0, 2, -2, 4, 86, 82, negative
81, 0, 84, 0, -22, -10, 3, 108, 104, negative
85, 0, 88, 0, 6, 10, 3, 83, 80, negative
101, -4, 102, -6, 72, 0, 1, 29, 28, negative
104, 3, 105, 0, 70, 0, 1, 35, 34, negative
84, 1, 86, 0, -2, 0, 3, 89, 86, negative
79, 0, 83, -4, -46, 0, 4, 129, 126, negative
82, 5, 86, 5, -2, 0, 3, 88, 84, negative
85, 0, 89, 0, 6, 22, 4, 84, 80, negative
84, 2, 86, -3, -4, 0, 3, 92, 88, negative
77, 0, 81, 0, -40, 15, 4, 123, 118, negative
80, 0, 84, 0, -32, 8, 4, 117, 114, negative
105, 8, 106, 3, 70, -26, 1, 36, 34, negative
81, -1, 86, 0, -22, 13, 4, 109, 104, negative
83, 0, 86, -2, -4, 4, 3, 92, 88, negative
85, 0, 88, -4, 6, 0, 3, 83, 80, negative
105, 0, 106, -3, 72, 7, 1, 34, 34, negative
84, 0, 88, 0, 0, 4, 3, 88, 84, negative
84, 5, 87, 0, -2, 0, 3, 90, 86, negative
84, 0, 88, 0, 6, -2, 4, 83, 78, negative
71, 6, 75, 0, -42, -9, 3, 119, 116, negative
81, 0, 86, 2, -22, 0, 4, 109, 104, negative
78, 2, 81, 0, -40, 0, 4, 123, 120, negative
102, 4, 104, 3, 70, -1, 1, 34, 32, negative
84, -2, 88, 0, 6, 0, 4, 83, 78, negative
80, 5, 84, 0, -28, -16, 4, 112, 108, negative
76, 2, 80, 0, -42, 0, 4, 124, 120, negative
85, 1, 88, 0, 2, 0, 3, 85, 82, negative
82, 0, 85, 0, -6, 4, 3, 93, 90, negative
85, 0, 88, 0, 2, -24, 3, 86, 82, negative
81, 0, 85, 0, -24, 0, 4, 111, 108, negative
82, 0, 85, 0, -10, -17, 3, 95, 92, negative
81, 2, 84, 0, -14, -7, 3, 99, 96, negative
85, 0, 88, 0, 0, -7, 3, 88, 86, negative
87, 3, 89, 0, 8, 1, 2, 81, 78, negative
102, 0, 103, 0, 70, -21, 1, 33, 32, negative
74, 1, 79, 2, -42, 0, 4, 123, 118, negative
84, -11, 89, 0, 8, 0, 5, 81, 76, negative
80, 0, 84, 3, -42, 0, 5, 128, 124, negative
79, 4, 84, 6, -40, 4, 4, 125, 120, negative
76, -4, 80, 0, -40, 0, 4, 121, 116, negative
81, 2, 84, 0, -20, 0, 4, 105, 102, negative
79, 0, 83, 0, -46, -8, 4, 130, 126, negative
84, 0, 88, 0, -2, -17, 3, 90, 88, negative
102, 0, 102, 0, 70, -5, 1, 33, 32, negative
82, 0, 86, 8, -2, 0, 4, 88, 84, negative
101, 0, 102, 0, 72, 18, 1, 29, 28, negative
82, 0, 86, 0, -10, 1, 3, 96, 92, negative
104, -2, 105, 0, 70, 0, 1, 35, 34, negative
81, 1, 84, 0, -18, 0, 3, 103, 100, negative
107, 0, 108, -1, 70, 0, 1, 38, 36, negative
102, 0, 103, 0, 72, 14, 1, 31, 30, negative
74, 4, 79, 8, -42, 0, 4, 123, 118, negative
101, 2, 102, 8, 72, 13, 1, 30, 28, negative
123, 109, 105, 0, 36, -1, -18, 69, 86, negative
79, 0, 83, 0, -30, 15, 4, 114, 110, negative
78, 7, 82, 4, -42, -14, 4, 126, 122, negative
102, 1, 103, 3, 72, 31, 1, 31, 30, negative
102, 0, 103, 5, 70, -11, 1, 33, 32, negative
102, 0, 103, 2, 70, -7, 1, 33, 32, negative
107, 0, 108, -1, 72, 3, 1, 35, 34, negative
85, 4, 89, 0, 6, -4, 4, 84, 80, negative
106, 0, 108, 0, 72, 1, 1, 35, 34, negative
104, 0, 105, 0, 70, -11, 1, 35, 34, negative
102, 0, 103, 3, 70, -5, 1, 33, 32, negative
82, 0, 86, 0, -10, 0, 3, 96, 92, negative
81, 0, 84, 0, -18, 24, 4, 103, 98, negative
80, 1, 84, 1, -28, 0, 4, 112, 108, negative
85, 0, 88, -1, 6, -3, 3, 83, 80, negative
87, -8, 89, 0, 8, 0, 2, 81, 78, negative
82, 0, 85, 0, -2, 6, 3, 88, 84, negative
80, 0, 84, 5, -38, -7, 5, 123, 118, negative
82, -2, 86, 0, -2, 2, 4, 88, 84, negative
81, 0, 86, 0, -22, 8, 4, 109, 104, negative
85, 0, 88, 0, 0, -8, 3, 88, 86, negative
84, 1, 88, 4, 0, 0, 3, 88, 84, negative
82, 0, 85, 0, -4, -30, 3, 90, 88, negative
106, 4, 107, 2, 70, 0, 1, 37, 36, negative
81, 0, 84, 0, -14, -9, 3, 99, 96, negative
107, -1, 108, -1, 72, 16, 1, 36, 34, negative
41, 21, 77, 0, 28, 0, 36, 48, 12, positive
71, -9, 76, -11, -40, 5, 4, 117, 112, negative
83, 0, 86, 0, -6, 0, 4, 94, 90, negative
76, 0, 80, -2, -40, 24, 4, 121, 116, negative
83, 0, 87, 6, -6, -30, 4, 95, 90, negative
107, 4, 108, 0, 70, 0, 1, 38, 38, negative
80, 2, 84, 4, -28, 0, 4, 112, 108, negative
85, -5, 88, 0, 0, 0, 3, 88, 84, negative
108, -1, 109, 0, 72, 6, 1, 36, 36, negative
80, -3, 84, 0, -42, 0, 5, 128, 124, negative
80, 0, 84, 1, -28, 0, 4, 112, 108, negative
77, 0, 81, 0, -40, 0, 4, 123, 118, negative
82, 0, 86, -1, -40, 10, 4, 128, 124, negative
74, 9, 78, 5, -42, -1, 4, 122, 118, negative
82, 0, 86, 0, -10, 4, 3, 96, 92, negative
104, 3, 106, 4, 72, 6, 1, 33, 32, negative
85, 0, 89, 0, 6, 31, 4, 84, 80, negative
84, 1, 87, 1, -4, 0, 3, 92, 88, negative
105, -11, 108, 0, 70, 0, 3, 38, 36, negative
106, 6, 107, 2, 72, 1, 1, 35, 34, negative
102, 1, 103, 5, 70, 0, 1, 33, 32, negative
104, -1, 105, -1, 72, 11, 1, 33, 32, negative
76, 5, 81, 3, -40, 15, 5, 122, 118, negative
77, 0, 81, 8, -42, 0, 4, 125, 120, negative
83, 0, 86, 0, -4, -3, 3, 92, 88, negative
82, 4, 85, 0, -12, 0, 3, 98, 94, negative
85, 0, 88, 0, 0, -13, 3, 88, 86, negative
83, 0, 86, 0, -6, -19, 3, 94, 90, negative
79, 0, 83, 0, -38, 12, 4, 122, 118, negative
81, 0, 84, -1, -22, 0, 3, 108, 104, negative
77, 0, 81, 2, -42, 0, 4, 125, 120, negative
106, 3, 108, 2, 70, 0, 1, 38, 36, negative
102, -1, 104, 0, 70, -23, 1, 34, 32, negative
86, 2, 89, 0, 8, 0, 3, 81, 78, negative
105, 0, 107, 5, 70, 0, 1, 37, 36, negative
85, -1, 89, 0, 2, 0, 4, 86, 82, negative
82, -2, 86, -1, -4, -8, 3, 91, 88, negative
83, 0, 86, 0, -6, -18, 3, 94, 90, negative
75, 2, 79, 3, -42, 0, 4, 123, 120, negative
85, 0, 88, -7, 0, 0, 3, 88, 84, negative
105, -3, 106, -6, 70, 0, 1, 36, 34, negative
105, -2, 106, 2, 70, 0, 2, 36, 34, negative
82, 0, 86, -1, -40, 11, 4, 128, 124, negative
85, 0, 88, 0, 2, 1, 3, 86, 82, negative
82, 0, 85, 0, -10, -20, 3, 95, 92, negative
102, 0, 102, -1, 72, 13, 1, 30, 30, negative
82, 0, 86, -6, -40, 0, 4, 127, 124, negative
84, 0, 88, 0, 0, 18, 3, 88, 84, negative
85, 0, 88, 0, 2, 11, 3, 86, 82, negative
79, 0, 83, 0, -28, 21, 4, 112, 108, negative
80, 1, 84, 2, -28, 0, 4, 112, 108, negative
82, 1, 86, 1, -40, 3, 5, 128, 124, negative
104, 2, 106, 3, 72, 2, 1, 33, 32, negative
84, 3, 88, 0, -2, 0, 3, 90, 88, negative
78, 0, 83, 8, -42, -17, 5, 126, 122, negative
83, 0, 87, 0, -40, 3, 4, 128, 124, negative
104, -1, 105, 0, 70, -27, 1, 35, 34, negative
79, 0, 83, 0, -32, 9, 4, 117, 112, negative
86, 4, 89, 0, 2, -4, 3, 86, 84, negative
85, 1, 88, 0, 2, 10, 3, 86, 82, negative
105, 6, 106, 2, 72, 6, 1, 34, 34, negative
79, 0, 83, -4, -32, -4, 4, 117, 112, negative
82, 0, 86, 0, -4, -11, 3, 91, 88, negative
76, 0, 81, 4, -42, -20, 5, 125, 120, negative
81, 0, 84, 0, -18, -9, 3, 103, 100, negative
72, -11, 76, -16, -40, 6, 4, 117, 114, negative
101, 0, 102, 0, 70, -19, 1, 32, 32, negative
105, 2, 106, 8, 70, 0, 2, 36, 34, negative
105, 1, 107, 3, 72, 2, 1, 35, 34, negative
76, 3, 81, 0, -42, -13, 4, 125, 120, negative
85, 2, 88, 0, 2, 0, 3, 85, 82, negative
85, 0, 89, 0, 2, -18, 4, 86, 82, negative
102, 0, 102, -5, 70, -5, 1, 33, 32, negative
74, 3, 79, 7, -42, 0, 4, 123, 118, negative
105, -11, 108, 0, 70, 0, 3, 38, 34, negative
85, 1, 88, 0, 2, 5, 3, 86, 82, negative
79, -4, 84, 0, -40, 1, 4, 125, 120, negative
78, 1, 82, 1, -40, 7, 4, 123, 120, negative
82, 0, 85, -7, -10, 0, 3, 95, 92, negative
81, 0, 84, 0, -14, 9, 3, 100, 96, negative
82, 0, 85, 0, -6, 10, 3, 93, 90, negative
79, -1, 83, 0, -42, 0, 5, 127, 122, negative
104, 0, 106, 1, 70, 0, 1, 36, 34, negative
106, -2, 107, -3, 72, 0, 1, 35, 34, negative
79, 0, 83, 0, -30, 8, 4, 114, 110, negative
81, 0, 84, 0, -22, -8, 3, 108, 104, negative
81, 0, 86, 0, -24, -7, 4, 112, 108, negative
79, 0, 83, 0, -30, 12, 4, 114, 110, negative
78, 0, 81, 0, -40, 2292, 4, 123, 120, negative
83, -2, 86, 0, -2, 0, 3, 89, 86, negative
106, 0, 107, -6, 70, 0, 1, 37, 36, negative
87, 5, 89, 0, 8, 2, 2, 81, 78, negative
81, 0, 86, 6, -24, 0, 4, 112, 108, negative
82, 2, 86, 0, -40, 7, 4, 128, 124, negative
85, 0, 88, 0, 0, 0, 3, 88, 84, negative
82, 2, 86, 2, -2, 0, 3, 88, 84, negative
71, 3, 75, 1, -42, -17, 4, 119, 114, negative
104, -4, 105, -3, 70, 0, 1, 35, 34, negative
81, 0, 84, 0, -12, 8, 3, 97, 94, negative
83, 0, 86, 6, -2, 0, 4, 89, 86, negative
84, 0, 87, -2, 0, 13, 3, 87, 84, negative
105, -2, 106, -4, 72, 2, 1, 33, 32, negative
71, 46, 82, 0, -42, -8, 11, 126, 114, positive
81, 0, 84, -4, -22, 0, 3, 108, 104, negative
106, -3, 108, 0, 70, 0, 2, 38, 36, negative
84, 8, 89, 0, 6, -10, 5, 84, 80, negative
75, 0, 80, 4, -42, 0, 5, 124, 120, negative
104, 0, 106, -1, 70, -1, 1, 36, 34, negative
80, -3, 84, 0, -20, 0, 4, 105, 100, negative
85, 0, 88, 5, 0, 0, 3, 88, 84, negative
84, 5, 87, 0, 0, 0, 3, 87, 84, negative
102, -5, 103, 0, 72, 19, 1, 31, 30, negative
82, 0, 86, 0, -12, -30, 3, 99, 96, negative
102, 0, 102, -4, 72, 22, 1, 30, 30, negative
82, -2, 87, 0, -40, 0, 5, 128, 124, negative
105, 0, 107, -1, 70, -1, 1, 37, 36, negative
84, 0, 88, 0, -2, -22, 3, 90, 88, negative
79, 0, 83, -5, -46, 0, 4, 129, 126, negative
80, 0, 84, 0, -42, -14, 4, 128, 124, negative
80, -5, 84, 0, -42, 0, 5, 128, 124, negative
105, 3, 106, 0, 70, 0, 1, 36, 34, negative
81, 0, 84, 0, -20, -5, 4, 105, 102, negative
104, -1, 105, -1, 72, 4, 1, 33, 32, negative
108, 0, 109, 0, 72, 7, 1, 36, 36, negative
82, 0, 86, 0, -12, -23, 3, 99, 96, negative
83, 2, 86, -1, -6, 0, 3, 94, 90, negative
81, 0, 84, 0, -20, 4, 4, 105, 102, negative
104, 0, 106, 0, 70, -26, 1, 36, 34, negative
80, 2, 84, 5, -28, 0, 4, 112, 108, negative
85, -3, 88, 0, 2, 7, 3, 86, 82, negative
76, -2, 81, 0, -40, 0, 5, 122, 118, negative
85, 0, 88, 0, 6, 18, 3, 83, 80, negative
71, 0, 75, 2, -40, 20, 4, 116, 112, negative
83, 0, 86, 0, -4, -11, 4, 92, 88, negative
84, 3, 88, 0, 6, 0, 4, 83, 78, negative
78, 0, 83, 7, -46, 0, 4, 129, 124, negative
77, -1, 81, 0, -40, 37, 4, 123, 118, negative
79, 0, 83, -1, -40, 4, 4, 125, 120, negative
103, 3, 104, 7, 70, -27, 1, 35, 34, negative
80, 0, 84, 0, -36, -13, 4, 120, 116, negative
79, 0, 83, -2, -32, -2, 4, 117, 112, negative
76, 5, 80, 3, -42, 0, 4, 124, 120, negative
