@relation abalone-20_vs_8-9-10
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
I, 0.325, 0.24, 0.07, 0.152, 0.0565, 0.0305, 0.054, negative
I, 0.385, 0.28, 0.1, 0.2755, 0.1305, 0.061, 0.0725, negative
I, 0.405, 0.31, 0.09, 0.312, 0.138, 0.06, 0.087, negative
M, 0.525, 0.385, 0.1, 0.5115, 0.246, 0.1005, 0.1455, negative
M, 0.61, 0.48, 0.165, 1.2435, 0.5575, 0.2675, 0.372, negative
I, 0.46, 0.335, 0.11, 0.444, 0.225, 0.0745, 0.11, negative
M, 0.43, 0.335, 0.115, 0.406, 0.166, 0.0935, 0.135, negative
I, 0.315, 0.24, 0.07, 0.137, 0.0545, 0.0315, 0.04, negative
I, 0.395, 0.325, 0.105, 0.306, 0.111, 0.0735, 0.095, negative
F, 0.43, 0.34, 0.11, 0.382, 0.154, 0.0955, 0.109, negative
F, 0.57, 0.435, 0.14, 0.8585, 0.3905, 0.196, 0.2295, negative
F, 0.6, 0.46, 0.145, 0.9325, 0.3985, 0.2245, 0.248, negative
F, 0.6, 0.46, 0.15, 1.235, 0.6025, 0.274, 0.29, negative
M, 0.61, 0.48, 0.15, 1.1495, 0.564, 0.274, 0.264, negative
I, 0.415, 0.315, 0.1, 0.3645, 0.1765, 0.0795, 0.095, negative
I, 0.555, 0.425, 0.13, 0.648, 0.2835, 0.133, 0.2105, negative
F, 0.585, 0.435, 0.14, 0.6955, 0.3085, 0.129, 0.2245, negative
F, 0.595, 0.465, 0.15, 1.1005, 0.5415, 0.166, 0.265, negative
M, 0.63, 0.465, 0.15, 1.027, 0.537, 0.188, 0.176, negative
I, 0.41, 0.325, 0.11, 0.326, 0.1325, 0.075, 0.101, negative
I, 0.42, 0.325, 0.115, 0.314, 0.1295, 0.0635, 0.1, negative
I, 0.42, 0.315, 0.11, 0.4025, 0.1855, 0.083, 0.1015, negative
I, 0.46, 0.345, 0.105, 0.415, 0.187, 0.087, 0.11, negative
I, 0.485, 0.365, 0.14, 0.4475, 0.1895, 0.0925, 0.2305, negative
I, 0.51, 0.385, 0.145, 0.7665, 0.3985, 0.14, 0.1805, negative
I, 0.515, 0.39, 0.11, 0.531, 0.2415, 0.098, 0.1615, negative
F, 0.645, 0.49, 0.16, 1.144, 0.5015, 0.289, 0.319, negative
F, 0.465, 0.35, 0.11, 0.4085, 0.165, 0.102, 0.131, negative
I, 0.495, 0.375, 0.12, 0.614, 0.2855, 0.1365, 0.161, negative
I, 0.505, 0.4, 0.125, 0.5605, 0.2255, 0.1435, 0.17, negative
M, 0.505, 0.365, 0.115, 0.521, 0.25, 0.096, 0.15, negative
I, 0.52, 0.4, 0.11, 0.597, 0.2935, 0.1155, 0.16, negative
I, 0.545, 0.43, 0.13, 0.7595, 0.358, 0.153, 0.2055, negative
M, 0.58, 0.465, 0.15, 0.9065, 0.371, 0.1965, 0.29, negative
F, 0.635, 0.5, 0.19, 1.29, 0.593, 0.3045, 0.352, negative
M, 0.49, 0.355, 0.155, 0.981, 0.465, 0.2015, 0.2505, negative
F, 0.505, 0.38, 0.13, 0.693, 0.391, 0.1195, 0.1515, negative
I, 0.5, 0.38, 0.135, 0.5285, 0.226, 0.123, 0.209, negative
I, 0.425, 0.32, 0.085, 0.262, 0.1235, 0.067, 0.0725, negative
I, 0.395, 0.3, 0.12, 0.2995, 0.1265, 0.068, 0.0895, negative
F, 0.47, 0.36, 0.1, 0.4705, 0.1635, 0.089, 0.1385, negative
M, 0.51, 0.415, 0.145, 0.751, 0.3295, 0.1835, 0.203, negative
I, 0.27, 0.195, 0.07, 0.102, 0.045, 0.0135, 0.034, negative
I, 0.475, 0.365, 0.14, 0.4545, 0.171, 0.118, 0.158, negative
M, 0.48, 0.37, 0.13, 0.643, 0.349, 0.1155, 0.135, negative
I, 0.52, 0.38, 0.13, 0.5345, 0.2375, 0.122, 0.1535, negative
M, 0.56, 0.415, 0.13, 0.7615, 0.3695, 0.17, 0.1955, negative
M, 0.6, 0.41, 0.145, 0.939, 0.4475, 0.196, 0.268, negative
I, 0.455, 0.435, 0.11, 0.4265, 0.195, 0.09, 0.1205, negative
I, 0.475, 0.36, 0.135, 0.4355, 0.196, 0.0925, 0.125, negative
I, 0.575, 0.455, 0.155, 0.8725, 0.349, 0.2095, 0.285, negative
M, 0.515, 0.39, 0.14, 0.678, 0.341, 0.1325, 0.119, negative
I, 0.44, 0.34, 0.105, 0.344, 0.123, 0.081, 0.125, negative
I, 0.44, 0.32, 0.095, 0.3275, 0.1495, 0.059, 0.1, negative
I, 0.5, 0.395, 0.145, 0.7865, 0.332, 0.1815, 0.2455, negative
I, 0.51, 0.395, 0.105, 0.5525, 0.234, 0.127, 0.165, negative
I, 0.525, 0.4, 0.125, 0.5655, 0.2435, 0.119, 0.175, negative
M, 0.465, 0.355, 0.12, 0.5315, 0.2725, 0.097, 0.1395, negative
I, 0.335, 0.25, 0.095, 0.185, 0.0795, 0.0495, 0.055, negative
F, 0.47, 0.35, 0.115, 0.487, 0.1955, 0.127, 0.155, negative
I, 0.465, 0.355, 0.12, 0.5805, 0.255, 0.0915, 0.184, negative
M, 0.565, 0.455, 0.15, 0.9795, 0.444, 0.205, 0.275, negative
I, 0.51, 0.39, 0.125, 0.597, 0.293, 0.1265, 0.1555, negative
M, 0.625, 0.505, 0.175, 1.131, 0.5425, 0.2265, 0.323, negative
I, 0.42, 0.31, 0.1, 0.2805, 0.1125, 0.0615, 0.0925, negative
I, 0.54, 0.42, 0.14, 0.74, 0.3595, 0.159, 0.1985, negative
I, 0.52, 0.4, 0.14, 0.622, 0.278, 0.1455, 0.169, negative
M, 0.475, 0.37, 0.11, 0.4895, 0.2185, 0.107, 0.146, negative
M, 0.475, 0.36, 0.14, 0.5135, 0.241, 0.1045, 0.155, negative
F, 0.37, 0.275, 0.1, 0.2225, 0.093, 0.026, 0.08, negative
M, 0.47, 0.375, 0.12, 0.5805, 0.266, 0.0935, 0.169, negative
I, 0.5, 0.385, 0.12, 0.56, 0.2835, 0.103, 0.135, negative
M, 0.565, 0.435, 0.15, 0.99, 0.5795, 0.1825, 0.206, negative
F, 0.57, 0.445, 0.145, 0.8775, 0.412, 0.217, 0.22, negative
M, 0.515, 0.425, 0.145, 0.9365, 0.497, 0.181, 0.2185, negative
I, 0.465, 0.345, 0.11, 0.393, 0.1825, 0.0735, 0.12, negative
I, 0.535, 0.385, 0.18, 1.0835, 0.4955, 0.2295, 0.304, negative
M, 0.42, 0.34, 0.115, 0.4215, 0.175, 0.093, 0.135, negative
M, 0.39, 0.285, 0.095, 0.271, 0.11, 0.06, 0.08, negative
I, 0.475, 0.42, 0.16, 0.7095, 0.35, 0.1505, 0.1845, negative
I, 0.35, 0.26, 0.095, 0.221, 0.0985, 0.043, 0.07, negative
I, 0.5, 0.36, 0.12, 0.439, 0.1875, 0.1055, 0.1305, negative
M, 0.56, 0.43, 0.155, 0.8675, 0.4, 0.172, 0.229, negative
F, 0.53, 0.42, 0.135, 0.677, 0.2565, 0.1415, 0.21, negative
M, 0.475, 0.37, 0.125, 0.5095, 0.2165, 0.1125, 0.165, negative
M, 0.505, 0.405, 0.11, 0.625, 0.305, 0.16, 0.175, negative
F, 0.51, 0.39, 0.135, 0.6335, 0.231, 0.179, 0.2, negative
I, 0.435, 0.32, 0.08, 0.3325, 0.1485, 0.0635, 0.105, negative
M, 0.425, 0.35, 0.105, 0.393, 0.13, 0.063, 0.165, negative
M, 0.375, 0.285, 0.095, 0.253, 0.096, 0.0575, 0.0925, negative
F, 0.45, 0.345, 0.12, 0.4165, 0.1655, 0.095, 0.135, negative
M, 0.37, 0.28, 0.105, 0.234, 0.0905, 0.0585, 0.075, negative
M, 0.39, 0.3, 0.09, 0.3055, 0.143, 0.0645, 0.085, negative
M, 0.385, 0.3, 0.095, 0.24, 0.0885, 0.059, 0.085, negative
F, 0.55, 0.43, 0.14, 0.7135, 0.2565, 0.186, 0.225, negative
M, 0.345, 0.27, 0.09, 0.195, 0.078, 0.0455, 0.059, negative
I, 0.47, 0.36, 0.13, 0.5225, 0.198, 0.1065, 0.165, negative
M, 0.455, 0.34, 0.135, 0.462, 0.1675, 0.158, 0.12, negative
I, 0.475, 0.365, 0.125, 0.5465, 0.229, 0.1185, 0.172, negative
M, 0.605, 0.455, 0.16, 1.1035, 0.421, 0.3015, 0.325, negative
M, 0.635, 0.51, 0.17, 1.3555, 0.619, 0.305, 0.39, negative
F, 0.505, 0.39, 0.13, 0.674, 0.3165, 0.141, 0.1785, negative
F, 0.55, 0.445, 0.155, 0.9905, 0.544, 0.178, 0.218, negative
M, 0.575, 0.475, 0.16, 1.114, 0.4955, 0.2745, 0.29, negative
F, 0.575, 0.46, 0.16, 1.103, 0.538, 0.221, 0.249, negative
F, 0.655, 0.46, 0.16, 1.494, 0.6895, 0.331, 0.1825, negative
I, 0.51, 0.4, 0.125, 0.5575, 0.2615, 0.1195, 0.1525, negative
M, 0.57, 0.46, 0.15, 1.0375, 0.5415, 0.2035, 0.25, negative
M, 0.575, 0.445, 0.145, 0.847, 0.415, 0.1945, 0.22, negative
M, 0.605, 0.475, 0.14, 1.1175, 0.555, 0.257, 0.274, negative
F, 0.605, 0.475, 0.165, 1.056, 0.433, 0.2195, 0.357, negative
M, 0.61, 0.485, 0.145, 1.3305, 0.783, 0.2255, 0.2865, negative
F, 0.635, 0.495, 0.015, 1.1565, 0.5115, 0.308, 0.2885, negative
F, 0.69, 0.54, 0.155, 1.454, 0.624, 0.3105, 0.39, negative
I, 0.45, 0.33, 0.105, 0.448, 0.208, 0.089, 0.12, negative
I, 0.54, 0.42, 0.14, 0.7265, 0.3205, 0.1445, 0.229, negative
M, 0.55, 0.43, 0.15, 0.8745, 0.413, 0.1905, 0.248, negative
M, 0.555, 0.44, 0.14, 0.8705, 0.407, 0.156, 0.255, negative
M, 0.57, 0.435, 0.125, 0.8965, 0.383, 0.1835, 0.275, negative
I, 0.59, 0.445, 0.135, 0.7715, 0.328, 0.1745, 0.23, negative
M, 0.615, 0.48, 0.175, 1.118, 0.446, 0.3195, 0.3, negative
M, 0.625, 0.455, 0.17, 1.082, 0.4955, 0.2345, 0.315, negative
M, 0.65, 0.51, 0.19, 1.542, 0.7155, 0.3735, 0.375, negative
M, 0.685, 0.545, 0.205, 1.7925, 0.8145, 0.416, 0.461, negative
F, 0.745, 0.57, 0.215, 2.25, 1.1565, 0.446, 0.558, negative
I, 0.47, 0.345, 0.14, 0.4615, 0.229, 0.1105, 0.116, negative
F, 0.56, 0.435, 0.15, 0.8715, 0.4755, 0.1835, 0.1835, negative
M, 0.575, 0.465, 0.15, 1.08, 0.595, 0.2065, 0.238, negative
F, 0.58, 0.435, 0.14, 0.953, 0.475, 0.2165, 0.2095, negative
I, 0.48, 0.37, 0.125, 0.474, 0.179, 0.1035, 0.175, negative
I, 0.52, 0.41, 0.145, 0.646, 0.2965, 0.1595, 0.165, negative
I, 0.54, 0.42, 0.14, 0.6275, 0.2505, 0.1175, 0.235, negative
I, 0.545, 0.4, 0.13, 0.686, 0.3285, 0.1455, 0.18, negative
I, 0.575, 0.45, 0.125, 0.78, 0.3275, 0.188, 0.235, negative
M, 0.575, 0.445, 0.16, 0.839, 0.4005, 0.198, 0.239, negative
F, 0.6, 0.475, 0.15, 1.13, 0.575, 0.196, 0.305, negative
M, 0.61, 0.47, 0.16, 1.022, 0.449, 0.2345, 0.2945, negative
M, 0.645, 0.51, 0.16, 1.33, 0.6665, 0.309, 0.317, negative
M, 0.5, 0.37, 0.15, 1.0615, 0.494, 0.223, 0.296, negative
M, 0.6, 0.465, 0.165, 1.038, 0.4975, 0.2205, 0.251, negative
M, 0.605, 0.475, 0.175, 1.2525, 0.5575, 0.3055, 0.343, negative
M, 0.645, 0.5, 0.16, 1.3815, 0.672, 0.326, 0.315, negative
I, 0.53, 0.395, 0.13, 0.575, 0.247, 0.115, 0.183, negative
M, 0.555, 0.455, 0.135, 0.837, 0.382, 0.171, 0.235, negative
F, 0.575, 0.43, 0.155, 0.7955, 0.3485, 0.1925, 0.22, negative
I, 0.51, 0.455, 0.135, 0.6855, 0.2875, 0.154, 0.2035, negative
F, 0.61, 0.45, 0.16, 1.136, 0.414, 0.311, 0.3, negative
M, 0.46, 0.375, 0.14, 0.5105, 0.192, 0.1045, 0.205, negative
M, 0.46, 0.375, 0.13, 0.5735, 0.2505, 0.119, 0.195, negative
I, 0.42, 0.345, 0.115, 0.3435, 0.1515, 0.0795, 0.115, negative
M, 0.395, 0.305, 0.105, 0.282, 0.0975, 0.065, 0.096, negative
F, 0.6, 0.475, 0.135, 1.4405, 0.5885, 0.191, 0.3175, negative
F, 0.69, 0.55, 0.18, 1.659, 0.8715, 0.2655, 0.4395, negative
F, 0.57, 0.445, 0.15, 0.995, 0.504, 0.185, 0.2505, negative
F, 0.595, 0.47, 0.155, 1.1775, 0.542, 0.269, 0.31, negative
F, 0.625, 0.49, 0.165, 1.127, 0.477, 0.2365, 0.3185, negative
F, 0.57, 0.45, 0.18, 0.908, 0.4015, 0.217, 0.255, negative
M, 0.595, 0.46, 0.14, 0.852, 0.4215, 0.2255, 0.227, negative
M, 0.65, 0.515, 0.125, 1.1805, 0.5235, 0.283, 0.3275, negative
I, 0.505, 0.385, 0.125, 0.596, 0.245, 0.097, 0.21, negative
I, 0.505, 0.38, 0.135, 0.5385, 0.2645, 0.095, 0.165, negative
F, 0.515, 0.395, 0.135, 0.516, 0.2015, 0.132, 0.162, negative
I, 0.525, 0.375, 0.12, 0.6315, 0.3045, 0.114, 0.19, negative
M, 0.5, 0.365, 0.13, 0.5945, 0.309, 0.1085, 0.1535, negative
M, 0.52, 0.4, 0.105, 0.872, 0.4515, 0.1615, 0.1985, negative
M, 0.58, 0.445, 0.16, 0.984, 0.49, 0.201, 0.27, negative
M, 0.59, 0.47, 0.155, 1.1735, 0.6245, 0.233, 0.2595, negative
F, 0.58, 0.45, 0.17, 0.9705, 0.4615, 0.232, 0.248, negative
F, 0.58, 0.45, 0.15, 0.92, 0.393, 0.212, 0.2895, negative
F, 0.59, 0.44, 0.14, 1.007, 0.4775, 0.2105, 0.2925, negative
M, 0.53, 0.415, 0.12, 0.706, 0.3355, 0.1635, 0.1345, negative
F, 0.485, 0.39, 0.1, 0.5565, 0.2215, 0.1155, 0.185, negative
M, 0.335, 0.265, 0.095, 0.1975, 0.0795, 0.0375, 0.07, negative
M, 0.53, 0.405, 0.13, 0.738, 0.2845, 0.17, 0.193, negative
M, 0.35, 0.26, 0.09, 0.195, 0.0745, 0.041, 0.0655, negative
M, 0.41, 0.3, 0.1, 0.301, 0.124, 0.069, 0.09, negative
M, 0.625, 0.47, 0.175, 1.179, 0.605, 0.258, 0.271, negative
F, 0.64, 0.475, 0.175, 1.1545, 0.4865, 0.341, 0.288, negative
I, 0.4, 0.265, 0.1, 0.2775, 0.1245, 0.0605, 0.08, negative
I, 0.515, 0.4, 0.135, 0.636, 0.3055, 0.1215, 0.1855, negative
I, 0.53, 0.405, 0.13, 0.6615, 0.2945, 0.1395, 0.19, negative
M, 0.58, 0.47, 0.165, 1.041, 0.54, 0.166, 0.279, negative
F, 0.585, 0.46, 0.165, 1.058, 0.486, 0.25, 0.294, negative
I, 0.475, 0.335, 0.1, 0.4425, 0.1895, 0.086, 0.135, negative
I, 0.49, 0.39, 0.12, 0.511, 0.2205, 0.103, 0.1745, negative
I, 0.585, 0.46, 0.14, 0.7635, 0.326, 0.153, 0.265, negative
F, 0.63, 0.505, 0.195, 1.306, 0.516, 0.3305, 0.375, negative
I, 0.535, 0.45, 0.135, 0.728, 0.2845, 0.1845, 0.265, negative
I, 0.58, 0.42, 0.14, 0.701, 0.3285, 0.102, 0.2255, negative
F, 0.615, 0.475, 0.145, 0.9525, 0.3915, 0.195, 0.32, negative
F, 0.49, 0.385, 0.16, 0.656, 0.2455, 0.171, 0.205, negative
M, 0.295, 0.225, 0.09, 0.1385, 0.048, 0.046, 0.05, negative
I, 0.49, 0.385, 0.12, 0.591, 0.271, 0.1125, 0.1775, negative
M, 0.61, 0.475, 0.15, 1.142, 0.62, 0.237, 0.245, negative
I, 0.515, 0.395, 0.125, 0.5805, 0.2365, 0.1075, 0.19, negative
F, 0.65, 0.495, 0.16, 1.3105, 0.577, 0.3315, 0.355, negative
M, 0.51, 0.41, 0.155, 1.2825, 0.569, 0.291, 0.3795, negative
F, 0.56, 0.42, 0.18, 1.6645, 0.7755, 0.35, 0.4525, negative
I, 0.54, 0.415, 0.135, 0.709, 0.3195, 0.174, 0.185, negative
F, 0.595, 0.455, 0.14, 0.914, 0.3895, 0.2225, 0.271, negative
M, 0.575, 0.445, 0.17, 1.0225, 0.549, 0.2175, 0.228, negative
I, 0.53, 0.415, 0.13, 0.694, 0.3905, 0.111, 0.167, negative
M, 0.63, 0.47, 0.145, 1.1005, 0.52, 0.26, 0.276, negative
F, 0.645, 0.51, 0.16, 1.2415, 0.5815, 0.276, 0.315, negative
M, 0.58, 0.44, 0.16, 0.8295, 0.3365, 0.2005, 0.2485, negative
F, 0.45, 0.36, 0.105, 0.4715, 0.2035, 0.0935, 0.149, negative
M, 0.595, 0.47, 0.165, 1.108, 0.4915, 0.2325, 0.3345, negative
I, 0.575, 0.455, 0.16, 0.9895, 0.495, 0.195, 0.246, negative
F, 0.51, 0.37, 0.21, 1.183, 0.508, 0.292, 0.343, negative
F, 0.585, 0.45, 0.145, 0.9835, 0.4845, 0.242, 0.22, negative
M, 0.545, 0.41, 0.14, 0.737, 0.349, 0.15, 0.212, negative
F, 0.61, 0.5, 0.18, 1.438, 0.5185, 0.3735, 0.3345, negative
M, 0.43, 0.35, 0.11, 0.406, 0.1675, 0.081, 0.135, negative
M, 0.58, 0.47, 0.165, 0.9975, 0.3935, 0.242, 0.33, negative
M, 0.485, 0.36, 0.13, 0.5415, 0.2595, 0.096, 0.16, negative
F, 0.55, 0.45, 0.145, 0.741, 0.295, 0.1435, 0.2665, negative
F, 0.56, 0.45, 0.16, 1.0235, 0.429, 0.268, 0.3, negative
F, 0.51, 0.4, 0.14, 0.8145, 0.459, 0.1965, 0.195, negative
M, 0.46, 0.38, 0.135, 0.482, 0.207, 0.1225, 0.145, negative
F, 0.515, 0.415, 0.14, 0.6935, 0.3115, 0.152, 0.2, negative
M, 0.555, 0.45, 0.175, 0.874, 0.3275, 0.202, 0.305, negative
I, 0.5, 0.385, 0.15, 0.6265, 0.2605, 0.1665, 0.16, negative
M, 0.35, 0.255, 0.065, 0.179, 0.0705, 0.0385, 0.06, negative
I, 0.56, 0.425, 0.14, 0.9175, 0.4005, 0.1975, 0.26, negative
F, 0.585, 0.435, 0.175, 0.982, 0.4055, 0.2495, 0.27, negative
F, 0.385, 0.315, 0.11, 0.286, 0.1225, 0.0635, 0.0835, negative
F, 0.415, 0.34, 0.13, 0.3675, 0.146, 0.0885, 0.12, negative
F, 0.44, 0.34, 0.13, 0.4195, 0.153, 0.1155, 0.13, negative
F, 0.6, 0.475, 0.155, 1.21, 0.653, 0.1695, 0.3205, negative
F, 0.635, 0.5, 0.15, 1.376, 0.6495, 0.361, 0.31, negative
F, 0.67, 0.585, 0.16, 1.309, 0.5445, 0.2945, 0.413, negative
F, 0.625, 0.48, 0.17, 1.3525, 0.6235, 0.278, 0.365, negative
M, 0.635, 0.525, 0.185, 1.4065, 0.684, 0.3, 0.3745, negative
F, 0.645, 0.5, 0.155, 1.2205, 0.6145, 0.236, 0.3185, negative
F, 0.645, 0.5, 0.16, 1.2465, 0.5475, 0.327, 0.3, negative
F, 0.645, 0.515, 0.15, 1.212, 0.515, 0.2055, 0.385, negative
M, 0.66, 0.495, 0.195, 1.6275, 0.594, 0.3595, 0.485, negative
F, 0.695, 0.535, 0.175, 1.8385, 0.8035, 0.396, 0.503, negative
M, 0.715, 0.565, 0.175, 1.9525, 0.7645, 0.4185, 0.4135, negative
I, 0.54, 0.42, 0.14, 0.6665, 0.3125, 0.138, 0.1895, negative
M, 0.605, 0.48, 0.17, 1.1835, 0.582, 0.2365, 0.317, negative
F, 0.6, 0.455, 0.145, 0.8895, 0.419, 0.1715, 0.269, negative
M, 0.605, 0.49, 0.14, 0.9755, 0.419, 0.206, 0.315, negative
M, 0.61, 0.45, 0.15, 0.871, 0.407, 0.1835, 0.25, negative
M, 0.615, 0.47, 0.165, 1.128, 0.4465, 0.2195, 0.34, negative
M, 0.64, 0.525, 0.18, 1.3135, 0.4865, 0.2995, 0.4075, negative
M, 0.645, 0.5, 0.195, 1.401, 0.6165, 0.3515, 0.3725, negative
I, 0.53, 0.43, 0.135, 0.6255, 0.245, 0.1455, 0.2135, negative
I, 0.56, 0.445, 0.15, 0.8225, 0.3685, 0.187, 0.236, negative
M, 0.56, 0.425, 0.135, 0.849, 0.3265, 0.221, 0.2645, negative
M, 0.565, 0.43, 0.15, 0.831, 0.4245, 0.1735, 0.219, negative
F, 0.585, 0.445, 0.14, 0.913, 0.4305, 0.2205, 0.253, negative
M, 0.59, 0.49, 0.165, 1.207, 0.559, 0.235, 0.309, negative
F, 0.6, 0.48, 0.18, 1.0645, 0.4495, 0.2455, 0.325, negative
F, 0.625, 0.485, 0.175, 1.362, 0.6765, 0.2615, 0.3705, negative
F, 0.67, 0.55, 0.155, 1.566, 0.858, 0.339, 0.354, negative
F, 0.71, 0.54, 0.205, 1.5805, 0.802, 0.287, 0.435, negative
M, 0.525, 0.365, 0.17, 0.9605, 0.438, 0.2225, 0.276, negative
M, 0.575, 0.44, 0.185, 1.025, 0.5075, 0.2245, 0.2485, negative
M, 0.605, 0.475, 0.15, 1.15, 0.575, 0.232, 0.297, negative
F, 0.615, 0.455, 0.145, 1.1155, 0.5045, 0.238, 0.315, negative
I, 0.55, 0.435, 0.14, 0.7995, 0.295, 0.1905, 0.238, negative
I, 0.58, 0.44, 0.145, 0.7905, 0.3525, 0.1645, 0.242, negative
M, 0.605, 0.47, 0.18, 1.1155, 0.479, 0.2565, 0.321, negative
M, 0.625, 0.505, 0.185, 1.1565, 0.52, 0.2405, 0.3535, negative
I, 0.65, 0.52, 0.15, 1.238, 0.5495, 0.296, 0.3305, negative
M, 0.47, 0.365, 0.135, 0.522, 0.2395, 0.1525, 0.145, negative
F, 0.665, 0.525, 0.21, 1.644, 0.818, 0.3395, 0.4275, negative
F, 0.52, 0.41, 0.125, 0.6985, 0.2945, 0.1625, 0.215, negative
M, 0.525, 0.405, 0.135, 0.7575, 0.3305, 0.216, 0.195, negative
F, 0.52, 0.415, 0.145, 0.8045, 0.3325, 0.1725, 0.285, negative
M, 0.54, 0.415, 0.17, 0.879, 0.339, 0.208, 0.255, negative
F, 0.515, 0.395, 0.165, 0.7565, 0.1905, 0.17, 0.3205, negative
M, 0.63, 0.5, 0.185, 1.362, 0.5785, 0.3125, 0.384, negative
F, 0.7, 0.525, 0.19, 1.6015, 0.707, 0.365, 0.43, negative
F, 0.615, 0.5, 0.165, 1.327, 0.6, 0.3015, 0.355, negative
M, 0.625, 0.48, 0.17, 1.3555, 0.671, 0.268, 0.3385, negative
M, 0.615, 0.475, 0.175, 1.103, 0.4635, 0.3095, 0.2725, negative
M, 0.66, 0.515, 0.165, 1.4465, 0.694, 0.298, 0.3755, negative
F, 0.57, 0.445, 0.155, 1.017, 0.5265, 0.2025, 0.265, negative
F, 0.62, 0.48, 0.165, 1.0125, 0.5325, 0.4365, 0.324, negative
M, 0.64, 0.495, 0.17, 1.139, 0.5395, 0.282, 0.285, negative
