@relation abalone-20_vs_8-9-10
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
M, 0.575, 0.455, 0.165, 0.867, 0.3765, 0.1805, 0.268, negative
F, 0.595, 0.435, 0.15, 0.9, 0.4175, 0.17, 0.265, negative
F, 0.6, 0.46, 0.155, 0.9735, 0.427, 0.2045, 0.3, negative
I, 0.455, 0.325, 0.135, 0.82, 0.4005, 0.1715, 0.211, negative
I, 0.485, 0.365, 0.105, 0.5205, 0.195, 0.123, 0.182, negative
F, 0.49, 0.355, 0.16, 0.8795, 0.3485, 0.215, 0.2825, negative
F, 0.535, 0.425, 0.135, 0.771, 0.3765, 0.1815, 0.1795, negative
F, 0.61, 0.46, 0.155, 0.957, 0.4255, 0.1975, 0.265, negative
M, 0.45, 0.33, 0.105, 0.4955, 0.2575, 0.082, 0.129, negative
I, 0.475, 0.365, 0.12, 0.5185, 0.268, 0.1095, 0.1365, negative
I, 0.32, 0.255, 0.085, 0.1745, 0.072, 0.033, 0.057, negative
F, 0.505, 0.39, 0.115, 0.66, 0.3045, 0.1555, 0.175, negative
F, 0.43, 0.325, 0.12, 0.445, 0.165, 0.0995, 0.155, negative
M, 0.52, 0.38, 0.135, 0.5825, 0.2505, 0.1565, 0.175, negative
F, 0.37, 0.275, 0.08, 0.227, 0.093, 0.0625, 0.07, negative
I, 0.355, 0.26, 0.09, 0.1925, 0.077, 0.038, 0.065, negative
F, 0.47, 0.375, 0.12, 0.6015, 0.2765, 0.1455, 0.135, negative
M, 0.5, 0.4, 0.13, 0.7715, 0.37, 0.16, 0.211, negative
F, 0.55, 0.425, 0.125, 0.964, 0.5475, 0.159, 0.215, negative
F, 0.585, 0.45, 0.16, 0.9045, 0.405, 0.2215, 0.2335, negative
M, 0.615, 0.47, 0.155, 1.2, 0.5085, 0.32, 0.292, negative
I, 0.49, 0.375, 0.125, 0.5445, 0.279, 0.115, 0.13, negative
I, 0.41, 0.315, 0.1, 0.3, 0.124, 0.0575, 0.1, negative
I, 0.455, 0.34, 0.115, 0.486, 0.261, 0.0655, 0.1315, negative
I, 0.53, 0.38, 0.125, 0.616, 0.292, 0.113, 0.185, negative
F, 0.535, 0.445, 0.125, 0.8725, 0.417, 0.199, 0.24, negative
I, 0.55, 0.435, 0.165, 0.804, 0.34, 0.194, 0.244, negative
F, 0.575, 0.425, 0.15, 0.8765, 0.455, 0.18, 0.228, negative
M, 0.595, 0.485, 0.15, 1.0835, 0.5305, 0.231, 0.276, negative
I, 0.39, 0.28, 0.09, 0.215, 0.0845, 0.034, 0.079, negative
I, 0.46, 0.37, 0.11, 0.3965, 0.1485, 0.0855, 0.1455, negative
M, 0.455, 0.35, 0.11, 0.458, 0.2, 0.111, 0.1305, negative
M, 0.56, 0.42, 0.15, 0.8755, 0.44, 0.1965, 0.2315, negative
M, 0.46, 0.36, 0.125, 0.547, 0.2165, 0.1105, 0.19, negative
M, 0.38, 0.3, 0.1, 0.2505, 0.106, 0.0535, 0.0775, negative
I, 0.375, 0.285, 0.1, 0.239, 0.105, 0.0555, 0.07, negative
F, 0.46, 0.35, 0.115, 0.44, 0.19, 0.1025, 0.13, negative
I, 0.44, 0.35, 0.125, 0.456, 0.21, 0.0955, 0.131, negative
M, 0.615, 0.505, 0.19, 1.403, 0.6715, 0.2925, 0.365, negative
I, 0.435, 0.34, 0.12, 0.396, 0.1775, 0.081, 0.125, negative
I, 0.54, 0.41, 0.135, 0.7025, 0.31, 0.177, 0.2, negative
I, 0.495, 0.375, 0.115, 0.5755, 0.31, 0.1145, 0.1395, negative
I, 0.39, 0.29, 0.09, 0.2745, 0.135, 0.0455, 0.078, negative
I, 0.465, 0.355, 0.12, 0.4975, 0.2375, 0.099, 0.14, negative
I, 0.485, 0.365, 0.125, 0.426, 0.163, 0.0965, 0.151, negative
I, 0.435, 0.375, 0.11, 0.4155, 0.17, 0.076, 0.145, negative
I, 0.475, 0.355, 0.135, 0.4775, 0.2145, 0.09, 0.1435, negative
M, 0.475, 0.385, 0.12, 0.562, 0.289, 0.0905, 0.153, negative
M, 0.57, 0.45, 0.14, 0.9275, 0.477, 0.1605, 0.2515, negative
M, 0.415, 0.315, 0.12, 0.4015, 0.199, 0.087, 0.097, negative
M, 0.61, 0.49, 0.16, 1.146, 0.597, 0.246, 0.265, negative
M, 0.515, 0.39, 0.12, 0.6125, 0.302, 0.1365, 0.1415, negative
I, 0.555, 0.43, 0.125, 0.7005, 0.3395, 0.1355, 0.2095, negative
I, 0.515, 0.4, 0.14, 0.7165, 0.3495, 0.1595, 0.1785, negative
I, 0.48, 0.355, 0.11, 0.4495, 0.201, 0.089, 0.14, negative
F, 0.515, 0.4, 0.125, 0.615, 0.2865, 0.123, 0.1765, negative
I, 0.45, 0.355, 0.11, 0.4585, 0.194, 0.067, 0.14, negative
F, 0.53, 0.425, 0.13, 0.7585, 0.325, 0.197, 0.205, negative
F, 0.55, 0.43, 0.14, 0.84, 0.375, 0.218, 0.1945, negative
F, 0.575, 0.435, 0.15, 1.0305, 0.4605, 0.218, 0.36, negative
M, 0.515, 0.385, 0.11, 0.5785, 0.253, 0.16, 0.14, negative
I, 0.49, 0.37, 0.11, 0.538, 0.271, 0.1035, 0.139, negative
I, 0.5, 0.375, 0.12, 0.529, 0.2235, 0.123, 0.16, negative
M, 0.575, 0.45, 0.165, 0.9655, 0.498, 0.19, 0.23, negative
F, 0.53, 0.42, 0.14, 0.627, 0.2905, 0.1165, 0.183, negative
M, 0.505, 0.39, 0.115, 0.5585, 0.2575, 0.119, 0.1535, negative
M, 0.52, 0.425, 0.125, 0.79, 0.372, 0.205, 0.19, negative
M, 0.355, 0.29, 0.09, 0.3275, 0.134, 0.086, 0.09, negative
F, 0.525, 0.425, 0.16, 0.8355, 0.3545, 0.2135, 0.245, negative
F, 0.405, 0.325, 0.11, 0.3555, 0.151, 0.063, 0.117, negative
F, 0.49, 0.375, 0.15, 0.5755, 0.22, 0.144, 0.19, negative
F, 0.5, 0.37, 0.135, 0.45, 0.1715, 0.1055, 0.155, negative
F, 0.53, 0.44, 0.135, 0.7835, 0.313, 0.1715, 0.2185, negative
M, 0.4, 0.29, 0.115, 0.2795, 0.1115, 0.0575, 0.075, negative
I, 0.485, 0.39, 0.125, 0.591, 0.287, 0.141, 0.12, negative
F, 0.37, 0.29, 0.115, 0.25, 0.111, 0.057, 0.075, negative
M, 0.31, 0.225, 0.075, 0.1295, 0.0455, 0.0335, 0.044, negative
I, 0.475, 0.365, 0.115, 0.49, 0.223, 0.1235, 0.1335, negative
M, 0.36, 0.295, 0.1, 0.2105, 0.066, 0.0525, 0.075, negative
F, 0.475, 0.36, 0.125, 0.447, 0.1695, 0.081, 0.14, negative
M, 0.35, 0.255, 0.08, 0.1915, 0.08, 0.0385, 0.063, negative
M, 0.44, 0.335, 0.11, 0.394, 0.157, 0.096, 0.122, negative
M, 0.54, 0.405, 0.125, 0.891, 0.4815, 0.1915, 0.202, negative
M, 0.59, 0.475, 0.165, 1.077, 0.4545, 0.244, 0.3095, negative
F, 0.56, 0.455, 0.16, 0.967, 0.4525, 0.207, 0.274, negative
M, 0.58, 0.49, 0.13, 1.1335, 0.586, 0.2565, 0.237, negative
M, 0.595, 0.455, 0.15, 1.044, 0.518, 0.2205, 0.27, negative
I, 0.5, 0.375, 0.12, 0.542, 0.215, 0.116, 0.17, negative
M, 0.52, 0.4, 0.145, 0.7765, 0.3525, 0.1845, 0.185, negative
M, 0.565, 0.455, 0.15, 0.9595, 0.4565, 0.2395, 0.23, negative
M, 0.58, 0.445, 0.135, 0.814, 0.3775, 0.1915, 0.22, negative
F, 0.615, 0.465, 0.15, 0.923, 0.4615, 0.1825, 0.2415, negative
F, 0.705, 0.55, 0.17, 1.219, 0.6395, 0.236, 0.301, negative
M, 0.5, 0.42, 0.135, 0.6765, 0.302, 0.1415, 0.2065, negative
I, 0.5, 0.395, 0.14, 0.6215, 0.2925, 0.1205, 0.195, negative
I, 0.56, 0.425, 0.135, 0.8205, 0.3715, 0.185, 0.236, negative
I, 0.56, 0.425, 0.145, 0.688, 0.3095, 0.1305, 0.2165, negative
I, 0.56, 0.455, 0.145, 0.974, 0.547, 0.1615, 0.235, negative
F, 0.63, 0.485, 0.17, 1.3205, 0.5945, 0.345, 0.345, negative
M, 0.55, 0.425, 0.16, 0.793, 0.343, 0.2035, 0.215, negative
I, 0.54, 0.425, 0.14, 0.742, 0.32, 0.1395, 0.25, negative
F, 0.565, 0.44, 0.15, 0.863, 0.435, 0.149, 0.27, negative
I, 0.62, 0.47, 0.14, 0.8565, 0.3595, 0.16, 0.295, negative
F, 0.62, 0.48, 0.175, 1.0405, 0.464, 0.2225, 0.3, negative
I, 0.625, 0.485, 0.15, 1.044, 0.438, 0.2865, 0.278, negative
M, 0.665, 0.5, 0.175, 1.2975, 0.6075, 0.314, 0.315, negative
M, 0.485, 0.37, 0.155, 0.968, 0.419, 0.2455, 0.2365, negative
M, 0.57, 0.455, 0.175, 1.02, 0.4805, 0.2145, 0.29, negative
F, 0.72, 0.55, 0.195, 2.073, 1.0715, 0.4265, 0.5015, negative
I, 0.485, 0.37, 0.115, 0.457, 0.1885, 0.0965, 0.15, negative
I, 0.52, 0.415, 0.14, 0.6375, 0.308, 0.1335, 0.168, negative
I, 0.525, 0.4, 0.145, 0.6095, 0.248, 0.159, 0.175, negative
I, 0.535, 0.455, 0.14, 1.0015, 0.53, 0.1765, 0.244, negative
I, 0.54, 0.395, 0.135, 0.6555, 0.2705, 0.155, 0.192, negative
I, 0.565, 0.435, 0.145, 0.8445, 0.3975, 0.158, 0.255, negative
M, 0.57, 0.44, 0.175, 0.9415, 0.3805, 0.2285, 0.283, negative
M, 0.575, 0.45, 0.155, 0.9765, 0.495, 0.2145, 0.235, negative
M, 0.575, 0.475, 0.145, 0.857, 0.3665, 0.173, 0.269, negative
M, 0.62, 0.49, 0.15, 1.195, 0.4605, 0.302, 0.355, negative
M, 0.62, 0.47, 0.15, 1.309, 0.587, 0.4405, 0.325, negative
M, 0.625, 0.515, 0.17, 1.331, 0.5725, 0.3005, 0.361, negative
M, 0.515, 0.4, 0.14, 0.6335, 0.288, 0.145, 0.168, negative
M, 0.58, 0.46, 0.16, 1.063, 0.513, 0.2705, 0.2625, negative
F, 0.54, 0.42, 0.13, 0.7505, 0.368, 0.1675, 0.1845, negative
M, 0.55, 0.41, 0.13, 0.8705, 0.4455, 0.2115, 0.213, negative
F, 0.565, 0.44, 0.135, 0.83, 0.393, 0.1735, 0.238, negative
F, 0.56, 0.425, 0.125, 0.932, 0.361, 0.213, 0.335, negative
F, 0.52, 0.4, 0.125, 0.6865, 0.295, 0.1715, 0.185, negative
F, 0.505, 0.4, 0.165, 0.729, 0.2675, 0.155, 0.25, negative
M, 0.475, 0.355, 0.125, 0.4625, 0.186, 0.107, 0.145, negative
M, 0.425, 0.325, 0.12, 0.3755, 0.142, 0.1065, 0.105, negative
M, 0.4, 0.305, 0.13, 0.2935, 0.096, 0.0675, 0.105, negative
M, 0.525, 0.425, 0.19, 0.872, 0.4625, 0.1725, 0.199, negative
M, 0.645, 0.49, 0.16, 1.251, 0.5355, 0.3345, 0.3165, negative
M, 0.67, 0.52, 0.19, 1.6385, 0.8115, 0.369, 0.391, negative
I, 0.52, 0.395, 0.135, 0.633, 0.2985, 0.1295, 0.175, negative
M, 0.62, 0.49, 0.155, 1.1, 0.505, 0.2475, 0.31, negative
F, 0.665, 0.505, 0.165, 1.349, 0.5985, 0.3175, 0.36, negative
I, 0.55, 0.42, 0.155, 0.912, 0.495, 0.1805, 0.205, negative
I, 0.55, 0.465, 0.15, 0.936, 0.481, 0.174, 0.2435, negative
I, 0.585, 0.42, 0.145, 0.6735, 0.2895, 0.1345, 0.22, negative
M, 0.725, 0.57, 0.19, 2.3305, 1.253, 0.541, 0.52, negative
F, 0.54, 0.415, 0.15, 0.8115, 0.3875, 0.1875, 0.2035, negative
I, 0.585, 0.45, 0.135, 0.855, 0.3795, 0.187, 0.26, negative
F, 0.6, 0.45, 0.15, 0.9625, 0.4375, 0.2225, 0.2775, negative
I, 0.67, 0.485, 0.175, 1.2565, 0.5355, 0.322, 0.386, negative
M, 0.61, 0.475, 0.175, 1.024, 0.409, 0.261, 0.322, negative
F, 0.625, 0.49, 0.11, 1.136, 0.5265, 0.1915, 0.2925, negative
I, 0.44, 0.32, 0.105, 0.3875, 0.1755, 0.074, 0.12, negative
I, 0.475, 0.375, 0.11, 0.456, 0.182, 0.099, 0.16, negative
I, 0.575, 0.445, 0.16, 0.9175, 0.45, 0.1935, 0.24, negative
M, 0.505, 0.395, 0.125, 0.635, 0.29, 0.1555, 0.175, negative
F, 0.545, 0.41, 0.115, 0.6765, 0.29, 0.158, 0.22, negative
M, 0.45, 0.355, 0.12, 0.3955, 0.147, 0.0765, 0.145, negative
I, 0.44, 0.35, 0.12, 0.375, 0.1425, 0.0965, 0.115, negative
F, 0.435, 0.35, 0.125, 0.459, 0.197, 0.1145, 0.145, negative
M, 0.49, 0.395, 0.12, 0.674, 0.3325, 0.1235, 0.185, negative
M, 0.6, 0.475, 0.155, 1.1385, 0.502, 0.2295, 0.31, negative
M, 0.62, 0.485, 0.165, 1.1325, 0.5235, 0.2505, 0.2825, negative
F, 0.64, 0.48, 0.195, 1.1435, 0.4915, 0.2345, 0.353, negative
F, 0.555, 0.43, 0.135, 0.812, 0.4055, 0.163, 0.2215, negative
I, 0.535, 0.41, 0.13, 0.6075, 0.268, 0.1225, 0.1975, negative
F, 0.6, 0.47, 0.17, 1.0805, 0.4995, 0.2245, 0.3205, negative
F, 0.625, 0.5, 0.175, 1.273, 0.564, 0.302, 0.374, negative
F, 0.65, 0.475, 0.165, 1.3875, 0.58, 0.3485, 0.3095, negative
F, 0.665, 0.5, 0.175, 1.4355, 0.643, 0.345, 0.37, negative
I, 0.575, 0.45, 0.145, 0.872, 0.4675, 0.18, 0.217, negative
I, 0.465, 0.36, 0.105, 0.452, 0.22, 0.159, 0.1035, negative
I, 0.47, 0.355, 0.12, 0.4915, 0.1765, 0.1125, 0.1325, negative
M, 0.495, 0.375, 0.155, 0.976, 0.45, 0.2285, 0.2475, negative
M, 0.515, 0.37, 0.115, 0.6145, 0.3415, 0.155, 0.146, negative
M, 0.615, 0.475, 0.15, 1.0375, 0.476, 0.2325, 0.283, negative
M, 0.53, 0.425, 0.155, 0.7905, 0.307, 0.171, 0.2595, negative
M, 0.575, 0.465, 0.12, 1.0535, 0.516, 0.2185, 0.235, negative
M, 0.625, 0.495, 0.155, 1.177, 0.5055, 0.278, 0.345, negative
M, 0.555, 0.445, 0.13, 0.8625, 0.4225, 0.155, 0.24, negative
F, 0.605, 0.48, 0.175, 1.1685, 0.4815, 0.2305, 0.356, negative
F, 0.615, 0.455, 0.135, 1.059, 0.4735, 0.263, 0.274, negative
F, 0.57, 0.465, 0.155, 0.9685, 0.446, 0.261, 0.255, negative
F, 0.56, 0.44, 0.155, 0.9705, 0.4315, 0.263, 0.255, negative
I, 0.435, 0.355, 0.125, 0.4075, 0.1535, 0.074, 0.165, negative
M, 0.615, 0.53, 0.17, 1.12, 0.5775, 0.2095, 0.286, negative
M, 0.625, 0.495, 0.155, 1.025, 0.46, 0.1945, 0.34, negative
F, 0.645, 0.5, 0.15, 1.159, 0.4675, 0.3355, 0.31, negative
M, 0.63, 0.49, 0.15, 1.1955, 0.5845, 0.257, 0.3, negative
I, 0.55, 0.435, 0.125, 0.741, 0.348, 0.1585, 0.206, negative
M, 0.625, 0.48, 0.16, 1.2415, 0.6575, 0.2625, 0.2785, negative
F, 0.615, 0.495, 0.155, 1.0805, 0.52, 0.19, 0.32, negative
M, 0.6, 0.475, 0.205, 1.176, 0.5255, 0.2875, 0.308, negative
F, 0.55, 0.415, 0.135, 0.7635, 0.318, 0.21, 0.2, negative
F, 0.47, 0.365, 0.105, 0.4205, 0.163, 0.1035, 0.14, negative
I, 0.36, 0.275, 0.085, 0.1975, 0.0745, 0.0415, 0.07, negative
F, 0.575, 0.465, 0.14, 0.958, 0.442, 0.1815, 0.2705, negative
M, 0.505, 0.41, 0.125, 0.642, 0.289, 0.133, 0.155, negative
M, 0.525, 0.405, 0.12, 0.7555, 0.3755, 0.1555, 0.201, negative
I, 0.385, 0.29, 0.09, 0.2615, 0.111, 0.0595, 0.0745, negative
I, 0.5, 0.38, 0.11, 0.5605, 0.28, 0.106, 0.15, negative
F, 0.62, 0.49, 0.16, 1.056, 0.493, 0.244, 0.2725, negative
F, 0.55, 0.47, 0.15, 0.897, 0.377, 0.184, 0.29, negative
M, 0.445, 0.34, 0.12, 0.4475, 0.193, 0.1035, 0.13, negative
F, 0.62, 0.475, 0.16, 1.3245, 0.6865, 0.233, 0.3275, negative
M, 0.65, 0.51, 0.155, 1.407, 0.7215, 0.298, 0.335, negative
I, 0.455, 0.355, 0.105, 0.372, 0.138, 0.0765, 0.135, negative
I, 0.535, 0.42, 0.145, 0.6885, 0.273, 0.1515, 0.237, negative
M, 0.505, 0.385, 0.11, 0.655, 0.3185, 0.15, 0.185, negative
M, 0.61, 0.47, 0.155, 1.0325, 0.497, 0.2175, 0.2785, negative
M, 0.44, 0.365, 0.125, 0.516, 0.2155, 0.114, 0.155, negative
F, 0.535, 0.405, 0.145, 0.6845, 0.2725, 0.171, 0.205, negative
I, 0.38, 0.275, 0.1, 0.2255, 0.08, 0.049, 0.085, negative
F, 0.47, 0.36, 0.12, 0.4775, 0.2105, 0.1055, 0.15, negative
M, 0.44, 0.34, 0.105, 0.402, 0.1305, 0.0955, 0.165, negative
F, 0.565, 0.445, 0.155, 0.826, 0.341, 0.2055, 0.2475, negative
F, 0.63, 0.5, 0.185, 1.383, 0.54, 0.3315, 0.38, negative
M, 0.585, 0.46, 0.185, 0.922, 0.3635, 0.213, 0.285, negative
M, 0.545, 0.46, 0.16, 0.8975, 0.341, 0.1655, 0.345, negative
M, 0.53, 0.435, 0.155, 0.699, 0.288, 0.1595, 0.205, negative
I, 0.68, 0.53, 0.185, 1.1095, 0.439, 0.245, 0.34, negative
F, 0.38, 0.29, 0.105, 0.257, 0.099, 0.051, 0.085, negative
I, 0.52, 0.425, 0.17, 0.6805, 0.28, 0.174, 0.195, negative
M, 0.345, 0.255, 0.08, 0.169, 0.06, 0.0425, 0.054, negative
M, 0.46, 0.365, 0.125, 0.467, 0.1895, 0.0945, 0.158, negative
F, 0.37, 0.28, 0.11, 0.2305, 0.0945, 0.0465, 0.075, negative
M, 0.51, 0.4, 0.14, 0.6515, 0.2455, 0.1665, 0.185, negative
M, 0.51, 0.39, 0.125, 0.6565, 0.262, 0.1835, 0.175, negative
M, 0.46, 0.34, 0.135, 0.495, 0.1655, 0.117, 0.185, negative
M, 0.45, 0.335, 0.125, 0.349, 0.119, 0.1055, 0.115, negative
M, 0.57, 0.435, 0.13, 0.7535, 0.349, 0.1755, 0.194, negative
F, 0.605, 0.475, 0.175, 1.382, 0.609, 0.2325, 0.3985, negative
F, 0.615, 0.52, 0.15, 1.3435, 0.629, 0.2605, 0.345, negative
M, 0.64, 0.505, 0.155, 1.4025, 0.705, 0.2655, 0.335, negative
F, 0.675, 0.57, 0.225, 1.587, 0.739, 0.2995, 0.435, negative
M, 0.69, 0.505, 0.2, 1.872, 0.893, 0.4015, 0.48, negative
M, 0.6, 0.465, 0.155, 1.0165, 0.512, 0.2465, 0.225, negative
M, 0.685, 0.52, 0.165, 1.519, 0.699, 0.3685, 0.4, negative
I, 0.545, 0.43, 0.15, 0.7285, 0.302, 0.1315, 0.2545, negative
I, 0.555, 0.43, 0.155, 0.7395, 0.3135, 0.1435, 0.28, negative
I, 0.57, 0.45, 0.145, 0.751, 0.2825, 0.2195, 0.2215, negative
M, 0.585, 0.47, 0.165, 1.409, 0.8, 0.229, 0.295, negative
M, 0.61, 0.475, 0.17, 1.0265, 0.435, 0.2335, 0.3035, negative
M, 0.61, 0.46, 0.16, 1.0, 0.494, 0.197, 0.275, negative
F, 0.615, 0.475, 0.155, 1.115, 0.484, 0.2115, 0.355, negative
I, 0.63, 0.475, 0.145, 1.0605, 0.5165, 0.2195, 0.28, negative
M, 0.635, 0.475, 0.17, 1.1935, 0.5205, 0.2695, 0.3665, negative
F, 0.66, 0.515, 0.17, 1.337, 0.615, 0.3125, 0.3575, negative
F, 0.67, 0.505, 0.175, 1.0145, 0.4375, 0.271, 0.3745, negative
F, 0.63, 0.5, 0.175, 1.1105, 0.467, 0.268, 0.329, negative
F, 0.635, 0.505, 0.145, 1.1345, 0.505, 0.2655, 0.315, negative
M, 0.65, 0.515, 0.175, 1.466, 0.677, 0.3045, 0.4, negative
I, 0.54, 0.425, 0.13, 0.7205, 0.2955, 0.169, 0.225, negative
F, 0.575, 0.47, 0.155, 1.116, 0.509, 0.238, 0.34, negative
I, 0.59, 0.45, 0.145, 1.022, 0.428, 0.268, 0.265, negative
F, 0.61, 0.465, 0.16, 1.0725, 0.4835, 0.2515, 0.28, negative
M, 0.615, 0.47, 0.16, 1.0175, 0.473, 0.2395, 0.28, negative
M, 0.625, 0.475, 0.16, 1.0845, 0.5005, 0.2355, 0.3105, negative
M, 0.645, 0.51, 0.195, 1.226, 0.5885, 0.2215, 0.3745, negative
M, 0.645, 0.5, 0.175, 1.3375, 0.554, 0.308, 0.415, negative
M, 0.55, 0.42, 0.16, 1.3405, 0.6325, 0.311, 0.344, negative
I, 0.575, 0.45, 0.13, 0.8145, 0.403, 0.1715, 0.213, negative
F, 0.58, 0.43, 0.17, 1.48, 0.6535, 0.324, 0.4155, negative
F, 0.695, 0.55, 0.185, 1.679, 0.805, 0.4015, 0.3965, negative
F, 0.51, 0.4, 0.12, 0.7005, 0.347, 0.1105, 0.195, negative
I, 0.545, 0.425, 0.14, 0.8145, 0.305, 0.231, 0.244, negative
F, 0.61, 0.46, 0.145, 1.1185, 0.478, 0.2945, 0.2985, negative
M, 0.635, 0.515, 0.165, 1.229, 0.5055, 0.2975, 0.3535, negative
F, 0.64, 0.515, 0.165, 1.3115, 0.4945, 0.2555, 0.41, negative
F, 0.73, 0.555, 0.18, 1.6895, 0.6555, 0.1965, 0.4935, negative
I, 0.37, 0.29, 0.1, 0.25, 0.1025, 0.0505, 0.085, negative
F, 0.45, 0.36, 0.125, 0.5065, 0.222, 0.105, 0.16, negative
F, 0.455, 0.35, 0.14, 0.5725, 0.1965, 0.1325, 0.175, negative
M, 0.55, 0.46, 0.175, 0.869, 0.3155, 0.1825, 0.32, negative
F, 0.495, 0.385, 0.13, 0.6905, 0.3125, 0.179, 0.175, negative
F, 0.415, 0.305, 0.105, 0.3605, 0.12, 0.082, 0.1, negative
M, 0.33, 0.25, 0.09, 0.197, 0.085, 0.041, 0.0605, negative
M, 0.29, 0.225, 0.08, 0.1295, 0.0535, 0.026, 0.045, negative
F, 0.58, 0.46, 0.185, 1.017, 0.3515, 0.2, 0.32, negative
F, 0.505, 0.375, 0.115, 0.5895, 0.2635, 0.12, 0.167, negative
F, 0.465, 0.36, 0.12, 0.4765, 0.192, 0.1125, 0.16, negative
F, 0.53, 0.385, 0.125, 0.6695, 0.289, 0.151, 0.18, negative
M, 0.595, 0.49, 0.185, 1.185, 0.482, 0.2015, 0.361, negative
M, 0.605, 0.475, 0.175, 1.201, 0.5395, 0.275, 0.309, negative
F, 0.73, 0.57, 0.165, 2.0165, 1.0685, 0.418, 0.435, negative
F, 0.695, 0.55, 0.155, 1.8495, 0.767, 0.442, 0.4175, negative
M, 0.77, 0.6, 0.215, 2.1945, 1.0515, 0.482, 0.584, negative
