@relation abalone-20_vs_8-9-10
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
F, 0.53, 0.425, 0.15, 0.8495, 0.328, 0.232, 0.202, negative
M, 0.535, 0.43, 0.14, 0.7165, 0.2855, 0.1595, 0.2155, negative
F, 0.565, 0.4, 0.13, 0.6975, 0.3075, 0.1665, 0.18, negative
M, 0.59, 0.47, 0.16, 1.206, 0.479, 0.2425, 0.309, negative
M, 0.63, 0.48, 0.15, 1.1785, 0.5185, 0.248, 0.3235, negative
F, 0.645, 0.505, 0.165, 1.4325, 0.684, 0.308, 0.336, negative
M, 0.69, 0.525, 0.175, 1.7005, 0.8255, 0.362, 0.405, negative
M, 0.56, 0.445, 0.16, 0.8965, 0.42, 0.2175, 0.2215, negative
M, 0.59, 0.47, 0.15, 0.9955, 0.481, 0.232, 0.24, negative
M, 0.61, 0.485, 0.16, 1.0145, 0.5315, 0.212, 0.2415, negative
M, 0.625, 0.48, 0.185, 1.2065, 0.587, 0.29, 0.286, negative
I, 0.375, 0.28, 0.08, 0.2025, 0.0825, 0.048, 0.065, negative
I, 0.495, 0.355, 0.12, 0.4965, 0.214, 0.1045, 0.1495, negative
M, 0.495, 0.395, 0.12, 0.553, 0.224, 0.1375, 0.167, negative
F, 0.58, 0.445, 0.15, 0.858, 0.4, 0.156, 0.253, negative
M, 0.585, 0.45, 0.18, 0.7995, 0.336, 0.1855, 0.237, negative
M, 0.485, 0.39, 0.085, 0.6435, 0.2945, 0.103, 0.198, negative
I, 0.515, 0.395, 0.125, 0.556, 0.2695, 0.096, 0.17, negative
M, 0.525, 0.4, 0.14, 0.7205, 0.3685, 0.145, 0.1735, negative
F, 0.56, 0.43, 0.15, 0.8745, 0.453, 0.161, 0.22, negative
M, 0.57, 0.445, 0.15, 0.9875, 0.504, 0.207, 0.249, negative
F, 0.62, 0.435, 0.155, 1.012, 0.477, 0.236, 0.275, negative
M, 0.65, 0.485, 0.14, 1.175, 0.475, 0.2435, 0.215, negative
I, 0.36, 0.27, 0.095, 0.2, 0.073, 0.056, 0.061, negative
I, 0.385, 0.3, 0.09, 0.308, 0.1525, 0.056, 0.0835, negative
I, 0.475, 0.36, 0.125, 0.4905, 0.205, 0.1305, 0.125, negative
I, 0.49, 0.375, 0.115, 0.4615, 0.204, 0.0945, 0.143, negative
I, 0.515, 0.39, 0.125, 0.5705, 0.238, 0.1265, 0.185, negative
F, 0.57, 0.45, 0.135, 0.7805, 0.3345, 0.185, 0.21, negative
F, 0.575, 0.465, 0.195, 0.9965, 0.417, 0.247, 0.47, negative
I, 0.495, 0.38, 0.135, 0.5095, 0.2065, 0.1165, 0.165, negative
I, 0.53, 0.43, 0.14, 0.677, 0.298, 0.0965, 0.23, negative
M, 0.555, 0.41, 0.125, 0.599, 0.2345, 0.1465, 0.194, negative
I, 0.415, 0.325, 0.11, 0.316, 0.1385, 0.0795, 0.0925, negative
M, 0.45, 0.35, 0.13, 0.4655, 0.2075, 0.1045, 0.135, negative
M, 0.46, 0.345, 0.12, 0.4935, 0.2435, 0.1175, 0.132, negative
I, 0.48, 0.35, 0.135, 0.5465, 0.2735, 0.0995, 0.158, negative
M, 0.535, 0.42, 0.125, 0.738, 0.355, 0.1895, 0.1795, negative
M, 0.65, 0.5, 0.14, 1.238, 0.6165, 0.2355, 0.32, negative
M, 0.47, 0.35, 0.1, 0.4775, 0.1885, 0.0885, 0.175, negative
F, 0.535, 0.46, 0.145, 0.7875, 0.3395, 0.2005, 0.2, negative
I, 0.42, 0.31, 0.1, 0.2865, 0.115, 0.0735, 0.085, negative
I, 0.475, 0.355, 0.105, 0.468, 0.201, 0.1115, 0.12, negative
F, 0.53, 0.405, 0.15, 0.889, 0.4055, 0.2275, 0.215, negative
M, 0.69, 0.54, 0.185, 1.71, 0.7725, 0.3855, 0.4325, negative
I, 0.51, 0.385, 0.15, 0.625, 0.3095, 0.119, 0.1725, negative
F, 0.575, 0.48, 0.15, 0.897, 0.4235, 0.1905, 0.248, negative
M, 0.59, 0.47, 0.15, 0.861, 0.413, 0.164, 0.249, negative
I, 0.46, 0.35, 0.1, 0.471, 0.252, 0.077, 0.123, negative
I, 0.525, 0.385, 0.13, 0.607, 0.2355, 0.125, 0.195, negative
F, 0.555, 0.445, 0.175, 1.1465, 0.551, 0.244, 0.2785, negative
I, 0.36, 0.27, 0.09, 0.232, 0.12, 0.0435, 0.056, negative
I, 0.495, 0.375, 0.12, 0.589, 0.3075, 0.1215, 0.1405, negative
M, 0.625, 0.5, 0.13, 1.082, 0.5785, 0.2045, 0.25, negative
I, 0.51, 0.4, 0.125, 0.5935, 0.239, 0.13, 0.204, negative
M, 0.52, 0.465, 0.15, 0.9505, 0.456, 0.199, 0.255, negative
I, 0.43, 0.345, 0.115, 0.4295, 0.212, 0.108, 0.109, negative
M, 0.485, 0.365, 0.155, 1.029, 0.4235, 0.2285, 0.313, negative
F, 0.525, 0.41, 0.135, 0.7905, 0.4065, 0.198, 0.177, negative
F, 0.51, 0.385, 0.135, 0.632, 0.282, 0.145, 0.17, negative
I, 0.455, 0.375, 0.125, 0.533, 0.233, 0.106, 0.185, negative
I, 0.35, 0.28, 0.075, 0.196, 0.082, 0.04, 0.064, negative
F, 0.58, 0.48, 0.18, 1.2495, 0.4945, 0.27, 0.371, negative
I, 0.495, 0.4, 0.145, 0.578, 0.2545, 0.1305, 0.1645, negative
M, 0.55, 0.44, 0.155, 0.9155, 0.3645, 0.195, 0.25, negative
F, 0.61, 0.47, 0.16, 1.0745, 0.4925, 0.236, 0.29, negative
F, 0.505, 0.475, 0.16, 1.1155, 0.509, 0.239, 0.3065, negative
M, 0.555, 0.44, 0.145, 0.85, 0.4165, 0.1685, 0.23, negative
F, 0.57, 0.42, 0.16, 0.8875, 0.4315, 0.1915, 0.223, negative
M, 0.6, 0.47, 0.15, 0.928, 0.4225, 0.183, 0.275, negative
I, 0.37, 0.285, 0.095, 0.226, 0.1135, 0.0515, 0.0675, negative
I, 0.55, 0.45, 0.14, 0.753, 0.3445, 0.1325, 0.24, negative
M, 0.58, 0.45, 0.155, 0.8275, 0.321, 0.1975, 0.2445, negative
F, 0.45, 0.365, 0.115, 0.5885, 0.318, 0.121, 0.1325, negative
M, 0.295, 0.23, 0.085, 0.125, 0.042, 0.0285, 0.043, negative
I, 0.42, 0.32, 0.115, 0.409, 0.2055, 0.0935, 0.105, negative
M, 0.665, 0.515, 0.165, 1.3855, 0.621, 0.302, 0.3445, negative
I, 0.485, 0.375, 0.125, 0.562, 0.2505, 0.1345, 0.1525, negative
I, 0.44, 0.325, 0.11, 0.4965, 0.258, 0.1195, 0.1075, negative
I, 0.545, 0.405, 0.13, 0.658, 0.327, 0.1445, 0.174, negative
I, 0.485, 0.375, 0.11, 0.464, 0.2015, 0.09, 0.149, negative
I, 0.49, 0.375, 0.115, 0.557, 0.2275, 0.1335, 0.1765, negative
M, 0.385, 0.255, 0.1, 0.3175, 0.137, 0.068, 0.092, negative
M, 0.505, 0.44, 0.14, 0.8275, 0.3415, 0.1855, 0.239, negative
M, 0.51, 0.405, 0.15, 0.7035, 0.347, 0.134, 0.1885, negative
I, 0.51, 0.405, 0.125, 0.6795, 0.3465, 0.1395, 0.182, negative
I, 0.56, 0.44, 0.13, 0.7235, 0.349, 0.149, 0.2, negative
I, 0.545, 0.42, 0.165, 0.8935, 0.4235, 0.2195, 0.228, negative
I, 0.495, 0.38, 0.145, 0.5, 0.205, 0.148, 0.1505, negative
M, 0.555, 0.435, 0.14, 0.7495, 0.341, 0.1645, 0.214, negative
M, 0.48, 0.37, 0.1, 0.5135, 0.243, 0.1015, 0.135, negative
I, 0.5, 0.39, 0.125, 0.583, 0.294, 0.132, 0.1605, negative
M, 0.45, 0.32, 0.1, 0.381, 0.1705, 0.075, 0.115, negative
F, 0.45, 0.335, 0.105, 0.425, 0.1865, 0.091, 0.115, negative
F, 0.575, 0.445, 0.14, 0.941, 0.3845, 0.252, 0.285, negative
M, 0.535, 0.435, 0.15, 0.725, 0.269, 0.1385, 0.25, negative
M, 0.495, 0.395, 0.125, 0.5415, 0.2375, 0.1345, 0.155, negative
F, 0.44, 0.35, 0.125, 0.4035, 0.175, 0.063, 0.129, negative
M, 0.345, 0.255, 0.09, 0.2005, 0.094, 0.0295, 0.063, negative
F, 0.605, 0.5, 0.185, 1.1185, 0.469, 0.2585, 0.335, negative
F, 0.585, 0.46, 0.17, 0.9325, 0.365, 0.271, 0.29, negative
F, 0.44, 0.34, 0.14, 0.482, 0.186, 0.1085, 0.16, negative
M, 0.5, 0.405, 0.14, 0.6155, 0.241, 0.1355, 0.205, negative
M, 0.47, 0.39, 0.15, 0.6355, 0.2185, 0.0885, 0.255, negative
F, 0.405, 0.305, 0.095, 0.3485, 0.1455, 0.0895, 0.1, negative
M, 0.58, 0.455, 0.17, 0.93, 0.408, 0.259, 0.22, negative
F, 0.455, 0.37, 0.105, 0.4925, 0.216, 0.1245, 0.135, negative
I, 0.365, 0.26, 0.115, 0.218, 0.0935, 0.0445, 0.07, negative
M, 0.325, 0.24, 0.075, 0.155, 0.0475, 0.0355, 0.06, negative
F, 0.515, 0.39, 0.13, 0.5755, 0.1975, 0.13, 0.1845, negative
F, 0.495, 0.41, 0.125, 0.7555, 0.3355, 0.129, 0.214, negative
M, 0.5, 0.4, 0.125, 0.5975, 0.27, 0.1275, 0.166, negative
M, 0.555, 0.435, 0.145, 0.9685, 0.4985, 0.168, 0.2385, negative
M, 0.615, 0.51, 0.15, 1.296, 0.545, 0.3315, 0.32, negative
M, 0.62, 0.5, 0.165, 1.307, 0.6355, 0.2545, 0.315, negative
M, 0.655, 0.52, 0.165, 1.4095, 0.586, 0.291, 0.405, negative
M, 0.475, 0.37, 0.125, 0.537, 0.222, 0.1215, 0.15, negative
F, 0.595, 0.46, 0.14, 1.0045, 0.4655, 0.2095, 0.2515, negative
M, 0.605, 0.475, 0.155, 1.161, 0.572, 0.2455, 0.275, negative
F, 0.625, 0.5, 0.165, 1.288, 0.573, 0.3035, 0.315, negative
I, 0.535, 0.39, 0.125, 0.599, 0.2595, 0.149, 0.169, negative
F, 0.565, 0.45, 0.175, 1.0095, 0.447, 0.2375, 0.2645, negative
M, 0.58, 0.455, 0.195, 1.859, 0.945, 0.426, 0.441, negative
F, 0.6, 0.475, 0.16, 1.0265, 0.485, 0.2495, 0.2565, negative
F, 0.605, 0.47, 0.165, 1.1775, 0.611, 0.2275, 0.292, negative
M, 0.61, 0.47, 0.165, 1.052, 0.498, 0.242, 0.267, negative
F, 0.625, 0.485, 0.175, 1.3745, 0.7335, 0.2715, 0.332, negative
I, 0.44, 0.34, 0.12, 0.438, 0.2115, 0.083, 0.12, negative
I, 0.53, 0.415, 0.11, 0.5745, 0.2525, 0.1235, 0.189, negative
I, 0.555, 0.425, 0.145, 0.7905, 0.3485, 0.1765, 0.225, negative
M, 0.585, 0.465, 0.155, 0.9145, 0.4555, 0.1965, 0.235, negative
F, 0.605, 0.475, 0.175, 1.076, 0.463, 0.2195, 0.335, negative
I, 0.61, 0.465, 0.15, 0.9605, 0.4495, 0.1725, 0.286, negative
F, 0.625, 0.515, 0.16, 1.264, 0.5715, 0.326, 0.321, negative
F, 0.605, 0.485, 0.16, 1.201, 0.417, 0.2875, 0.38, negative
F, 0.605, 0.515, 0.17, 1.289, 0.6, 0.2945, 0.3315, negative
M, 0.62, 0.48, 0.165, 1.0725, 0.4815, 0.235, 0.312, negative
M, 0.63, 0.455, 0.15, 1.1315, 0.481, 0.2745, 0.305, negative
I, 0.465, 0.37, 0.12, 0.4365, 0.188, 0.0815, 0.147, negative
I, 0.525, 0.39, 0.12, 0.664, 0.3115, 0.147, 0.178, negative
I, 0.53, 0.4, 0.145, 0.555, 0.1935, 0.1305, 0.195, negative
I, 0.555, 0.395, 0.13, 0.5585, 0.222, 0.1245, 0.17, negative
I, 0.57, 0.445, 0.155, 0.867, 0.3705, 0.1705, 0.28, negative
F, 0.605, 0.455, 0.145, 0.9775, 0.468, 0.1775, 0.275, negative
F, 0.605, 0.47, 0.155, 0.974, 0.393, 0.224, 0.3345, negative
M, 0.61, 0.47, 0.17, 1.1185, 0.5225, 0.2405, 0.31, negative
F, 0.635, 0.49, 0.17, 1.2615, 0.5385, 0.2665, 0.38, negative
F, 0.65, 0.495, 0.155, 1.337, 0.615, 0.3195, 0.335, negative
I, 0.485, 0.345, 0.16, 0.869, 0.3085, 0.185, 0.319, negative
F, 0.545, 0.385, 0.15, 1.1185, 0.5425, 0.2445, 0.2845, negative
F, 0.655, 0.52, 0.2, 1.5475, 0.713, 0.314, 0.466, negative
I, 0.53, 0.43, 0.16, 0.7245, 0.321, 0.1275, 0.24, negative
F, 0.575, 0.465, 0.175, 1.099, 0.4735, 0.202, 0.35, negative
F, 0.58, 0.45, 0.195, 0.8265, 0.4035, 0.173, 0.225, negative
M, 0.615, 0.47, 0.15, 1.0875, 0.4975, 0.283, 0.2685, negative
M, 0.505, 0.39, 0.12, 0.653, 0.3315, 0.1385, 0.167, negative
I, 0.465, 0.355, 0.09, 0.4325, 0.2005, 0.074, 0.1275, negative
M, 0.375, 0.29, 0.1, 0.276, 0.1175, 0.0565, 0.085, negative
I, 0.455, 0.355, 0.08, 0.452, 0.2165, 0.0995, 0.125, negative
I, 0.475, 0.36, 0.11, 0.4555, 0.177, 0.0965, 0.145, negative
M, 0.585, 0.455, 0.14, 0.97, 0.462, 0.185, 0.295, negative
M, 0.44, 0.35, 0.11, 0.4585, 0.2, 0.0885, 0.13, negative
F, 0.55, 0.425, 0.145, 0.797, 0.297, 0.15, 0.265, negative
F, 0.56, 0.445, 0.18, 0.903, 0.3575, 0.2045, 0.295, negative
M, 0.51, 0.405, 0.13, 0.7175, 0.3725, 0.158, 0.17, negative
I, 0.405, 0.315, 0.105, 0.347, 0.1605, 0.0785, 0.1, negative
F, 0.38, 0.3, 0.09, 0.3215, 0.1545, 0.075, 0.095, negative
I, 0.42, 0.305, 0.11, 0.28, 0.094, 0.0785, 0.0955, negative
I, 0.335, 0.24, 0.095, 0.17, 0.062, 0.039, 0.055, negative
M, 0.59, 0.48, 0.16, 1.262, 0.5685, 0.2725, 0.335, negative
F, 0.595, 0.465, 0.15, 1.0765, 0.491, 0.22, 0.287, negative
F, 0.62, 0.51, 0.175, 1.2705, 0.5415, 0.323, 0.3225, negative
F, 0.63, 0.495, 0.145, 1.147, 0.5455, 0.266, 0.2885, negative
M, 0.5, 0.38, 0.12, 0.5765, 0.273, 0.135, 0.145, negative
I, 0.515, 0.4, 0.125, 0.5925, 0.265, 0.1175, 0.168, negative
F, 0.545, 0.43, 0.14, 0.832, 0.4355, 0.17, 0.201, negative
M, 0.57, 0.45, 0.135, 1.02, 0.546, 0.204, 0.25, negative
F, 0.57, 0.43, 0.16, 0.811, 0.3875, 0.159, 0.2285, negative
F, 0.615, 0.47, 0.155, 1.084, 0.5885, 0.209, 0.246, negative
M, 0.645, 0.48, 0.15, 1.192, 0.6055, 0.2595, 0.285, negative
I, 0.445, 0.36, 0.11, 0.4235, 0.182, 0.0765, 0.14, negative
F, 0.575, 0.435, 0.155, 0.8975, 0.4115, 0.2325, 0.23, negative
M, 0.6, 0.45, 0.145, 0.877, 0.4325, 0.155, 0.24, negative
M, 0.65, 0.52, 0.155, 1.368, 0.6185, 0.288, 0.365, negative
M, 0.6, 0.475, 0.175, 1.11, 0.5105, 0.256, 0.285, negative
F, 0.645, 0.49, 0.16, 1.1665, 0.4935, 0.3155, 0.299, negative
I, 0.6, 0.445, 0.135, 0.9205, 0.445, 0.2035, 0.253, negative
M, 0.605, 0.49, 0.18, 1.167, 0.457, 0.29, 0.3745, negative
F, 0.615, 0.515, 0.135, 1.1215, 0.545, 0.2305, 0.29, negative
F, 0.62, 0.475, 0.15, 0.9545, 0.455, 0.1865, 0.277, negative
M, 0.67, 0.525, 0.195, 1.4405, 0.6595, 0.2675, 0.425, negative
M, 0.61, 0.485, 0.17, 1.281, 0.597, 0.3035, 0.33, negative
M, 0.56, 0.45, 0.145, 0.894, 0.3885, 0.2095, 0.264, negative
I, 0.565, 0.44, 0.135, 0.768, 0.3305, 0.1385, 0.2475, negative
M, 0.59, 0.435, 0.165, 0.9765, 0.4525, 0.2395, 0.235, negative
M, 0.59, 0.405, 0.15, 0.853, 0.326, 0.2615, 0.245, negative
F, 0.655, 0.49, 0.16, 1.204, 0.5455, 0.2615, 0.3225, negative
M, 0.575, 0.48, 0.15, 0.9465, 0.4355, 0.2605, 0.2505, negative
M, 0.575, 0.45, 0.135, 0.9215, 0.354, 0.209, 0.2365, negative
F, 0.43, 0.35, 0.09, 0.397, 0.1575, 0.089, 0.12, negative
F, 0.45, 0.325, 0.135, 0.438, 0.1805, 0.1165, 0.11, negative
M, 0.65, 0.505, 0.18, 1.469, 0.7115, 0.3335, 0.38, negative
I, 0.48, 0.355, 0.125, 0.494, 0.2385, 0.0835, 0.15, negative
I, 0.57, 0.42, 0.13, 0.7745, 0.3535, 0.1505, 0.2365, negative
I, 0.575, 0.44, 0.125, 0.8515, 0.4555, 0.1715, 0.1965, negative
F, 0.585, 0.465, 0.165, 0.9355, 0.4035, 0.2275, 0.259, negative
M, 0.62, 0.46, 0.16, 0.9505, 0.4915, 0.2, 0.228, negative
F, 0.64, 0.5, 0.17, 1.2645, 0.565, 0.3375, 0.315, negative
I, 0.475, 0.35, 0.125, 0.4225, 0.1905, 0.079, 0.1355, negative
I, 0.515, 0.405, 0.13, 0.573, 0.213, 0.134, 0.195, negative
F, 0.675, 0.53, 0.195, 1.4985, 0.62, 0.375, 0.425, negative
F, 0.55, 0.415, 0.18, 1.1655, 0.502, 0.301, 0.311, negative
M, 0.53, 0.425, 0.13, 0.702, 0.2975, 0.1395, 0.22, negative
F, 0.56, 0.43, 0.145, 0.898, 0.3895, 0.2325, 0.245, negative
M, 0.565, 0.445, 0.14, 0.836, 0.406, 0.1605, 0.2245, negative
M, 0.41, 0.325, 0.1, 0.3555, 0.146, 0.072, 0.105, negative
F, 0.57, 0.44, 0.19, 1.018, 0.447, 0.207, 0.265, negative
F, 0.555, 0.43, 0.14, 0.7545, 0.3525, 0.1835, 0.2015, negative
F, 0.64, 0.525, 0.175, 1.382, 0.646, 0.3115, 0.37, negative
M, 0.59, 0.45, 0.16, 0.998, 0.445, 0.214, 0.301, negative
F, 0.64, 0.49, 0.18, 1.36, 0.653, 0.347, 0.305, negative
M, 0.6, 0.47, 0.13, 1.0105, 0.423, 0.219, 0.298, negative
M, 0.635, 0.5, 0.18, 1.2915, 0.594, 0.2695, 0.37, negative
F, 0.675, 0.52, 0.175, 1.494, 0.7365, 0.3055, 0.37, negative
I, 0.54, 0.43, 0.14, 0.8195, 0.3935, 0.1725, 0.2295, negative
M, 0.625, 0.5, 0.17, 1.0985, 0.4645, 0.22, 0.354, negative
F, 0.605, 0.455, 0.145, 0.862, 0.334, 0.1985, 0.3, negative
M, 0.67, 0.525, 0.17, 1.4005, 0.715, 0.3025, 0.387, negative
M, 0.56, 0.425, 0.135, 0.9415, 0.509, 0.2015, 0.1975, negative
F, 0.64, 0.5, 0.15, 1.2015, 0.559, 0.231, 0.3355, negative
I, 0.55, 0.4, 0.135, 0.717, 0.3315, 0.1495, 0.221, negative
M, 0.625, 0.47, 0.15, 1.124, 0.556, 0.2315, 0.287, negative
F, 0.53, 0.41, 0.145, 0.8255, 0.375, 0.204, 0.245, negative
M, 0.445, 0.37, 0.125, 0.515, 0.2495, 0.087, 0.159, negative
F, 0.57, 0.45, 0.15, 0.9645, 0.531, 0.189, 0.209, negative
F, 0.47, 0.355, 0.1, 0.4755, 0.1675, 0.0805, 0.185, negative
F, 0.53, 0.41, 0.13, 0.6965, 0.302, 0.1935, 0.2, negative
F, 0.625, 0.495, 0.165, 1.262, 0.507, 0.318, 0.39, negative
F, 0.475, 0.375, 0.125, 0.5785, 0.2775, 0.085, 0.155, negative
F, 0.5, 0.4, 0.125, 0.6675, 0.261, 0.1315, 0.22, negative
M, 0.46, 0.35, 0.12, 0.515, 0.224, 0.108, 0.1565, negative
F, 0.605, 0.485, 0.16, 1.0565, 0.37, 0.2355, 0.355, negative
F, 0.62, 0.475, 0.175, 1.0165, 0.4355, 0.214, 0.325, negative
F, 0.49, 0.365, 0.145, 0.6345, 0.1995, 0.1625, 0.22, negative
M, 0.47, 0.36, 0.135, 0.501, 0.1665, 0.115, 0.165, negative
F, 0.535, 0.415, 0.17, 0.879, 0.295, 0.1965, 0.285, negative
M, 0.57, 0.435, 0.145, 0.9055, 0.3925, 0.2355, 0.275, negative
F, 0.585, 0.45, 0.16, 1.077, 0.4995, 0.2875, 0.25, negative
M, 0.535, 0.42, 0.145, 0.791, 0.33, 0.189, 0.25, negative
I, 0.415, 0.325, 0.1, 0.3215, 0.1535, 0.0595, 0.105, negative
F, 0.47, 0.375, 0.125, 0.5615, 0.252, 0.137, 0.18, negative
I, 0.36, 0.275, 0.11, 0.2335, 0.095, 0.0525, 0.085, negative
F, 0.49, 0.38, 0.145, 0.6725, 0.249, 0.181, 0.21, negative
I, 0.61, 0.475, 0.15, 0.9665, 0.4145, 0.2, 0.345, negative
M, 0.34, 0.265, 0.085, 0.1835, 0.077, 0.046, 0.065, negative
M, 0.36, 0.295, 0.13, 0.2765, 0.0895, 0.057, 0.1005, negative
M, 0.515, 0.38, 0.135, 0.6615, 0.2875, 0.2095, 0.155, negative
M, 0.565, 0.45, 0.155, 1.0595, 0.4735, 0.24, 0.265, negative
F, 0.595, 0.48, 0.15, 1.11, 0.498, 0.228, 0.33, negative
M, 0.57, 0.45, 0.155, 1.1935, 0.513, 0.21, 0.343, negative
M, 0.58, 0.455, 0.15, 1.012, 0.4985, 0.2115, 0.2835, negative
F, 0.625, 0.475, 0.175, 1.1435, 0.4755, 0.2475, 0.349, negative
F, 0.64, 0.5, 0.175, 1.394, 0.4935, 0.291, 0.4, negative
F, 0.655, 0.51, 0.175, 1.6525, 0.8515, 0.3365, 0.403, negative
M, 0.695, 0.56, 0.185, 1.74, 0.885, 0.3715, 0.4375, negative
F, 0.72, 0.58, 0.195, 2.103, 1.0265, 0.48, 0.5375, negative
F, 0.54, 0.42, 0.145, 0.8655, 0.4315, 0.163, 0.2175, negative
I, 0.55, 0.435, 0.14, 0.7535, 0.3285, 0.1555, 0.2325, negative
M, 0.57, 0.435, 0.17, 0.873, 0.382, 0.183, 0.2705, negative
M, 0.58, 0.46, 0.155, 1.4395, 0.6715, 0.273, 0.2955, negative
M, 0.58, 0.455, 0.135, 0.7955, 0.405, 0.167, 0.204, negative
I, 0.585, 0.475, 0.16, 1.0505, 0.48, 0.234, 0.285, negative
M, 0.615, 0.5, 0.17, 1.054, 0.4845, 0.228, 0.295, negative
M, 0.655, 0.49, 0.175, 1.3585, 0.6395, 0.294, 0.365, negative
F, 0.66, 0.495, 0.21, 1.548, 0.724, 0.3525, 0.3925, negative
M, 0.66, 0.505, 0.165, 1.374, 0.589, 0.351, 0.345, negative
M, 0.67, 0.5, 0.19, 1.519, 0.616, 0.388, 0.415, negative
M, 0.55, 0.435, 0.14, 0.7625, 0.327, 0.1685, 0.259, negative
I, 0.57, 0.43, 0.145, 0.833, 0.354, 0.144, 0.2815, negative
M, 0.58, 0.46, 0.155, 1.0335, 0.469, 0.2225, 0.295, negative
F, 0.635, 0.49, 0.175, 1.2435, 0.5805, 0.313, 0.305, negative
F, 0.64, 0.505, 0.165, 1.2235, 0.5215, 0.2695, 0.36, negative
M, 0.645, 0.505, 0.15, 1.1605, 0.519, 0.2615, 0.335, negative
F, 0.645, 0.51, 0.19, 1.363, 0.573, 0.362, 0.36, negative
F, 0.675, 0.51, 0.195, 1.382, 0.6045, 0.3175, 0.3965, negative
I, 0.52, 0.385, 0.115, 0.581, 0.2555, 0.156, 0.143, negative
F, 0.58, 0.5, 0.165, 0.925, 0.37, 0.185, 0.3005, negative
M, 0.68, 0.54, 0.155, 1.534, 0.671, 0.379, 0.384, negative
M, 0.505, 0.385, 0.115, 0.4825, 0.21, 0.1035, 0.1535, negative
F, 0.54, 0.385, 0.14, 0.7655, 0.3265, 0.116, 0.2365, negative
F, 0.71, 0.5, 0.15, 1.3165, 0.6835, 0.2815, 0.28, negative
F, 0.4, 0.31, 0.115, 0.3465, 0.1475, 0.0695, 0.115, negative
F, 0.59, 0.455, 0.175, 0.966, 0.391, 0.2455, 0.31, negative
M, 0.47, 0.37, 0.105, 0.4665, 0.2025, 0.1015, 0.155, negative
I, 0.405, 0.305, 0.105, 0.3625, 0.1565, 0.0705, 0.125, negative
F, 0.48, 0.405, 0.13, 0.6375, 0.277, 0.1445, 0.21, negative
F, 0.36, 0.265, 0.09, 0.2165, 0.096, 0.037, 0.0735, negative
F, 0.41, 0.315, 0.11, 0.321, 0.1255, 0.0655, 0.095, negative
F, 0.625, 0.49, 0.155, 1.33, 0.6675, 0.259, 0.33, negative
F, 0.705, 0.56, 0.205, 2.381, 0.9915, 0.5005, 0.624, negative
M, 0.63, 0.51, 0.175, 1.3415, 0.6575, 0.262, 0.375, negative
I, 0.55, 0.43, 0.145, 0.712, 0.3025, 0.152, 0.225, negative
I, 0.55, 0.425, 0.145, 0.89, 0.4325, 0.171, 0.236, negative
