@relation abalone-20_vs_8-9-10
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
F, 0.605, 0.48, 0.14, 0.991, 0.4735, 0.2345, 0.24, negative
I, 0.435, 0.3, 0.12, 0.5965, 0.259, 0.139, 0.1645, negative
M, 0.515, 0.395, 0.135, 1.007, 0.472, 0.2495, 0.252, negative
M, 0.53, 0.41, 0.14, 0.7545, 0.3495, 0.1715, 0.2105, negative
I, 0.39, 0.31, 0.105, 0.2665, 0.1185, 0.0525, 0.081, negative
I, 0.435, 0.33, 0.105, 0.335, 0.156, 0.0555, 0.105, negative
I, 0.495, 0.375, 0.14, 0.494, 0.181, 0.0975, 0.191, negative
I, 0.505, 0.4, 0.145, 0.7045, 0.334, 0.1425, 0.207, negative
M, 0.61, 0.48, 0.14, 1.031, 0.4375, 0.2615, 0.27, negative
I, 0.445, 0.32, 0.12, 0.378, 0.152, 0.0825, 0.12, negative
F, 0.5, 0.38, 0.14, 0.6355, 0.277, 0.143, 0.1785, negative
M, 0.58, 0.45, 0.12, 0.8685, 0.418, 0.1475, 0.2605, negative
M, 0.525, 0.405, 0.13, 0.7185, 0.3265, 0.1975, 0.175, negative
F, 0.44, 0.33, 0.115, 0.4005, 0.143, 0.113, 0.12, negative
I, 0.42, 0.325, 0.115, 0.354, 0.1625, 0.064, 0.105, negative
I, 0.325, 0.2, 0.08, 0.0995, 0.0395, 0.0225, 0.032, negative
M, 0.465, 0.375, 0.11, 0.5, 0.21, 0.113, 0.1505, negative
I, 0.47, 0.37, 0.11, 0.5555, 0.25, 0.115, 0.163, negative
I, 0.45, 0.35, 0.12, 0.468, 0.2005, 0.1065, 0.1325, negative
F, 0.625, 0.49, 0.175, 1.1075, 0.4485, 0.2165, 0.3595, negative
M, 0.49, 0.38, 0.11, 0.554, 0.2935, 0.1005, 0.15, negative
I, 0.51, 0.395, 0.155, 0.5395, 0.2465, 0.1085, 0.167, negative
M, 0.58, 0.455, 0.13, 0.852, 0.41, 0.1725, 0.225, negative
I, 0.375, 0.29, 0.14, 0.3, 0.14, 0.0625, 0.0825, negative
M, 0.45, 0.325, 0.115, 0.4305, 0.2235, 0.0785, 0.1155, negative
I, 0.525, 0.4, 0.13, 0.6445, 0.345, 0.1285, 0.2, negative
F, 0.545, 0.44, 0.15, 0.9475, 0.366, 0.239, 0.275, negative
M, 0.6, 0.48, 0.09, 1.05, 0.457, 0.2685, 0.28, negative
M, 0.57, 0.42, 0.14, 0.8745, 0.416, 0.165, 0.25, negative
F, 0.58, 0.445, 0.135, 0.95, 0.484, 0.182, 0.2325, negative
I, 0.4, 0.315, 0.09, 0.3245, 0.151, 0.073, 0.088, negative
I, 0.47, 0.385, 0.13, 0.587, 0.264, 0.117, 0.174, negative
I, 0.475, 0.375, 0.11, 0.494, 0.211, 0.109, 0.1545, negative
I, 0.5, 0.37, 0.12, 0.5445, 0.249, 0.1065, 0.152, negative
I, 0.595, 0.43, 0.165, 0.9845, 0.4525, 0.207, 0.2725, negative
I, 0.375, 0.285, 0.09, 0.237, 0.106, 0.0395, 0.08, negative
I, 0.495, 0.375, 0.115, 0.507, 0.241, 0.103, 0.15, negative
I, 0.575, 0.43, 0.13, 0.7425, 0.2895, 0.2005, 0.22, negative
F, 0.55, 0.43, 0.15, 0.655, 0.2635, 0.122, 0.221, negative
I, 0.345, 0.285, 0.1, 0.2225, 0.0865, 0.058, 0.075, negative
I, 0.39, 0.3, 0.105, 0.259, 0.0955, 0.038, 0.085, negative
M, 0.335, 0.255, 0.075, 0.1635, 0.0615, 0.0345, 0.057, negative
I, 0.295, 0.21, 0.08, 0.1, 0.038, 0.026, 0.031, negative
M, 0.59, 0.47, 0.135, 1.1685, 0.539, 0.279, 0.28, negative
I, 0.5, 0.385, 0.11, 0.596, 0.3015, 0.104, 0.151, negative
F, 0.575, 0.46, 0.165, 1.065, 0.4985, 0.2145, 0.2815, negative
I, 0.51, 0.405, 0.13, 0.599, 0.3065, 0.1155, 0.1485, negative
M, 0.555, 0.44, 0.15, 0.838, 0.4155, 0.146, 0.23, negative
M, 0.575, 0.44, 0.145, 0.87, 0.3945, 0.2195, 0.225, negative
I, 0.445, 0.355, 0.095, 0.3615, 0.1415, 0.0785, 0.12, negative
I, 0.46, 0.34, 0.09, 0.384, 0.1795, 0.068, 0.11, negative
F, 0.655, 0.53, 0.165, 1.2835, 0.583, 0.1255, 0.4, negative
I, 0.455, 0.37, 0.11, 0.514, 0.2385, 0.1235, 0.126, negative
F, 0.655, 0.455, 0.17, 1.275, 0.583, 0.303, 0.333, negative
I, 0.47, 0.345, 0.12, 0.3685, 0.1525, 0.0615, 0.125, negative
I, 0.52, 0.415, 0.14, 0.6385, 0.2945, 0.1405, 0.171, negative
I, 0.485, 0.37, 0.14, 0.5065, 0.2425, 0.088, 0.1465, negative
I, 0.53, 0.395, 0.115, 0.475, 0.2025, 0.101, 0.148, negative
F, 0.63, 0.475, 0.15, 1.072, 0.433, 0.2975, 0.315, negative
I, 0.425, 0.31, 0.095, 0.3505, 0.1645, 0.071, 0.1, negative
M, 0.41, 0.335, 0.115, 0.4405, 0.19, 0.085, 0.135, negative
M, 0.485, 0.39, 0.12, 0.599, 0.251, 0.1345, 0.169, negative
F, 0.62, 0.465, 0.14, 1.011, 0.479, 0.2385, 0.255, negative
I, 0.455, 0.335, 0.105, 0.4055, 0.175, 0.092, 0.1185, negative
M, 0.545, 0.45, 0.15, 0.7805, 0.3795, 0.1625, 0.216, negative
I, 0.545, 0.43, 0.14, 0.772, 0.289, 0.19, 0.2615, negative
M, 0.48, 0.365, 0.13, 0.5305, 0.2405, 0.127, 0.139, negative
F, 0.36, 0.265, 0.09, 0.2065, 0.078, 0.057, 0.06, negative
M, 0.495, 0.395, 0.135, 0.6335, 0.3035, 0.1295, 0.1495, negative
I, 0.525, 0.4, 0.13, 0.6455, 0.325, 0.1245, 0.17, negative
I, 0.57, 0.45, 0.135, 0.794, 0.3815, 0.1415, 0.245, negative
I, 0.41, 0.3, 0.09, 0.28, 0.141, 0.0575, 0.075, negative
I, 0.475, 0.36, 0.145, 0.6325, 0.2825, 0.137, 0.19, negative
I, 0.47, 0.375, 0.12, 0.487, 0.196, 0.099, 0.135, negative
F, 0.455, 0.355, 1.13, 0.594, 0.332, 0.116, 0.1335, negative
I, 0.485, 0.415, 0.14, 0.5705, 0.25, 0.134, 0.185, negative
I, 0.405, 0.31, 0.11, 0.91, 0.416, 0.2075, 0.0995, negative
I, 0.47, 0.375, 0.125, 0.5225, 0.2265, 0.104, 0.162, negative
I, 0.45, 0.35, 0.11, 0.514, 0.253, 0.1045, 0.14, negative
M, 0.66, 0.485, 0.155, 1.2275, 0.61, 0.274, 0.3, negative
F, 0.435, 0.395, 0.105, 0.3635, 0.136, 0.098, 0.13, negative
M, 0.465, 0.36, 0.105, 0.431, 0.172, 0.107, 0.175, negative
F, 0.56, 0.43, 0.15, 0.8825, 0.3465, 0.172, 0.31, negative
F, 0.445, 0.325, 0.125, 0.455, 0.1785, 0.1125, 0.14, negative
I, 0.295, 0.225, 0.08, 0.124, 0.0485, 0.032, 0.04, negative
M, 0.44, 0.355, 0.125, 0.4775, 0.132, 0.0815, 0.19, negative
F, 0.525, 0.42, 0.16, 0.756, 0.2745, 0.173, 0.275, negative
F, 0.485, 0.365, 0.12, 0.5885, 0.27, 0.131, 0.175, negative
F, 0.56, 0.455, 0.19, 0.714, 0.283, 0.129, 0.275, negative
I, 0.43, 0.34, 0.12, 0.3575, 0.151, 0.0645, 0.1045, negative
M, 0.45, 0.34, 0.13, 0.3715, 0.1605, 0.0795, 0.105, negative
M, 0.4, 0.3, 0.125, 0.417, 0.191, 0.09, 0.1175, negative
F, 0.505, 0.39, 0.16, 0.644, 0.2475, 0.2025, 0.1635, negative
M, 0.425, 0.33, 0.13, 0.4405, 0.152, 0.0935, 0.155, negative
I, 0.485, 0.355, 0.105, 0.498, 0.2175, 0.096, 0.1525, negative
M, 0.57, 0.455, 0.15, 0.952, 0.3895, 0.2155, 0.2745, negative
F, 0.635, 0.485, 0.165, 1.2945, 0.668, 0.2605, 0.2715, negative
F, 0.55, 0.43, 0.14, 0.8105, 0.368, 0.161, 0.275, negative
F, 0.605, 0.49, 0.15, 1.1345, 0.5265, 0.2645, 0.295, negative
M, 0.65, 0.495, 0.16, 1.304, 0.57, 0.312, 0.3725, negative
I, 0.525, 0.4, 0.14, 0.601, 0.2625, 0.1285, 0.1835, negative
M, 0.545, 0.415, 0.14, 0.82, 0.4615, 0.127, 0.218, negative
F, 0.58, 0.45, 0.155, 0.93, 0.385, 0.246, 0.265, negative
F, 0.65, 0.5, 0.19, 1.464, 0.6415, 0.339, 0.4245, negative
I, 0.665, 0.5, 0.17, 1.2975, 0.6035, 0.291, 0.3595, negative
F, 0.67, 0.505, 0.205, 1.3645, 0.6075, 0.3025, 0.353, negative
F, 0.7, 0.525, 0.19, 1.6465, 0.8545, 0.307, 0.3995, negative
I, 0.5, 0.375, 0.145, 0.5795, 0.239, 0.1375, 0.185, negative
I, 0.5, 0.41, 0.14, 0.6615, 0.2585, 0.1625, 0.196, negative
M, 0.525, 0.42, 0.155, 0.842, 0.428, 0.1415, 0.2045, negative
I, 0.53, 0.425, 0.13, 0.7675, 0.419, 0.1205, 0.21, negative
I, 0.535, 0.4, 0.135, 0.6025, 0.2895, 0.121, 0.154, negative
M, 0.535, 0.435, 0.15, 0.717, 0.3475, 0.1445, 0.194, negative
F, 0.55, 0.405, 0.125, 0.651, 0.2965, 0.137, 0.2, negative
I, 0.55, 0.425, 0.135, 0.7305, 0.3325, 0.1545, 0.215, negative
I, 0.555, 0.43, 0.14, 0.7665, 0.341, 0.165, 0.23, negative
M, 0.415, 0.315, 0.115, 0.3895, 0.2015, 0.065, 0.103, negative
M, 0.505, 0.385, 0.105, 0.5525, 0.239, 0.1245, 0.1555, negative
I, 0.53, 0.43, 0.13, 0.7045, 0.346, 0.1415, 0.189, negative
F, 0.545, 0.41, 0.14, 0.7405, 0.3565, 0.1775, 0.203, negative
F, 0.64, 0.515, 0.205, 1.5335, 0.6635, 0.3345, 0.4025, negative
M, 0.525, 0.4, 0.155, 0.707, 0.282, 0.1605, 0.225, negative
I, 0.54, 0.43, 0.17, 0.836, 0.3725, 0.1815, 0.24, negative
I, 0.55, 0.425, 0.15, 0.639, 0.269, 0.1345, 0.217, negative
M, 0.57, 0.45, 0.14, 0.795, 0.3385, 0.148, 0.245, negative
I, 0.57, 0.435, 0.17, 0.848, 0.4, 0.166, 0.25, negative
I, 0.575, 0.445, 0.17, 0.8015, 0.3475, 0.1465, 0.25, negative
M, 0.6, 0.48, 0.165, 0.9165, 0.4135, 0.1965, 0.2725, negative
I, 0.605, 0.47, 0.145, 0.8025, 0.379, 0.2265, 0.22, negative
I, 0.61, 0.465, 0.125, 0.9225, 0.436, 0.19, 0.26, negative
M, 0.645, 0.51, 0.19, 1.4745, 0.605, 0.345, 0.48, negative
M, 0.645, 0.485, 0.15, 1.2215, 0.5695, 0.2735, 0.33, negative
M, 0.65, 0.51, 0.16, 1.3835, 0.6385, 0.2905, 0.3665, negative
F, 0.655, 0.51, 0.15, 1.043, 0.4795, 0.223, 0.305, negative
I, 0.475, 0.34, 0.105, 0.4535, 0.203, 0.08, 0.1465, negative
I, 0.525, 0.415, 0.12, 0.596, 0.2805, 0.12, 0.1695, negative
F, 0.54, 0.425, 0.16, 0.9455, 0.3675, 0.2005, 0.295, negative
I, 0.545, 0.43, 0.14, 0.687, 0.2615, 0.1405, 0.25, negative
I, 0.555, 0.45, 0.175, 0.738, 0.304, 0.1755, 0.22, negative
F, 0.57, 0.44, 0.12, 0.803, 0.382, 0.1525, 0.234, negative
M, 0.63, 0.49, 0.155, 1.2525, 0.63, 0.246, 0.289, negative
M, 0.525, 0.41, 0.13, 0.6875, 0.3435, 0.1495, 0.1765, negative
F, 0.53, 0.43, 0.15, 0.741, 0.325, 0.1855, 0.196, negative
F, 0.53, 0.405, 0.13, 0.6355, 0.2635, 0.1565, 0.185, negative
M, 0.565, 0.445, 0.145, 0.9255, 0.4345, 0.212, 0.2475, negative
M, 0.66, 0.515, 0.195, 1.5655, 0.7345, 0.353, 0.386, negative
M, 0.595, 0.465, 0.15, 0.919, 0.4335, 0.1765, 0.262, negative
M, 0.645, 0.495, 0.15, 1.2095, 0.603, 0.2225, 0.339, negative
I, 0.41, 0.31, 0.11, 0.315, 0.124, 0.082, 0.095, negative
F, 0.415, 0.325, 0.115, 0.3455, 0.1405, 0.0765, 0.11, negative
M, 0.44, 0.375, 0.13, 0.487, 0.226, 0.0965, 0.155, negative
I, 0.42, 0.33, 0.1, 0.352, 0.1635, 0.089, 0.1, negative
I, 0.5, 0.395, 0.12, 0.537, 0.2165, 0.1085, 0.1785, negative
F, 0.345, 0.255, 0.1, 0.197, 0.071, 0.051, 0.06, negative
M, 0.5, 0.355, 0.14, 0.528, 0.2125, 0.149, 0.14, negative
F, 0.565, 0.44, 0.15, 0.983, 0.4475, 0.2355, 0.2485, negative
F, 0.6, 0.485, 0.165, 1.1405, 0.587, 0.2175, 0.288, negative
M, 0.465, 0.34, 0.105, 0.486, 0.231, 0.1035, 0.1225, negative
M, 0.54, 0.435, 0.14, 0.7345, 0.33, 0.1595, 0.213, negative
F, 0.615, 0.475, 0.17, 1.055, 0.543, 0.246, 0.2345, negative
M, 0.645, 0.515, 0.16, 1.1845, 0.506, 0.311, 0.335, negative
M, 0.65, 0.52, 0.175, 1.2655, 0.615, 0.2775, 0.336, negative
F, 0.65, 0.49, 0.155, 1.122, 0.545, 0.228, 0.3055, negative
M, 0.725, 0.55, 0.2, 1.51, 0.8735, 0.4265, 0.5085, negative
F, 0.58, 0.425, 0.15, 0.844, 0.3645, 0.185, 0.2705, negative
F, 0.66, 0.505, 0.19, 1.4045, 0.6255, 0.3375, 0.3745, negative
F, 0.675, 0.525, 0.17, 1.711, 0.8365, 0.352, 0.475, negative
F, 0.705, 0.54, 0.205, 1.757, 0.8265, 0.417, 0.461, negative
F, 0.525, 0.43, 0.135, 0.8435, 0.4325, 0.18, 0.1815, negative
M, 0.59, 0.485, 0.155, 1.0785, 0.4535, 0.2435, 0.31, negative
M, 0.595, 0.435, 0.16, 1.057, 0.4255, 0.224, 0.31, negative
I, 0.46, 0.36, 0.14, 0.447, 0.161, 0.087, 0.16, negative
M, 0.59, 0.5, 0.15, 1.142, 0.485, 0.265, 0.345, negative
M, 0.63, 0.53, 0.18, 1.2795, 0.618, 0.256, 0.315, negative
M, 0.555, 0.425, 0.15, 0.873, 0.4625, 0.1845, 0.1965, negative
F, 0.635, 0.51, 0.17, 1.2235, 0.532, 0.271, 0.354, negative
M, 0.575, 0.47, 0.15, 0.9785, 0.4505, 0.196, 0.276, negative
M, 0.595, 0.48, 0.14, 0.9125, 0.4095, 0.1825, 0.289, negative
M, 0.635, 0.5, 0.18, 1.154, 0.4405, 0.2315, 0.387, negative
M, 0.525, 0.4, 0.13, 0.622, 0.2655, 0.147, 0.184, negative
F, 0.53, 0.395, 0.115, 0.5685, 0.249, 0.1375, 0.161, negative
F, 0.525, 0.4, 0.13, 0.6995, 0.3115, 0.131, 0.223, negative
F, 0.62, 0.485, 0.155, 1.1945, 0.5105, 0.271, 0.352, negative
M, 0.425, 0.335, 0.1, 0.4085, 0.1755, 0.092, 0.135, negative
I, 0.32, 0.25, 0.08, 0.1565, 0.057, 0.034, 0.06, negative
M, 0.385, 0.305, 0.09, 0.2775, 0.109, 0.0515, 0.1, negative
I, 0.42, 0.325, 0.125, 0.3915, 0.1575, 0.1025, 0.115, negative
I, 0.485, 0.355, 0.12, 0.5085, 0.21, 0.122, 0.135, negative
F, 0.56, 0.465, 0.16, 1.0315, 0.432, 0.2025, 0.337, negative
F, 0.66, 0.5, 0.175, 1.3275, 0.556, 0.2805, 0.4085, negative
I, 0.475, 0.355, 0.125, 0.4865, 0.2155, 0.1105, 0.142, negative
I, 0.5, 0.365, 0.125, 0.528, 0.229, 0.103, 0.1645, negative
F, 0.575, 0.475, 0.16, 0.895, 0.3605, 0.221, 0.271, negative
M, 0.625, 0.48, 0.16, 1.1415, 0.5795, 0.2145, 0.29, negative
M, 0.625, 0.485, 0.16, 1.2135, 0.631, 0.2235, 0.302, negative
F, 0.555, 0.405, 0.12, 0.913, 0.4585, 0.196, 0.2065, negative
M, 0.58, 0.45, 0.16, 0.8675, 0.3935, 0.221, 0.215, negative
M, 0.615, 0.475, 0.19, 1.4335, 0.7315, 0.305, 0.3285, negative
I, 0.465, 0.37, 0.115, 0.4075, 0.1515, 0.0935, 0.1455, negative
I, 0.53, 0.425, 0.13, 0.781, 0.3905, 0.2005, 0.215, negative
I, 0.555, 0.43, 0.15, 0.783, 0.345, 0.1755, 0.247, negative
F, 0.67, 0.54, 0.2, 1.46, 0.6435, 0.328, 0.4165, negative
M, 0.43, 0.31, 0.13, 0.6485, 0.2735, 0.163, 0.184, negative
F, 0.65, 0.525, 0.165, 1.238, 0.647, 0.2485, 0.3005, negative
M, 0.585, 0.47, 0.145, 0.9565, 0.4025, 0.2365, 0.265, negative
F, 0.515, 0.4, 0.115, 0.578, 0.191, 0.1445, 0.17, negative
M, 0.685, 0.51, 0.18, 1.4545, 0.6315, 0.3105, 0.3725, negative
I, 0.565, 0.465, 0.15, 1.1815, 0.581, 0.2215, 0.3095, negative
F, 0.64, 0.505, 0.175, 1.3185, 0.6185, 0.302, 0.3315, negative
I, 0.455, 0.35, 0.13, 0.4725, 0.215, 0.0745, 0.15, negative
F, 0.455, 0.355, 0.12, 0.4495, 0.177, 0.104, 0.15, negative
M, 0.595, 0.475, 0.165, 1.213, 0.621, 0.2435, 0.274, negative
M, 0.59, 0.47, 0.18, 1.187, 0.5985, 0.227, 0.31, negative
F, 0.58, 0.46, 0.175, 1.165, 0.65, 0.2205, 0.3055, negative
M, 0.64, 0.49, 0.155, 1.1285, 0.477, 0.269, 0.34, negative
M, 0.565, 0.43, 0.13, 0.784, 0.3495, 0.1885, 0.213, negative
F, 0.625, 0.49, 0.155, 1.115, 0.484, 0.277, 0.3095, negative
I, 0.505, 0.425, 0.125, 0.6115, 0.245, 0.1375, 0.2, negative
M, 0.64, 0.485, 0.16, 1.006, 0.456, 0.2245, 0.2835, negative
F, 0.625, 0.48, 0.2, 1.3235, 0.6075, 0.3055, 0.355, negative
F, 0.575, 0.46, 0.15, 0.927, 0.333, 0.207, 0.2985, negative
I, 0.335, 0.255, 0.085, 0.1785, 0.071, 0.0405, 0.055, negative
F, 0.44, 0.34, 0.1, 0.451, 0.188, 0.087, 0.13, negative
F, 0.6, 0.47, 0.15, 0.922, 0.363, 0.194, 0.305, negative
M, 0.56, 0.44, 0.16, 0.8645, 0.3305, 0.2075, 0.26, negative
M, 0.475, 0.375, 0.13, 0.5175, 0.2075, 0.1165, 0.17, negative
F, 0.635, 0.515, 0.19, 1.3715, 0.5065, 0.305, 0.45, negative
M, 0.515, 0.405, 0.13, 0.722, 0.32, 0.131, 0.21, negative
F, 0.535, 0.435, 0.16, 0.8105, 0.3155, 0.1795, 0.24, negative
F, 0.58, 0.455, 0.12, 1.0735, 0.479, 0.2735, 0.265, negative
M, 0.545, 0.425, 0.135, 0.8445, 0.373, 0.21, 0.235, negative
M, 0.475, 0.375, 0.125, 0.593, 0.277, 0.115, 0.18, negative
I, 0.415, 0.31, 0.11, 0.2965, 0.123, 0.057, 0.0995, negative
F, 0.515, 0.405, 0.12, 0.646, 0.2895, 0.1405, 0.177, negative
F, 0.545, 0.415, 0.16, 0.7715, 0.272, 0.1455, 0.2765, negative
I, 0.47, 0.37, 0.14, 0.4985, 0.2095, 0.1225, 0.145, negative
F, 0.375, 0.29, 0.115, 0.2705, 0.093, 0.066, 0.0885, negative
I, 0.485, 0.37, 0.13, 0.458, 0.181, 0.113, 0.136, negative
F, 0.395, 0.295, 0.095, 0.2245, 0.078, 0.054, 0.08, negative
M, 0.485, 0.37, 0.14, 0.5725, 0.204, 0.1415, 0.175, negative
M, 0.415, 0.325, 0.14, 0.417, 0.1535, 0.1015, 0.144, negative
M, 0.445, 0.345, 0.09, 0.3795, 0.143, 0.074, 0.125, negative
M, 0.485, 0.355, 0.12, 0.547, 0.215, 0.1615, 0.14, negative
M, 0.515, 0.435, 0.145, 0.8815, 0.292, 0.206, 0.255, negative
M, 0.57, 0.45, 0.155, 1.195, 0.5625, 0.2565, 0.295, negative
M, 0.61, 0.475, 0.155, 1.168, 0.554, 0.239, 0.3295, negative
M, 0.615, 0.46, 0.17, 1.0565, 0.4815, 0.272, 0.27, negative
M, 0.64, 0.515, 0.165, 1.369, 0.632, 0.3415, 0.358, negative
M, 0.715, 0.535, 0.19, 1.6755, 0.889, 0.313, 0.42, negative
F, 0.72, 0.55, 0.2, 1.9965, 0.9035, 0.469, 0.5215, negative
I, 0.52, 0.4, 0.13, 0.5825, 0.233, 0.1365, 0.18, negative
I, 0.53, 0.42, 0.155, 0.81, 0.4725, 0.111, 0.192, negative
F, 0.56, 0.445, 0.155, 1.224, 0.5565, 0.3225, 0.2695, negative
F, 0.575, 0.42, 0.135, 0.857, 0.461, 0.147, 0.2125, negative
M, 0.585, 0.475, 0.15, 1.065, 0.5315, 0.199, 0.2885, negative
F, 0.595, 0.465, 0.15, 0.98, 0.4115, 0.196, 0.2255, negative
F, 0.615, 0.475, 0.155, 1.004, 0.4475, 0.193, 0.2895, negative
F, 0.655, 0.525, 0.19, 1.3595, 0.564, 0.3215, 0.3985, negative
F, 0.655, 0.52, 0.19, 1.4545, 0.6, 0.3865, 0.383, negative
F, 0.63, 0.49, 0.225, 1.336, 0.6805, 0.259, 0.3245, negative
F, 0.65, 0.545, 0.175, 1.5245, 0.59, 0.326, 0.495, negative
M, 0.705, 0.56, 0.165, 1.675, 0.797, 0.4095, 0.388, negative
M, 0.54, 0.455, 0.14, 0.972, 0.419, 0.255, 0.269, negative
M, 0.595, 0.45, 0.14, 0.838, 0.3965, 0.194, 0.217, negative
M, 0.595, 0.45, 0.145, 0.959, 0.463, 0.2065, 0.2535, negative
M, 0.6, 0.47, 0.16, 1.194, 0.5625, 0.3045, 0.2635, negative
M, 0.61, 0.475, 0.155, 0.983, 0.4565, 0.228, 0.266, negative
I, 0.62, 0.45, 0.135, 0.924, 0.358, 0.2265, 0.2965, negative
M, 0.655, 0.55, 0.18, 1.274, 0.586, 0.281, 0.365, negative
M, 0.66, 0.53, 0.195, 1.5505, 0.6505, 0.3295, 0.495, negative
I, 0.465, 0.325, 0.14, 0.7615, 0.362, 0.1535, 0.209, negative
F, 0.55, 0.38, 0.165, 1.205, 0.543, 0.294, 0.3345, negative
M, 0.585, 0.455, 0.145, 0.953, 0.3945, 0.2685, 0.258, negative
M, 0.62, 0.47, 0.145, 1.0865, 0.511, 0.2715, 0.2565, negative
F, 0.635, 0.475, 0.15, 1.1845, 0.533, 0.307, 0.291, negative
M, 0.655, 0.545, 0.19, 1.4245, 0.6325, 0.333, 0.378, negative
I, 0.515, 0.42, 0.15, 0.6725, 0.2555, 0.1335, 0.235, negative
M, 0.58, 0.44, 0.15, 1.0465, 0.518, 0.2185, 0.2795, negative
M, 0.685, 0.535, 0.155, 1.3845, 0.6615, 0.2145, 0.4075, negative
F, 0.705, 0.535, 0.22, 1.866, 0.929, 0.3835, 0.4395, negative
I, 0.47, 0.375, 0.105, 0.441, 0.167, 0.0865, 0.145, negative
F, 0.57, 0.435, 0.15, 0.8295, 0.3875, 0.156, 0.245, negative
M, 0.61, 0.49, 0.16, 1.112, 0.465, 0.228, 0.341, negative
F, 0.6, 0.47, 0.19, 1.1345, 0.492, 0.2595, 0.3375, negative
M, 0.445, 0.355, 0.11, 0.4415, 0.1805, 0.1035, 0.1505, negative
M, 0.595, 0.465, 0.125, 0.799, 0.3245, 0.2, 0.23, negative
F, 0.49, 0.37, 0.14, 0.585, 0.243, 0.115, 0.195, negative
M, 0.465, 0.36, 0.13, 0.5265, 0.2105, 0.1185, 0.165, negative
I, 0.4, 0.31, 0.1, 0.2875, 0.1145, 0.0635, 0.095, negative
