@relation abalone-20_vs_8-9-10
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
I, 0.525, 0.4, 0.11, 0.6275, 0.3015, 0.126, 0.18, negative
M, 0.535, 0.41, 0.12, 0.6835, 0.3125, 0.1655, 0.159, negative
I, 0.59, 0.47, 0.145, 0.974, 0.453, 0.236, 0.289, negative
M, 0.6, 0.465, 0.18, 1.193, 0.5145, 0.315, 0.3055, negative
I, 0.41, 0.325, 0.105, 0.361, 0.1605, 0.0665, 0.103, negative
I, 0.295, 0.215, 0.075, 0.116, 0.037, 0.0295, 0.04, negative
M, 0.52, 0.415, 0.175, 0.753, 0.258, 0.171, 0.255, negative
I, 0.48, 0.355, 0.115, 0.5785, 0.25, 0.106, 0.184, negative
I, 0.395, 0.3, 0.09, 0.279, 0.134, 0.049, 0.075, negative
F, 0.505, 0.39, 0.12, 0.5725, 0.2555, 0.1325, 0.146, negative
F, 0.555, 0.44, 0.145, 0.8815, 0.43, 0.1975, 0.2155, negative
F, 0.555, 0.42, 0.11, 0.931, 0.4445, 0.171, 0.225, negative
I, 0.45, 0.34, 0.105, 0.4385, 0.21, 0.0925, 0.12, negative
M, 0.55, 0.44, 0.16, 0.985, 0.4645, 0.201, 0.27, negative
I, 0.425, 0.325, 0.11, 0.405, 0.1695, 0.092, 0.1065, negative
I, 0.525, 0.39, 0.105, 0.567, 0.2875, 0.1075, 0.16, negative
I, 0.53, 0.42, 0.13, 0.658, 0.296, 0.1245, 0.198, negative
M, 0.535, 0.415, 0.135, 0.78, 0.3165, 0.169, 0.2365, negative
I, 0.575, 0.44, 0.15, 0.983, 0.486, 0.215, 0.239, negative
M, 0.59, 0.465, 0.135, 0.9895, 0.4235, 0.199, 0.28, negative
F, 0.52, 0.375, 0.135, 0.5375, 0.221, 0.117, 0.17, negative
I, 0.46, 0.34, 0.1, 0.386, 0.1805, 0.0875, 0.0965, negative
F, 0.44, 0.34, 0.135, 0.3975, 0.1505, 0.0945, 0.135, negative
I, 0.485, 0.365, 0.09, 0.651, 0.3165, 0.132, 0.18, negative
F, 0.58, 0.46, 0.135, 0.926, 0.4025, 0.208, 0.275, negative
M, 0.55, 0.385, 0.13, 0.7275, 0.343, 0.1625, 0.19, negative
M, 0.59, 0.45, 0.155, 0.874, 0.369, 0.2135, 0.24, negative
I, 0.56, 0.42, 0.14, 0.837, 0.414, 0.214, 0.2, negative
I, 0.46, 0.365, 0.11, 0.4495, 0.1755, 0.102, 0.15, negative
I, 0.5, 0.385, 0.12, 0.516, 0.197, 0.1305, 0.165, negative
M, 0.555, 0.435, 0.145, 0.9205, 0.404, 0.2275, 0.255, negative
I, 0.43, 0.315, 0.115, 0.384, 0.1885, 0.0715, 0.11, negative
F, 0.52, 0.405, 0.115, 0.776, 0.32, 0.1845, 0.22, negative
M, 0.63, 0.47, 0.155, 1.1325, 0.589, 0.211, 0.287, negative
I, 0.445, 0.33, 0.11, 0.358, 0.1525, 0.067, 0.1185, negative
I, 0.54, 0.39, 0.125, 0.6255, 0.2525, 0.158, 0.19, negative
I, 0.43, 0.32, 0.11, 0.3675, 0.1675, 0.102, 0.105, negative
I, 0.42, 0.32, 0.1, 0.34, 0.1745, 0.05, 0.0945, negative
I, 0.385, 0.285, 0.085, 0.244, 0.1215, 0.0445, 0.068, negative
I, 0.425, 0.34, 0.1, 0.371, 0.15, 0.0865, 0.115, negative
M, 0.37, 0.28, 0.105, 0.224, 0.0815, 0.0575, 0.075, negative
I, 0.475, 0.36, 0.11, 0.452, 0.191, 0.099, 0.13, negative
M, 0.47, 0.37, 0.12, 0.5795, 0.293, 0.227, 0.14, negative
M, 0.595, 0.475, 0.14, 0.944, 0.3625, 0.189, 0.315, negative
F, 0.46, 0.355, 0.13, 0.517, 0.2205, 0.114, 0.165, negative
I, 0.28, 0.205, 0.08, 0.127, 0.052, 0.039, 0.042, negative
I, 0.465, 0.375, 0.12, 0.471, 0.222, 0.119, 0.14, negative
I, 0.365, 0.295, 0.095, 0.25, 0.1075, 0.0545, 0.08, negative
M, 0.515, 0.455, 0.135, 0.7225, 0.295, 0.1625, 0.235, negative
I, 0.36, 0.28, 0.105, 0.199, 0.0695, 0.045, 0.08, negative
F, 0.465, 0.35, 0.115, 0.421, 0.1565, 0.091, 0.1345, negative
F, 0.435, 0.335, 0.11, 0.38, 0.1695, 0.086, 0.11, negative
M, 0.38, 0.29, 0.12, 0.283, 0.1175, 0.0655, 0.085, negative
F, 0.445, 0.33, 0.105, 0.4525, 0.18, 0.103, 0.123, negative
M, 0.52, 0.385, 0.14, 0.6595, 0.2485, 0.2035, 0.16, negative
M, 0.345, 0.27, 0.095, 0.197, 0.0665, 0.05, 0.07, negative
M, 0.47, 0.37, 0.18, 0.51, 0.1915, 0.1285, 0.1625, negative
I, 0.44, 0.365, 0.115, 0.501, 0.2435, 0.084, 0.1465, negative
F, 0.675, 0.525, 0.155, 1.4785, 0.628, 0.3405, 0.42, negative
F, 0.625, 0.485, 0.2, 1.38, 0.5845, 0.302, 0.401, negative
M, 0.545, 0.41, 0.12, 0.793, 0.434, 0.1405, 0.19, negative
M, 0.56, 0.43, 0.145, 0.8995, 0.464, 0.1775, 0.234, negative
M, 0.575, 0.435, 0.14, 0.8455, 0.401, 0.191, 0.222, negative
F, 0.575, 0.47, 0.165, 0.869, 0.435, 0.197, 0.238, negative
M, 0.575, 0.455, 0.135, 0.907, 0.4245, 0.197, 0.26, negative
M, 0.58, 0.45, 0.14, 0.9615, 0.486, 0.1815, 0.253, negative
M, 0.585, 0.46, 0.145, 0.9335, 0.478, 0.1825, 0.235, negative
F, 0.615, 0.475, 0.155, 1.027, 0.447, 0.25, 0.285, negative
F, 0.69, 0.53, 0.17, 1.5535, 0.7945, 0.3485, 0.3695, negative
M, 0.7, 0.565, 0.18, 1.751, 0.895, 0.3355, 0.446, negative
I, 0.46, 0.35, 0.105, 0.3705, 0.1575, 0.077, 0.114, negative
I, 0.5, 0.38, 0.135, 0.594, 0.2945, 0.104, 0.1565, negative
I, 0.515, 0.4, 0.135, 0.6965, 0.32, 0.1255, 0.175, negative
I, 0.525, 0.4, 0.125, 0.6965, 0.369, 0.1385, 0.164, negative
F, 0.545, 0.445, 0.15, 0.8, 0.3535, 0.163, 0.207, negative
F, 0.57, 0.46, 0.135, 0.9795, 0.397, 0.2525, 0.2655, negative
F, 0.575, 0.48, 0.165, 1.078, 0.511, 0.2095, 0.306, negative
F, 0.635, 0.5, 0.165, 1.4595, 0.705, 0.2645, 0.39, negative
F, 0.635, 0.495, 0.175, 1.211, 0.707, 0.2725, 0.323, negative
I, 0.44, 0.365, 0.11, 0.4465, 0.213, 0.089, 0.1135, negative
F, 0.505, 0.38, 0.135, 0.6855, 0.361, 0.1565, 0.161, negative
M, 0.6, 0.465, 0.2, 1.259, 0.6405, 0.1985, 0.357, negative
F, 0.65, 0.5, 0.16, 1.3825, 0.702, 0.304, 0.3195, negative
I, 0.515, 0.36, 0.125, 0.4725, 0.1815, 0.125, 0.138, negative
I, 0.565, 0.42, 0.155, 0.743, 0.31, 0.186, 0.231, negative
M, 0.565, 0.44, 0.125, 0.802, 0.3595, 0.1825, 0.215, negative
I, 0.58, 0.445, 0.125, 0.7095, 0.303, 0.1405, 0.235, negative
M, 0.6, 0.47, 0.165, 1.059, 0.504, 0.241, 0.275, negative
M, 0.615, 0.475, 0.175, 1.224, 0.6035, 0.261, 0.311, negative
M, 0.63, 0.505, 0.17, 1.0915, 0.4615, 0.266, 0.3, negative
M, 0.66, 0.5, 0.165, 1.3195, 0.667, 0.269, 0.341, negative
M, 0.515, 0.35, 0.155, 0.9225, 0.4185, 0.198, 0.273, negative
M, 0.625, 0.495, 0.175, 1.254, 0.5815, 0.286, 0.3185, negative
F, 0.685, 0.535, 0.175, 1.5845, 0.7175, 0.3775, 0.4215, negative
I, 0.52, 0.395, 0.125, 0.5805, 0.2445, 0.146, 0.165, negative
I, 0.53, 0.405, 0.12, 0.632, 0.2715, 0.148, 0.1875, negative
M, 0.565, 0.45, 0.16, 0.895, 0.415, 0.195, 0.246, negative
M, 0.575, 0.45, 0.13, 0.785, 0.318, 0.193, 0.2265, negative
M, 0.655, 0.52, 0.17, 1.1445, 0.53, 0.223, 0.348, negative
I, 0.355, 0.27, 0.105, 0.271, 0.1425, 0.0525, 0.0735, negative
F, 0.56, 0.41, 0.16, 0.8215, 0.342, 0.184, 0.253, negative
I, 0.44, 0.305, 0.115, 0.379, 0.162, 0.091, 0.11, negative
M, 0.5, 0.39, 0.135, 0.7815, 0.361, 0.1575, 0.2385, negative
F, 0.545, 0.43, 0.16, 0.844, 0.3945, 0.1855, 0.231, negative
I, 0.455, 0.37, 0.125, 0.433, 0.201, 0.1265, 0.145, negative
I, 0.46, 0.35, 0.11, 0.3945, 0.1685, 0.0865, 0.125, negative
M, 0.455, 0.35, 0.105, 0.401, 0.1575, 0.083, 0.135, negative
F, 0.47, 0.365, 0.12, 0.543, 0.2295, 0.1495, 0.15, negative
F, 0.5, 0.395, 0.15, 0.7145, 0.3235, 0.173, 0.195, negative
F, 0.515, 0.42, 0.135, 0.6295, 0.2815, 0.127, 0.215, negative
M, 0.34, 0.255, 0.095, 0.213, 0.081, 0.034, 0.07, negative
F, 0.37, 0.285, 0.105, 0.27, 0.1125, 0.0585, 0.0835, negative
F, 0.33, 0.26, 0.08, 0.2, 0.0625, 0.05, 0.07, negative
M, 0.59, 0.455, 0.16, 1.09, 0.5, 0.2215, 0.292, negative
M, 0.515, 0.395, 0.12, 0.646, 0.285, 0.1365, 0.172, negative
M, 0.6, 0.46, 0.15, 1.247, 0.5335, 0.2735, 0.29, negative
F, 0.65, 0.5, 0.185, 1.4415, 0.741, 0.2955, 0.341, negative
M, 0.59, 0.46, 0.14, 1.004, 0.496, 0.2165, 0.26, negative
F, 0.645, 0.52, 0.18, 1.285, 0.5775, 0.352, 0.317, negative
M, 0.59, 0.47, 0.145, 0.9235, 0.4545, 0.173, 0.254, negative
M, 0.6, 0.51, 0.185, 1.285, 0.6095, 0.2745, 0.315, negative
F, 0.62, 0.465, 0.14, 1.1605, 0.6005, 0.2195, 0.307, negative
F, 0.54, 0.42, 0.14, 0.8035, 0.38, 0.1805, 0.21, negative
F, 0.625, 0.485, 0.16, 1.254, 0.591, 0.259, 0.3485, negative
I, 0.5, 0.39, 0.13, 0.5075, 0.2115, 0.104, 0.1755, negative
I, 0.51, 0.4, 0.145, 0.5775, 0.231, 0.143, 0.177, negative
F, 0.55, 0.435, 0.14, 0.745, 0.347, 0.174, 0.2265, negative
I, 0.56, 0.435, 0.13, 0.777, 0.354, 0.173, 0.222, negative
I, 0.59, 0.46, 0.125, 0.755, 0.334, 0.15, 0.238, negative
F, 0.595, 0.46, 0.16, 0.921, 0.4005, 0.2025, 0.2875, negative
F, 0.635, 0.49, 0.155, 1.145, 0.4775, 0.3035, 0.3155, negative
M, 0.46, 0.35, 0.125, 0.5165, 0.1885, 0.1145, 0.185, negative
M, 0.55, 0.435, 0.11, 0.806, 0.3415, 0.203, 0.215, negative
F, 0.55, 0.44, 0.125, 0.765, 0.33, 0.2125, 0.245, negative
F, 0.49, 0.38, 0.155, 0.578, 0.2395, 0.1255, 0.18, negative
M, 0.41, 0.315, 0.095, 0.306, 0.121, 0.0735, 0.09, negative
I, 0.35, 0.265, 0.11, 0.209, 0.066, 0.059, 0.075, negative
M, 0.58, 0.46, 0.15, 1.0165, 0.491, 0.221, 0.265, negative
F, 0.49, 0.4, 0.115, 0.569, 0.256, 0.1325, 0.145, negative
F, 0.725, 0.58, 0.185, 1.523, 0.8045, 0.3595, 0.4375, negative
F, 0.595, 0.47, 0.165, 1.0155, 0.491, 0.1905, 0.289, negative
M, 0.575, 0.45, 0.155, 0.886, 0.3605, 0.211, 0.2575, negative
F, 0.6, 0.485, 0.145, 0.776, 0.3545, 0.1585, 0.239, negative
M, 0.53, 0.41, 0.125, 0.769, 0.346, 0.173, 0.215, negative
F, 0.61, 0.495, 0.165, 1.0835, 0.4525, 0.273, 0.317, negative
M, 0.51, 0.38, 0.135, 0.681, 0.3435, 0.142, 0.17, negative
F, 0.635, 0.505, 0.17, 1.2635, 0.512, 0.322, 0.355, negative
I, 0.515, 0.39, 0.12, 0.565, 0.235, 0.135, 0.179, negative
I, 0.525, 0.4, 0.14, 0.6055, 0.2605, 0.108, 0.21, negative
M, 0.56, 0.465, 0.145, 0.8875, 0.3345, 0.22, 0.2695, negative
I, 0.565, 0.43, 0.125, 0.6545, 0.2815, 0.139, 0.21, negative
I, 0.59, 0.45, 0.125, 0.86, 0.437, 0.1515, 0.245, negative
I, 0.29, 0.225, 0.075, 0.152, 0.071, 0.059, 0.045, negative
I, 0.455, 0.365, 0.135, 0.441, 0.1515, 0.1165, 0.145, negative
M, 0.625, 0.495, 0.175, 1.2935, 0.5805, 0.317, 0.355, negative
M, 0.61, 0.365, 0.155, 1.0765, 0.488, 0.249, 0.27, negative
M, 0.67, 0.525, 0.18, 1.4915, 0.728, 0.343, 0.381, negative
F, 0.715, 0.565, 0.18, 1.79, 0.844, 0.3535, 0.5385, negative
M, 0.65, 0.525, 0.185, 1.3455, 0.586, 0.278, 0.3865, negative
F, 0.56, 0.44, 0.135, 0.8025, 0.35, 0.1615, 0.259, negative
M, 0.5, 0.38, 0.125, 0.577, 0.269, 0.1265, 0.1535, negative
I, 0.4, 0.3, 0.11, 0.315, 0.109, 0.067, 0.12, negative
M, 0.48, 0.375, 0.145, 0.777, 0.216, 0.13, 0.17, negative
M, 0.66, 0.535, 0.19, 1.5905, 0.6425, 0.297, 0.5175, negative
I, 0.48, 0.37, 0.125, 0.5435, 0.244, 0.101, 0.165, negative
I, 0.52, 0.395, 0.125, 0.663, 0.3005, 0.131, 0.1905, negative
F, 0.535, 0.41, 0.13, 0.7145, 0.335, 0.144, 0.2075, negative
F, 0.59, 0.465, 0.15, 1.151, 0.613, 0.239, 0.2515, negative
F, 0.595, 0.455, 0.16, 1.04, 0.452, 0.2655, 0.288, negative
I, 0.5, 0.375, 0.14, 0.559, 0.2375, 0.135, 0.169, negative
I, 0.56, 0.445, 0.165, 0.832, 0.3455, 0.179, 0.279, negative
M, 0.54, 0.42, 0.12, 0.8115, 0.392, 0.1455, 0.2235, negative
F, 0.545, 0.4, 0.14, 0.778, 0.368, 0.215, 0.18, negative
M, 0.365, 0.285, 0.085, 0.2205, 0.0855, 0.0515, 0.07, negative
M, 0.64, 0.5, 0.17, 1.4545, 0.642, 0.3575, 0.354, negative
I, 0.53, 0.42, 0.14, 0.6765, 0.256, 0.1855, 0.208, negative
M, 0.425, 0.305, 0.11, 0.359, 0.173, 0.0875, 0.0975, negative
M, 0.585, 0.465, 0.15, 0.98, 0.4315, 0.2545, 0.247, negative
F, 0.475, 0.39, 0.12, 0.5305, 0.2135, 0.1155, 0.17, negative
F, 0.49, 0.38, 0.125, 0.549, 0.245, 0.1075, 0.174, negative
I, 0.425, 0.38, 0.105, 0.3265, 0.1285, 0.0785, 0.1, negative
I, 0.35, 0.26, 0.085, 0.174, 0.0705, 0.0345, 0.06, negative
M, 0.45, 0.35, 0.1, 0.3675, 0.1465, 0.1015, 0.12, negative
F, 0.5, 0.395, 0.14, 0.7155, 0.3165, 0.176, 0.24, negative
I, 0.395, 0.295, 0.1, 0.2715, 0.134, 0.0325, 0.085, negative
F, 0.41, 0.325, 0.105, 0.3635, 0.159, 0.077, 0.12, negative
M, 0.37, 0.285, 0.1, 0.228, 0.0675, 0.0675, 0.081, negative
F, 0.425, 0.335, 0.095, 0.322, 0.1205, 0.061, 0.125, negative
M, 0.5, 0.375, 0.15, 0.636, 0.2535, 0.145, 0.19, negative
F, 0.345, 0.26, 0.09, 0.207, 0.0775, 0.0435, 0.0765, negative
M, 0.4, 0.305, 0.085, 0.297, 0.108, 0.0705, 0.1, negative
M, 0.49, 0.38, 0.14, 0.7605, 0.245, 0.167, 0.185, negative
F, 0.57, 0.465, 0.16, 0.8935, 0.3145, 0.2575, 0.263, negative
F, 0.545, 0.44, 0.135, 0.9185, 0.429, 0.2015, 0.2375, negative
M, 0.55, 0.45, 0.15, 1.0145, 0.407, 0.2015, 0.2875, negative
M, 0.625, 0.49, 0.175, 1.3325, 0.5705, 0.271, 0.405, negative
M, 0.65, 0.525, 0.185, 1.622, 0.6645, 0.3225, 0.477, negative
M, 0.55, 0.425, 0.15, 0.8315, 0.411, 0.1765, 0.2165, negative
F, 0.575, 0.45, 0.16, 1.068, 0.556, 0.214, 0.2575, negative
I, 0.575, 0.435, 0.13, 0.805, 0.3155, 0.2155, 0.245, negative
F, 0.645, 0.48, 0.17, 1.1345, 0.528, 0.254, 0.305, negative
F, 0.655, 0.51, 0.175, 1.415, 0.5885, 0.3725, 0.364, negative
I, 0.57, 0.44, 0.13, 0.7665, 0.347, 0.1785, 0.202, negative
M, 0.585, 0.46, 0.165, 1.1135, 0.5825, 0.2345, 0.274, negative
M, 0.59, 0.455, 0.155, 0.8855, 0.388, 0.188, 0.275, negative
M, 0.6, 0.475, 0.17, 1.1315, 0.508, 0.272, 0.309, negative
M, 0.61, 0.48, 0.17, 1.137, 0.4565, 0.29, 0.347, negative
M, 0.62, 0.51, 0.175, 1.2815, 0.5715, 0.2385, 0.39, negative
F, 0.62, 0.475, 0.16, 1.1295, 0.463, 0.2685, 0.33, negative
M, 0.635, 0.49, 0.16, 1.101, 0.534, 0.1865, 0.3455, negative
F, 0.65, 0.51, 0.17, 1.567, 0.7245, 0.349, 0.391, negative
F, 0.665, 0.53, 0.18, 1.491, 0.6345, 0.342, 0.435, negative
M, 0.625, 0.52, 0.175, 1.4105, 0.691, 0.322, 0.3465, negative
F, 0.645, 0.515, 0.175, 1.546, 0.7035, 0.365, 0.415, negative
F, 0.665, 0.515, 0.18, 1.389, 0.5945, 0.324, 0.395, negative
I, 0.455, 0.36, 0.115, 0.457, 0.2085, 0.0855, 0.147, negative
I, 0.575, 0.425, 0.135, 0.7965, 0.364, 0.196, 0.239, negative
M, 0.575, 0.47, 0.185, 0.985, 0.3745, 0.2175, 0.355, negative
I, 0.575, 0.45, 0.135, 0.807, 0.3615, 0.176, 0.254, negative
M, 0.58, 0.43, 0.13, 0.798, 0.365, 0.173, 0.2285, negative
F, 0.61, 0.475, 0.16, 1.1155, 0.3835, 0.223, 0.379, negative
M, 0.68, 0.52, 0.195, 1.4535, 0.592, 0.391, 0.4125, negative
F, 0.545, 0.415, 0.2, 1.358, 0.567, 0.318, 0.403, negative
M, 0.65, 0.485, 0.16, 1.7395, 0.5715, 0.2785, 0.3075, negative
I, 0.515, 0.415, 0.135, 0.7125, 0.285, 0.152, 0.245, negative
M, 0.575, 0.435, 0.135, 0.992, 0.432, 0.2225, 0.239, negative
M, 0.595, 0.455, 0.15, 0.886, 0.4315, 0.201, 0.223, negative
M, 0.6, 0.475, 0.15, 0.99, 0.386, 0.2195, 0.3105, negative
I, 0.64, 0.49, 0.135, 1.1, 0.488, 0.2505, 0.2925, negative
F, 0.66, 0.535, 0.205, 1.4415, 0.5925, 0.2775, 0.49, negative
F, 0.665, 0.5, 0.15, 1.2475, 0.4625, 0.2955, 0.3595, negative
F, 0.55, 0.47, 0.15, 0.9205, 0.381, 0.2435, 0.2675, negative
M, 0.59, 0.465, 0.165, 1.115, 0.5165, 0.273, 0.275, negative
M, 0.585, 0.48, 0.185, 1.04, 0.434, 0.265, 0.285, negative
F, 0.5, 0.4, 0.125, 0.5765, 0.2395, 0.126, 0.185, negative
F, 0.38, 0.325, 0.11, 0.3105, 0.12, 0.074, 0.105, negative
F, 0.58, 0.475, 0.155, 0.974, 0.4305, 0.23, 0.285, negative
M, 0.34, 0.275, 0.09, 0.2065, 0.0725, 0.043, 0.07, negative
I, 0.515, 0.375, 0.14, 0.6505, 0.2495, 0.141, 0.2215, negative
M, 0.37, 0.29, 0.09, 0.241, 0.11, 0.045, 0.069, negative
M, 0.4, 0.315, 0.105, 0.287, 0.1135, 0.037, 0.113, negative
F, 0.42, 0.33, 0.125, 0.463, 0.186, 0.11, 0.145, negative
M, 0.35, 0.26, 0.09, 0.198, 0.0725, 0.056, 0.06, negative
I, 0.475, 0.365, 0.12, 0.53, 0.2505, 0.0975, 0.1625, negative
I, 0.49, 0.365, 0.125, 0.5585, 0.252, 0.126, 0.1615, negative
M, 0.535, 0.43, 0.155, 0.7845, 0.3285, 0.169, 0.245, negative
I, 0.585, 0.46, 0.145, 0.8465, 0.339, 0.167, 0.295, negative
M, 0.61, 0.48, 0.185, 1.3065, 0.6895, 0.2915, 0.29, negative
F, 0.615, 0.46, 0.15, 1.0265, 0.4935, 0.201, 0.2745, negative
M, 0.605, 0.475, 0.19, 1.1255, 0.59, 0.247, 0.26, negative
M, 0.58, 0.46, 0.15, 1.049, 0.5205, 0.1935, 0.305, negative
