@relation abalone-3_vs_11
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
F, 0.565, 0.445, 0.125, 0.8305, 0.3135, 0.1785, 0.23, negative
M, 0.565, 0.455, 0.155, 0.9355, 0.421, 0.183, 0.26, negative
F, 0.6, 0.465, 0.16, 1.133, 0.466, 0.2885, 0.298, negative
M, 0.645, 0.49, 0.175, 1.32, 0.6525, 0.2375, 0.3385, negative
F, 0.75, 0.55, 0.195, 1.8325, 0.83, 0.366, 0.44, negative
I, 0.55, 0.42, 0.115, 0.668, 0.2925, 0.137, 0.209, negative
M, 0.465, 0.35, 0.12, 0.5205, 0.2015, 0.1625, 0.185, negative
I, 0.355, 0.28, 0.1, 0.2275, 0.0935, 0.0455, 0.085, negative
F, 0.58, 0.455, 0.12, 0.94, 0.399, 0.257, 0.265, negative
M, 0.43, 0.345, 0.115, 0.3045, 0.0925, 0.055, 0.12, negative
M, 0.635, 0.495, 0.15, 1.081, 0.4825, 0.242, 0.31, negative
F, 0.545, 0.44, 0.175, 0.7745, 0.2985, 0.1875, 0.265, negative
M, 0.31, 0.235, 0.06, 0.12, 0.0415, 0.033, 0.04, negative
F, 0.445, 0.335, 0.14, 0.4565, 0.1785, 0.114, 0.14, negative
F, 0.63, 0.51, 0.185, 1.235, 0.5115, 0.349, 0.3065, negative
M, 0.545, 0.45, 0.15, 0.8795, 0.387, 0.15, 0.2625, negative
M, 0.58, 0.46, 0.18, 1.145, 0.48, 0.277, 0.325, negative
I, 0.56, 0.435, 0.135, 0.72, 0.329, 0.103, 0.251, negative
F, 0.64, 0.495, 0.17, 1.2265, 0.49, 0.377, 0.2875, negative
M, 0.71, 0.565, 0.2, 1.601, 0.706, 0.321, 0.45, negative
F, 0.635, 0.485, 0.19, 1.3765, 0.634, 0.2885, 0.406, negative
M, 0.64, 0.575, 0.175, 1.4585, 0.625, 0.266, 0.4395, negative
F, 0.645, 0.52, 0.17, 1.197, 0.526, 0.2925, 0.317, negative
M, 0.585, 0.45, 0.175, 1.1275, 0.4925, 0.262, 0.335, negative
F, 0.6, 0.45, 0.14, 0.869, 0.3425, 0.195, 0.291, negative
I, 0.62, 0.475, 0.16, 0.907, 0.371, 0.167, 0.3075, negative
M, 0.655, 0.54, 0.165, 1.403, 0.6955, 0.2385, 0.42, negative
F, 0.695, 0.535, 0.2, 1.5855, 0.667, 0.334, 0.471, negative
M, 0.545, 0.435, 0.145, 0.9385, 0.3685, 0.1245, 0.345, negative
M, 0.615, 0.495, 0.155, 1.2865, 0.435, 0.293, 0.3245, negative
F, 0.59, 0.415, 0.15, 0.8805, 0.3645, 0.234, 0.235, negative
F, 0.62, 0.485, 0.175, 1.271, 0.531, 0.3075, 0.37, negative
M, 0.4, 0.31, 0.11, 0.314, 0.138, 0.057, 0.1, negative
I, 0.45, 0.355, 0.115, 0.4385, 0.184, 0.108, 0.1125, negative
M, 0.415, 0.32, 0.1, 0.3005, 0.1215, 0.0575, 0.104, negative
M, 0.625, 0.485, 0.17, 1.437, 0.5855, 0.293, 0.475, negative
F, 0.64, 0.5, 0.165, 1.1635, 0.554, 0.239, 0.32, negative
F, 0.7, 0.575, 0.2, 1.7365, 0.7755, 0.3965, 0.461, negative
F, 0.7, 0.56, 0.175, 1.6605, 0.8605, 0.3275, 0.398, negative
I, 0.58, 0.47, 0.15, 0.907, 0.444, 0.1855, 0.2445, negative
F, 0.6, 0.475, 0.155, 1.059, 0.441, 0.19, 0.39, negative
I, 0.63, 0.465, 0.15, 1.0315, 0.4265, 0.24, 0.325, negative
F, 0.61, 0.49, 0.17, 1.3475, 0.7045, 0.25, 0.3045, negative
M, 0.62, 0.5, 0.18, 1.3915, 0.726, 0.2795, 0.332, negative
I, 0.62, 0.47, 0.155, 0.966, 0.447, 0.171, 0.284, negative
M, 0.675, 0.51, 0.17, 1.527, 0.809, 0.318, 0.341, negative
F, 0.725, 0.56, 0.185, 1.792, 0.873, 0.367, 0.435, negative
I, 0.53, 0.41, 0.15, 0.612, 0.2435, 0.1525, 0.1895, negative
M, 0.62, 0.48, 0.155, 1.2555, 0.527, 0.374, 0.3175, negative
M, 0.52, 0.41, 0.115, 0.77, 0.263, 0.157, 0.26, negative
M, 0.505, 0.39, 0.105, 0.6555, 0.2595, 0.18, 0.19, negative
F, 0.525, 0.4, 0.115, 0.6295, 0.2555, 0.144, 0.18, negative
M, 0.72, 0.545, 0.195, 1.7475, 0.8215, 0.383, 0.4705, negative
F, 0.675, 0.51, 0.15, 1.1965, 0.475, 0.304, 0.386, negative
F, 0.565, 0.45, 0.165, 0.887, 0.37, 0.239, 0.249, negative
M, 0.53, 0.42, 0.165, 0.8945, 0.319, 0.239, 0.245, negative
F, 0.595, 0.47, 0.155, 1.121, 0.4515, 0.178, 0.155, negative
I, 0.53, 0.42, 0.13, 0.8365, 0.3745, 0.167, 0.249, negative
F, 0.61, 0.47, 0.165, 1.1785, 0.566, 0.2785, 0.294, negative
M, 0.48, 0.375, 0.12, 0.5895, 0.2535, 0.128, 0.172, negative
M, 0.5, 0.385, 0.135, 0.551, 0.2245, 0.0715, 0.206, negative
F, 0.63, 0.475, 0.15, 1.172, 0.536, 0.254, 0.316, negative
I, 0.565, 0.43, 0.135, 0.8545, 0.321, 0.1775, 0.275, negative
F, 0.67, 0.52, 0.195, 1.8065, 0.758, 0.3735, 0.5055, negative
M, 0.56, 0.45, 0.145, 0.9355, 0.425, 0.1645, 0.2725, negative
M, 0.63, 0.485, 0.18, 1.2435, 0.5175, 0.308, 0.37, negative
