@relation abalone-3_vs_11
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
M, 0.72, 0.585, 0.22, 1.914, 0.9155, 0.448, 0.479, negative
F, 0.71, 0.565, 0.195, 1.817, 0.785, 0.492, 0.49, negative
I, 0.52, 0.38, 0.14, 0.525, 0.1775, 0.115, 0.185, negative
M, 0.615, 0.475, 0.17, 1.1825, 0.474, 0.2895, 0.24, negative
I, 0.565, 0.43, 0.15, 0.8215, 0.332, 0.1685, 0.29, negative
M, 0.64, 0.505, 0.155, 1.1955, 0.5565, 0.211, 0.346, negative
F, 0.655, 0.515, 0.155, 1.309, 0.524, 0.346, 0.385, negative
M, 0.74, 0.595, 0.19, 2.3235, 1.1495, 0.5115, 0.505, negative
M, 0.6, 0.465, 0.165, 1.0475, 0.465, 0.2345, 0.315, negative
M, 0.625, 0.495, 0.175, 1.2075, 0.531, 0.281, 0.3525, negative
M, 0.635, 0.52, 0.175, 1.292, 0.6, 0.269, 0.367, negative
M, 0.64, 0.505, 0.18, 1.297, 0.59, 0.3125, 0.363, negative
M, 0.68, 0.515, 0.16, 1.2345, 0.618, 0.2625, 0.325, negative
F, 0.635, 0.525, 0.18, 1.3695, 0.634, 0.318, 0.363, negative
M, 0.64, 0.495, 0.165, 1.307, 0.678, 0.292, 0.266, negative
F, 0.625, 0.515, 0.155, 1.1635, 0.4875, 0.259, 0.355, negative
F, 0.64, 0.485, 0.145, 1.1335, 0.5525, 0.2505, 0.3015, negative
M, 0.595, 0.455, 0.145, 0.942, 0.43, 0.182, 0.277, negative
M, 0.675, 0.505, 0.16, 1.532, 0.74, 0.357, 0.3815, negative
M, 0.535, 0.42, 0.125, 0.764, 0.312, 0.1505, 0.265, negative
I, 0.335, 0.26, 0.09, 0.1835, 0.078, 0.024, 0.065, negative
M, 0.595, 0.5, 0.165, 1.06, 0.402, 0.28, 0.275, negative
F, 0.59, 0.475, 0.155, 0.9715, 0.371, 0.235, 0.28, negative
F, 0.66, 0.525, 0.19, 1.67, 0.6525, 0.4875, 0.49, negative
M, 0.33, 0.245, 0.085, 0.171, 0.0655, 0.0365, 0.055, negative
M, 0.6, 0.475, 0.15, 1.089, 0.5195, 0.223, 0.292, negative
M, 0.655, 0.52, 0.18, 1.492, 0.7185, 0.36, 0.355, negative
F, 0.655, 0.54, 0.175, 1.5585, 0.7285, 0.402, 0.385, negative
M, 0.71, 0.57, 0.195, 1.348, 0.8985, 0.4435, 0.4535, negative
M, 0.65, 0.52, 0.17, 1.3655, 0.6155, 0.2885, 0.36, negative
M, 0.65, 0.495, 0.17, 1.276, 0.6215, 0.2305, 0.399, negative
F, 0.665, 0.54, 0.195, 1.764, 0.8505, 0.3615, 0.47, negative
F, 0.675, 0.535, 0.185, 1.5575, 0.7035, 0.402, 0.4, negative
M, 0.71, 0.555, 0.175, 2.14, 1.2455, 0.3725, 0.434, negative
M, 0.78, 0.6, 0.21, 2.548, 1.1945, 0.5745, 0.6745, negative
F, 0.65, 0.5, 0.17, 1.4045, 0.694, 0.318, 0.3235, negative
M, 0.535, 0.41, 0.15, 0.8105, 0.345, 0.187, 0.24, negative
I, 0.56, 0.445, 0.165, 1.0285, 0.4535, 0.253, 0.275, negative
F, 0.49, 0.37, 0.115, 0.541, 0.171, 0.1175, 0.185, negative
M, 0.69, 0.55, 0.195, 1.777, 0.769, 0.38, 0.4305, negative
M, 0.63, 0.48, 0.185, 1.21, 0.53, 0.2555, 0.322, negative
M, 0.62, 0.485, 0.145, 1.003, 0.4655, 0.2195, 0.28, negative
M, 0.615, 0.475, 0.205, 1.337, 0.5995, 0.2815, 0.37, negative
F, 0.625, 0.49, 0.19, 1.7015, 0.7465, 0.4105, 0.3855, negative
M, 0.55, 0.42, 0.145, 0.7385, 0.321, 0.1485, 0.252, negative
M, 0.63, 0.49, 0.155, 1.229, 0.535, 0.29, 0.335, negative
F, 0.65, 0.505, 0.165, 1.357, 0.5725, 0.281, 0.43, negative
M, 0.695, 0.55, 0.195, 1.6645, 0.727, 0.36, 0.445, negative
M, 0.63, 0.49, 0.19, 1.1775, 0.4935, 0.3365, 0.285, negative
F, 0.615, 0.525, 0.155, 1.0385, 0.427, 0.2315, 0.345, negative
M, 0.665, 0.505, 0.16, 1.289, 0.6145, 0.253, 0.3665, negative
F, 0.665, 0.52, 0.165, 1.6885, 0.7295, 0.407, 0.4265, negative
M, 0.72, 0.565, 0.2, 1.787, 0.718, 0.385, 0.529, negative
I, 0.625, 0.485, 0.16, 1.15, 0.5255, 0.257, 0.3315, negative
M, 0.67, 0.54, 0.195, 1.217, 0.532, 0.2735, 0.3315, negative
