@relation abalone-17_vs_7-8-9-10
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
F, 0.375, 0.27, 0.135, 0.597, 0.272, 0.131, 0.1675, negative
M, 0.465, 0.36, 0.115, 0.5795, 0.295, 0.1395, 0.12, negative
I, 0.35, 0.265, 0.08, 0.2, 0.09, 0.042, 0.06, negative
I, 0.52, 0.38, 0.115, 0.6645, 0.3285, 0.17, 0.1425, negative
I, 0.375, 0.275, 0.085, 0.22, 0.109, 0.05, 0.0605, negative
I, 0.405, 0.25, 0.09, 0.2875, 0.128, 0.063, 0.0805, negative
I, 0.425, 0.315, 0.095, 0.3675, 0.1865, 0.0675, 0.0985, negative
I, 0.395, 0.295, 0.1, 0.293, 0.14, 0.062, 0.082, negative
F, 0.4, 0.305, 0.16, 0.368, 0.173, 0.0705, 0.105, negative
I, 0.32, 0.24, 0.075, 0.1735, 0.076, 0.0355, 0.05, negative
I, 0.275, 0.2, 0.075, 0.086, 0.0305, 0.019, 0.03, negative
I, 0.435, 0.345, 0.12, 0.4475, 0.221, 0.112, 0.125, negative
I, 0.375, 0.3, 0.075, 0.144, 0.059, 0.03, 0.044, negative
I, 0.315, 0.235, 0.07, 0.149, 0.058, 0.0325, 0.047, negative
I, 0.44, 0.335, 0.11, 0.3885, 0.175, 0.0835, 0.111, negative
I, 0.44, 0.355, 0.12, 0.495, 0.231, 0.11, 0.125, negative
M, 0.5, 0.375, 0.145, 0.6215, 0.274, 0.166, 0.1485, negative
F, 0.555, 0.425, 0.14, 0.963, 0.44, 0.224, 0.24, negative
I, 0.425, 0.34, 0.1, 0.3515, 0.1625, 0.082, 0.094, negative
I, 0.43, 0.32, 0.1, 0.3465, 0.1635, 0.08, 0.09, negative
I, 0.44, 0.34, 0.1, 0.407, 0.209, 0.0735, 0.103, negative
M, 0.505, 0.4, 0.135, 0.723, 0.377, 0.149, 0.178, negative
M, 0.615, 0.45, 0.15, 1.198, 0.707, 0.2095, 0.2505, negative
I, 0.355, 0.255, 0.08, 0.187, 0.078, 0.0505, 0.058, negative
I, 0.405, 0.305, 0.1, 0.268, 0.1145, 0.053, 0.085, negative
M, 0.515, 0.41, 0.14, 0.7355, 0.3065, 0.137, 0.2, negative
I, 0.45, 0.335, 0.105, 0.362, 0.1575, 0.0795, 0.1095, negative
I, 0.46, 0.365, 0.115, 0.511, 0.2365, 0.118, 0.123, negative
M, 0.535, 0.405, 0.14, 0.818, 0.402, 0.1715, 0.189, negative
M, 0.63, 0.51, 0.17, 1.1885, 0.4915, 0.3065, 0.348, negative
I, 0.44, 0.34, 0.1, 0.379, 0.1725, 0.0815, 0.101, negative
I, 0.275, 0.2, 0.065, 0.1165, 0.0565, 0.013, 0.035, negative
M, 0.265, 0.2, 0.065, 0.084, 0.034, 0.0105, 0.03, negative
F, 0.49, 0.37, 0.105, 0.5265, 0.249, 0.1005, 0.148, negative
I, 0.44, 0.33, 0.11, 0.38, 0.197, 0.079, 0.09, negative
I, 0.38, 0.285, 0.09, 0.2305, 0.1005, 0.039, 0.0775, negative
M, 0.435, 0.335, 0.11, 0.4385, 0.2075, 0.0715, 0.1315, negative
I, 0.285, 0.225, 0.07, 0.1005, 0.0425, 0.0185, 0.035, negative
I, 0.445, 0.345, 0.12, 0.4035, 0.169, 0.0825, 0.13, negative
I, 0.475, 0.365, 0.105, 0.4175, 0.1645, 0.099, 0.127, negative
M, 0.505, 0.4, 0.15, 0.775, 0.3445, 0.157, 0.185, negative
F, 0.46, 0.375, 0.12, 0.4915, 0.2205, 0.088, 0.17, negative
I, 0.45, 0.35, 0.135, 0.494, 0.2205, 0.0945, 0.1405, negative
I, 0.435, 0.335, 0.11, 0.334, 0.1355, 0.0775, 0.0965, negative
I, 0.48, 0.335, 0.125, 0.524, 0.246, 0.1095, 0.145, negative
I, 0.48, 0.35, 0.1, 0.519, 0.2365, 0.1275, 0.126, negative
I, 0.33, 0.23, 0.08, 0.14, 0.0565, 0.0365, 0.046, negative
I, 0.32, 0.255, 0.1, 0.1755, 0.073, 0.0415, 0.065, negative
I, 0.38, 0.275, 0.095, 0.1375, 0.086, 0.0585, 0.0605, negative
M, 0.43, 0.335, 0.12, 0.397, 0.1985, 0.0865, 0.1035, negative
I, 0.33, 0.25, 0.095, 0.2085, 0.102, 0.0395, 0.052, negative
I, 0.39, 0.29, 0.1, 0.2225, 0.095, 0.0465, 0.073, negative
I, 0.52, 0.41, 0.12, 0.595, 0.2385, 0.111, 0.19, negative
M, 0.52, 0.4, 0.12, 0.58, 0.234, 0.1315, 0.185, negative
F, 0.4, 0.32, 0.11, 0.353, 0.1405, 0.0985, 0.1, negative
F, 0.425, 0.33, 0.115, 0.406, 0.1635, 0.081, 0.1355, negative
M, 0.45, 0.35, 0.13, 0.46, 0.174, 0.111, 0.135, negative
I, 0.3, 0.23, 0.08, 0.1275, 0.0435, 0.0265, 0.04, negative
M, 0.35, 0.275, 0.11, 0.2925, 0.1225, 0.0635, 0.0905, negative
M, 0.45, 0.355, 0.115, 0.479, 0.2125, 0.1045, 0.15, negative
M, 0.57, 0.44, 0.095, 0.827, 0.3395, 0.2215, 0.235, negative
F, 0.38, 0.305, 0.095, 0.2815, 0.1255, 0.0525, 0.09, negative
M, 0.355, 0.265, 0.085, 0.201, 0.069, 0.053, 0.0695, negative
F, 0.48, 0.365, 0.135, 0.6395, 0.2945, 0.113, 0.175, negative
M, 0.48, 0.36, 0.1, 0.439, 0.194, 0.099, 0.115, negative
I, 0.505, 0.355, 0.125, 0.601, 0.25, 0.1205, 0.185, negative
F, 0.515, 0.43, 0.14, 0.834, 0.367, 0.2, 0.23, negative
F, 0.615, 0.48, 0.16, 1.2525, 0.585, 0.2595, 0.33, negative
M, 0.63, 0.485, 0.155, 1.278, 0.637, 0.275, 0.31, negative
I, 0.445, 0.335, 0.11, 0.411, 0.1985, 0.0935, 0.109, negative
I, 0.52, 0.38, 0.135, 0.5395, 0.2295, 0.133, 0.157, negative
I, 0.52, 0.38, 0.125, 0.5545, 0.288, 0.1295, 0.167, negative
I, 0.53, 0.4, 0.125, 0.617, 0.279, 0.127, 0.19, negative
M, 0.56, 0.445, 0.16, 0.8965, 0.42, 0.2175, 0.2215, negative
F, 0.6, 0.465, 0.15, 1.1025, 0.5455, 0.262, 0.25, negative
M, 0.61, 0.485, 0.16, 1.0145, 0.5315, 0.212, 0.2415, negative
I, 0.395, 0.295, 0.095, 0.2725, 0.115, 0.0625, 0.085, negative
I, 0.43, 0.315, 0.095, 0.378, 0.175, 0.08, 0.1045, negative
I, 0.47, 0.355, 0.12, 0.393, 0.167, 0.0885, 0.115, negative
I, 0.495, 0.355, 0.12, 0.4965, 0.214, 0.1045, 0.1495, negative
I, 0.515, 0.395, 0.125, 0.556, 0.2695, 0.096, 0.17, negative
M, 0.53, 0.4, 0.125, 0.7575, 0.398, 0.151, 0.175, negative
M, 0.59, 0.44, 0.15, 0.8725, 0.387, 0.215, 0.245, negative
I, 0.385, 0.29, 0.09, 0.2365, 0.1, 0.0505, 0.076, negative
I, 0.5, 0.4, 0.12, 0.616, 0.261, 0.143, 0.1935, negative
I, 0.515, 0.395, 0.125, 0.6635, 0.32, 0.14, 0.17, negative
M, 0.575, 0.455, 0.165, 0.867, 0.3765, 0.1805, 0.268, negative
I, 0.435, 0.3, 0.12, 0.5965, 0.259, 0.139, 0.1645, negative
I, 0.455, 0.325, 0.135, 0.82, 0.4005, 0.1715, 0.211, negative
I, 0.455, 0.345, 0.11, 0.434, 0.207, 0.0855, 0.1215, negative
F, 0.64, 0.475, 0.14, 1.0725, 0.4895, 0.2295, 0.31, negative
I, 0.52, 0.41, 0.11, 0.5185, 0.2165, 0.0915, 0.184, negative
I, 0.475, 0.365, 0.12, 0.5185, 0.268, 0.1095, 0.1365, negative
M, 0.45, 0.35, 0.13, 0.4655, 0.2075, 0.1045, 0.135, negative
M, 0.46, 0.345, 0.12, 0.4935, 0.2435, 0.1175, 0.132, negative
M, 0.535, 0.42, 0.125, 0.738, 0.355, 0.1895, 0.1795, negative
I, 0.46, 0.335, 0.11, 0.444, 0.225, 0.0745, 0.11, negative
M, 0.43, 0.335, 0.115, 0.406, 0.166, 0.0935, 0.135, negative
I, 0.395, 0.325, 0.105, 0.306, 0.111, 0.0735, 0.095, negative
I, 0.325, 0.2, 0.08, 0.0995, 0.0395, 0.0225, 0.032, negative
M, 0.44, 0.325, 0.08, 0.413, 0.144, 0.1015, 0.13, negative
I, 0.355, 0.26, 0.09, 0.1925, 0.077, 0.038, 0.065, negative
I, 0.42, 0.31, 0.1, 0.2865, 0.115, 0.0735, 0.085, negative
F, 0.47, 0.375, 0.12, 0.6015, 0.2765, 0.1455, 0.135, negative
I, 0.475, 0.355, 0.105, 0.468, 0.201, 0.1115, 0.12, negative
M, 0.61, 0.48, 0.15, 1.1495, 0.564, 0.274, 0.264, negative
M, 0.615, 0.47, 0.155, 1.2, 0.5085, 0.32, 0.292, negative
I, 0.485, 0.375, 0.13, 0.5535, 0.266, 0.112, 0.157, negative
I, 0.51, 0.395, 0.155, 0.5395, 0.2465, 0.1085, 0.167, negative
I, 0.375, 0.29, 0.14, 0.3, 0.14, 0.0625, 0.0825, negative
I, 0.42, 0.325, 0.115, 0.314, 0.1295, 0.0635, 0.1, negative
I, 0.485, 0.365, 0.14, 0.4475, 0.1895, 0.0925, 0.2305, negative
F, 0.545, 0.44, 0.15, 0.9475, 0.366, 0.239, 0.275, negative
M, 0.57, 0.42, 0.14, 0.8745, 0.416, 0.165, 0.25, negative
M, 0.625, 0.5, 0.13, 1.082, 0.5785, 0.2045, 0.25, negative
I, 0.52, 0.4, 0.11, 0.597, 0.2935, 0.1155, 0.16, negative
I, 0.53, 0.38, 0.125, 0.616, 0.292, 0.113, 0.185, negative
I, 0.545, 0.43, 0.13, 0.7595, 0.358, 0.153, 0.2055, negative
I, 0.375, 0.285, 0.09, 0.237, 0.106, 0.0395, 0.08, negative
I, 0.39, 0.28, 0.09, 0.215, 0.0845, 0.034, 0.079, negative
I, 0.45, 0.34, 0.125, 0.4045, 0.171, 0.07, 0.1345, negative
I, 0.495, 0.375, 0.115, 0.507, 0.241, 0.103, 0.15, negative
M, 0.535, 0.41, 0.12, 0.6835, 0.3125, 0.1655, 0.159, negative
I, 0.59, 0.47, 0.145, 0.974, 0.453, 0.236, 0.289, negative
M, 0.6, 0.465, 0.18, 1.193, 0.5145, 0.315, 0.3055, negative
I, 0.27, 0.195, 0.07, 0.102, 0.045, 0.0135, 0.034, negative
I, 0.295, 0.215, 0.075, 0.116, 0.037, 0.0295, 0.04, negative
I, 0.39, 0.3, 0.105, 0.259, 0.0955, 0.038, 0.085, negative
I, 0.375, 0.285, 0.1, 0.239, 0.105, 0.0555, 0.07, negative
I, 0.44, 0.35, 0.125, 0.456, 0.21, 0.0955, 0.131, negative
I, 0.5, 0.385, 0.11, 0.596, 0.3015, 0.104, 0.151, negative
F, 0.505, 0.475, 0.16, 1.1155, 0.509, 0.239, 0.3065, negative
I, 0.51, 0.405, 0.13, 0.599, 0.3065, 0.1155, 0.1485, negative
I, 0.52, 0.38, 0.13, 0.5345, 0.2375, 0.122, 0.1535, negative
I, 0.455, 0.435, 0.11, 0.4265, 0.195, 0.09, 0.1205, negative
I, 0.475, 0.36, 0.135, 0.4355, 0.196, 0.0925, 0.125, negative
M, 0.535, 0.415, 0.135, 0.78, 0.3165, 0.169, 0.2365, negative
M, 0.6, 0.47, 0.15, 0.928, 0.4225, 0.183, 0.275, negative
F, 0.655, 0.53, 0.165, 1.2835, 0.583, 0.1255, 0.4, negative
I, 0.37, 0.285, 0.095, 0.226, 0.1135, 0.0515, 0.0675, negative
F, 0.655, 0.455, 0.17, 1.275, 0.583, 0.303, 0.333, negative
I, 0.465, 0.355, 0.12, 0.4975, 0.2375, 0.099, 0.14, negative
I, 0.47, 0.345, 0.12, 0.3685, 0.1525, 0.0615, 0.125, negative
I, 0.55, 0.45, 0.14, 0.753, 0.3445, 0.1325, 0.24, negative
I, 0.435, 0.375, 0.11, 0.4155, 0.17, 0.076, 0.145, negative
M, 0.475, 0.385, 0.12, 0.562, 0.289, 0.0905, 0.153, negative
M, 0.41, 0.335, 0.115, 0.4405, 0.19, 0.085, 0.135, negative
I, 0.465, 0.355, 0.12, 0.5805, 0.255, 0.0915, 0.184, negative
M, 0.415, 0.315, 0.12, 0.4015, 0.199, 0.087, 0.097, negative
M, 0.665, 0.515, 0.165, 1.3855, 0.621, 0.302, 0.3445, negative
I, 0.485, 0.375, 0.125, 0.562, 0.2505, 0.1345, 0.1525, negative
I, 0.485, 0.365, 0.09, 0.651, 0.3165, 0.132, 0.18, negative
I, 0.46, 0.365, 0.11, 0.4495, 0.1755, 0.102, 0.15, negative
M, 0.385, 0.255, 0.1, 0.3175, 0.137, 0.068, 0.092, negative
M, 0.495, 0.395, 0.135, 0.6335, 0.3035, 0.1295, 0.1495, negative
I, 0.51, 0.405, 0.125, 0.6795, 0.3465, 0.1395, 0.182, negative
I, 0.54, 0.39, 0.125, 0.6255, 0.2525, 0.158, 0.19, negative
I, 0.49, 0.37, 0.11, 0.538, 0.271, 0.1035, 0.139, negative
M, 0.39, 0.285, 0.095, 0.271, 0.11, 0.06, 0.08, negative
I, 0.405, 0.31, 0.11, 0.91, 0.416, 0.2075, 0.0995, negative
I, 0.47, 0.375, 0.125, 0.5225, 0.2265, 0.104, 0.162, negative
M, 0.37, 0.28, 0.105, 0.224, 0.0815, 0.0575, 0.075, negative
I, 0.475, 0.42, 0.16, 0.7095, 0.35, 0.1505, 0.1845, negative
I, 0.45, 0.35, 0.11, 0.514, 0.253, 0.1045, 0.14, negative
I, 0.35, 0.26, 0.095, 0.221, 0.0985, 0.043, 0.07, negative
I, 0.5, 0.36, 0.12, 0.439, 0.1875, 0.1055, 0.1305, negative
M, 0.56, 0.43, 0.155, 0.8675, 0.4, 0.172, 0.229, negative
F, 0.53, 0.42, 0.135, 0.677, 0.2565, 0.1415, 0.21, negative
M, 0.355, 0.29, 0.09, 0.3275, 0.134, 0.086, 0.09, negative
M, 0.595, 0.475, 0.14, 0.944, 0.3625, 0.189, 0.315, negative
M, 0.495, 0.395, 0.125, 0.5415, 0.2375, 0.1345, 0.155, negative
F, 0.44, 0.35, 0.125, 0.4035, 0.175, 0.063, 0.129, negative
F, 0.445, 0.325, 0.125, 0.455, 0.1785, 0.1125, 0.14, negative
F, 0.49, 0.375, 0.15, 0.5755, 0.22, 0.144, 0.19, negative
I, 0.295, 0.225, 0.08, 0.124, 0.0485, 0.032, 0.04, negative
M, 0.58, 0.455, 0.17, 0.93, 0.408, 0.259, 0.22, negative
I, 0.465, 0.375, 0.12, 0.471, 0.222, 0.119, 0.14, negative
F, 0.485, 0.365, 0.12, 0.5885, 0.27, 0.131, 0.175, negative
F, 0.56, 0.455, 0.19, 0.714, 0.283, 0.129, 0.275, negative
M, 0.31, 0.225, 0.075, 0.1295, 0.0455, 0.0335, 0.044, negative
F, 0.475, 0.36, 0.125, 0.447, 0.1695, 0.081, 0.14, negative
M, 0.455, 0.34, 0.135, 0.462, 0.1675, 0.158, 0.12, negative
M, 0.47, 0.37, 0.18, 0.51, 0.1915, 0.1285, 0.1625, negative
M, 0.425, 0.33, 0.13, 0.4405, 0.152, 0.0935, 0.155, negative
I, 0.475, 0.365, 0.125, 0.5465, 0.229, 0.1185, 0.172, negative
M, 0.605, 0.455, 0.16, 1.1035, 0.421, 0.3015, 0.325, negative
M, 0.615, 0.51, 0.15, 1.296, 0.545, 0.3315, 0.32, negative
M, 0.475, 0.37, 0.125, 0.537, 0.222, 0.1215, 0.15, negative
F, 0.575, 0.46, 0.16, 1.103, 0.538, 0.221, 0.249, negative
M, 0.595, 0.455, 0.15, 1.044, 0.518, 0.2205, 0.27, negative
M, 0.605, 0.475, 0.155, 1.161, 0.572, 0.2455, 0.275, negative
F, 0.655, 0.46, 0.16, 1.494, 0.6895, 0.331, 0.1825, negative
M, 0.545, 0.41, 0.12, 0.793, 0.434, 0.1405, 0.19, negative
M, 0.56, 0.43, 0.145, 0.8995, 0.464, 0.1775, 0.234, negative
M, 0.575, 0.435, 0.14, 0.8455, 0.401, 0.191, 0.222, negative
M, 0.575, 0.455, 0.135, 0.907, 0.4245, 0.197, 0.26, negative
F, 0.6, 0.475, 0.16, 1.0265, 0.485, 0.2495, 0.2565, negative
F, 0.705, 0.55, 0.17, 1.219, 0.6395, 0.236, 0.301, negative
I, 0.46, 0.35, 0.105, 0.3705, 0.1575, 0.077, 0.114, negative
M, 0.5, 0.42, 0.135, 0.6765, 0.302, 0.1415, 0.2065, negative
M, 0.525, 0.42, 0.155, 0.842, 0.428, 0.1415, 0.2045, negative
M, 0.535, 0.435, 0.15, 0.717, 0.3475, 0.1445, 0.194, negative
I, 0.56, 0.455, 0.145, 0.974, 0.547, 0.1615, 0.235, negative
F, 0.57, 0.46, 0.135, 0.9795, 0.397, 0.2525, 0.2655, negative
M, 0.57, 0.435, 0.125, 0.8965, 0.383, 0.1835, 0.275, negative
F, 0.625, 0.515, 0.16, 1.264, 0.5715, 0.326, 0.321, negative
F, 0.635, 0.495, 0.175, 1.211, 0.707, 0.2725, 0.323, negative
I, 0.47, 0.345, 0.14, 0.4615, 0.229, 0.1105, 0.116, negative
F, 0.505, 0.38, 0.135, 0.6855, 0.361, 0.1565, 0.161, negative
F, 0.545, 0.41, 0.14, 0.7405, 0.3565, 0.1775, 0.203, negative
I, 0.515, 0.36, 0.125, 0.4725, 0.1815, 0.125, 0.138, negative
I, 0.54, 0.43, 0.17, 0.836, 0.3725, 0.1815, 0.24, negative
I, 0.555, 0.395, 0.13, 0.5585, 0.222, 0.1245, 0.17, negative
M, 0.57, 0.45, 0.14, 0.795, 0.3385, 0.148, 0.245, negative
M, 0.575, 0.445, 0.16, 0.839, 0.4005, 0.198, 0.239, negative
F, 0.6, 0.475, 0.15, 1.13, 0.575, 0.196, 0.305, negative
M, 0.6, 0.47, 0.165, 1.059, 0.504, 0.241, 0.275, negative
F, 0.605, 0.455, 0.145, 0.9775, 0.468, 0.1775, 0.275, negative
I, 0.625, 0.485, 0.15, 1.044, 0.438, 0.2865, 0.278, negative
M, 0.65, 0.51, 0.16, 1.3835, 0.6385, 0.2905, 0.3665, negative
M, 0.515, 0.35, 0.155, 0.9225, 0.4185, 0.198, 0.273, negative
F, 0.545, 0.385, 0.15, 1.1185, 0.5425, 0.2445, 0.2845, negative
M, 0.605, 0.475, 0.175, 1.2525, 0.5575, 0.3055, 0.343, negative
M, 0.625, 0.495, 0.175, 1.254, 0.5815, 0.286, 0.3185, negative
F, 0.72, 0.55, 0.195, 2.073, 1.0715, 0.4265, 0.5015, negative
I, 0.525, 0.415, 0.12, 0.596, 0.2805, 0.12, 0.1695, negative
I, 0.525, 0.4, 0.145, 0.6095, 0.248, 0.159, 0.175, negative
I, 0.535, 0.455, 0.14, 1.0015, 0.53, 0.1765, 0.244, negative
F, 0.54, 0.425, 0.16, 0.9455, 0.3675, 0.2005, 0.295, negative
M, 0.555, 0.455, 0.135, 0.837, 0.382, 0.171, 0.235, negative
F, 0.57, 0.44, 0.12, 0.803, 0.382, 0.1525, 0.234, negative
M, 0.575, 0.475, 0.145, 0.857, 0.3665, 0.173, 0.269, negative
F, 0.58, 0.45, 0.195, 0.8265, 0.4035, 0.173, 0.225, negative
M, 0.62, 0.49, 0.15, 1.195, 0.4605, 0.302, 0.355, negative
M, 0.63, 0.49, 0.155, 1.2525, 0.63, 0.246, 0.289, negative
I, 0.355, 0.27, 0.105, 0.271, 0.1425, 0.0525, 0.0735, negative
I, 0.455, 0.355, 0.08, 0.452, 0.2165, 0.0995, 0.125, negative
F, 0.61, 0.45, 0.16, 1.136, 0.414, 0.311, 0.3, negative
F, 0.505, 0.4, 0.165, 0.729, 0.2675, 0.155, 0.25, negative
M, 0.46, 0.375, 0.14, 0.5105, 0.192, 0.1045, 0.205, negative
F, 0.37, 0.285, 0.105, 0.27, 0.1125, 0.0585, 0.0835, negative
M, 0.425, 0.325, 0.12, 0.3755, 0.142, 0.1065, 0.105, negative
M, 0.4, 0.305, 0.13, 0.2935, 0.096, 0.0675, 0.105, negative
F, 0.33, 0.26, 0.08, 0.2, 0.0625, 0.05, 0.07, negative
F, 0.565, 0.44, 0.15, 0.983, 0.4475, 0.2355, 0.2485, negative
F, 0.625, 0.49, 0.165, 1.127, 0.477, 0.2365, 0.3185, negative
I, 0.55, 0.465, 0.15, 0.936, 0.481, 0.174, 0.2435, negative
F, 0.675, 0.525, 0.17, 1.711, 0.8365, 0.352, 0.475, negative
M, 0.595, 0.435, 0.16, 1.057, 0.4255, 0.224, 0.31, negative
I, 0.46, 0.36, 0.14, 0.447, 0.161, 0.087, 0.16, negative
F, 0.58, 0.45, 0.15, 0.92, 0.393, 0.212, 0.2895, negative
I, 0.6, 0.445, 0.135, 0.9205, 0.445, 0.2035, 0.253, negative
F, 0.6, 0.45, 0.15, 0.9625, 0.4375, 0.2225, 0.2775, negative
I, 0.67, 0.485, 0.175, 1.2565, 0.5355, 0.322, 0.386, negative
M, 0.61, 0.485, 0.17, 1.281, 0.597, 0.3035, 0.33, negative
I, 0.44, 0.32, 0.105, 0.3875, 0.1755, 0.074, 0.12, negative
M, 0.56, 0.45, 0.145, 0.894, 0.3885, 0.2095, 0.264, negative
I, 0.565, 0.44, 0.135, 0.768, 0.3305, 0.1385, 0.2475, negative
M, 0.59, 0.435, 0.165, 0.9765, 0.4525, 0.2395, 0.235, negative
F, 0.635, 0.49, 0.155, 1.145, 0.4775, 0.3035, 0.3155, negative
F, 0.485, 0.39, 0.1, 0.5565, 0.2215, 0.1155, 0.185, negative
M, 0.46, 0.35, 0.125, 0.5165, 0.1885, 0.1145, 0.185, negative
M, 0.55, 0.435, 0.11, 0.806, 0.3415, 0.203, 0.215, negative
F, 0.435, 0.35, 0.125, 0.459, 0.197, 0.1145, 0.145, negative
F, 0.45, 0.325, 0.135, 0.438, 0.1805, 0.1165, 0.11, negative
F, 0.555, 0.43, 0.135, 0.812, 0.4055, 0.163, 0.2215, negative
I, 0.4, 0.265, 0.1, 0.2775, 0.1245, 0.0605, 0.08, negative
M, 0.575, 0.45, 0.155, 0.886, 0.3605, 0.211, 0.2575, negative
F, 0.6, 0.485, 0.145, 0.776, 0.3545, 0.1585, 0.239, negative
I, 0.475, 0.335, 0.1, 0.4425, 0.1895, 0.086, 0.135, negative
I, 0.53, 0.425, 0.13, 0.781, 0.3905, 0.2005, 0.215, negative
I, 0.575, 0.45, 0.145, 0.872, 0.4675, 0.18, 0.217, negative
I, 0.585, 0.46, 0.14, 0.7635, 0.326, 0.153, 0.265, negative
I, 0.47, 0.355, 0.12, 0.4915, 0.1765, 0.1125, 0.1325, negative
M, 0.615, 0.475, 0.15, 1.0375, 0.476, 0.2325, 0.283, negative
F, 0.65, 0.525, 0.165, 1.238, 0.647, 0.2485, 0.3005, negative
M, 0.56, 0.465, 0.145, 0.8875, 0.3345, 0.22, 0.2695, negative
F, 0.56, 0.43, 0.145, 0.898, 0.3895, 0.2325, 0.245, negative
M, 0.625, 0.495, 0.155, 1.177, 0.5055, 0.278, 0.345, negative
M, 0.555, 0.445, 0.13, 0.8625, 0.4225, 0.155, 0.24, negative
M, 0.41, 0.325, 0.1, 0.3555, 0.146, 0.072, 0.105, negative
F, 0.57, 0.465, 0.155, 0.9685, 0.446, 0.261, 0.255, negative
F, 0.57, 0.44, 0.19, 1.018, 0.447, 0.207, 0.265, negative
I, 0.29, 0.225, 0.075, 0.152, 0.071, 0.059, 0.045, negative
M, 0.625, 0.495, 0.175, 1.2935, 0.5805, 0.317, 0.355, negative
F, 0.64, 0.49, 0.18, 1.36, 0.653, 0.347, 0.305, negative
I, 0.55, 0.435, 0.125, 0.741, 0.348, 0.1585, 0.206, negative
I, 0.565, 0.465, 0.15, 1.1815, 0.581, 0.2215, 0.3095, negative
M, 0.625, 0.48, 0.16, 1.2415, 0.6575, 0.2625, 0.2785, negative
M, 0.65, 0.525, 0.185, 1.3455, 0.586, 0.278, 0.3865, negative
I, 0.455, 0.35, 0.13, 0.4725, 0.215, 0.0745, 0.15, negative
I, 0.4, 0.3, 0.11, 0.315, 0.109, 0.067, 0.12, negative
I, 0.36, 0.275, 0.085, 0.1975, 0.0745, 0.0415, 0.07, negative
I, 0.52, 0.395, 0.125, 0.663, 0.3005, 0.131, 0.1905, negative
F, 0.595, 0.455, 0.16, 1.04, 0.452, 0.2655, 0.288, negative
M, 0.58, 0.44, 0.16, 0.8295, 0.3365, 0.2005, 0.2485, negative
F, 0.62, 0.49, 0.16, 1.056, 0.493, 0.244, 0.2725, negative
F, 0.55, 0.47, 0.15, 0.897, 0.377, 0.184, 0.29, negative
M, 0.54, 0.42, 0.12, 0.8115, 0.392, 0.1455, 0.2235, negative
F, 0.545, 0.4, 0.14, 0.778, 0.368, 0.215, 0.18, negative
I, 0.535, 0.42, 0.145, 0.6885, 0.273, 0.1515, 0.237, negative
F, 0.64, 0.5, 0.15, 1.2015, 0.559, 0.231, 0.3355, negative
