@relation abalone-17_vs_7-8-9-10
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
I, 0.36, 0.25, 0.115, 0.465, 0.21, 0.1055, 0.128, negative
I, 0.425, 0.3, 0.095, 0.3515, 0.141, 0.0775, 0.12, negative
M, 0.465, 0.355, 0.105, 0.4795, 0.227, 0.124, 0.125, negative
F, 0.5, 0.4, 0.14, 0.6615, 0.2565, 0.1755, 0.22, negative
M, 0.405, 0.305, 0.085, 0.2605, 0.1145, 0.0595, 0.085, negative
M, 0.525, 0.435, 0.155, 1.065, 0.486, 0.233, 0.285, negative
I, 0.315, 0.245, 0.085, 0.1435, 0.053, 0.0475, 0.05, negative
I, 0.33, 0.255, 0.085, 0.1655, 0.063, 0.039, 0.06, negative
M, 0.36, 0.295, 0.105, 0.241, 0.0865, 0.053, 0.095, negative
F, 0.4, 0.325, 0.12, 0.3185, 0.134, 0.0565, 0.095, negative
F, 0.46, 0.425, 0.155, 0.746, 0.3005, 0.152, 0.24, negative
I, 0.335, 0.26, 0.1, 0.192, 0.0785, 0.0585, 0.07, negative
M, 0.385, 0.275, 0.115, 0.2685, 0.0975, 0.0825, 0.085, negative
I, 0.45, 0.35, 0.13, 0.547, 0.245, 0.1405, 0.1405, negative
M, 0.49, 0.385, 0.125, 0.649, 0.32, 0.124, 0.1695, negative
I, 0.505, 0.39, 0.15, 0.685, 0.362, 0.131, 0.156, negative
M, 0.51, 0.39, 0.135, 0.769, 0.3935, 0.1455, 0.19, negative
M, 0.62, 0.47, 0.135, 1.0195, 0.5315, 0.2005, 0.2475, negative
M, 0.625, 0.48, 0.185, 1.2065, 0.587, 0.29, 0.286, negative
M, 0.585, 0.45, 0.18, 0.7995, 0.336, 0.1855, 0.237, negative
I, 0.405, 0.31, 0.095, 0.3425, 0.1785, 0.064, 0.0855, negative
I, 0.46, 0.355, 0.11, 0.436, 0.1975, 0.096, 0.125, negative
I, 0.615, 0.475, 0.13, 0.8425, 0.353, 0.1915, 0.251, negative
F, 0.62, 0.435, 0.155, 1.012, 0.477, 0.236, 0.275, negative
M, 0.65, 0.485, 0.14, 1.175, 0.475, 0.2435, 0.215, negative
I, 0.385, 0.3, 0.09, 0.308, 0.1525, 0.056, 0.0835, negative
I, 0.475, 0.36, 0.125, 0.4905, 0.205, 0.1305, 0.125, negative
M, 0.48, 0.355, 0.16, 0.464, 0.221, 0.106, 0.239, negative
I, 0.49, 0.375, 0.115, 0.4615, 0.204, 0.0945, 0.143, negative
I, 0.49, 0.4, 0.135, 0.624, 0.3035, 0.1285, 0.169, negative
M, 0.525, 0.415, 0.145, 0.845, 0.3525, 0.1635, 0.2875, negative
I, 0.55, 0.425, 0.15, 0.7665, 0.339, 0.176, 0.21, negative
F, 0.58, 0.435, 0.15, 0.834, 0.428, 0.1515, 0.23, negative
I, 0.595, 0.46, 0.15, 0.8335, 0.377, 0.1925, 0.235, negative
I, 0.6, 0.48, 0.17, 0.9175, 0.38, 0.2225, 0.29, negative
M, 0.53, 0.41, 0.14, 0.7545, 0.3495, 0.1715, 0.2105, negative
F, 0.535, 0.425, 0.135, 0.771, 0.3765, 0.1815, 0.1795, negative
I, 0.43, 0.34, 0.1, 0.3405, 0.1395, 0.0665, 0.12, negative
I, 0.485, 0.36, 0.12, 0.5155, 0.2465, 0.1025, 0.147, negative
I, 0.495, 0.38, 0.135, 0.5095, 0.2065, 0.1165, 0.165, negative
I, 0.495, 0.375, 0.14, 0.494, 0.181, 0.0975, 0.191, negative
I, 0.53, 0.43, 0.14, 0.677, 0.298, 0.0965, 0.23, negative
M, 0.61, 0.48, 0.14, 1.031, 0.4375, 0.2615, 0.27, negative
I, 0.385, 0.28, 0.1, 0.2755, 0.1305, 0.061, 0.0725, negative
I, 0.445, 0.32, 0.12, 0.378, 0.152, 0.0825, 0.12, negative
M, 0.485, 0.39, 0.135, 0.617, 0.25, 0.1345, 0.1635, negative
F, 0.61, 0.43, 0.14, 0.909, 0.438, 0.2, 0.22, negative
M, 0.47, 0.35, 0.1, 0.4775, 0.1885, 0.0885, 0.175, negative
M, 0.415, 0.31, 0.09, 0.3245, 0.1305, 0.0735, 0.115, negative
F, 0.535, 0.46, 0.145, 0.7875, 0.3395, 0.2005, 0.2, negative
M, 0.52, 0.38, 0.135, 0.5825, 0.2505, 0.1565, 0.175, negative
F, 0.43, 0.34, 0.11, 0.382, 0.154, 0.0955, 0.109, negative
M, 0.465, 0.375, 0.11, 0.5, 0.21, 0.113, 0.1505, negative
F, 0.465, 0.35, 0.135, 0.6265, 0.259, 0.1445, 0.175, negative
F, 0.58, 0.445, 0.145, 0.888, 0.41, 0.1815, 0.2425, negative
F, 0.6, 0.46, 0.15, 1.235, 0.6025, 0.274, 0.29, negative
M, 0.49, 0.38, 0.11, 0.554, 0.2935, 0.1005, 0.15, negative
I, 0.55, 0.42, 0.13, 0.636, 0.294, 0.144, 0.1755, negative
M, 0.58, 0.455, 0.13, 0.852, 0.41, 0.1725, 0.225, negative
M, 0.59, 0.47, 0.15, 0.861, 0.413, 0.164, 0.249, negative
F, 0.595, 0.465, 0.15, 1.1005, 0.5415, 0.166, 0.265, negative
M, 0.63, 0.465, 0.15, 1.027, 0.537, 0.188, 0.176, negative
I, 0.395, 0.32, 0.1, 0.3075, 0.149, 0.0535, 0.09, negative
I, 0.46, 0.35, 0.1, 0.471, 0.252, 0.077, 0.123, negative
I, 0.515, 0.39, 0.11, 0.531, 0.2415, 0.098, 0.1615, negative
I, 0.525, 0.385, 0.13, 0.607, 0.2355, 0.125, 0.195, negative
I, 0.525, 0.4, 0.13, 0.6445, 0.345, 0.1285, 0.2, negative
F, 0.465, 0.35, 0.11, 0.4085, 0.165, 0.102, 0.131, negative
I, 0.47, 0.385, 0.13, 0.587, 0.264, 0.117, 0.174, negative
I, 0.505, 0.4, 0.125, 0.5605, 0.2255, 0.1435, 0.17, negative
I, 0.51, 0.4, 0.125, 0.5935, 0.239, 0.13, 0.204, negative
I, 0.55, 0.435, 0.165, 0.804, 0.34, 0.194, 0.244, negative
M, 0.58, 0.465, 0.15, 0.9065, 0.371, 0.1965, 0.29, negative
F, 0.635, 0.5, 0.19, 1.29, 0.593, 0.3045, 0.352, negative
F, 0.525, 0.41, 0.135, 0.7905, 0.4065, 0.198, 0.177, negative
I, 0.535, 0.4, 0.135, 0.775, 0.368, 0.208, 0.2055, negative
M, 0.595, 0.485, 0.15, 1.0835, 0.5305, 0.231, 0.276, negative
I, 0.46, 0.37, 0.11, 0.3965, 0.1485, 0.0855, 0.1455, negative
I, 0.5, 0.38, 0.135, 0.5285, 0.226, 0.123, 0.209, negative
I, 0.575, 0.43, 0.13, 0.7425, 0.2895, 0.2005, 0.22, negative
M, 0.455, 0.35, 0.11, 0.458, 0.2, 0.111, 0.1305, negative
M, 0.51, 0.415, 0.145, 0.751, 0.3295, 0.1835, 0.203, negative
I, 0.455, 0.375, 0.125, 0.533, 0.233, 0.106, 0.185, negative
I, 0.475, 0.365, 0.14, 0.4545, 0.171, 0.118, 0.158, negative
I, 0.48, 0.355, 0.115, 0.5785, 0.25, 0.106, 0.184, negative
F, 0.58, 0.48, 0.18, 1.2495, 0.4945, 0.27, 0.371, negative
I, 0.495, 0.4, 0.145, 0.578, 0.2545, 0.1305, 0.1645, negative
M, 0.575, 0.44, 0.145, 0.87, 0.3945, 0.2195, 0.225, negative
M, 0.6, 0.41, 0.145, 0.939, 0.4475, 0.196, 0.268, negative
I, 0.435, 0.34, 0.12, 0.396, 0.1775, 0.081, 0.125, negative
I, 0.445, 0.355, 0.095, 0.3615, 0.1415, 0.0785, 0.12, negative
I, 0.525, 0.39, 0.105, 0.567, 0.2875, 0.1075, 0.16, negative
I, 0.53, 0.42, 0.13, 0.658, 0.296, 0.1245, 0.198, negative
F, 0.57, 0.42, 0.16, 0.8875, 0.4315, 0.1915, 0.223, negative
I, 0.455, 0.37, 0.11, 0.514, 0.2385, 0.1235, 0.126, negative
M, 0.515, 0.39, 0.14, 0.678, 0.341, 0.1325, 0.119, negative
I, 0.485, 0.365, 0.125, 0.426, 0.163, 0.0965, 0.151, negative
I, 0.52, 0.415, 0.14, 0.6385, 0.2945, 0.1405, 0.171, negative
I, 0.485, 0.37, 0.14, 0.5065, 0.2425, 0.088, 0.1465, negative
M, 0.58, 0.45, 0.155, 0.8275, 0.321, 0.1975, 0.2445, negative
F, 0.63, 0.475, 0.15, 1.072, 0.433, 0.2975, 0.315, negative
I, 0.425, 0.31, 0.095, 0.3505, 0.1645, 0.071, 0.1, negative
M, 0.465, 0.355, 0.12, 0.5315, 0.2725, 0.097, 0.1395, negative
M, 0.295, 0.23, 0.085, 0.125, 0.042, 0.0285, 0.043, negative
F, 0.47, 0.35, 0.115, 0.487, 0.1955, 0.127, 0.155, negative
F, 0.62, 0.465, 0.14, 1.011, 0.479, 0.2385, 0.255, negative
I, 0.485, 0.375, 0.11, 0.464, 0.2015, 0.09, 0.149, negative
I, 0.52, 0.4, 0.14, 0.622, 0.278, 0.1455, 0.169, negative
M, 0.59, 0.45, 0.155, 0.874, 0.369, 0.2135, 0.24, negative
I, 0.56, 0.42, 0.14, 0.837, 0.414, 0.214, 0.2, negative
I, 0.48, 0.355, 0.11, 0.4495, 0.201, 0.089, 0.14, negative
F, 0.515, 0.4, 0.125, 0.615, 0.2865, 0.123, 0.1765, negative
I, 0.5, 0.385, 0.12, 0.56, 0.2835, 0.103, 0.135, negative
M, 0.565, 0.435, 0.15, 0.99, 0.5795, 0.1825, 0.206, negative
I, 0.57, 0.45, 0.135, 0.794, 0.3815, 0.1415, 0.245, negative
M, 0.515, 0.425, 0.145, 0.9365, 0.497, 0.181, 0.2185, negative
I, 0.41, 0.3, 0.09, 0.28, 0.141, 0.0575, 0.075, negative
I, 0.475, 0.36, 0.145, 0.6325, 0.2825, 0.137, 0.19, negative
I, 0.43, 0.32, 0.11, 0.3675, 0.1675, 0.102, 0.105, negative
M, 0.48, 0.37, 0.1, 0.5135, 0.243, 0.1015, 0.135, negative
I, 0.5, 0.375, 0.12, 0.529, 0.2235, 0.123, 0.16, negative
I, 0.425, 0.34, 0.1, 0.371, 0.15, 0.0865, 0.115, negative
I, 0.475, 0.36, 0.11, 0.452, 0.191, 0.099, 0.13, negative
M, 0.52, 0.425, 0.125, 0.79, 0.372, 0.205, 0.19, negative
M, 0.535, 0.435, 0.15, 0.725, 0.269, 0.1385, 0.25, negative
F, 0.51, 0.39, 0.135, 0.6335, 0.231, 0.179, 0.2, negative
I, 0.435, 0.32, 0.08, 0.3325, 0.1485, 0.0635, 0.105, negative
M, 0.345, 0.255, 0.09, 0.2005, 0.094, 0.0295, 0.063, negative
F, 0.405, 0.325, 0.11, 0.3555, 0.151, 0.063, 0.117, negative
F, 0.605, 0.5, 0.185, 1.1185, 0.469, 0.2585, 0.335, negative
F, 0.455, 0.37, 0.105, 0.4925, 0.216, 0.1245, 0.135, negative
F, 0.435, 0.335, 0.11, 0.38, 0.1695, 0.086, 0.11, negative
M, 0.36, 0.295, 0.1, 0.2105, 0.066, 0.0525, 0.075, negative
M, 0.45, 0.34, 0.13, 0.3715, 0.1605, 0.0795, 0.105, negative
M, 0.52, 0.385, 0.14, 0.6595, 0.2485, 0.2035, 0.16, negative
M, 0.345, 0.27, 0.095, 0.197, 0.0665, 0.05, 0.07, negative
F, 0.515, 0.39, 0.13, 0.5755, 0.1975, 0.13, 0.1845, negative
M, 0.54, 0.405, 0.125, 0.891, 0.4815, 0.1915, 0.202, negative
F, 0.55, 0.445, 0.155, 0.9905, 0.544, 0.178, 0.218, negative
F, 0.595, 0.46, 0.14, 1.0045, 0.4655, 0.2095, 0.2515, negative
F, 0.605, 0.49, 0.15, 1.1345, 0.5265, 0.2645, 0.295, negative
M, 0.65, 0.495, 0.16, 1.304, 0.57, 0.312, 0.3725, negative
M, 0.52, 0.4, 0.145, 0.7765, 0.3525, 0.1845, 0.185, negative
F, 0.565, 0.45, 0.175, 1.0095, 0.447, 0.2375, 0.2645, negative
M, 0.57, 0.46, 0.15, 1.0375, 0.5415, 0.2035, 0.25, negative
F, 0.575, 0.47, 0.165, 0.869, 0.435, 0.197, 0.238, negative
M, 0.58, 0.445, 0.135, 0.814, 0.3775, 0.1915, 0.22, negative
M, 0.585, 0.46, 0.145, 0.9335, 0.478, 0.1825, 0.235, negative
F, 0.615, 0.465, 0.15, 0.923, 0.4615, 0.1825, 0.2415, negative
F, 0.615, 0.475, 0.155, 1.027, 0.447, 0.25, 0.285, negative
F, 0.625, 0.485, 0.175, 1.3745, 0.7335, 0.2715, 0.332, negative
F, 0.69, 0.54, 0.155, 1.454, 0.624, 0.3105, 0.39, negative
M, 0.7, 0.565, 0.18, 1.751, 0.895, 0.3355, 0.446, negative
I, 0.54, 0.42, 0.14, 0.7265, 0.3205, 0.1445, 0.229, negative
F, 0.545, 0.445, 0.15, 0.8, 0.3535, 0.163, 0.207, negative
F, 0.55, 0.405, 0.125, 0.651, 0.2965, 0.137, 0.2, negative
I, 0.55, 0.425, 0.135, 0.7305, 0.3325, 0.1545, 0.215, negative
I, 0.56, 0.425, 0.145, 0.688, 0.3095, 0.1305, 0.2165, negative
F, 0.575, 0.48, 0.165, 1.078, 0.511, 0.2095, 0.306, negative
F, 0.605, 0.475, 0.175, 1.076, 0.463, 0.2195, 0.335, negative
M, 0.505, 0.385, 0.105, 0.5525, 0.239, 0.1245, 0.1555, negative
M, 0.6, 0.465, 0.2, 1.259, 0.6405, 0.1985, 0.357, negative
M, 0.63, 0.455, 0.15, 1.1315, 0.481, 0.2745, 0.305, negative
I, 0.465, 0.37, 0.12, 0.4365, 0.188, 0.0815, 0.147, negative
I, 0.525, 0.39, 0.12, 0.664, 0.3115, 0.147, 0.178, negative
I, 0.54, 0.425, 0.14, 0.742, 0.32, 0.1395, 0.25, negative
I, 0.55, 0.425, 0.15, 0.639, 0.269, 0.1345, 0.217, negative
I, 0.57, 0.445, 0.155, 0.867, 0.3705, 0.1705, 0.28, negative
F, 0.62, 0.48, 0.175, 1.0405, 0.464, 0.2225, 0.3, negative
F, 0.635, 0.49, 0.17, 1.2615, 0.5385, 0.2665, 0.38, negative
F, 0.65, 0.495, 0.155, 1.337, 0.615, 0.3195, 0.335, negative
M, 0.66, 0.5, 0.165, 1.3195, 0.667, 0.269, 0.341, negative
F, 0.685, 0.535, 0.175, 1.5845, 0.7175, 0.3775, 0.4215, negative
I, 0.52, 0.395, 0.125, 0.5805, 0.2445, 0.146, 0.165, negative
I, 0.54, 0.395, 0.135, 0.6555, 0.2705, 0.155, 0.192, negative
F, 0.575, 0.465, 0.175, 1.099, 0.4735, 0.202, 0.35, negative
F, 0.575, 0.43, 0.155, 0.7955, 0.3485, 0.1925, 0.22, negative
M, 0.525, 0.41, 0.13, 0.6875, 0.3435, 0.1495, 0.1765, negative
M, 0.66, 0.515, 0.195, 1.5655, 0.7345, 0.353, 0.386, negative
M, 0.5, 0.39, 0.135, 0.7815, 0.361, 0.1575, 0.2385, negative
F, 0.565, 0.44, 0.135, 0.83, 0.393, 0.1735, 0.238, negative
M, 0.595, 0.465, 0.15, 0.919, 0.4335, 0.1765, 0.262, negative
M, 0.44, 0.35, 0.11, 0.4585, 0.2, 0.0885, 0.13, negative
I, 0.46, 0.35, 0.11, 0.3945, 0.1685, 0.0865, 0.125, negative
F, 0.52, 0.4, 0.125, 0.6865, 0.295, 0.1715, 0.185, negative
F, 0.56, 0.445, 0.18, 0.903, 0.3575, 0.2045, 0.295, negative
F, 0.38, 0.3, 0.09, 0.3215, 0.1545, 0.075, 0.095, negative
F, 0.345, 0.255, 0.1, 0.197, 0.071, 0.051, 0.06, negative
M, 0.5, 0.355, 0.14, 0.528, 0.2125, 0.149, 0.14, negative
M, 0.59, 0.48, 0.16, 1.262, 0.5685, 0.2725, 0.335, negative
F, 0.595, 0.465, 0.15, 1.0765, 0.491, 0.22, 0.287, negative
M, 0.6, 0.46, 0.15, 1.247, 0.5335, 0.2735, 0.29, negative
F, 0.63, 0.495, 0.145, 1.147, 0.5455, 0.266, 0.2885, negative
I, 0.52, 0.395, 0.135, 0.633, 0.2985, 0.1295, 0.175, negative
M, 0.62, 0.49, 0.155, 1.1, 0.505, 0.2475, 0.31, negative
M, 0.645, 0.48, 0.15, 1.192, 0.6055, 0.2595, 0.285, negative
M, 0.65, 0.515, 0.125, 1.1805, 0.5235, 0.283, 0.3275, negative
F, 0.665, 0.505, 0.165, 1.349, 0.5985, 0.3175, 0.36, negative
I, 0.445, 0.36, 0.11, 0.4235, 0.182, 0.0765, 0.14, negative
I, 0.55, 0.42, 0.155, 0.912, 0.495, 0.1805, 0.205, negative
F, 0.58, 0.425, 0.15, 0.844, 0.3645, 0.185, 0.2705, negative
I, 0.585, 0.42, 0.145, 0.6735, 0.2895, 0.1345, 0.22, negative
F, 0.62, 0.465, 0.14, 1.1605, 0.6005, 0.2195, 0.307, negative
F, 0.54, 0.415, 0.15, 0.8115, 0.3875, 0.1875, 0.2035, negative
M, 0.59, 0.47, 0.155, 1.1735, 0.6245, 0.233, 0.2595, negative
M, 0.59, 0.485, 0.155, 1.0785, 0.4535, 0.2435, 0.31, negative
F, 0.625, 0.485, 0.16, 1.254, 0.591, 0.259, 0.3485, negative
I, 0.56, 0.435, 0.13, 0.777, 0.354, 0.173, 0.222, negative
I, 0.585, 0.45, 0.135, 0.855, 0.3795, 0.187, 0.26, negative
M, 0.605, 0.49, 0.18, 1.167, 0.457, 0.29, 0.3745, negative
F, 0.59, 0.44, 0.14, 1.007, 0.4775, 0.2105, 0.2925, negative
M, 0.595, 0.48, 0.14, 0.9125, 0.4095, 0.1825, 0.289, negative
F, 0.595, 0.46, 0.16, 0.921, 0.4005, 0.2025, 0.2875, negative
M, 0.575, 0.45, 0.135, 0.9215, 0.354, 0.209, 0.2365, negative
F, 0.62, 0.485, 0.155, 1.1945, 0.5105, 0.271, 0.352, negative
F, 0.545, 0.41, 0.115, 0.6765, 0.29, 0.158, 0.22, negative
M, 0.45, 0.355, 0.12, 0.3955, 0.147, 0.0765, 0.145, negative
F, 0.56, 0.465, 0.16, 1.0315, 0.432, 0.2025, 0.337, negative
M, 0.58, 0.46, 0.15, 1.0165, 0.491, 0.221, 0.265, negative
F, 0.64, 0.48, 0.195, 1.1435, 0.4915, 0.2345, 0.353, negative
F, 0.725, 0.58, 0.185, 1.523, 0.8045, 0.3595, 0.4375, negative
F, 0.595, 0.47, 0.165, 1.0155, 0.491, 0.1905, 0.289, negative
I, 0.575, 0.44, 0.125, 0.8515, 0.4555, 0.1715, 0.1965, negative
F, 0.575, 0.475, 0.16, 0.895, 0.3605, 0.221, 0.271, negative
F, 0.585, 0.465, 0.165, 0.9355, 0.4035, 0.2275, 0.259, negative
F, 0.6, 0.47, 0.17, 1.0805, 0.4995, 0.2245, 0.3205, negative
M, 0.625, 0.485, 0.16, 1.2135, 0.631, 0.2235, 0.302, negative
F, 0.64, 0.5, 0.17, 1.2645, 0.565, 0.3375, 0.315, negative
I, 0.515, 0.405, 0.13, 0.573, 0.213, 0.134, 0.195, negative
F, 0.67, 0.54, 0.2, 1.46, 0.6435, 0.328, 0.4165, negative
F, 0.55, 0.415, 0.18, 1.1655, 0.502, 0.301, 0.311, negative
M, 0.575, 0.465, 0.12, 1.0535, 0.516, 0.2185, 0.235, negative
F, 0.615, 0.455, 0.135, 1.059, 0.4735, 0.263, 0.274, negative
F, 0.49, 0.385, 0.16, 0.656, 0.2455, 0.171, 0.205, negative
F, 0.56, 0.44, 0.155, 0.9705, 0.4315, 0.263, 0.255, negative
M, 0.685, 0.51, 0.18, 1.4545, 0.6315, 0.3105, 0.3725, negative
M, 0.61, 0.475, 0.15, 1.142, 0.62, 0.237, 0.245, negative
M, 0.615, 0.53, 0.17, 1.12, 0.5775, 0.2095, 0.286, negative
F, 0.64, 0.505, 0.175, 1.3185, 0.6185, 0.302, 0.3315, negative
