@relation abalone-19_vs_10-11-12-13
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
M, 0.585, 0.475, 0.15, 1.065, 0.5315, 0.199, 0.2885, negative
M, 0.6, 0.475, 0.17, 1.1315, 0.508, 0.272, 0.309, negative
M, 0.61, 0.475, 0.17, 1.0265, 0.435, 0.2335, 0.3035, negative
F, 0.62, 0.475, 0.16, 1.1295, 0.463, 0.2685, 0.33, negative
I, 0.63, 0.475, 0.145, 1.0605, 0.5165, 0.2195, 0.28, negative
F, 0.655, 0.525, 0.19, 1.3595, 0.564, 0.3215, 0.3985, negative
F, 0.66, 0.495, 0.21, 1.548, 0.724, 0.3525, 0.3925, negative
I, 0.56, 0.445, 0.15, 0.8225, 0.3685, 0.187, 0.236, negative
M, 0.59, 0.49, 0.165, 1.207, 0.559, 0.235, 0.309, negative
F, 0.625, 0.485, 0.175, 1.362, 0.6765, 0.2615, 0.3705, negative
M, 0.585, 0.455, 0.145, 0.953, 0.3945, 0.2685, 0.258, negative
F, 0.695, 0.55, 0.185, 1.679, 0.805, 0.4015, 0.3965, negative
F, 0.51, 0.4, 0.12, 0.7005, 0.347, 0.1105, 0.195, negative
I, 0.52, 0.385, 0.115, 0.581, 0.2555, 0.156, 0.143, negative
I, 0.58, 0.44, 0.145, 0.7905, 0.3525, 0.1645, 0.242, negative
M, 0.625, 0.505, 0.185, 1.1565, 0.52, 0.2405, 0.3535, negative
M, 0.635, 0.515, 0.165, 1.229, 0.5055, 0.2975, 0.3535, negative
I, 0.47, 0.375, 0.105, 0.441, 0.167, 0.0865, 0.145, negative
M, 0.505, 0.385, 0.115, 0.4825, 0.21, 0.1035, 0.1535, negative
F, 0.57, 0.435, 0.15, 0.8295, 0.3875, 0.156, 0.245, negative
M, 0.61, 0.49, 0.16, 1.112, 0.465, 0.228, 0.341, negative
F, 0.6, 0.47, 0.19, 1.1345, 0.492, 0.2595, 0.3375, negative
F, 0.665, 0.525, 0.21, 1.644, 0.818, 0.3395, 0.4275, negative
F, 0.52, 0.41, 0.125, 0.6985, 0.2945, 0.1625, 0.215, negative
F, 0.49, 0.37, 0.14, 0.585, 0.243, 0.115, 0.195, negative
I, 0.405, 0.305, 0.105, 0.3625, 0.1565, 0.0705, 0.125, negative
M, 0.465, 0.36, 0.13, 0.5265, 0.2105, 0.1185, 0.165, negative
F, 0.58, 0.475, 0.155, 0.974, 0.4305, 0.23, 0.285, negative
F, 0.415, 0.305, 0.105, 0.3605, 0.12, 0.082, 0.1, negative
F, 0.36, 0.265, 0.09, 0.2165, 0.096, 0.037, 0.0735, negative
M, 0.4, 0.315, 0.105, 0.287, 0.1135, 0.037, 0.113, negative
F, 0.465, 0.36, 0.12, 0.4765, 0.192, 0.1125, 0.16, negative
M, 0.605, 0.475, 0.175, 1.201, 0.5395, 0.275, 0.309, negative
M, 0.62, 0.48, 0.15, 1.1015, 0.4965, 0.243, 0.305, negative
I, 0.55, 0.43, 0.145, 0.712, 0.3025, 0.152, 0.225, negative
I, 0.55, 0.425, 0.135, 0.656, 0.257, 0.17, 0.203, negative
F, 0.57, 0.445, 0.155, 1.017, 0.5265, 0.2025, 0.265, negative
I, 0.585, 0.46, 0.145, 0.8465, 0.339, 0.167, 0.295, negative
M, 0.59, 0.475, 0.14, 0.977, 0.4625, 0.2025, 0.275, negative
F, 0.615, 0.46, 0.15, 1.0265, 0.4935, 0.201, 0.2745, negative
M, 0.625, 0.49, 0.165, 1.205, 0.5175, 0.3105, 0.3465, negative
F, 0.63, 0.475, 0.155, 1.0005, 0.452, 0.252, 0.265, negative
M, 0.63, 0.485, 0.16, 1.243, 0.623, 0.275, 0.3, negative
M, 0.58, 0.46, 0.15, 1.049, 0.5205, 0.1935, 0.305, negative
M, 0.595, 0.47, 0.155, 1.2015, 0.492, 0.3865, 0.265, negative
F, 0.6, 0.48, 0.17, 1.056, 0.4575, 0.2435, 0.3135, negative
M, 0.615, 0.455, 0.15, 0.9335, 0.382, 0.247, 0.2615, negative
M, 0.67, 0.54, 0.175, 1.482, 0.739, 0.2925, 0.365, negative
F, 0.66, 0.53, 0.18, 1.5175, 0.7765, 0.302, 0.401, negative
M, 0.665, 0.525, 0.155, 1.3575, 0.5325, 0.3045, 0.4485, negative
M, 0.58, 0.43, 0.125, 0.9115, 0.446, 0.2075, 0.121, negative
F, 0.575, 0.45, 0.135, 0.8285, 0.362, 0.1655, 0.236, negative
F, 0.63, 0.49, 0.17, 1.2155, 0.4625, 0.2045, 0.3105, negative
F, 0.685, 0.53, 0.17, 1.5105, 0.7385, 0.3525, 0.3725, negative
M, 0.56, 0.45, 0.155, 0.9125, 0.3595, 0.271, 0.35, negative
F, 0.42, 0.32, 0.13, 0.4135, 0.1645, 0.106, 0.119, negative
F, 0.545, 0.435, 0.15, 0.6855, 0.2905, 0.145, 0.225, negative
F, 0.475, 0.375, 0.125, 0.588, 0.237, 0.1715, 0.155, negative
F, 0.46, 0.33, 0.15, 0.5325, 0.2085, 0.1805, 0.125, negative
M, 0.56, 0.44, 0.16, 1.1115, 0.5035, 0.2785, 0.26, negative
F, 0.625, 0.47, 0.17, 1.255, 0.525, 0.2415, 0.405, negative
M, 0.535, 0.42, 0.16, 0.7465, 0.348, 0.1515, 0.2185, negative
M, 0.715, 0.545, 0.18, 1.7405, 0.871, 0.347, 0.449, negative
I, 0.58, 0.46, 0.14, 0.8295, 0.3915, 0.165, 0.238, negative
F, 0.6, 0.475, 0.17, 1.088, 0.4905, 0.2475, 0.31, negative
F, 0.59, 0.465, 0.17, 1.0425, 0.4635, 0.24, 0.27, negative
M, 0.69, 0.53, 0.19, 1.5955, 0.678, 0.331, 0.48, negative
M, 0.61, 0.45, 0.19, 1.0805, 0.517, 0.2495, 0.2935, negative
I, 0.52, 0.41, 0.14, 0.699, 0.3395, 0.129, 0.1945, negative
M, 0.555, 0.46, 0.16, 0.86, 0.3345, 0.1935, 0.275, negative
I, 0.355, 0.27, 0.1, 0.216, 0.083, 0.037, 0.075, negative
I, 0.525, 0.4, 0.14, 0.6955, 0.2405, 0.16, 0.253, negative
M, 0.58, 0.45, 0.14, 0.824, 0.3465, 0.1765, 0.263, negative
F, 0.645, 0.535, 0.19, 1.2395, 0.468, 0.2385, 0.424, negative
M, 0.55, 0.43, 0.13, 0.8395, 0.3155, 0.1955, 0.2405, negative
F, 0.625, 0.485, 0.15, 1.0945, 0.531, 0.261, 0.296, negative
M, 0.53, 0.415, 0.14, 0.724, 0.3105, 0.1675, 0.205, negative
M, 0.55, 0.405, 0.14, 0.8025, 0.244, 0.1635, 0.255, negative
F, 0.47, 0.36, 0.13, 0.472, 0.182, 0.114, 0.15, negative
M, 0.66, 0.52, 0.19, 1.558, 0.755, 0.298, 0.4, negative
M, 0.63, 0.5, 0.175, 1.2645, 0.5635, 0.3065, 0.3425, negative
M, 0.575, 0.46, 0.155, 0.892, 0.4415, 0.176, 0.22, negative
M, 0.585, 0.49, 0.185, 1.171, 0.522, 0.2535, 0.335, negative
M, 0.63, 0.485, 0.165, 1.233, 0.6565, 0.2315, 0.3035, negative
M, 0.7, 0.565, 0.175, 1.8565, 0.8445, 0.3935, 0.54, negative
M, 0.615, 0.495, 0.2, 1.219, 0.564, 0.227, 0.3885, negative
M, 0.61, 0.47, 0.175, 1.214, 0.5315, 0.2835, 0.325, negative
I, 0.54, 0.415, 0.155, 0.702, 0.322, 0.167, 0.19, negative
M, 0.355, 0.28, 0.095, 0.2455, 0.0955, 0.062, 0.075, negative
F, 0.58, 0.45, 0.185, 0.9955, 0.3945, 0.272, 0.285, negative
M, 0.58, 0.475, 0.15, 0.97, 0.385, 0.2165, 0.35, negative
F, 0.47, 0.35, 0.145, 0.5175, 0.187, 0.1235, 0.18, negative
F, 0.445, 0.355, 0.15, 0.485, 0.181, 0.125, 0.155, negative
F, 0.58, 0.465, 0.165, 1.1015, 0.404, 0.2095, 0.35, negative
F, 0.46, 0.38, 0.13, 0.639, 0.3, 0.1525, 0.16, negative
M, 0.585, 0.455, 0.15, 0.987, 0.4355, 0.2075, 0.31, negative
M, 0.38, 0.285, 0.1, 0.2665, 0.115, 0.061, 0.075, negative
F, 0.52, 0.405, 0.12, 0.627, 0.2645, 0.1415, 0.181, negative
M, 0.55, 0.45, 0.13, 0.92, 0.378, 0.2385, 0.29, negative
I, 0.465, 0.38, 0.13, 0.454, 0.1895, 0.08, 0.155, negative
I, 0.52, 0.405, 0.14, 0.5775, 0.2, 0.145, 0.179, negative
I, 0.58, 0.445, 0.15, 0.8865, 0.383, 0.209, 0.255, negative
F, 0.585, 0.475, 0.185, 0.9585, 0.4145, 0.1615, 0.33, negative
M, 0.525, 0.4, 0.17, 0.7305, 0.279, 0.2055, 0.195, negative
M, 0.59, 0.44, 0.15, 0.9555, 0.366, 0.2425, 0.295, negative
M, 0.545, 0.45, 0.15, 0.978, 0.3365, 0.1905, 0.3, negative
F, 0.55, 0.43, 0.155, 0.785, 0.289, 0.227, 0.233, negative
M, 0.53, 0.41, 0.155, 0.7155, 0.2805, 0.1685, 0.214, negative
F, 0.54, 0.42, 0.14, 0.805, 0.369, 0.1725, 0.21, negative
F, 0.62, 0.505, 0.16, 1.3725, 0.6285, 0.275, 0.3685, negative
M, 0.61, 0.47, 0.15, 1.1625, 0.565, 0.258, 0.3085, negative
M, 0.635, 0.49, 0.175, 1.375, 0.623, 0.2705, 0.395, negative
F, 0.66, 0.505, 0.185, 1.528, 0.69, 0.3025, 0.441, negative
F, 0.715, 0.525, 0.185, 1.56, 0.6655, 0.383, 0.405, negative
F, 0.66, 0.53, 0.185, 1.346, 0.546, 0.2705, 0.476, negative
F, 0.755, 0.625, 0.21, 2.505, 1.1965, 0.513, 0.6785, negative
F, 0.6, 0.465, 0.155, 1.04, 0.4755, 0.25, 0.28, negative
F, 0.65, 0.59, 0.22, 1.662, 0.77, 0.378, 0.435, negative
M, 0.65, 0.525, 0.175, 1.5365, 0.6865, 0.3585, 0.405, negative
F, 0.7, 0.55, 0.17, 1.684, 0.7535, 0.3265, 0.32, negative
I, 0.555, 0.46, 0.145, 0.9005, 0.3845, 0.158, 0.2765, negative
I, 0.59, 0.46, 0.145, 0.9015, 0.419, 0.1785, 0.26, negative
F, 0.655, 0.505, 0.195, 1.4405, 0.688, 0.3805, 0.363, negative
F, 0.68, 0.51, 0.2, 1.6075, 0.714, 0.339, 0.4705, negative
M, 0.685, 0.52, 0.15, 1.3735, 0.7185, 0.293, 0.32, negative
F, 0.665, 0.515, 0.185, 1.3405, 0.5595, 0.293, 0.4375, negative
M, 0.565, 0.455, 0.155, 0.9355, 0.421, 0.183, 0.26, negative
M, 0.575, 0.455, 0.155, 1.013, 0.4685, 0.2085, 0.295, negative
F, 0.625, 0.445, 0.16, 1.09, 0.46, 0.2965, 0.304, negative
F, 0.625, 0.52, 0.18, 1.354, 0.4845, 0.351, 0.375, negative
F, 0.625, 0.47, 0.145, 0.984, 0.475, 0.2, 0.265, negative
F, 0.635, 0.485, 0.165, 1.2695, 0.5635, 0.3065, 0.3395, negative
F, 0.64, 0.485, 0.185, 1.4195, 0.6735, 0.3465, 0.3255, negative
M, 0.66, 0.51, 0.175, 1.218, 0.5055, 0.303, 0.37, negative
F, 0.725, 0.57, 0.205, 1.6195, 0.744, 0.315, 0.488, negative
F, 0.75, 0.55, 0.195, 1.8325, 0.83, 0.366, 0.44, negative
M, 0.545, 0.44, 0.14, 0.8395, 0.356, 0.1905, 0.2385, negative
M, 0.465, 0.35, 0.12, 0.5205, 0.2015, 0.1625, 0.185, negative
F, 0.71, 0.565, 0.195, 1.817, 0.785, 0.492, 0.49, negative
M, 0.56, 0.455, 0.165, 0.86, 0.4015, 0.1695, 0.245, negative
M, 0.505, 0.4, 0.13, 0.764, 0.3035, 0.189, 0.2175, negative
M, 0.635, 0.495, 0.15, 1.081, 0.4825, 0.242, 0.31, negative
F, 0.545, 0.44, 0.175, 0.7745, 0.2985, 0.1875, 0.265, negative
M, 0.31, 0.235, 0.06, 0.12, 0.0415, 0.033, 0.04, negative
I, 0.52, 0.38, 0.14, 0.525, 0.1775, 0.115, 0.185, negative
F, 0.475, 0.38, 0.145, 0.57, 0.167, 0.118, 0.187, negative
F, 0.63, 0.495, 0.2, 1.4255, 0.659, 0.336, 0.38, negative
F, 0.635, 0.495, 0.195, 1.297, 0.556, 0.2985, 0.37, negative
F, 0.725, 0.53, 0.19, 1.7315, 0.83, 0.398, 0.405, negative
M, 0.735, 0.57, 0.175, 1.88, 0.9095, 0.387, 0.488, negative
F, 0.58, 0.465, 0.145, 0.9865, 0.47, 0.2155, 0.25, negative
F, 0.64, 0.495, 0.17, 1.2265, 0.49, 0.377, 0.2875, negative
F, 0.655, 0.515, 0.155, 1.309, 0.524, 0.346, 0.385, negative
M, 0.695, 0.54, 0.195, 1.691, 0.768, 0.363, 0.4755, negative
I, 0.54, 0.425, 0.13, 0.8155, 0.3675, 0.1365, 0.246, negative
F, 0.635, 0.485, 0.19, 1.3765, 0.634, 0.2885, 0.406, negative
M, 0.635, 0.515, 0.16, 1.2075, 0.5385, 0.282, 0.345, negative
F, 0.655, 0.5, 0.205, 1.528, 0.6215, 0.3725, 0.4535, negative
F, 0.595, 0.43, 0.21, 1.5245, 0.653, 0.396, 0.41, negative
F, 0.67, 0.515, 0.17, 1.4265, 0.6605, 0.3395, 0.37, negative
M, 0.615, 0.485, 0.215, 0.9615, 0.422, 0.176, 0.29, negative
M, 0.63, 0.515, 0.175, 1.1955, 0.492, 0.247, 0.37, negative
F, 0.68, 0.56, 0.195, 1.664, 0.58, 0.3855, 0.545, negative
F, 0.7, 0.555, 0.22, 1.666, 0.647, 0.4285, 0.455, negative
F, 0.755, 0.575, 0.2, 2.073, 1.0135, 0.4655, 0.48, negative
F, 0.59, 0.415, 0.15, 0.8805, 0.3645, 0.234, 0.235, negative
M, 0.5, 0.4, 0.145, 0.6025, 0.216, 0.138, 0.21, negative
F, 0.59, 0.475, 0.155, 0.9715, 0.371, 0.235, 0.28, negative
I, 0.49, 0.385, 0.14, 0.5425, 0.198, 0.127, 0.175, negative
F, 0.45, 0.35, 0.125, 0.4435, 0.185, 0.09, 0.145, negative
M, 0.415, 0.32, 0.1, 0.3005, 0.1215, 0.0575, 0.104, negative
M, 0.33, 0.245, 0.085, 0.171, 0.0655, 0.0365, 0.055, negative
F, 0.625, 0.495, 0.16, 1.1115, 0.4495, 0.2825, 0.345, negative
M, 0.625, 0.485, 0.17, 1.437, 0.5855, 0.293, 0.475, negative
M, 0.655, 0.52, 0.18, 1.492, 0.7185, 0.36, 0.355, negative
F, 0.655, 0.54, 0.175, 1.5585, 0.7285, 0.402, 0.385, negative
F, 0.65, 0.52, 0.195, 1.6275, 0.689, 0.3905, 0.432, negative
F, 0.61, 0.49, 0.17, 1.3475, 0.7045, 0.25, 0.3045, negative
M, 0.63, 0.515, 0.17, 1.385, 0.6355, 0.2955, 0.38, negative
M, 0.62, 0.5, 0.18, 1.3915, 0.726, 0.2795, 0.332, negative
F, 0.665, 0.54, 0.195, 1.764, 0.8505, 0.3615, 0.47, negative
F, 0.725, 0.56, 0.185, 1.792, 0.873, 0.367, 0.435, negative
F, 0.65, 0.495, 0.175, 1.227, 0.528, 0.258, 0.37, negative
M, 0.68, 0.54, 0.195, 1.7825, 0.5565, 0.3235, 0.4285, negative
I, 0.56, 0.445, 0.165, 1.0285, 0.4535, 0.253, 0.275, negative
F, 0.525, 0.4, 0.115, 0.6295, 0.2555, 0.144, 0.18, negative
F, 0.655, 0.545, 0.185, 1.759, 0.6865, 0.313, 0.547, negative
M, 0.66, 0.505, 0.19, 1.4385, 0.6775, 0.285, 0.178, negative
M, 0.68, 0.545, 0.185, 1.672, 0.7075, 0.364, 0.48, negative
M, 0.77, 0.605, 0.175, 2.0505, 0.8005, 0.526, 0.355, negative
M, 0.465, 0.36, 0.08, 0.488, 0.191, 0.125, 0.155, negative
M, 0.645, 0.51, 0.155, 1.539, 0.6405, 0.3585, 0.43, negative
F, 0.645, 0.505, 0.165, 1.318, 0.55, 0.3015, 0.335, negative
I, 0.575, 0.45, 0.135, 0.8245, 0.3375, 0.2115, 0.239, negative
F, 0.635, 0.495, 0.18, 1.596, 0.617, 0.317, 0.37, negative
F, 0.66, 0.525, 0.2, 1.463, 0.6525, 0.2995, 0.422, negative
M, 0.665, 0.515, 0.19, 1.6385, 0.831, 0.3575, 0.371, negative
I, 0.55, 0.445, 0.145, 0.783, 0.3045, 0.157, 0.265, negative
F, 0.63, 0.475, 0.15, 1.172, 0.536, 0.254, 0.316, negative
F, 0.665, 0.52, 0.165, 1.6885, 0.7295, 0.407, 0.4265, negative
I, 0.625, 0.485, 0.16, 1.15, 0.5255, 0.257, 0.3315, negative
F, 0.67, 0.52, 0.195, 1.8065, 0.758, 0.3735, 0.5055, negative
M, 0.555, 0.44, 0.15, 0.755, 0.307, 0.1525, 0.26, negative
F, 0.63, 0.48, 0.15, 1.0525, 0.392, 0.336, 0.285, negative
M, 0.5, 0.405, 0.155, 0.772, 0.346, 0.1535, 0.245, negative
F, 0.57, 0.44, 0.125, 0.865, 0.3675, 0.1725, 0.27, negative
F, 0.505, 0.375, 0.18, 0.568, 0.2325, 0.1495, 0.17, negative
F, 0.62, 0.5, 0.175, 1.186, 0.4985, 0.3015, 0.35, negative
M, 0.54, 0.42, 0.155, 0.7385, 0.3515, 0.152, 0.215, negative
M, 0.56, 0.46, 0.235, 0.8395, 0.3325, 0.157, 0.305, negative
I, 0.435, 0.33, 0.125, 0.406, 0.1685, 0.1055, 0.096, negative
M, 0.35, 0.265, 0.09, 0.1775, 0.0575, 0.042, 0.068, negative
F, 0.44, 0.345, 0.17, 0.4085, 0.15, 0.0825, 0.1515, negative
M, 0.395, 0.295, 0.115, 0.316, 0.1205, 0.0595, 0.1105, negative
F, 0.48, 0.375, 0.105, 0.525, 0.2185, 0.1195, 0.155, negative
F, 0.6, 0.465, 0.165, 0.8875, 0.309, 0.246, 0.262, negative
M, 0.575, 0.45, 0.165, 0.9215, 0.3275, 0.225, 0.256, negative
M, 0.505, 0.405, 0.14, 0.875, 0.2665, 0.174, 0.285, negative
F, 0.595, 0.465, 0.14, 1.113, 0.5175, 0.244, 0.305, negative
M, 0.615, 0.505, 0.165, 1.34, 0.5315, 0.2815, 0.41, negative
F, 0.675, 0.565, 0.195, 1.8375, 0.7645, 0.3615, 0.553, negative
M, 0.7, 0.575, 0.19, 2.273, 1.095, 0.418, 0.638, negative
I, 0.62, 0.485, 0.18, 1.154, 0.4935, 0.256, 0.315, negative
M, 0.62, 0.485, 0.155, 1.0295, 0.425, 0.2315, 0.335, negative
M, 0.665, 0.515, 0.2, 1.2695, 0.5115, 0.2675, 0.436, negative
F, 0.67, 0.53, 0.205, 1.4015, 0.643, 0.2465, 0.416, negative
M, 0.68, 0.54, 0.19, 1.623, 0.7165, 0.354, 0.4715, negative
M, 0.7, 0.55, 0.175, 1.4405, 0.6565, 0.2985, 0.375, negative
M, 0.595, 0.47, 0.15, 0.8915, 0.359, 0.2105, 0.245, negative
F, 0.65, 0.5, 0.165, 1.1445, 0.485, 0.218, 0.365, negative
I, 0.56, 0.44, 0.17, 0.9445, 0.3545, 0.2175, 0.3, negative
F, 0.5, 0.405, 0.15, 0.5965, 0.253, 0.126, 0.185, negative
M, 0.45, 0.36, 0.16, 0.567, 0.174, 0.1245, 0.225, negative
F, 0.635, 0.51, 0.185, 1.286, 0.526, 0.295, 0.4105, negative
F, 0.645, 0.485, 0.15, 1.151, 0.5935, 0.2315, 0.293, negative
F, 0.655, 0.515, 0.2, 1.494, 0.7255, 0.309, 0.405, negative
F, 0.68, 0.505, 0.17, 1.3435, 0.657, 0.297, 0.355, negative
M, 0.595, 0.47, 0.175, 0.991, 0.382, 0.2395, 0.5, negative
M, 0.565, 0.45, 0.14, 1.0055, 0.3785, 0.244, 0.265, negative
F, 0.575, 0.48, 0.15, 0.8745, 0.375, 0.193, 0.29, negative
M, 0.485, 0.385, 0.125, 0.4775, 0.2, 0.0785, 0.17, negative
M, 0.55, 0.46, 0.13, 0.7085, 0.305, 0.1455, 0.205, negative
I, 0.55, 0.415, 0.135, 0.8095, 0.2985, 0.2015, 0.28, negative
F, 0.425, 0.325, 0.135, 0.382, 0.1465, 0.079, 0.14, negative
F, 0.49, 0.39, 0.135, 0.59, 0.215, 0.125, 0.1845, negative
M, 0.6, 0.475, 0.16, 1.164, 0.5045, 0.2635, 0.335, negative
F, 0.66, 0.5, 0.155, 1.3765, 0.6485, 0.288, 0.335, negative
M, 0.735, 0.555, 0.22, 2.333, 1.2395, 0.3645, 0.6195, negative
F, 0.595, 0.45, 0.165, 1.081, 0.49, 0.2525, 0.279, negative
F, 0.525, 0.41, 0.15, 0.708, 0.274, 0.151, 0.25, negative
F, 0.635, 0.5, 0.175, 1.477, 0.684, 0.3005, 0.39, negative
M, 0.605, 0.5, 0.175, 1.098, 0.4765, 0.232, 0.375, negative
M, 0.69, 0.53, 0.21, 1.583, 0.7355, 0.405, 0.3865, negative
M, 0.63, 0.485, 0.145, 1.062, 0.5065, 0.1785, 0.3365, negative
F, 0.62, 0.515, 0.155, 1.3255, 0.6685, 0.2605, 0.335, negative
M, 0.53, 0.435, 0.135, 0.7365, 0.3275, 0.1315, 0.22, negative
F, 0.61, 0.49, 0.17, 1.137, 0.4605, 0.2825, 0.344, negative
F, 0.605, 0.45, 0.195, 1.098, 0.481, 0.2895, 0.315, negative
F, 0.605, 0.485, 0.16, 1.222, 0.53, 0.2575, 0.28, negative
F, 0.53, 0.435, 0.17, 0.8155, 0.2985, 0.155, 0.275, negative
F, 0.6, 0.505, 0.19, 1.129, 0.4385, 0.256, 0.36, negative
F, 0.46, 0.355, 0.13, 0.458, 0.192, 0.1055, 0.13, negative
I, 0.615, 0.49, 0.155, 0.9885, 0.4145, 0.195, 0.345, negative
F, 0.405, 0.31, 0.12, 0.3095, 0.138, 0.058, 0.095, negative
I, 0.575, 0.455, 0.18, 0.8525, 0.3015, 0.1825, 0.3, negative
M, 0.555, 0.455, 0.16, 1.0575, 0.3925, 0.228, 0.293, negative
F, 0.58, 0.455, 0.165, 1.1365, 0.369, 0.3005, 0.275, negative
M, 0.62, 0.505, 0.185, 1.5275, 0.69, 0.368, 0.35, negative
M, 0.575, 0.44, 0.16, 0.9615, 0.483, 0.166, 0.275, negative
F, 0.595, 0.495, 0.235, 1.366, 0.5065, 0.219, 0.52, negative
M, 0.59, 0.475, 0.155, 0.857, 0.356, 0.174, 0.28, negative
F, 0.545, 0.445, 0.175, 0.8525, 0.3465, 0.189, 0.295, negative
F, 0.435, 0.35, 0.11, 0.384, 0.143, 0.1005, 0.125, negative
M, 0.535, 0.435, 0.155, 0.8915, 0.3415, 0.177, 0.25, negative
M, 0.555, 0.44, 0.135, 0.9025, 0.3805, 0.2105, 0.28, negative
M, 0.71, 0.56, 0.175, 1.724, 0.566, 0.4575, 0.4625, negative
F, 0.45, 0.35, 0.135, 0.56, 0.231, 0.137, 0.145, negative
M, 0.62, 0.48, 0.16, 1.0765, 0.412, 0.253, 0.3, negative
F, 0.735, 0.565, 0.225, 2.037, 0.87, 0.5145, 0.5675, negative
M, 0.53, 0.425, 0.11, 0.739, 0.237, 0.161, 0.295, negative
M, 0.625, 0.47, 0.145, 1.7855, 0.675, 0.247, 0.3245, negative
F, 0.67, 0.52, 0.19, 1.32, 0.5235, 0.3095, 0.4275, negative
