@relation abalone-19_vs_10-11-12-13
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
F, 0.605, 0.475, 0.175, 1.382, 0.609, 0.2325, 0.3985, negative
F, 0.615, 0.52, 0.15, 1.3435, 0.629, 0.2605, 0.345, negative
F, 0.635, 0.5, 0.15, 1.376, 0.6495, 0.361, 0.31, negative
F, 0.67, 0.585, 0.16, 1.309, 0.5445, 0.2945, 0.413, negative
M, 0.57, 0.45, 0.155, 1.195, 0.5625, 0.2565, 0.295, negative
M, 0.635, 0.525, 0.185, 1.4065, 0.684, 0.3, 0.3745, negative
M, 0.69, 0.505, 0.2, 1.872, 0.893, 0.4015, 0.48, negative
F, 0.695, 0.535, 0.175, 1.8385, 0.8035, 0.396, 0.503, negative
I, 0.575, 0.435, 0.13, 0.805, 0.3155, 0.2155, 0.245, negative
M, 0.6, 0.465, 0.155, 1.0165, 0.512, 0.2465, 0.225, negative
I, 0.545, 0.43, 0.15, 0.7285, 0.302, 0.1315, 0.2545, negative
F, 0.575, 0.42, 0.135, 0.857, 0.461, 0.147, 0.2125, negative
M, 0.58, 0.46, 0.155, 1.4395, 0.6715, 0.273, 0.2955, negative
M, 0.585, 0.46, 0.165, 1.1135, 0.5825, 0.2345, 0.274, negative
F, 0.615, 0.475, 0.155, 1.004, 0.4475, 0.193, 0.2895, negative
M, 0.615, 0.5, 0.17, 1.054, 0.4845, 0.228, 0.295, negative
M, 0.62, 0.51, 0.175, 1.2815, 0.5715, 0.2385, 0.39, negative
M, 0.635, 0.49, 0.16, 1.101, 0.534, 0.1865, 0.3455, negative
M, 0.645, 0.5, 0.195, 1.401, 0.6165, 0.3515, 0.3725, negative
F, 0.66, 0.515, 0.17, 1.337, 0.615, 0.3125, 0.3575, negative
F, 0.65, 0.545, 0.175, 1.5245, 0.59, 0.326, 0.495, negative
M, 0.67, 0.5, 0.19, 1.519, 0.616, 0.388, 0.415, negative
M, 0.705, 0.56, 0.165, 1.675, 0.797, 0.4095, 0.388, negative
I, 0.455, 0.36, 0.115, 0.457, 0.2085, 0.0855, 0.147, negative
I, 0.54, 0.425, 0.13, 0.7205, 0.2955, 0.169, 0.225, negative
M, 0.55, 0.435, 0.14, 0.7625, 0.327, 0.1685, 0.259, negative
I, 0.57, 0.43, 0.145, 0.833, 0.354, 0.144, 0.2815, negative
F, 0.575, 0.47, 0.155, 1.116, 0.509, 0.238, 0.34, negative
F, 0.585, 0.445, 0.14, 0.913, 0.4305, 0.2205, 0.253, negative
F, 0.6, 0.48, 0.18, 1.0645, 0.4495, 0.2455, 0.325, negative
M, 0.645, 0.505, 0.15, 1.1605, 0.519, 0.2615, 0.335, negative
F, 0.58, 0.43, 0.17, 1.48, 0.6535, 0.324, 0.4155, negative
M, 0.62, 0.47, 0.145, 1.0865, 0.511, 0.2715, 0.2565, negative
F, 0.635, 0.475, 0.15, 1.1845, 0.533, 0.307, 0.291, negative
M, 0.655, 0.545, 0.19, 1.4245, 0.6325, 0.333, 0.378, negative
I, 0.515, 0.415, 0.135, 0.7125, 0.285, 0.152, 0.245, negative
F, 0.58, 0.5, 0.165, 0.925, 0.37, 0.185, 0.3005, negative
M, 0.6, 0.475, 0.15, 0.99, 0.386, 0.2195, 0.3105, negative
I, 0.65, 0.52, 0.15, 1.238, 0.5495, 0.296, 0.3305, negative
M, 0.685, 0.535, 0.155, 1.3845, 0.6615, 0.2145, 0.4075, negative
M, 0.47, 0.365, 0.135, 0.522, 0.2395, 0.1525, 0.145, negative
F, 0.55, 0.47, 0.15, 0.9205, 0.381, 0.2435, 0.2675, negative
F, 0.4, 0.31, 0.115, 0.3465, 0.1475, 0.0695, 0.115, negative
I, 0.37, 0.29, 0.1, 0.25, 0.1025, 0.0505, 0.085, negative
M, 0.585, 0.48, 0.185, 1.04, 0.434, 0.265, 0.285, negative
F, 0.59, 0.455, 0.175, 0.966, 0.391, 0.2455, 0.31, negative
F, 0.455, 0.35, 0.14, 0.5725, 0.1965, 0.1325, 0.175, negative
M, 0.55, 0.46, 0.175, 0.869, 0.3155, 0.1825, 0.32, negative
F, 0.52, 0.415, 0.145, 0.8045, 0.3325, 0.1725, 0.285, negative
F, 0.615, 0.5, 0.165, 1.327, 0.6, 0.3015, 0.355, negative
M, 0.625, 0.48, 0.17, 1.3555, 0.671, 0.268, 0.3385, negative
F, 0.695, 0.55, 0.155, 1.8495, 0.767, 0.442, 0.4175, negative
M, 0.6, 0.49, 0.21, 1.9875, 1.005, 0.419, 0.491, negative
I, 0.49, 0.365, 0.125, 0.5585, 0.252, 0.126, 0.1615, negative
M, 0.58, 0.44, 0.175, 1.2255, 0.5405, 0.2705, 0.3265, negative
F, 0.62, 0.48, 0.165, 1.0125, 0.5325, 0.4365, 0.324, negative
M, 0.64, 0.515, 0.08, 1.042, 0.515, 0.1755, 0.175, negative
F, 0.59, 0.455, 0.15, 0.976, 0.465, 0.2055, 0.2765, negative
M, 0.605, 0.475, 0.19, 1.1255, 0.59, 0.247, 0.26, negative
M, 0.6, 0.45, 0.195, 1.34, 0.617, 0.3255, 0.3605, negative
M, 0.625, 0.515, 0.165, 1.217, 0.667, 0.2065, 0.3115, negative
F, 0.625, 0.49, 0.145, 0.92, 0.437, 0.1735, 0.28, negative
F, 0.63, 0.48, 0.165, 1.2615, 0.5505, 0.277, 0.3885, negative
M, 0.635, 0.485, 0.18, 1.1795, 0.4785, 0.2775, 0.355, negative
F, 0.665, 0.51, 0.175, 1.3805, 0.675, 0.2985, 0.325, negative
F, 0.655, 0.505, 0.175, 1.2905, 0.6205, 0.2965, 0.326, negative
F, 0.58, 0.435, 0.155, 0.8785, 0.425, 0.1685, 0.2425, negative
M, 0.63, 0.495, 0.18, 1.31, 0.495, 0.295, 0.4695, negative
M, 0.685, 0.51, 0.165, 1.545, 0.686, 0.3775, 0.4055, negative
M, 0.46, 0.355, 0.14, 0.491, 0.207, 0.115, 0.174, negative
M, 0.495, 0.38, 0.12, 0.474, 0.197, 0.1065, 0.1545, negative
M, 0.51, 0.4, 0.14, 0.6905, 0.259, 0.151, 0.23, negative
F, 0.655, 0.505, 0.165, 1.367, 0.5835, 0.3515, 0.396, negative
M, 0.645, 0.505, 0.165, 1.307, 0.4335, 0.262, 0.52, negative
M, 0.425, 0.34, 0.12, 0.388, 0.149, 0.087, 0.125, negative
F, 0.455, 0.36, 0.11, 0.4385, 0.206, 0.098, 0.125, negative
I, 0.54, 0.405, 0.15, 0.7585, 0.307, 0.2075, 0.19, negative
F, 0.61, 0.495, 0.175, 1.2635, 0.53, 0.315, 0.3455, negative
M, 0.635, 0.495, 0.155, 1.3635, 0.583, 0.2985, 0.295, negative
F, 0.715, 0.585, 0.23, 2.0725, 0.8655, 0.4095, 0.565, negative
M, 0.625, 0.495, 0.18, 1.0815, 0.4715, 0.254, 0.3135, negative
M, 0.67, 0.525, 0.18, 1.6615, 0.8005, 0.3645, 0.43, negative
I, 0.55, 0.425, 0.155, 0.8725, 0.412, 0.187, 0.2425, negative
F, 0.62, 0.48, 0.165, 1.043, 0.4835, 0.221, 0.31, negative
M, 0.62, 0.48, 0.165, 1.0855, 0.481, 0.2575, 0.305, negative
M, 0.65, 0.495, 0.16, 1.2075, 0.55, 0.2695, 0.32, negative
M, 0.515, 0.385, 0.13, 0.623, 0.2855, 0.1285, 0.175, negative
F, 0.545, 0.42, 0.175, 0.754, 0.256, 0.1775, 0.275, negative
F, 0.525, 0.43, 0.165, 0.717, 0.289, 0.1745, 0.195, negative
F, 0.52, 0.41, 0.16, 0.712, 0.2845, 0.153, 0.225, negative
I, 0.725, 0.55, 0.22, 2.0495, 0.7735, 0.4405, 0.655, negative
F, 0.72, 0.575, 0.195, 2.1505, 1.0745, 0.382, 0.585, negative
M, 0.625, 0.48, 0.175, 1.065, 0.4865, 0.259, 0.285, negative
M, 0.635, 0.48, 0.145, 1.181, 0.665, 0.229, 0.225, negative
I, 0.575, 0.45, 0.15, 0.858, 0.449, 0.166, 0.215, negative
F, 0.625, 0.485, 0.165, 1.2255, 0.5075, 0.296, 0.36, negative
M, 0.62, 0.465, 0.145, 0.911, 0.375, 0.2145, 0.278, negative
M, 0.57, 0.445, 0.16, 1.0145, 0.516, 0.164, 0.3, negative
M, 0.7, 0.545, 0.215, 1.9125, 0.8825, 0.4385, 0.506, negative
M, 0.52, 0.385, 0.165, 0.791, 0.375, 0.18, 0.1815, negative
F, 0.615, 0.48, 0.165, 1.1615, 0.513, 0.301, 0.305, negative
F, 0.455, 0.35, 0.14, 0.5185, 0.221, 0.1265, 0.135, negative
M, 0.645, 0.53, 0.195, 1.39, 0.6465, 0.2945, 0.3735, negative
M, 0.74, 0.57, 0.18, 1.8725, 0.9115, 0.427, 0.446, negative
F, 0.65, 0.51, 0.185, 1.375, 0.531, 0.384, 0.3985, negative
M, 0.53, 0.425, 0.13, 0.7455, 0.2995, 0.1355, 0.245, negative
F, 0.52, 0.425, 0.15, 0.813, 0.385, 0.2015, 0.23, negative
F, 0.62, 0.485, 0.175, 1.2155, 0.545, 0.253, 0.345, negative
F, 0.625, 0.475, 0.16, 1.3335, 0.605, 0.2875, 0.319, negative
M, 0.655, 0.505, 0.165, 1.27, 0.6035, 0.262, 0.335, negative
I, 0.51, 0.375, 0.15, 0.8415, 0.3845, 0.156, 0.255, negative
F, 0.645, 0.525, 0.17, 1.37, 0.6135, 0.283, 0.34, negative
M, 0.52, 0.395, 0.125, 0.5815, 0.2565, 0.1265, 0.17, negative
M, 0.49, 0.38, 0.135, 0.5415, 0.2175, 0.095, 0.19, negative
M, 0.575, 0.425, 0.14, 0.8635, 0.393, 0.227, 0.2, negative
F, 0.515, 0.425, 0.135, 0.712, 0.2665, 0.1605, 0.25, negative
M, 0.56, 0.435, 0.18, 0.889, 0.36, 0.204, 0.25, negative
F, 0.625, 0.49, 0.175, 1.233, 0.5565, 0.247, 0.365, negative
I, 0.47, 0.345, 0.115, 0.4885, 0.2005, 0.108, 0.166, negative
I, 0.535, 0.45, 0.17, 0.781, 0.3055, 0.1555, 0.295, negative
F, 0.43, 0.325, 0.115, 0.3865, 0.1475, 0.1065, 0.11, negative
M, 0.375, 0.3, 0.1, 0.2465, 0.104, 0.0475, 0.083, negative
F, 0.53, 0.455, 0.165, 0.9805, 0.3155, 0.2815, 0.2965, negative
M, 0.65, 0.525, 0.175, 1.4715, 0.675, 0.315, 0.399, negative
F, 0.68, 0.56, 0.195, 1.7775, 0.861, 0.322, 0.415, negative
F, 0.695, 0.56, 0.22, 1.834, 0.8455, 0.422, 0.455, negative
M, 0.525, 0.4, 0.14, 0.7325, 0.334, 0.1575, 0.17, negative
F, 0.595, 0.45, 0.15, 1.114, 0.5865, 0.2205, 0.25, negative
M, 0.605, 0.47, 0.165, 1.2315, 0.6025, 0.262, 0.2925, negative
F, 0.62, 0.51, 0.18, 1.3315, 0.594, 0.276, 0.388, negative
M, 0.65, 0.52, 0.21, 1.6785, 0.6665, 0.308, 0.46, negative
M, 0.67, 0.525, 0.165, 1.6085, 0.682, 0.3145, 0.4005, negative
M, 0.71, 0.565, 0.205, 2.198, 1.012, 0.5225, 0.5475, negative
M, 0.565, 0.39, 0.125, 0.744, 0.352, 0.13, 0.1685, negative
M, 0.645, 0.51, 0.16, 1.1835, 0.556, 0.2385, 0.345, negative
M, 0.645, 0.525, 0.16, 1.5075, 0.7455, 0.245, 0.4325, negative
F, 0.65, 0.505, 0.165, 1.16, 0.4785, 0.274, 0.349, negative
F, 0.67, 0.53, 0.225, 1.5615, 0.63, 0.487, 0.3725, negative
F, 0.73, 0.58, 0.19, 1.7375, 0.6785, 0.4345, 0.52, negative
F, 0.605, 0.485, 0.165, 0.9515, 0.4535, 0.193, 0.2765, negative
F, 0.61, 0.485, 0.17, 1.1005, 0.5125, 0.229, 0.305, negative
M, 0.63, 0.48, 0.15, 1.271, 0.6605, 0.2425, 0.31, negative
F, 0.655, 0.54, 0.215, 1.5555, 0.695, 0.296, 0.444, negative
M, 0.67, 0.545, 0.2, 1.7025, 0.833, 0.374, 0.41, negative
M, 0.63, 0.495, 0.175, 1.2695, 0.605, 0.271, 0.328, negative
M, 0.64, 0.525, 0.185, 1.707, 0.763, 0.4205, 0.4435, negative
F, 0.665, 0.505, 0.16, 1.2915, 0.631, 0.2925, 0.32, negative
F, 0.73, 0.56, 0.19, 1.9425, 0.799, 0.5195, 0.5655, negative
M, 0.735, 0.59, 0.215, 1.747, 0.7275, 0.403, 0.557, negative
F, 0.61, 0.475, 0.15, 1.1135, 0.5195, 0.2575, 0.3005, negative
M, 0.65, 0.525, 0.19, 1.6125, 0.777, 0.3685, 0.3965, negative
I, 0.42, 0.325, 0.1, 0.368, 0.1675, 0.0625, 0.1135, negative
F, 0.6, 0.47, 0.135, 0.97, 0.4655, 0.1955, 0.264, negative
M, 0.625, 0.495, 0.155, 1.0485, 0.487, 0.212, 0.3215, negative
F, 0.635, 0.52, 0.165, 1.3405, 0.5065, 0.296, 0.412, negative
M, 0.645, 0.49, 0.175, 1.32, 0.6525, 0.2375, 0.3385, negative
F, 0.655, 0.515, 0.18, 1.412, 0.6195, 0.2485, 0.497, negative
M, 0.675, 0.515, 0.15, 1.312, 0.556, 0.2845, 0.4115, negative
F, 0.675, 0.51, 0.185, 1.473, 0.6295, 0.3025, 0.4245, negative
I, 0.55, 0.42, 0.115, 0.668, 0.2925, 0.137, 0.209, negative
M, 0.58, 0.47, 0.165, 0.927, 0.3215, 0.1985, 0.315, negative
F, 0.435, 0.32, 0.12, 0.3785, 0.152, 0.0915, 0.125, negative
M, 0.585, 0.43, 0.16, 0.955, 0.3625, 0.176, 0.27, negative
M, 0.59, 0.49, 0.135, 1.008, 0.422, 0.2245, 0.285, negative
F, 0.59, 0.47, 0.17, 0.9, 0.355, 0.1905, 0.25, negative
M, 0.42, 0.34, 0.125, 0.4495, 0.165, 0.1125, 0.144, negative
M, 0.75, 0.555, 0.215, 2.201, 1.0615, 0.5235, 0.5285, negative
F, 0.61, 0.45, 0.13, 0.8725, 0.389, 0.1715, 0.272, negative
F, 0.58, 0.44, 0.125, 0.7855, 0.363, 0.1955, 0.195, negative
M, 0.635, 0.52, 0.175, 1.292, 0.6, 0.269, 0.367, negative
F, 0.635, 0.525, 0.18, 1.3695, 0.634, 0.318, 0.363, negative
F, 0.625, 0.515, 0.155, 1.1635, 0.4875, 0.259, 0.355, negative
F, 0.635, 0.505, 0.165, 1.251, 0.577, 0.227, 0.3825, negative
M, 0.65, 0.505, 0.17, 1.5595, 0.695, 0.3515, 0.395, negative
M, 0.675, 0.52, 0.145, 1.3645, 0.557, 0.3405, 0.385, negative
F, 0.52, 0.43, 0.15, 0.728, 0.302, 0.1575, 0.235, negative
M, 0.595, 0.455, 0.145, 0.942, 0.43, 0.182, 0.277, negative
I, 0.335, 0.26, 0.09, 0.1835, 0.078, 0.024, 0.065, negative
M, 0.565, 0.44, 0.115, 0.9185, 0.404, 0.1785, 0.29, negative
M, 0.465, 0.36, 0.125, 0.4365, 0.169, 0.1075, 0.145, negative
M, 0.6, 0.475, 0.15, 1.089, 0.5195, 0.223, 0.292, negative
F, 0.615, 0.49, 0.19, 1.1345, 0.4695, 0.257, 0.348, negative
F, 0.7, 0.575, 0.2, 1.7365, 0.7755, 0.3965, 0.461, negative
F, 0.7, 0.56, 0.175, 1.6605, 0.8605, 0.3275, 0.398, negative
M, 0.65, 0.515, 0.18, 1.463, 0.658, 0.3135, 0.4115, negative
M, 0.685, 0.53, 0.17, 1.56, 0.647, 0.383, 0.465, negative
F, 0.585, 0.42, 0.155, 1.034, 0.437, 0.2225, 0.32, negative
M, 0.685, 0.535, 0.175, 1.432, 0.637, 0.247, 0.46, negative
M, 0.78, 0.6, 0.21, 2.548, 1.1945, 0.5745, 0.6745, negative
F, 0.705, 0.56, 0.17, 1.4575, 0.607, 0.318, 0.44, negative
M, 0.625, 0.47, 0.17, 1.1665, 0.4605, 0.2565, 0.3945, negative
M, 0.455, 0.35, 0.105, 0.416, 0.1625, 0.097, 0.145, negative
M, 0.52, 0.41, 0.115, 0.77, 0.263, 0.157, 0.26, negative
M, 0.505, 0.39, 0.105, 0.6555, 0.2595, 0.18, 0.19, negative
F, 0.68, 0.55, 0.175, 1.473, 0.713, 0.282, 0.4295, negative
M, 0.55, 0.42, 0.145, 0.7385, 0.321, 0.1485, 0.252, negative
M, 0.6, 0.495, 0.175, 1.3005, 0.6195, 0.284, 0.3285, negative
F, 0.44, 0.345, 0.105, 0.4285, 0.165, 0.083, 0.132, negative
M, 0.5, 0.39, 0.13, 0.709, 0.275, 0.168, 0.18, negative
F, 0.675, 0.54, 0.21, 1.593, 0.686, 0.318, 0.45, negative
M, 0.56, 0.45, 0.145, 0.9355, 0.425, 0.1645, 0.2725, negative
M, 0.63, 0.485, 0.18, 1.2435, 0.5175, 0.308, 0.37, negative
M, 0.59, 0.445, 0.14, 0.931, 0.356, 0.234, 0.28, negative
F, 0.57, 0.465, 0.18, 1.295, 0.339, 0.2225, 0.44, negative
M, 0.61, 0.485, 0.175, 1.2445, 0.544, 0.297, 0.345, negative
F, 0.595, 0.455, 0.155, 1.0605, 0.5135, 0.2165, 0.3, negative
M, 0.51, 0.4, 0.13, 0.6435, 0.27, 0.1665, 0.205, negative
M, 0.57, 0.46, 0.14, 0.9535, 0.4465, 0.2065, 0.245, negative
F, 0.585, 0.465, 0.17, 0.9915, 0.3865, 0.224, 0.265, negative
F, 0.67, 0.55, 0.19, 1.3905, 0.5425, 0.3035, 0.4, negative
I, 0.56, 0.44, 0.165, 0.8, 0.335, 0.1735, 0.25, negative
F, 0.66, 0.5, 0.165, 1.1905, 0.4585, 0.298, 0.37, negative
I, 0.605, 0.495, 0.145, 1.054, 0.369, 0.2255, 0.36, negative
F, 0.38, 0.305, 0.105, 0.281, 0.1045, 0.0615, 0.09, negative
M, 0.505, 0.385, 0.15, 0.6415, 0.246, 0.152, 0.215, negative
M, 0.495, 0.385, 0.135, 0.709, 0.211, 0.1375, 0.262, negative
F, 0.705, 0.535, 0.18, 1.685, 0.693, 0.42, 0.4045, negative
M, 0.715, 0.55, 0.19, 2.0045, 1.0465, 0.407, 0.5075, negative
F, 0.605, 0.47, 0.16, 1.0835, 0.5405, 0.2215, 0.275, negative
F, 0.735, 0.565, 0.205, 2.1275, 0.949, 0.46, 0.565, negative
F, 0.68, 0.5, 0.185, 1.741, 0.7665, 0.3255, 0.4685, negative
I, 0.55, 0.42, 0.135, 0.816, 0.3995, 0.1485, 0.23, negative
I, 0.625, 0.47, 0.155, 1.1955, 0.643, 0.2055, 0.3145, negative
F, 0.645, 0.48, 0.19, 1.371, 0.6925, 0.2905, 0.35, negative
M, 0.665, 0.52, 0.175, 1.3725, 0.606, 0.32, 0.395, negative
F, 0.69, 0.55, 0.2, 1.569, 0.687, 0.3675, 0.46, negative
F, 0.72, 0.575, 0.18, 1.6705, 0.732, 0.3605, 0.501, negative
M, 0.605, 0.445, 0.14, 0.982, 0.4295, 0.2085, 0.295, negative
F, 0.72, 0.575, 0.215, 2.1, 0.8565, 0.4825, 0.602, negative
M, 0.62, 0.51, 0.175, 1.1505, 0.4375, 0.2265, 0.4, negative
M, 0.57, 0.45, 0.16, 0.8615, 0.3725, 0.2175, 0.255, negative
F, 0.515, 0.435, 0.17, 0.631, 0.2765, 0.111, 0.216, negative
F, 0.405, 0.325, 0.11, 0.3575, 0.145, 0.0725, 0.11, negative
F, 0.585, 0.415, 0.155, 0.6985, 0.3, 0.146, 0.195, negative
M, 0.645, 0.5, 0.175, 1.5105, 0.6735, 0.3755, 0.3775, negative
M, 0.63, 0.505, 0.175, 1.221, 0.555, 0.252, 0.34, negative
M, 0.645, 0.495, 0.19, 1.539, 0.6115, 0.408, 0.445, negative
F, 0.71, 0.53, 0.195, 1.8745, 0.6755, 0.4065, 0.6855, negative
M, 0.48, 0.38, 0.13, 0.6175, 0.3, 0.142, 0.175, negative
F, 0.645, 0.52, 0.19, 1.3105, 0.58, 0.288, 0.37, negative
F, 0.565, 0.45, 0.185, 0.9285, 0.302, 0.1805, 0.265, negative
F, 0.61, 0.48, 0.16, 1.234, 0.598, 0.238, 0.315, negative
F, 0.69, 0.525, 0.19, 1.492, 0.6425, 0.3905, 0.42, negative
F, 0.64, 0.5, 0.17, 1.12, 0.4955, 0.2645, 0.32, negative
F, 0.705, 0.555, 0.195, 1.7525, 0.7105, 0.4215, 0.516, negative
I, 0.62, 0.48, 0.18, 1.1305, 0.5285, 0.2655, 0.306, negative
M, 0.63, 0.49, 0.16, 1.09, 0.407, 0.224, 0.354, negative
M, 0.55, 0.41, 0.15, 0.785, 0.282, 0.186, 0.275, negative
M, 0.495, 0.38, 0.135, 0.6295, 0.263, 0.1425, 0.215, negative
M, 0.395, 0.28, 0.08, 0.266, 0.0995, 0.066, 0.09, negative
M, 0.585, 0.455, 0.155, 1.133, 0.5515, 0.223, 0.305, negative
M, 0.59, 0.46, 0.13, 1.102, 0.455, 0.2055, 0.33, negative
M, 0.645, 0.5, 0.175, 1.286, 0.5645, 0.288, 0.386, negative
F, 0.72, 0.565, 0.17, 1.613, 0.723, 0.3255, 0.4945, negative
M, 0.6, 0.45, 0.15, 0.8665, 0.3695, 0.1955, 0.255, negative
F, 0.61, 0.48, 0.19, 1.2955, 0.5215, 0.3225, 0.365, negative
I, 0.375, 0.28, 0.1, 0.2565, 0.1165, 0.0585, 0.0725, negative
F, 0.71, 0.555, 0.17, 1.47, 0.5375, 0.38, 0.431, negative
M, 0.555, 0.425, 0.13, 0.7665, 0.264, 0.168, 0.275, negative
F, 0.575, 0.46, 0.165, 1.124, 0.2985, 0.1785, 0.44, negative
M, 0.555, 0.445, 0.135, 0.836, 0.336, 0.1625, 0.275, negative
M, 0.565, 0.435, 0.185, 0.9815, 0.329, 0.136, 0.39, negative
F, 0.66, 0.53, 0.17, 1.326, 0.519, 0.2625, 0.44, negative
F, 0.55, 0.41, 0.145, 0.8285, 0.3095, 0.1905, 0.25, negative
M, 0.415, 0.345, 0.135, 0.3865, 0.128, 0.07, 0.148, negative
M, 0.55, 0.425, 0.155, 0.9175, 0.2775, 0.243, 0.335, negative
F, 0.45, 0.35, 0.145, 0.5425, 0.1765, 0.123, 0.175, negative
M, 0.505, 0.4, 0.125, 0.77, 0.2735, 0.159, 0.255, negative
F, 0.51, 0.39, 0.105, 0.612, 0.187, 0.15, 0.195, negative
F, 0.605, 0.46, 0.17, 1.122, 0.347, 0.3045, 0.315, negative
F, 0.705, 0.545, 0.18, 1.5395, 0.6075, 0.3675, 0.4645, negative
F, 0.65, 0.51, 0.155, 1.189, 0.483, 0.278, 0.3645, negative
F, 0.645, 0.5, 0.17, 1.1845, 0.4805, 0.274, 0.355, negative
F, 0.485, 0.375, 0.145, 0.5885, 0.2385, 0.1155, 0.19, negative
F, 0.62, 0.51, 0.15, 1.456, 0.581, 0.2875, 0.32, negative
M, 0.47, 0.375, 0.13, 0.5795, 0.2145, 0.164, 0.195, negative
M, 0.475, 0.395, 0.135, 0.592, 0.2465, 0.1645, 0.2, negative
M, 0.465, 0.355, 0.125, 0.5255, 0.2025, 0.135, 0.145, negative
F, 0.675, 0.555, 0.205, 1.925, 0.713, 0.358, 0.4535, negative
M, 0.55, 0.42, 0.17, 0.8465, 0.336, 0.2405, 0.245, negative
M, 0.525, 0.405, 0.16, 0.792, 0.316, 0.1455, 0.28, negative
F, 0.59, 0.485, 0.205, 1.2315, 0.4525, 0.238, 0.42, negative
F, 0.56, 0.435, 0.125, 0.8775, 0.3345, 0.2145, 0.29, negative
I, 0.495, 0.38, 0.145, 0.515, 0.175, 0.098, 0.212, negative
F, 0.51, 0.38, 0.13, 0.584, 0.224, 0.1355, 0.185, negative
M, 0.65, 0.525, 0.205, 1.4275, 0.69, 0.306, 0.4355, negative
I, 0.48, 0.39, 0.15, 0.6275, 0.276, 0.134, 0.185, negative
M, 0.655, 0.525, 0.18, 1.402, 0.624, 0.2935, 0.365, negative
F, 0.575, 0.46, 0.19, 0.994, 0.392, 0.2425, 0.34, negative
M, 0.675, 0.525, 0.185, 1.587, 0.6935, 0.336, 0.395, negative
