@relation abalone-19_vs_10-11-12-13
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
M, 0.77, 0.6, 0.215, 2.1945, 1.0515, 0.482, 0.584, negative
M, 0.66, 0.515, 0.165, 1.4465, 0.694, 0.298, 0.3755, negative
M, 0.63, 0.525, 0.195, 1.3135, 0.4935, 0.2565, 0.465, negative
M, 0.64, 0.485, 0.15, 1.098, 0.5195, 0.222, 0.3175, negative
M, 0.64, 0.495, 0.17, 1.139, 0.5395, 0.282, 0.285, negative
M, 0.63, 0.49, 0.165, 1.2005, 0.575, 0.273, 0.294, negative
F, 0.535, 0.4, 0.15, 1.224, 0.618, 0.275, 0.2875, negative
M, 0.555, 0.405, 0.19, 1.406, 0.6115, 0.342, 0.389, negative
M, 0.54, 0.42, 0.19, 0.6855, 0.293, 0.163, 0.38, negative
I, 0.55, 0.405, 0.15, 0.6755, 0.3015, 0.1465, 0.21, negative
M, 0.66, 0.525, 0.2, 1.489, 0.6065, 0.3795, 0.421, negative
M, 0.585, 0.46, 0.15, 1.206, 0.581, 0.216, 0.323, negative
M, 0.465, 0.36, 0.105, 0.488, 0.188, 0.0845, 0.19, negative
M, 0.535, 0.44, 0.165, 0.875, 0.279, 0.18, 0.3, negative
F, 0.505, 0.405, 0.16, 0.6835, 0.271, 0.145, 0.215, negative
M, 0.53, 0.43, 0.135, 0.879, 0.28, 0.2165, 0.25, negative
M, 0.64, 0.51, 0.17, 1.3715, 0.567, 0.307, 0.409, negative
M, 0.66, 0.525, 0.18, 1.478, 0.5815, 0.381, 0.372, negative
M, 0.59, 0.46, 0.145, 0.929, 0.38, 0.24, 0.255, negative
F, 0.565, 0.45, 0.175, 1.2365, 0.5305, 0.2455, 0.308, negative
I, 0.58, 0.46, 0.14, 0.9265, 0.4135, 0.1845, 0.27, negative
F, 0.67, 0.525, 0.195, 1.42, 0.573, 0.368, 0.3905, negative
I, 0.535, 0.45, 0.155, 0.8075, 0.3655, 0.148, 0.2595, negative
F, 0.545, 0.41, 0.125, 0.654, 0.2945, 0.1315, 0.205, negative
I, 0.595, 0.47, 0.135, 0.9365, 0.434, 0.184, 0.287, negative
F, 0.595, 0.44, 0.135, 0.964, 0.5005, 0.1715, 0.2575, negative
F, 0.595, 0.46, 0.155, 1.0455, 0.4565, 0.24, 0.3085, negative
M, 0.62, 0.525, 0.155, 1.085, 0.454, 0.1965, 0.35, negative
M, 0.66, 0.51, 0.18, 1.261, 0.5, 0.2335, 0.339, negative
F, 0.705, 0.53, 0.17, 1.564, 0.612, 0.394, 0.44, negative
F, 0.575, 0.42, 0.19, 1.764, 0.914, 0.377, 0.4095, negative
M, 0.53, 0.42, 0.135, 0.675, 0.294, 0.156, 0.1825, negative
M, 0.595, 0.48, 0.185, 1.1785, 0.526, 0.2975, 0.314, negative
M, 0.625, 0.5, 0.185, 1.2425, 0.5995, 0.248, 0.335, negative
F, 0.695, 0.535, 0.175, 1.361, 0.5465, 0.2815, 0.465, negative
M, 0.57, 0.44, 0.145, 0.8815, 0.3605, 0.1955, 0.2735, negative
F, 0.565, 0.455, 0.13, 1.058, 0.439, 0.2645, 0.3, negative
F, 0.565, 0.46, 0.15, 0.8765, 0.3455, 0.1925, 0.275, negative
F, 0.555, 0.44, 0.155, 1.016, 0.4935, 0.1855, 0.263, negative
M, 0.66, 0.515, 0.155, 1.4415, 0.7055, 0.3555, 0.335, negative
I, 0.495, 0.385, 0.125, 0.5125, 0.2075, 0.1155, 0.172, negative
F, 0.58, 0.425, 0.155, 0.873, 0.3615, 0.249, 0.239, negative
M, 0.625, 0.5, 0.175, 1.0565, 0.4615, 0.258, 0.305, negative
M, 0.55, 0.43, 0.18, 0.8265, 0.4405, 0.159, 0.225, negative
F, 0.575, 0.48, 0.17, 1.1, 0.506, 0.2485, 0.31, negative
I, 0.595, 0.475, 0.155, 0.984, 0.4865, 0.184, 0.2755, negative
M, 0.695, 0.53, 0.21, 1.51, 0.664, 0.4095, 0.385, negative
M, 0.615, 0.475, 0.17, 1.129, 0.4795, 0.302, 0.3, negative
F, 0.62, 0.5, 0.15, 1.293, 0.596, 0.3135, 0.354, negative
M, 0.635, 0.51, 0.155, 0.986, 0.405, 0.2255, 0.31, negative
M, 0.62, 0.485, 0.155, 1.049, 0.462, 0.231, 0.25, negative
M, 0.67, 0.51, 0.175, 1.5265, 0.651, 0.4475, 0.345, negative
M, 0.72, 0.57, 0.2, 1.8275, 0.919, 0.366, 0.485, negative
F, 0.655, 0.525, 0.175, 1.348, 0.5855, 0.2605, 0.394, negative
F, 0.6, 0.45, 0.14, 0.837, 0.37, 0.177, 0.2425, negative
I, 0.605, 0.48, 0.155, 0.9995, 0.425, 0.1985, 0.3, negative
I, 0.475, 0.365, 0.115, 0.499, 0.232, 0.0885, 0.156, negative
F, 0.53, 0.415, 0.115, 0.5915, 0.233, 0.1585, 0.18, negative
M, 0.56, 0.455, 0.155, 0.797, 0.34, 0.19, 0.2425, negative
M, 0.62, 0.465, 0.19, 1.3415, 0.5705, 0.3175, 0.355, negative
M, 0.58, 0.465, 0.145, 0.887, 0.4405, 0.1655, 0.265, negative
M, 0.555, 0.45, 0.145, 0.915, 0.4, 0.246, 0.285, negative
F, 0.58, 0.46, 0.12, 0.9935, 0.4625, 0.2385, 0.28, negative
M, 0.54, 0.42, 0.135, 0.8075, 0.3485, 0.1795, 0.235, negative
F, 0.655, 0.51, 0.155, 1.2895, 0.5345, 0.2855, 0.41, negative
M, 0.32, 0.245, 0.075, 0.1555, 0.0585, 0.038, 0.049, negative
I, 0.555, 0.425, 0.18, 0.875, 0.3695, 0.2005, 0.255, negative
F, 0.41, 0.32, 0.115, 0.387, 0.165, 0.1005, 0.0985, negative
M, 0.455, 0.35, 0.12, 0.4835, 0.1815, 0.144, 0.16, negative
F, 0.5, 0.375, 0.115, 0.5945, 0.185, 0.148, 0.19, negative
M, 0.53, 0.41, 0.165, 0.732, 0.189, 0.17, 0.31, negative
F, 0.64, 0.5, 0.17, 1.5175, 0.693, 0.326, 0.409, negative
F, 0.735, 0.6, 0.22, 2.555, 1.1335, 0.44, 0.6, negative
M, 0.655, 0.515, 0.16, 1.31, 0.553, 0.369, 0.345, negative
F, 0.71, 0.56, 0.18, 1.652, 0.735, 0.381, 0.4525, negative
I, 0.565, 0.44, 0.175, 0.8735, 0.414, 0.21, 0.21, negative
M, 0.6, 0.48, 0.155, 1.014, 0.451, 0.1885, 0.325, negative
M, 0.6, 0.46, 0.155, 0.9595, 0.4455, 0.189, 0.295, negative
I, 0.605, 0.485, 0.15, 1.238, 0.6315, 0.226, 0.33, negative
I, 0.605, 0.435, 0.13, 0.9025, 0.432, 0.174, 0.26, negative
M, 0.705, 0.555, 0.215, 2.141, 1.0465, 0.383, 0.528, negative
M, 0.68, 0.515, 0.17, 1.6115, 0.8415, 0.306, 0.395, negative
M, 0.7, 0.555, 0.2, 1.858, 0.73, 0.3665, 0.595, negative
F, 0.605, 0.505, 0.18, 1.434, 0.7285, 0.264, 0.431, negative
M, 0.63, 0.49, 0.17, 1.1745, 0.5255, 0.273, 0.339, negative
M, 0.625, 0.49, 0.185, 1.169, 0.5275, 0.2535, 0.344, negative
I, 0.505, 0.405, 0.13, 0.599, 0.2245, 0.1175, 0.225, negative
M, 0.615, 0.47, 0.145, 1.0285, 0.4435, 0.2825, 0.285, negative
F, 0.635, 0.505, 0.155, 1.2895, 0.594, 0.314, 0.345, negative
M, 0.69, 0.55, 0.18, 1.6915, 0.6655, 0.402, 0.5, negative
F, 0.505, 0.385, 0.115, 0.616, 0.243, 0.1075, 0.21, negative
F, 0.435, 0.35, 0.12, 0.4585, 0.192, 0.1, 0.13, negative
M, 0.655, 0.59, 0.2, 1.5455, 0.654, 0.3765, 0.415, negative
M, 0.455, 0.355, 0.13, 0.515, 0.2, 0.1275, 0.175, negative
F, 0.445, 0.335, 0.14, 0.4565, 0.1785, 0.114, 0.14, negative
F, 0.64, 0.5, 0.18, 1.4995, 0.593, 0.314, 0.431, negative
F, 0.595, 0.465, 0.15, 1.0255, 0.412, 0.2745, 0.289, negative
I, 0.56, 0.435, 0.135, 0.72, 0.329, 0.103, 0.251, negative
M, 0.6, 0.495, 0.185, 1.1145, 0.5055, 0.2635, 0.367, negative
M, 0.64, 0.505, 0.155, 1.1955, 0.5565, 0.211, 0.346, negative
F, 0.655, 0.515, 0.17, 1.527, 0.8485, 0.2635, 0.331, negative
I, 0.61, 0.425, 0.155, 1.0485, 0.507, 0.1955, 0.274, negative
F, 0.615, 0.475, 0.175, 1.194, 0.559, 0.259, 0.3165, negative
M, 0.7, 0.545, 0.185, 1.6135, 0.75, 0.4035, 0.3685, negative
F, 0.6, 0.45, 0.14, 0.869, 0.3425, 0.195, 0.291, negative
M, 0.675, 0.505, 0.16, 1.532, 0.74, 0.357, 0.3815, negative
F, 0.66, 0.525, 0.19, 1.67, 0.6525, 0.4875, 0.49, negative
M, 0.71, 0.57, 0.195, 1.348, 0.8985, 0.4435, 0.4535, negative
I, 0.63, 0.465, 0.15, 1.0315, 0.4265, 0.24, 0.325, negative
M, 0.655, 0.525, 0.16, 1.46, 0.686, 0.311, 0.405, negative
M, 0.66, 0.515, 0.2, 1.6465, 0.749, 0.422, 0.401, negative
M, 0.605, 0.49, 0.165, 1.1245, 0.492, 0.222, 0.3555, negative
M, 0.615, 0.47, 0.175, 1.242, 0.5675, 0.287, 0.317, negative
I, 0.63, 0.49, 0.17, 1.217, 0.5515, 0.212, 0.31, negative
M, 0.65, 0.52, 0.17, 1.3655, 0.6155, 0.2885, 0.36, negative
M, 0.65, 0.495, 0.17, 1.276, 0.6215, 0.2305, 0.399, negative
M, 0.65, 0.525, 0.19, 1.3685, 0.5975, 0.296, 0.4, negative
F, 0.67, 0.51, 0.155, 1.278, 0.5605, 0.3045, 0.358, negative
F, 0.675, 0.535, 0.185, 1.5575, 0.7035, 0.402, 0.4, negative
M, 0.675, 0.51, 0.17, 1.527, 0.809, 0.318, 0.341, negative
M, 0.705, 0.55, 0.21, 1.4385, 0.655, 0.3255, 0.462, negative
F, 0.65, 0.5, 0.17, 1.4045, 0.694, 0.318, 0.3235, negative
M, 0.68, 0.52, 0.175, 1.543, 0.7525, 0.351, 0.374, negative
I, 0.54, 0.4, 0.145, 0.757, 0.315, 0.181, 0.215, negative
F, 0.68, 0.55, 0.19, 1.807, 0.8225, 0.3655, 0.515, negative
M, 0.63, 0.48, 0.185, 1.21, 0.53, 0.2555, 0.322, negative
F, 0.585, 0.46, 0.15, 1.0035, 0.503, 0.2105, 0.2515, negative
M, 0.645, 0.51, 0.165, 1.403, 0.5755, 0.2515, 0.4545, negative
F, 0.63, 0.515, 0.16, 1.336, 0.553, 0.3205, 0.35, negative
F, 0.71, 0.545, 0.175, 1.907, 0.8725, 0.4565, 0.475, negative
M, 0.63, 0.49, 0.155, 1.229, 0.535, 0.29, 0.335, negative
F, 0.65, 0.505, 0.165, 1.357, 0.5725, 0.281, 0.43, negative
M, 0.695, 0.55, 0.195, 1.6645, 0.727, 0.36, 0.445, negative
M, 0.385, 0.31, 0.1, 0.2845, 0.1065, 0.075, 0.1, negative
F, 0.44, 0.355, 0.115, 0.415, 0.1585, 0.0925, 0.131, negative
M, 0.65, 0.5, 0.155, 1.202, 0.565, 0.3135, 0.294, negative
M, 0.71, 0.56, 0.22, 2.015, 0.9215, 0.454, 0.566, negative
F, 0.61, 0.47, 0.165, 1.1785, 0.566, 0.2785, 0.294, negative
M, 0.48, 0.375, 0.12, 0.5895, 0.2535, 0.128, 0.172, negative
M, 0.61, 0.48, 0.14, 1.0625, 0.516, 0.225, 0.2915, negative
I, 0.52, 0.41, 0.14, 0.6625, 0.2775, 0.1555, 0.196, negative
F, 0.72, 0.545, 0.185, 1.7185, 0.7925, 0.401, 0.468, negative
M, 0.6, 0.475, 0.23, 1.157, 0.522, 0.2235, 0.36, negative
I, 0.565, 0.43, 0.135, 0.8545, 0.321, 0.1775, 0.275, negative
I, 0.55, 0.445, 0.125, 0.672, 0.288, 0.1365, 0.21, negative
M, 0.63, 0.505, 0.155, 1.105, 0.492, 0.226, 0.325, negative
M, 0.5, 0.4, 0.13, 0.6645, 0.258, 0.133, 0.24, negative
F, 0.565, 0.44, 0.155, 0.9395, 0.4275, 0.214, 0.27, negative
M, 0.605, 0.47, 0.16, 1.1735, 0.4975, 0.2405, 0.345, negative
F, 0.52, 0.41, 0.155, 0.727, 0.291, 0.1835, 0.235, negative
F, 0.565, 0.45, 0.135, 0.9885, 0.387, 0.1495, 0.31, negative
F, 0.68, 0.515, 0.175, 1.6185, 0.5125, 0.409, 0.62, negative
F, 0.645, 0.51, 0.2, 1.5675, 0.621, 0.367, 0.46, negative
M, 0.63, 0.49, 0.18, 1.13, 0.458, 0.2765, 0.315, negative
F, 0.61, 0.495, 0.185, 1.1085, 0.3705, 0.3135, 0.33, negative
F, 0.525, 0.44, 0.15, 0.8425, 0.3685, 0.1985, 0.24, negative
M, 0.535, 0.42, 0.15, 0.6995, 0.2575, 0.153, 0.24, negative
F, 0.525, 0.405, 0.16, 0.658, 0.2655, 0.1125, 0.225, negative
F, 0.52, 0.41, 0.115, 0.807, 0.2855, 0.179, 0.235, negative
F, 0.615, 0.5, 0.175, 1.377, 0.5585, 0.33, 0.292, negative
F, 0.675, 0.525, 0.17, 1.8095, 0.784, 0.391, 0.455, negative
M, 0.61, 0.48, 0.165, 1.244, 0.6345, 0.257, 0.305, negative
F, 0.615, 0.475, 0.165, 1.023, 0.4905, 0.1955, 0.3035, negative
F, 0.7, 0.545, 0.13, 1.556, 0.6725, 0.374, 0.195, negative
M, 0.72, 0.575, 0.215, 2.173, 0.9515, 0.564, 0.5365, negative
M, 0.72, 0.565, 0.2, 2.1055, 1.017, 0.363, 0.494, negative
I, 0.57, 0.445, 0.145, 0.7405, 0.306, 0.172, 0.1825, negative
F, 0.61, 0.485, 0.15, 1.2405, 0.6025, 0.2915, 0.3085, negative
M, 0.635, 0.5, 0.17, 1.4345, 0.611, 0.309, 0.418, negative
F, 0.655, 0.505, 0.19, 1.3485, 0.5935, 0.2745, 0.425, negative
F, 0.66, 0.535, 0.175, 1.5175, 0.711, 0.3125, 0.415, negative
M, 0.67, 0.505, 0.16, 1.2585, 0.6255, 0.311, 0.308, negative
M, 0.77, 0.62, 0.195, 2.5155, 1.1155, 0.6415, 0.642, negative
F, 0.615, 0.495, 0.16, 1.255, 0.5815, 0.3195, 0.3225, negative
M, 0.635, 0.5, 0.165, 1.273, 0.6535, 0.213, 0.365, negative
M, 0.61, 0.5, 0.165, 1.2715, 0.4915, 0.185, 0.49, negative
M, 0.575, 0.45, 0.185, 0.925, 0.342, 0.197, 0.35, negative
M, 0.47, 0.37, 0.135, 0.547, 0.222, 0.1325, 0.17, negative
M, 0.55, 0.45, 0.155, 0.7895, 0.343, 0.159, 0.25, negative
F, 0.63, 0.505, 0.165, 1.065, 0.4595, 0.216, 0.315, negative
I, 0.625, 0.43, 0.175, 1.411, 0.572, 0.297, 0.395, negative
M, 0.5, 0.38, 0.135, 0.5835, 0.2295, 0.1265, 0.18, negative
M, 0.63, 0.47, 0.15, 1.1355, 0.539, 0.2325, 0.3115, negative
M, 0.735, 0.59, 0.205, 2.087, 0.909, 0.474, 0.625, negative
F, 0.64, 0.505, 0.19, 1.2765, 0.4835, 0.328, 0.4, negative
F, 0.48, 0.38, 0.135, 0.507, 0.1915, 0.1365, 0.155, negative
M, 0.65, 0.515, 0.185, 1.3745, 0.75, 0.1805, 0.369, negative
M, 0.645, 0.51, 0.19, 1.4865, 0.6445, 0.296, 0.425, negative
I, 0.5, 0.38, 0.155, 0.6675, 0.2745, 0.156, 0.18, negative
F, 0.53, 0.4, 0.165, 0.772, 0.2855, 0.1975, 0.23, negative
F, 0.59, 0.455, 0.165, 1.161, 0.38, 0.2455, 0.28, negative
M, 0.41, 0.325, 0.12, 0.3745, 0.158, 0.081, 0.125, negative
F, 0.655, 0.5, 0.14, 1.1705, 0.5405, 0.3175, 0.285, negative
F, 0.56, 0.46, 0.18, 0.97, 0.342, 0.196, 0.355, negative
F, 0.575, 0.45, 0.12, 0.9585, 0.447, 0.169, 0.275, negative
F, 0.595, 0.495, 0.185, 1.285, 0.416, 0.224, 0.485, negative
F, 0.58, 0.455, 0.17, 0.9075, 0.374, 0.2135, 0.285, negative
M, 0.605, 0.465, 0.165, 1.056, 0.4215, 0.2475, 0.34, negative
M, 0.62, 0.49, 0.19, 1.218, 0.5455, 0.2965, 0.355, negative
M, 0.5, 0.4, 0.165, 0.825, 0.254, 0.205, 0.285, negative
I, 0.32, 0.245, 0.08, 0.1585, 0.0635, 0.0325, 0.05, negative
M, 0.59, 0.47, 0.18, 1.1235, 0.4205, 0.2805, 0.36, negative
M, 0.63, 0.515, 0.155, 1.259, 0.4105, 0.197, 0.41, negative
F, 0.585, 0.465, 0.14, 0.908, 0.381, 0.1615, 0.315, negative
M, 0.58, 0.46, 0.13, 0.921, 0.357, 0.181, 0.29, negative
I, 0.52, 0.4, 0.145, 0.66, 0.267, 0.1055, 0.22, negative
I, 0.51, 0.4, 0.15, 0.745, 0.2865, 0.1675, 0.235, negative
F, 0.39, 0.3, 0.1, 0.265, 0.1075, 0.06, 0.0865, negative
I, 0.425, 0.345, 0.125, 0.425, 0.16, 0.0795, 0.154, negative
F, 0.535, 0.4, 0.15, 0.8045, 0.3345, 0.2125, 0.21, negative
M, 0.545, 0.42, 0.13, 0.879, 0.374, 0.1695, 0.23, negative
M, 0.505, 0.38, 0.13, 0.656, 0.227, 0.1785, 0.22, negative
I, 0.515, 0.42, 0.135, 0.711, 0.337, 0.144, 0.205, negative
M, 0.695, 0.545, 0.185, 1.5715, 0.6645, 0.3835, 0.4505, negative
F, 0.7, 0.575, 0.205, 1.773, 0.605, 0.447, 0.538, negative
M, 0.62, 0.49, 0.17, 1.2105, 0.5185, 0.2555, 0.335, negative
F, 0.535, 0.45, 0.135, 0.8075, 0.322, 0.181, 0.25, negative
F, 0.56, 0.43, 0.125, 0.8025, 0.313, 0.1715, 0.263, negative
M, 0.575, 0.47, 0.15, 1.1415, 0.4515, 0.204, 0.4, negative
M, 0.35, 0.255, 0.085, 0.2145, 0.1, 0.0465, 0.06, negative
I, 0.575, 0.45, 0.17, 0.9315, 0.358, 0.2145, 0.26, negative
F, 0.5, 0.385, 0.13, 0.768, 0.2625, 0.095, 0.27, negative
F, 0.675, 0.55, 0.175, 1.689, 0.694, 0.371, 0.474, negative
F, 0.7, 0.575, 0.205, 1.7975, 0.7295, 0.3935, 0.5165, negative
F, 0.66, 0.525, 0.16, 1.277, 0.4975, 0.319, 0.394, negative
F, 0.64, 0.475, 0.19, 1.151, 0.4365, 0.281, 0.3805, negative
F, 0.67, 0.545, 0.175, 1.707, 0.6995, 0.387, 0.575, negative
M, 0.485, 0.41, 0.15, 0.696, 0.2405, 0.1625, 0.265, negative
F, 0.695, 0.55, 0.16, 1.6365, 0.694, 0.3005, 0.44, negative
M, 0.575, 0.455, 0.185, 1.156, 0.5525, 0.243, 0.295, negative
I, 0.49, 0.385, 0.115, 0.683, 0.3265, 0.1615, 0.165, negative
M, 0.74, 0.535, 0.185, 1.65, 0.734, 0.4505, 0.335, negative
F, 0.605, 0.45, 0.165, 1.2225, 0.357, 0.202, 0.385, negative
M, 0.71, 0.55, 0.2, 1.9045, 0.882, 0.44, 0.5, negative
F, 0.595, 0.5, 0.18, 1.053, 0.4405, 0.192, 0.39, negative
M, 0.455, 0.355, 0.135, 0.4745, 0.1865, 0.0935, 0.168, negative
M, 0.63, 0.53, 0.175, 1.4135, 0.667, 0.2945, 0.3555, negative
M, 0.545, 0.41, 0.14, 0.625, 0.223, 0.16, 0.235, negative
F, 0.65, 0.515, 0.195, 1.4005, 0.5195, 0.36, 0.44, negative
F, 0.67, 0.52, 0.15, 1.406, 0.519, 0.348, 0.37, negative
M, 0.69, 0.515, 0.18, 1.8445, 0.9815, 0.4655, 0.341, negative
M, 0.535, 0.405, 0.175, 1.2705, 0.548, 0.3265, 0.337, negative
F, 0.475, 0.35, 0.115, 0.487, 0.194, 0.1455, 0.125, negative
