@relation abalone-19_vs_10-11-12-13
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
F, 0.73, 0.57, 0.165, 2.0165, 1.0685, 0.418, 0.435, negative
M, 0.615, 0.475, 0.175, 1.103, 0.4635, 0.3095, 0.2725, negative
M, 0.63, 0.51, 0.175, 1.3415, 0.6575, 0.262, 0.375, negative
I, 0.55, 0.425, 0.145, 0.89, 0.4325, 0.171, 0.236, negative
I, 0.56, 0.44, 0.14, 0.825, 0.402, 0.139, 0.245, negative
M, 0.625, 0.475, 0.175, 1.3405, 0.656, 0.283, 0.337, negative
I, 0.545, 0.43, 0.15, 0.742, 0.3525, 0.158, 0.208, negative
I, 0.59, 0.475, 0.145, 0.9745, 0.4675, 0.207, 0.259, negative
F, 0.615, 0.495, 0.165, 1.198, 0.5415, 0.2865, 0.3185, negative
F, 0.63, 0.485, 0.185, 1.167, 0.548, 0.2485, 0.34, negative
F, 0.66, 0.525, 0.18, 1.5965, 0.7765, 0.397, 0.3605, negative
F, 0.62, 0.5, 0.17, 1.148, 0.5475, 0.22, 0.3315, negative
M, 0.645, 0.505, 0.185, 1.463, 0.592, 0.3905, 0.416, negative
M, 0.57, 0.45, 0.145, 0.95, 0.4005, 0.2235, 0.2845, negative
M, 0.465, 0.405, 0.135, 0.7775, 0.436, 0.1715, 0.1455, negative
F, 0.525, 0.4, 0.135, 0.714, 0.318, 0.138, 0.208, negative
F, 0.63, 0.495, 0.19, 1.1655, 0.536, 0.2115, 0.1625, negative
I, 0.41, 0.3, 0.115, 0.2595, 0.097, 0.0515, 0.08, negative
M, 0.345, 0.265, 0.09, 0.163, 0.0615, 0.037, 0.0485, negative
F, 0.645, 0.52, 0.175, 1.3345, 0.667, 0.2665, 0.355, negative
M, 0.57, 0.47, 0.155, 1.186, 0.6355, 0.2315, 0.277, negative
M, 0.675, 0.515, 0.145, 1.265, 0.6025, 0.299, 0.325, negative
I, 0.55, 0.415, 0.15, 0.7915, 0.3535, 0.176, 0.236, negative
F, 0.585, 0.465, 0.145, 0.9855, 0.4325, 0.2145, 0.2845, negative
F, 0.65, 0.52, 0.195, 1.281, 0.5985, 0.246, 0.3825, negative
F, 0.66, 0.53, 0.17, 1.431, 0.622, 0.309, 0.398, negative
M, 0.685, 0.55, 0.19, 1.885, 0.89, 0.41, 0.4895, negative
M, 0.605, 0.455, 0.16, 1.1215, 0.533, 0.273, 0.271, negative
M, 0.615, 0.505, 0.165, 1.167, 0.4895, 0.2955, 0.345, negative
M, 0.625, 0.48, 0.18, 1.223, 0.565, 0.2975, 0.3375, negative
I, 0.575, 0.45, 0.145, 0.795, 0.364, 0.1505, 0.26, negative
M, 0.595, 0.46, 0.155, 1.03, 0.4275, 0.207, 0.3305, negative
M, 0.56, 0.44, 0.13, 0.8255, 0.2425, 0.202, 0.285, negative
M, 0.475, 0.37, 0.125, 0.655, 0.266, 0.1725, 0.185, negative
F, 0.35, 0.275, 0.065, 0.205, 0.0745, 0.0465, 0.07, negative
M, 0.6, 0.465, 0.155, 1.262, 0.6245, 0.2455, 0.33, negative
F, 0.635, 0.5, 0.18, 1.2565, 0.539, 0.292, 0.35, negative
F, 0.605, 0.465, 0.155, 1.1, 0.547, 0.2665, 0.2585, negative
I, 0.55, 0.445, 0.11, 0.7935, 0.378, 0.142, 0.26, negative
I, 0.57, 0.425, 0.14, 0.7655, 0.331, 0.14, 0.24, negative
F, 0.485, 0.375, 0.135, 0.556, 0.1925, 0.1315, 0.1685, negative
F, 0.55, 0.45, 0.15, 0.875, 0.362, 0.1755, 0.2765, negative
M, 0.64, 0.515, 0.18, 1.247, 0.5475, 0.2925, 0.3685, negative
I, 0.565, 0.46, 0.155, 0.8715, 0.3755, 0.215, 0.25, negative
M, 0.575, 0.445, 0.145, 0.876, 0.3795, 0.1615, 0.27, negative
I, 0.575, 0.45, 0.135, 0.8715, 0.45, 0.162, 0.225, negative
I, 0.605, 0.49, 0.165, 1.071, 0.482, 0.1935, 0.352, negative
M, 0.55, 0.44, 0.135, 0.879, 0.368, 0.2095, 0.265, negative
F, 0.605, 0.48, 0.15, 1.079, 0.4505, 0.2835, 0.293, negative
M, 0.625, 0.48, 0.145, 1.085, 0.4645, 0.2445, 0.327, negative
F, 0.68, 0.52, 0.185, 1.541, 0.5985, 0.395, 0.4575, negative
F, 0.56, 0.44, 0.14, 0.9285, 0.3825, 0.188, 0.3, negative
F, 0.575, 0.445, 0.135, 0.883, 0.381, 0.2035, 0.26, negative
F, 0.545, 0.43, 0.165, 0.802, 0.2935, 0.183, 0.28, negative
F, 0.63, 0.48, 0.16, 1.199, 0.5265, 0.335, 0.315, negative
M, 0.5, 0.41, 0.15, 0.662, 0.2815, 0.137, 0.22, negative
F, 0.565, 0.49, 0.155, 0.9245, 0.405, 0.2195, 0.255, negative
F, 0.525, 0.41, 0.135, 0.7085, 0.293, 0.1525, 0.235, negative
F, 0.475, 0.35, 0.115, 0.452, 0.1715, 0.092, 0.155, negative
F, 0.545, 0.415, 0.15, 0.7335, 0.2795, 0.163, 0.2185, negative
F, 0.41, 0.305, 0.1, 0.363, 0.1735, 0.065, 0.11, negative
I, 0.495, 0.39, 0.125, 0.6655, 0.284, 0.162, 0.2, negative
I, 0.46, 0.35, 0.12, 0.4885, 0.193, 0.105, 0.155, negative
I, 0.47, 0.35, 0.13, 0.466, 0.1845, 0.099, 0.145, negative
F, 0.425, 0.345, 0.11, 0.3665, 0.125, 0.081, 0.117, negative
F, 0.625, 0.49, 0.155, 1.2085, 0.465, 0.162, 0.411, negative
F, 0.685, 0.54, 0.16, 1.6675, 0.833, 0.3775, 0.475, negative
M, 0.59, 0.465, 0.155, 1.136, 0.5245, 0.2615, 0.275, negative
M, 0.645, 0.52, 0.175, 1.636, 0.779, 0.342, 0.432, negative
F, 0.75, 0.57, 0.21, 2.236, 1.109, 0.5195, 0.545, negative
F, 0.78, 0.63, 0.215, 2.657, 1.488, 0.4985, 0.586, negative
I, 0.55, 0.43, 0.145, 0.7895, 0.3745, 0.171, 0.223, negative
F, 0.625, 0.505, 0.175, 1.15, 0.5475, 0.256, 0.3045, negative
I, 0.63, 0.505, 0.18, 1.272, 0.6025, 0.295, 0.315, negative
F, 0.725, 0.6, 0.2, 1.737, 0.697, 0.3585, 0.595, negative
M, 0.625, 0.47, 0.18, 1.136, 0.451, 0.3245, 0.305, negative
M, 0.655, 0.51, 0.215, 1.7835, 0.8885, 0.4095, 0.4195, negative
M, 0.75, 0.55, 0.18, 1.893, 0.942, 0.397, 0.445, negative
M, 0.625, 0.49, 0.165, 1.1165, 0.4895, 0.2615, 0.3325, negative
M, 0.65, 0.505, 0.19, 1.274, 0.59, 0.23, 0.391, negative
M, 0.665, 0.525, 0.175, 1.443, 0.6635, 0.3845, 0.353, negative
M, 0.67, 0.52, 0.165, 1.39, 0.711, 0.2865, 0.3, negative
F, 0.685, 0.565, 0.175, 1.638, 0.7775, 0.375, 0.438, negative
M, 0.71, 0.575, 0.215, 2.009, 0.9895, 0.4475, 0.502, negative
F, 0.75, 0.565, 0.215, 1.938, 0.7735, 0.4825, 0.575, negative
M, 0.635, 0.495, 0.195, 1.172, 0.445, 0.3115, 0.3475, negative
M, 0.695, 0.53, 0.19, 1.726, 0.7625, 0.436, 0.455, negative
M, 0.72, 0.56, 0.18, 1.5865, 0.691, 0.375, 0.4425, negative
M, 0.73, 0.575, 0.21, 2.069, 0.9285, 0.409, 0.643, negative
M, 0.57, 0.455, 0.155, 0.832, 0.3585, 0.174, 0.277, negative
M, 0.6, 0.46, 0.17, 1.1805, 0.456, 0.337, 0.329, negative
F, 0.62, 0.495, 0.17, 1.062, 0.372, 0.213, 0.34, negative
F, 0.49, 0.385, 0.125, 0.5395, 0.2175, 0.128, 0.165, negative
F, 0.58, 0.455, 0.12, 0.94, 0.399, 0.257, 0.265, negative
I, 0.525, 0.43, 0.15, 0.7365, 0.3225, 0.161, 0.215, negative
I, 0.47, 0.35, 0.135, 0.567, 0.2315, 0.1465, 0.1525, negative
F, 0.52, 0.405, 0.14, 0.6915, 0.276, 0.137, 0.215, negative
M, 0.615, 0.475, 0.17, 1.1825, 0.474, 0.2895, 0.24, negative
M, 0.58, 0.46, 0.18, 1.145, 0.48, 0.277, 0.325, negative
M, 0.63, 0.505, 0.15, 1.3165, 0.6325, 0.2465, 0.37, negative
M, 0.67, 0.5, 0.2, 1.269, 0.576, 0.2985, 0.351, negative
M, 0.68, 0.52, 0.165, 1.4775, 0.724, 0.279, 0.406, negative
M, 0.68, 0.53, 0.18, 1.529, 0.7635, 0.3115, 0.4025, negative
I, 0.555, 0.435, 0.145, 0.6975, 0.262, 0.1575, 0.24, negative
M, 0.71, 0.565, 0.2, 1.601, 0.706, 0.321, 0.45, negative
F, 0.65, 0.525, 0.19, 1.385, 0.8875, 0.3095, 0.405, negative
F, 0.72, 0.565, 0.18, 1.719, 0.8465, 0.407, 0.3875, negative
M, 0.74, 0.595, 0.19, 2.3235, 1.1495, 0.5115, 0.505, negative
M, 0.6, 0.465, 0.165, 1.0475, 0.465, 0.2345, 0.315, negative
I, 0.61, 0.49, 0.16, 1.1545, 0.5865, 0.2385, 0.2915, negative
M, 0.625, 0.495, 0.175, 1.2075, 0.531, 0.281, 0.3525, negative
F, 0.645, 0.52, 0.17, 1.197, 0.526, 0.2925, 0.317, negative
M, 0.68, 0.515, 0.16, 1.2345, 0.618, 0.2625, 0.325, negative
M, 0.715, 0.55, 0.175, 1.825, 0.938, 0.3805, 0.44, negative
M, 0.64, 0.495, 0.165, 1.307, 0.678, 0.292, 0.266, negative
F, 0.61, 0.495, 0.16, 1.089, 0.469, 0.198, 0.384, negative
F, 0.64, 0.485, 0.145, 1.1335, 0.5525, 0.2505, 0.3015, negative
M, 0.655, 0.54, 0.165, 1.403, 0.6955, 0.2385, 0.42, negative
F, 0.695, 0.535, 0.2, 1.5855, 0.667, 0.334, 0.471, negative
M, 0.51, 0.395, 0.125, 0.5805, 0.244, 0.1335, 0.188, negative
M, 0.615, 0.495, 0.155, 1.2865, 0.435, 0.293, 0.3245, negative
M, 0.67, 0.515, 0.165, 1.1735, 0.526, 0.285, 0.316, negative
F, 0.505, 0.405, 0.18, 0.606, 0.239, 0.1235, 0.18, negative
I, 0.51, 0.405, 0.12, 0.61, 0.229, 0.131, 0.235, negative
M, 0.45, 0.335, 0.14, 0.478, 0.1865, 0.115, 0.16, negative
F, 0.62, 0.485, 0.175, 1.271, 0.531, 0.3075, 0.37, negative
M, 0.57, 0.455, 0.15, 0.96, 0.387, 0.2385, 0.275, negative
M, 0.595, 0.5, 0.165, 1.06, 0.402, 0.28, 0.275, negative
M, 0.565, 0.44, 0.155, 0.868, 0.348, 0.217, 0.26, negative
F, 0.495, 0.375, 0.15, 0.597, 0.2615, 0.135, 0.178, negative
F, 0.51, 0.34, 0.18, 0.7005, 0.312, 0.165, 0.2, negative
I, 0.445, 0.345, 0.13, 0.4075, 0.1365, 0.0645, 0.18, negative
I, 0.44, 0.31, 0.115, 0.3625, 0.134, 0.082, 0.12, negative
F, 0.64, 0.5, 0.165, 1.1635, 0.554, 0.239, 0.32, negative
I, 0.58, 0.47, 0.15, 0.907, 0.444, 0.1855, 0.2445, negative
F, 0.6, 0.475, 0.155, 1.059, 0.441, 0.19, 0.39, negative
I, 0.53, 0.395, 0.125, 0.6235, 0.2975, 0.108, 0.195, negative
I, 0.62, 0.47, 0.155, 0.966, 0.447, 0.171, 0.284, negative
M, 0.5, 0.42, 0.125, 0.62, 0.255, 0.15, 0.205, negative
F, 0.485, 0.4, 0.155, 0.731, 0.236, 0.183, 0.255, negative
M, 0.69, 0.55, 0.195, 1.777, 0.769, 0.38, 0.4305, negative
M, 0.72, 0.545, 0.195, 1.7475, 0.8215, 0.383, 0.4705, negative
M, 0.585, 0.51, 0.16, 1.218, 0.639, 0.241, 0.3, negative
F, 0.625, 0.49, 0.19, 1.7015, 0.7465, 0.4105, 0.3855, negative
F, 0.635, 0.485, 0.155, 1.073, 0.467, 0.1975, 0.35, negative
F, 0.675, 0.51, 0.15, 1.1965, 0.475, 0.304, 0.386, negative
F, 0.72, 0.59, 0.205, 1.7495, 0.7755, 0.4225, 0.48, negative
M, 0.585, 0.45, 0.15, 0.997, 0.4055, 0.283, 0.251, negative
F, 0.6, 0.5, 0.17, 1.13, 0.4405, 0.267, 0.335, negative
F, 0.585, 0.475, 0.165, 1.053, 0.458, 0.217, 0.3, negative
F, 0.565, 0.45, 0.165, 0.887, 0.37, 0.239, 0.249, negative
F, 0.615, 0.525, 0.155, 1.0385, 0.427, 0.2315, 0.345, negative
F, 0.625, 0.49, 0.2, 1.3825, 0.5895, 0.285, 0.381, negative
M, 0.62, 0.49, 0.16, 1.035, 0.44, 0.2525, 0.285, negative
M, 0.72, 0.565, 0.2, 1.787, 0.718, 0.385, 0.529, negative
M, 0.625, 0.49, 0.165, 1.1835, 0.517, 0.2375, 0.39, negative
M, 0.67, 0.54, 0.195, 1.217, 0.532, 0.2735, 0.3315, negative
F, 0.62, 0.5, 0.175, 1.107, 0.4895, 0.24, 0.343, negative
F, 0.565, 0.44, 0.16, 0.915, 0.354, 0.1935, 0.32, negative
M, 0.62, 0.51, 0.175, 1.615, 0.5105, 0.192, 0.675, negative
F, 0.5, 0.4, 0.145, 0.63, 0.234, 0.1465, 0.23, negative
I, 0.44, 0.35, 0.135, 0.435, 0.1815, 0.083, 0.125, negative
M, 0.62, 0.465, 0.185, 1.274, 0.579, 0.3065, 0.32, negative
M, 0.47, 0.375, 0.12, 0.5565, 0.226, 0.122, 0.195, negative
M, 0.535, 0.44, 0.15, 0.6765, 0.256, 0.139, 0.26, negative
M, 0.63, 0.48, 0.145, 1.0115, 0.4235, 0.237, 0.305, negative
I, 0.47, 0.37, 0.12, 0.4705, 0.1845, 0.1055, 0.155, negative
I, 0.515, 0.39, 0.14, 0.5555, 0.2, 0.1135, 0.2235, negative
F, 0.5, 0.385, 0.115, 0.6785, 0.2945, 0.138, 0.195, negative
M, 0.58, 0.465, 0.16, 1.0345, 0.315, 0.26, 0.3635, negative
M, 0.725, 0.505, 0.185, 1.978, 1.026, 0.4255, 0.4505, negative
F, 0.625, 0.48, 0.155, 1.2035, 0.5865, 0.239, 0.3185, negative
M, 0.63, 0.495, 0.16, 1.093, 0.497, 0.221, 0.315, negative
M, 0.69, 0.525, 0.2, 1.7825, 0.9165, 0.3325, 0.461, negative
F, 0.62, 0.48, 0.18, 1.2215, 0.582, 0.2695, 0.313, negative
M, 0.665, 0.525, 0.18, 1.429, 0.6715, 0.29, 0.4, negative
M, 0.565, 0.425, 0.1, 0.7145, 0.3055, 0.166, 0.18, negative
F, 0.64, 0.51, 0.2, 1.3905, 0.61, 0.3315, 0.41, negative
F, 0.505, 0.39, 0.175, 0.692, 0.267, 0.15, 0.215, negative
M, 0.51, 0.395, 0.145, 0.6185, 0.216, 0.1385, 0.24, negative
I, 0.535, 0.41, 0.155, 0.6315, 0.2745, 0.1415, 0.1815, negative
I, 0.415, 0.325, 0.115, 0.3285, 0.1405, 0.051, 0.106, negative
F, 0.45, 0.345, 0.115, 0.496, 0.1905, 0.117, 0.14, negative
F, 0.505, 0.38, 0.145, 0.651, 0.2935, 0.19, 0.17, negative
M, 0.52, 0.4, 0.165, 0.8565, 0.2745, 0.201, 0.21, negative
F, 0.48, 0.39, 0.125, 0.6905, 0.219, 0.155, 0.2, negative
F, 0.655, 0.545, 0.165, 1.6225, 0.6555, 0.299, 0.513, negative
F, 0.74, 0.575, 0.22, 2.012, 0.8915, 0.5265, 0.471, negative
F, 0.65, 0.565, 0.2, 1.6645, 0.753, 0.367, 0.43, negative
F, 0.67, 0.525, 0.19, 1.527, 0.5755, 0.353, 0.44, negative
M, 0.65, 0.51, 0.175, 1.3165, 0.6345, 0.2605, 0.364, negative
F, 0.49, 0.38, 0.13, 0.539, 0.229, 0.1355, 0.165, negative
F, 0.61, 0.47, 0.16, 1.017, 0.426, 0.2255, 0.32, negative
F, 0.595, 0.465, 0.145, 1.107, 0.402, 0.2415, 0.31, negative
F, 0.395, 0.3, 0.105, 0.3375, 0.1435, 0.0755, 0.098, negative
F, 0.48, 0.38, 0.145, 0.59, 0.232, 0.141, 0.23, negative
M, 0.65, 0.51, 0.175, 1.155, 0.4955, 0.2025, 0.385, negative
F, 0.67, 0.525, 0.195, 1.37, 0.6065, 0.2955, 0.407, negative
M, 0.74, 0.58, 0.205, 2.381, 0.8155, 0.4695, 0.488, negative
F, 0.575, 0.45, 0.1, 0.9315, 0.431, 0.222, 0.235, negative
M, 0.62, 0.5, 0.2, 1.221, 0.4605, 0.263, 0.43, negative
F, 0.525, 0.43, 0.125, 0.813, 0.3315, 0.166, 0.1775, negative
M, 0.52, 0.385, 0.115, 0.669, 0.2385, 0.172, 0.205, negative
M, 0.62, 0.48, 0.15, 1.266, 0.6285, 0.2575, 0.309, negative
I, 0.435, 0.335, 0.11, 0.383, 0.1555, 0.0675, 0.135, negative
M, 0.715, 0.52, 0.18, 1.6, 0.708, 0.3525, 0.445, negative
F, 0.705, 0.55, 0.2, 1.7095, 0.633, 0.4115, 0.49, negative
M, 0.615, 0.48, 0.18, 1.1595, 0.4845, 0.2165, 0.325, negative
M, 0.685, 0.52, 0.15, 1.343, 0.4635, 0.292, 0.4, negative
M, 0.58, 0.45, 0.175, 1.068, 0.425, 0.203, 0.32, negative
I, 0.44, 0.345, 0.1, 0.366, 0.122, 0.0905, 0.12, negative
I, 0.515, 0.4, 0.12, 0.659, 0.2705, 0.179, 0.17, negative
F, 0.51, 0.4, 0.13, 0.5735, 0.219, 0.1365, 0.195, negative
F, 0.43, 0.335, 0.12, 0.444, 0.155, 0.1145, 0.14, negative
M, 0.57, 0.44, 0.155, 1.116, 0.4775, 0.2315, 0.27, negative
F, 0.59, 0.445, 0.13, 1.1325, 0.3825, 0.234, 0.32, negative
M, 0.49, 0.38, 0.14, 0.6385, 0.2305, 0.142, 0.195, negative
M, 0.675, 0.545, 0.185, 1.7375, 0.876, 0.3135, 0.469, negative
F, 0.72, 0.575, 0.17, 1.9335, 0.913, 0.389, 0.51, negative
M, 0.62, 0.515, 0.175, 1.221, 0.535, 0.241, 0.395, negative
M, 0.675, 0.525, 0.16, 1.2835, 0.572, 0.2755, 0.3545, negative
M, 0.7, 0.55, 0.195, 1.6245, 0.675, 0.347, 0.535, negative
I, 0.43, 0.325, 0.11, 0.3675, 0.1355, 0.0935, 0.12, negative
M, 0.6, 0.48, 0.175, 1.229, 0.4125, 0.2735, 0.415, negative
F, 0.645, 0.525, 0.2, 1.449, 0.601, 0.2565, 0.505, negative
I, 0.445, 0.33, 0.1, 0.437, 0.163, 0.0755, 0.17, negative
M, 0.54, 0.415, 0.13, 0.8245, 0.272, 0.226, 0.24, negative
M, 0.57, 0.42, 0.155, 1.008, 0.377, 0.193, 0.34, negative
F, 0.52, 0.425, 0.145, 0.7, 0.207, 0.1905, 0.24, negative
F, 0.675, 0.55, 0.19, 1.551, 0.7105, 0.3685, 0.412, negative
M, 0.7, 0.54, 0.205, 1.74, 0.7885, 0.373, 0.4865, negative
M, 0.68, 0.54, 0.21, 1.7885, 0.8345, 0.408, 0.437, negative
M, 0.615, 0.49, 0.17, 1.145, 0.4915, 0.208, 0.343, negative
F, 0.645, 0.5, 0.18, 1.2785, 0.5345, 0.2995, 0.345, negative
M, 0.65, 0.515, 0.18, 1.3315, 0.5665, 0.347, 0.405, negative
F, 0.555, 0.42, 0.14, 0.868, 0.33, 0.243, 0.21, negative
F, 0.475, 0.375, 0.14, 0.501, 0.192, 0.1175, 0.175, negative
F, 0.665, 0.57, 0.185, 1.522, 0.6965, 0.3025, 0.405, negative
F, 0.455, 0.365, 0.11, 0.385, 0.166, 0.046, 0.1345, negative
I, 0.61, 0.48, 0.165, 1.097, 0.4215, 0.264, 0.335, negative
M, 0.545, 0.42, 0.125, 0.9745, 0.353, 0.174, 0.305, negative
M, 0.74, 0.605, 0.2, 2.4925, 1.1455, 0.575, 0.5235, negative
F, 0.695, 0.525, 0.205, 1.8185, 0.819, 0.4025, 0.4525, negative
F, 0.585, 0.42, 0.155, 0.9845, 0.442, 0.2155, 0.2875, negative
F, 0.655, 0.52, 0.175, 1.472, 0.6275, 0.27, 0.45, negative
F, 0.5, 0.4, 0.15, 0.8085, 0.273, 0.112, 0.295, negative
I, 0.615, 0.46, 0.19, 1.066, 0.4335, 0.226, 0.33, negative
M, 0.525, 0.41, 0.165, 0.8005, 0.2635, 0.1985, 0.25, negative
F, 0.625, 0.495, 0.16, 1.234, 0.6335, 0.192, 0.35, negative
I, 0.62, 0.485, 0.18, 1.1785, 0.4675, 0.2655, 0.39, negative
M, 0.555, 0.43, 0.165, 0.7575, 0.2735, 0.1635, 0.275, negative
