@relation abalone-19_vs_10-11-12-13
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
F, 0.65, 0.535, 0.175, 1.2895, 0.6095, 0.2765, 0.344, negative
M, 0.7, 0.525, 0.175, 1.7585, 0.8745, 0.3615, 0.47, negative
F, 0.525, 0.415, 0.15, 0.7055, 0.329, 0.147, 0.199, negative
M, 0.535, 0.43, 0.155, 0.7845, 0.3285, 0.169, 0.245, negative
M, 0.585, 0.465, 0.165, 0.885, 0.4025, 0.1625, 0.274, negative
M, 0.595, 0.475, 0.14, 1.0305, 0.4925, 0.217, 0.278, negative
M, 0.61, 0.48, 0.185, 1.3065, 0.6895, 0.2915, 0.29, negative
M, 0.625, 0.5, 0.14, 1.096, 0.5445, 0.2165, 0.295, negative
M, 0.72, 0.55, 0.205, 2.165, 1.1055, 0.525, 0.404, negative
M, 0.6, 0.45, 0.16, 1.142, 0.539, 0.225, 0.307, negative
F, 0.62, 0.48, 0.17, 1.1045, 0.535, 0.25, 0.287, negative
F, 0.72, 0.55, 0.18, 1.52, 0.637, 0.325, 0.435, negative
M, 0.53, 0.405, 0.15, 0.8315, 0.352, 0.187, 0.2525, negative
I, 0.54, 0.415, 0.11, 0.619, 0.2755, 0.15, 0.1765, negative
M, 0.595, 0.46, 0.17, 1.1295, 0.57, 0.2555, 0.265, negative
M, 0.62, 0.475, 0.195, 1.3585, 0.5935, 0.3365, 0.3745, negative
M, 0.625, 0.49, 0.12, 0.8765, 0.456, 0.18, 0.233, negative
M, 0.685, 0.505, 0.19, 1.533, 0.667, 0.4055, 0.41, negative
M, 0.575, 0.445, 0.14, 0.737, 0.325, 0.1405, 0.237, negative
F, 0.4, 0.335, 0.115, 0.4335, 0.2105, 0.1205, 0.12, negative
F, 0.385, 0.305, 0.125, 0.314, 0.146, 0.0555, 0.08, negative
M, 0.33, 0.235, 0.09, 0.163, 0.0615, 0.034, 0.055, negative
M, 0.575, 0.435, 0.13, 1.0105, 0.368, 0.222, 0.32, negative
F, 0.595, 0.475, 0.165, 1.148, 0.444, 0.214, 0.37, negative
F, 0.65, 0.545, 0.185, 1.5055, 0.6565, 0.341, 0.43, negative
F, 0.62, 0.51, 0.18, 1.233, 0.592, 0.274, 0.322, negative
F, 0.595, 0.465, 0.145, 0.7955, 0.3425, 0.1795, 0.2425, negative
M, 0.635, 0.495, 0.17, 1.3695, 0.657, 0.3055, 0.365, negative
M, 0.6, 0.46, 0.18, 1.14, 0.423, 0.2575, 0.365, negative
M, 0.66, 0.53, 0.175, 1.583, 0.7395, 0.3505, 0.405, negative
M, 0.715, 0.525, 0.2, 1.89, 0.95, 0.436, 0.4305, negative
I, 0.525, 0.405, 0.125, 0.657, 0.2985, 0.1505, 0.168, negative
F, 0.525, 0.425, 0.14, 0.8735, 0.4205, 0.182, 0.2225, negative
M, 0.6, 0.47, 0.16, 1.012, 0.441, 0.2015, 0.305, negative
F, 0.605, 0.49, 0.15, 1.1345, 0.4305, 0.2525, 0.35, negative
F, 0.65, 0.51, 0.175, 1.35, 0.575, 0.3155, 0.3885, negative
I, 0.535, 0.4, 0.145, 0.705, 0.3065, 0.1365, 0.22, negative
F, 0.555, 0.44, 0.14, 0.846, 0.346, 0.1715, 0.2735, negative
M, 0.615, 0.48, 0.185, 1.2205, 0.4985, 0.315, 0.33, negative
M, 0.615, 0.455, 0.13, 0.9685, 0.49, 0.182, 0.2655, negative
F, 0.645, 0.51, 0.155, 1.129, 0.5015, 0.24, 0.342, negative
F, 0.65, 0.505, 0.175, 1.2075, 0.5105, 0.262, 0.39, negative
M, 0.67, 0.52, 0.175, 1.4755, 0.6275, 0.379, 0.374, negative
M, 0.45, 0.355, 0.115, 0.478, 0.18, 0.1185, 0.155, negative
M, 0.54, 0.425, 0.12, 0.817, 0.2945, 0.153, 0.195, negative
F, 0.455, 0.375, 0.125, 0.458, 0.1985, 0.111, 0.12, negative
M, 0.695, 0.55, 0.205, 2.173, 1.133, 0.4665, 0.496, negative
M, 0.67, 0.51, 0.2, 1.5945, 0.6705, 0.3845, 0.4505, negative
M, 0.7, 0.6, 0.23, 2.003, 0.8105, 0.4045, 0.5755, negative
F, 0.69, 0.58, 0.195, 1.658, 0.708, 0.3615, 0.4715, negative
F, 0.575, 0.46, 0.165, 0.9575, 0.4815, 0.1945, 0.236, negative
I, 0.585, 0.47, 0.17, 0.985, 0.3695, 0.2395, 0.315, negative
F, 0.635, 0.495, 0.175, 1.2355, 0.5205, 0.3085, 0.347, negative
M, 0.59, 0.44, 0.135, 0.966, 0.439, 0.2145, 0.2605, negative
M, 0.485, 0.4, 0.135, 0.663, 0.313, 0.137, 0.2, negative
M, 0.755, 0.58, 0.205, 2.0065, 0.8295, 0.4015, 0.595, negative
I, 0.6, 0.475, 0.15, 1.12, 0.565, 0.2465, 0.27, negative
M, 0.705, 0.565, 0.515, 2.21, 1.1075, 0.4865, 0.512, negative
I, 0.515, 0.35, 0.105, 0.4745, 0.213, 0.123, 0.1275, negative
F, 0.675, 0.53, 0.175, 1.4465, 0.6775, 0.33, 0.389, negative
F, 0.64, 0.48, 0.145, 1.1145, 0.508, 0.24, 0.34, negative
F, 0.705, 0.57, 0.185, 1.761, 0.747, 0.3725, 0.488, negative
M, 0.475, 0.375, 0.12, 0.563, 0.2525, 0.1205, 0.185, negative
M, 0.735, 0.57, 0.21, 2.2355, 1.1705, 0.463, 0.5315, negative
F, 0.57, 0.47, 0.14, 0.871, 0.385, 0.211, 0.2315, negative
F, 0.6, 0.48, 0.165, 1.1345, 0.4535, 0.27, 0.335, negative
I, 0.47, 0.375, 0.105, 0.468, 0.1665, 0.108, 0.17, negative
I, 0.435, 0.34, 0.11, 0.407, 0.1685, 0.073, 0.13, negative
F, 0.6, 0.5, 0.16, 1.122, 0.5095, 0.256, 0.309, negative
M, 0.375, 0.28, 0.095, 0.2225, 0.0875, 0.043, 0.08, negative
F, 0.695, 0.56, 0.185, 1.7715, 0.8195, 0.331, 0.437, negative
M, 0.57, 0.48, 0.175, 1.185, 0.474, 0.261, 0.38, negative
F, 0.555, 0.425, 0.14, 0.788, 0.282, 0.1595, 0.285, negative
F, 0.545, 0.41, 0.125, 0.6935, 0.2975, 0.146, 0.21, negative
F, 0.49, 0.375, 0.135, 0.6125, 0.2555, 0.102, 0.22, negative
F, 0.505, 0.41, 0.15, 0.644, 0.285, 0.145, 0.21, negative
F, 0.54, 0.475, 0.155, 0.928, 0.394, 0.194, 0.26, negative
M, 0.49, 0.395, 0.14, 0.549, 0.2215, 0.1275, 0.15, negative
I, 0.39, 0.31, 0.1, 0.302, 0.116, 0.064, 0.115, negative
I, 0.49, 0.38, 0.12, 0.529, 0.2165, 0.139, 0.155, negative
M, 0.575, 0.47, 0.14, 0.8375, 0.3485, 0.1735, 0.24, negative
F, 0.61, 0.475, 0.14, 1.133, 0.5275, 0.2355, 0.35, negative
I, 0.445, 0.33, 0.12, 0.347, 0.12, 0.084, 0.105, negative
M, 0.315, 0.25, 0.09, 0.203, 0.0615, 0.037, 0.0795, negative
M, 0.525, 0.4, 0.13, 0.8295, 0.2405, 0.1825, 0.275, negative
M, 0.52, 0.42, 0.16, 0.745, 0.255, 0.157, 0.2885, negative
M, 0.6, 0.475, 0.175, 1.3445, 0.549, 0.2875, 0.36, negative
M, 0.6, 0.495, 0.175, 1.29, 0.606, 0.276, 0.3445, negative
F, 0.63, 0.495, 0.165, 1.3075, 0.599, 0.284, 0.315, negative
M, 0.645, 0.5, 0.175, 1.3385, 0.633, 0.299, 0.349, negative
M, 0.735, 0.585, 0.185, 2.124, 0.952, 0.55, 0.5, negative
M, 0.745, 0.565, 0.215, 1.931, 0.896, 0.4585, 0.5, negative
I, 0.465, 0.34, 0.11, 0.346, 0.1425, 0.073, 0.113, negative
F, 0.695, 0.565, 0.19, 1.7635, 0.7465, 0.399, 0.4975, negative
F, 0.71, 0.55, 0.17, 1.614, 0.743, 0.345, 0.45, negative
F, 0.62, 0.54, 0.165, 1.139, 0.4995, 0.2435, 0.357, negative
I, 0.62, 0.49, 0.16, 1.066, 0.446, 0.246, 0.305, negative
M, 0.65, 0.525, 0.185, 1.488, 0.665, 0.337, 0.378, negative
F, 0.67, 0.54, 0.195, 1.619, 0.74, 0.3305, 0.465, negative
F, 0.705, 0.545, 0.17, 1.58, 0.6435, 0.4565, 0.265, negative
F, 0.565, 0.445, 0.125, 0.8305, 0.3135, 0.1785, 0.23, negative
M, 0.57, 0.46, 0.155, 1.0005, 0.454, 0.205, 0.265, negative
F, 0.6, 0.465, 0.16, 1.133, 0.466, 0.2885, 0.298, negative
M, 0.64, 0.53, 0.165, 1.1895, 0.4765, 0.3, 0.35, negative
M, 0.72, 0.565, 0.19, 2.081, 1.0815, 0.4305, 0.503, negative
M, 0.685, 0.55, 0.2, 1.7725, 0.813, 0.387, 0.49, negative
M, 0.72, 0.585, 0.22, 1.914, 0.9155, 0.448, 0.479, negative
M, 0.5, 0.39, 0.145, 0.651, 0.273, 0.132, 0.22, negative
I, 0.37, 0.28, 0.09, 0.233, 0.0905, 0.0545, 0.07, negative
I, 0.355, 0.28, 0.1, 0.2275, 0.0935, 0.0455, 0.085, negative
M, 0.43, 0.345, 0.115, 0.3045, 0.0925, 0.055, 0.12, negative
F, 0.61, 0.485, 0.165, 1.087, 0.4255, 0.232, 0.38, negative
F, 0.63, 0.51, 0.185, 1.235, 0.5115, 0.349, 0.3065, negative
M, 0.545, 0.45, 0.15, 0.8795, 0.387, 0.15, 0.2625, negative
I, 0.66, 0.525, 0.215, 1.786, 0.6725, 0.3615, 0.4065, negative
M, 0.625, 0.495, 0.185, 1.3835, 0.7105, 0.3005, 0.345, negative
I, 0.565, 0.43, 0.15, 0.8215, 0.332, 0.1685, 0.29, negative
M, 0.58, 0.445, 0.15, 0.9525, 0.4315, 0.1945, 0.287, negative
F, 0.625, 0.5, 0.16, 1.217, 0.5725, 0.207, 0.355, negative
M, 0.64, 0.505, 0.18, 1.297, 0.59, 0.3125, 0.363, negative
M, 0.64, 0.575, 0.175, 1.4585, 0.625, 0.266, 0.4395, negative
M, 0.585, 0.45, 0.175, 1.1275, 0.4925, 0.262, 0.335, negative
I, 0.62, 0.475, 0.16, 0.907, 0.371, 0.167, 0.3075, negative
F, 0.655, 0.455, 0.17, 1.2895, 0.587, 0.3165, 0.3415, negative
F, 0.68, 0.52, 0.185, 1.494, 0.615, 0.3935, 0.406, negative
M, 0.545, 0.435, 0.145, 0.9385, 0.3685, 0.1245, 0.345, negative
M, 0.645, 0.5, 0.18, 1.461, 0.5985, 0.2425, 0.439, negative
M, 0.535, 0.42, 0.125, 0.764, 0.312, 0.1505, 0.265, negative
F, 0.47, 0.375, 0.105, 0.513, 0.232, 0.142, 0.13, negative
F, 0.495, 0.385, 0.135, 0.6625, 0.3005, 0.1635, 0.185, negative
M, 0.55, 0.45, 0.17, 0.81, 0.317, 0.157, 0.22, negative
M, 0.4, 0.31, 0.11, 0.314, 0.138, 0.057, 0.1, negative
I, 0.45, 0.355, 0.115, 0.4385, 0.184, 0.108, 0.1125, negative
M, 0.615, 0.475, 0.155, 1.0735, 0.4375, 0.2585, 0.31, negative
M, 0.71, 0.555, 0.175, 2.14, 1.2455, 0.3725, 0.434, negative
I, 0.53, 0.41, 0.15, 0.612, 0.2435, 0.1525, 0.1895, negative
M, 0.62, 0.48, 0.155, 1.2555, 0.527, 0.374, 0.3175, negative
M, 0.535, 0.41, 0.15, 0.8105, 0.345, 0.187, 0.24, negative
F, 0.49, 0.37, 0.115, 0.541, 0.171, 0.1175, 0.185, negative
I, 0.52, 0.41, 0.14, 0.5995, 0.242, 0.1375, 0.182, negative
I, 0.56, 0.44, 0.155, 0.811, 0.3685, 0.178, 0.235, negative
M, 0.6, 0.46, 0.155, 0.6655, 0.285, 0.149, 0.269, negative
M, 0.62, 0.485, 0.145, 1.003, 0.4655, 0.2195, 0.28, negative
F, 0.69, 0.535, 0.185, 1.826, 0.797, 0.409, 0.499, negative
M, 0.615, 0.475, 0.205, 1.337, 0.5995, 0.2815, 0.37, negative
M, 0.67, 0.535, 0.19, 1.669, 0.7465, 0.2935, 0.508, negative
M, 0.67, 0.525, 0.2, 1.7405, 0.6205, 0.297, 0.657, negative
F, 0.585, 0.455, 0.17, 0.9945, 0.4255, 0.263, 0.2845, negative
M, 0.53, 0.42, 0.165, 0.8945, 0.319, 0.239, 0.245, negative
M, 0.63, 0.49, 0.19, 1.1775, 0.4935, 0.3365, 0.285, negative
F, 0.595, 0.47, 0.155, 1.121, 0.4515, 0.178, 0.155, negative
I, 0.53, 0.42, 0.13, 0.8365, 0.3745, 0.167, 0.249, negative
M, 0.665, 0.505, 0.16, 1.289, 0.6145, 0.253, 0.3665, negative
F, 0.585, 0.485, 0.15, 1.079, 0.4145, 0.2115, 0.356, negative
F, 0.645, 0.5, 0.2, 1.4285, 0.639, 0.305, 0.36, negative
I, 0.52, 0.395, 0.115, 0.6445, 0.3155, 0.1245, 0.186, negative
M, 0.5, 0.385, 0.135, 0.551, 0.2245, 0.0715, 0.206, negative
M, 0.41, 0.31, 0.125, 0.3595, 0.1415, 0.0885, 0.115, negative
I, 0.58, 0.425, 0.145, 0.83, 0.379, 0.1605, 0.2575, negative
F, 0.575, 0.45, 0.16, 0.9775, 0.3135, 0.231, 0.33, negative
M, 0.61, 0.485, 0.17, 1.0225, 0.419, 0.2405, 0.36, negative
F, 0.415, 0.325, 0.105, 0.38, 0.1595, 0.0785, 0.12, negative
F, 0.66, 0.53, 0.185, 1.3485, 0.493, 0.245, 0.49, negative
F, 0.565, 0.505, 0.21, 1.2765, 0.501, 0.279, 0.355, negative
F, 0.59, 0.465, 0.15, 0.997, 0.392, 0.246, 0.34, negative
M, 0.545, 0.44, 0.12, 0.8565, 0.3475, 0.1715, 0.24, negative
F, 0.64, 0.52, 0.175, 1.248, 0.4245, 0.2595, 0.48, negative
F, 0.58, 0.44, 0.18, 0.854, 0.3665, 0.1635, 0.245, negative
F, 0.57, 0.45, 0.16, 0.9715, 0.3965, 0.255, 0.26, negative
F, 0.565, 0.45, 0.16, 0.795, 0.3605, 0.1555, 0.23, negative
I, 0.485, 0.355, 0.13, 0.581, 0.245, 0.132, 0.168, negative
F, 0.47, 0.355, 0.14, 0.433, 0.1525, 0.095, 0.152, negative
M, 0.54, 0.415, 0.145, 0.74, 0.2635, 0.168, 0.245, negative
M, 0.385, 0.285, 0.105, 0.2905, 0.1215, 0.0685, 0.0875, negative
F, 0.52, 0.405, 0.125, 0.6435, 0.2415, 0.1735, 0.21, negative
M, 0.68, 0.535, 0.185, 1.607, 0.7245, 0.3215, 0.498, negative
F, 0.73, 0.575, 0.185, 1.8795, 0.931, 0.38, 0.4825, negative
F, 0.595, 0.465, 0.155, 1.026, 0.4645, 0.112, 0.305, negative
M, 0.62, 0.495, 0.18, 1.2555, 0.5765, 0.254, 0.355, negative
F, 0.705, 0.57, 0.18, 1.5345, 0.96, 0.4195, 0.43, negative
F, 0.71, 0.57, 0.195, 1.9805, 0.9925, 0.4925, 0.48, negative
M, 0.75, 0.595, 0.205, 2.2205, 1.083, 0.421, 0.63, negative
M, 0.775, 0.63, 0.25, 2.7795, 1.3485, 0.76, 0.578, negative
M, 0.635, 0.525, 0.16, 1.195, 0.5435, 0.246, 0.335, negative
F, 0.645, 0.51, 0.18, 1.6195, 0.7815, 0.322, 0.4675, negative
M, 0.505, 0.395, 0.135, 0.5915, 0.288, 0.1315, 0.185, negative
F, 0.69, 0.54, 0.195, 1.2525, 0.73, 0.3975, 0.462, negative
M, 0.46, 0.375, 0.135, 0.4935, 0.186, 0.0845, 0.17, negative
M, 0.415, 0.315, 0.125, 0.388, 0.068, 0.09, 0.125, negative
F, 0.585, 0.455, 0.165, 0.998, 0.345, 0.2495, 0.315, negative
M, 0.525, 0.425, 0.12, 0.702, 0.3335, 0.1465, 0.22, negative
F, 0.505, 0.385, 0.135, 0.6185, 0.251, 0.1175, 0.2, negative
F, 0.475, 0.365, 0.13, 0.4805, 0.1905, 0.114, 0.1475, negative
M, 0.505, 0.4, 0.155, 0.8415, 0.2715, 0.1775, 0.285, negative
M, 0.64, 0.585, 0.195, 1.647, 0.7225, 0.331, 0.471, negative
M, 0.695, 0.525, 0.175, 1.742, 0.696, 0.389, 0.505, negative
M, 0.765, 0.585, 0.18, 2.398, 1.128, 0.512, 0.5335, negative
M, 0.65, 0.51, 0.175, 1.446, 0.6485, 0.2705, 0.45, negative
F, 0.61, 0.47, 0.195, 1.2735, 0.469, 0.3315, 0.398, negative
F, 0.75, 0.615, 0.205, 2.2635, 0.821, 0.423, 0.726, negative
M, 0.46, 0.355, 0.11, 0.415, 0.215, 0.082, 0.13, negative
M, 0.525, 0.415, 0.16, 0.6445, 0.26, 0.1575, 0.22, negative
F, 0.51, 0.395, 0.12, 0.6175, 0.262, 0.122, 0.193, negative
I, 0.45, 0.36, 0.125, 0.45, 0.191, 0.0865, 0.145, negative
F, 0.585, 0.475, 0.185, 0.8575, 0.3465, 0.1785, 0.275, negative
M, 0.455, 0.345, 0.125, 0.44, 0.169, 0.1065, 0.135, negative
F, 0.475, 0.375, 0.15, 0.559, 0.1955, 0.1215, 0.1945, negative
M, 0.675, 0.54, 0.175, 1.5545, 0.6645, 0.278, 0.512, negative
F, 0.565, 0.45, 0.165, 0.9765, 0.322, 0.244, 0.37, negative
F, 0.45, 0.36, 0.11, 0.447, 0.203, 0.082, 0.13, negative
F, 0.515, 0.395, 0.14, 0.686, 0.281, 0.1255, 0.22, negative
M, 0.72, 0.6, 0.235, 2.2385, 0.984, 0.411, 0.621, negative
M, 0.625, 0.5, 0.18, 1.3705, 0.645, 0.303, 0.3705, negative
M, 0.5, 0.38, 0.155, 0.5955, 0.2135, 0.161, 0.2, negative
M, 0.765, 0.6, 0.22, 2.302, 1.007, 0.509, 0.6205, negative
F, 0.74, 0.565, 0.205, 2.119, 0.9655, 0.5185, 0.482, negative
M, 0.745, 0.575, 0.2, 1.884, 0.954, 0.336, 0.495, negative
M, 0.625, 0.465, 0.14, 1.195, 0.4825, 0.205, 0.4, negative
M, 0.595, 0.465, 0.175, 1.115, 0.4015, 0.254, 0.39, negative
F, 0.525, 0.415, 0.17, 0.8325, 0.2755, 0.1685, 0.31, negative
F, 0.59, 0.475, 0.16, 1.1015, 0.4775, 0.2555, 0.295, negative
F, 0.45, 0.36, 0.125, 0.4995, 0.2035, 0.1, 0.17, negative
F, 0.54, 0.435, 0.175, 0.892, 0.322, 0.174, 0.335, negative
M, 0.645, 0.515, 0.24, 1.5415, 0.471, 0.369, 0.535, negative
M, 0.62, 0.475, 0.185, 1.325, 0.6045, 0.325, 0.33, negative
M, 0.49, 0.39, 0.14, 0.707, 0.2795, 0.2185, 0.18, negative
F, 0.49, 0.39, 0.135, 0.5785, 0.2465, 0.123, 0.2, negative
M, 0.5, 0.415, 0.165, 0.6885, 0.249, 0.138, 0.25, negative
M, 0.655, 0.53, 0.195, 1.388, 0.567, 0.2735, 0.41, negative
I, 0.48, 0.37, 0.12, 0.514, 0.2075, 0.131, 0.155, negative
I, 0.46, 0.355, 0.14, 0.4935, 0.216, 0.133, 0.115, negative
M, 0.56, 0.41, 0.165, 0.93, 0.3505, 0.237, 0.3, negative
M, 0.655, 0.535, 0.205, 1.6445, 0.7305, 0.3595, 0.46, negative
M, 0.725, 0.575, 0.24, 2.21, 1.351, 0.413, 0.5015, negative
I, 0.635, 0.5, 0.165, 1.489, 0.715, 0.3445, 0.3615, negative
M, 0.72, 0.55, 0.205, 2.125, 1.1455, 0.4425, 0.511, negative
M, 0.76, 0.605, 0.215, 2.173, 0.801, 0.4915, 0.646, negative
M, 0.55, 0.43, 0.16, 0.9295, 0.317, 0.1735, 0.355, negative
F, 0.515, 0.415, 0.13, 0.764, 0.276, 0.196, 0.25, negative
F, 0.625, 0.525, 0.195, 1.352, 0.4505, 0.2445, 0.53, negative
M, 0.495, 0.415, 0.165, 0.7485, 0.264, 0.134, 0.285, negative
F, 0.59, 0.465, 0.16, 1.1005, 0.506, 0.2525, 0.295, negative
M, 0.515, 0.42, 0.14, 0.769, 0.2505, 0.154, 0.29, negative
M, 0.695, 0.55, 0.22, 1.5515, 0.566, 0.3835, 0.445, negative
F, 0.49, 0.4, 0.145, 0.6635, 0.21, 0.1295, 0.2515, negative
F, 0.69, 0.545, 0.205, 1.933, 0.7855, 0.429, 0.498, negative
M, 0.67, 0.51, 0.18, 1.68, 0.926, 0.2975, 0.3935, negative
M, 0.7, 0.55, 0.2, 1.523, 0.693, 0.306, 0.4405, negative
F, 0.605, 0.495, 0.17, 1.0915, 0.4365, 0.2715, 0.335, negative
M, 0.72, 0.58, 0.19, 2.0885, 0.9955, 0.478, 0.5305, negative
M, 0.55, 0.435, 0.16, 0.906, 0.342, 0.219, 0.295, negative
F, 0.625, 0.475, 0.13, 0.8595, 0.3195, 0.1775, 0.24, negative
F, 0.58, 0.475, 0.165, 1.0385, 0.414, 0.26, 0.305, negative
F, 0.62, 0.5, 0.175, 1.146, 0.477, 0.23, 0.39, negative
F, 0.62, 0.485, 0.165, 1.166, 0.483, 0.238, 0.355, negative
I, 0.575, 0.475, 0.17, 0.967, 0.3775, 0.284, 0.275, negative
I, 0.44, 0.34, 0.125, 0.4895, 0.1735, 0.0875, 0.2, negative
M, 0.64, 0.5, 0.175, 1.273, 0.5065, 0.2925, 0.405, negative
F, 0.525, 0.415, 0.15, 0.7155, 0.2355, 0.171, 0.27, negative
F, 0.53, 0.425, 0.13, 0.717, 0.2115, 0.166, 0.255, negative
I, 0.605, 0.47, 0.14, 0.939, 0.3385, 0.201, 0.32, negative
