@relation abalone-21_vs_8
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
I, 0.525, 0.38, 0.135, 0.615, 0.261, 0.159, 0.175, negative
I, 0.545, 0.42, 0.125, 0.717, 0.358, 0.112, 0.22, negative
F, 0.575, 0.465, 0.195, 0.9965, 0.417, 0.247, 0.47, negative
F, 0.63, 0.5, 0.18, 1.1965, 0.514, 0.2325, 0.3995, negative
I, 0.435, 0.3, 0.12, 0.5965, 0.259, 0.139, 0.1645, negative
F, 0.535, 0.425, 0.135, 0.771, 0.3765, 0.1815, 0.1795, negative
I, 0.39, 0.31, 0.105, 0.2665, 0.1185, 0.0525, 0.081, negative
M, 0.555, 0.41, 0.125, 0.599, 0.2345, 0.1465, 0.194, negative
M, 0.61, 0.48, 0.14, 1.031, 0.4375, 0.2615, 0.27, negative
I, 0.325, 0.24, 0.07, 0.152, 0.0565, 0.0305, 0.054, negative
I, 0.405, 0.31, 0.09, 0.312, 0.138, 0.06, 0.087, negative
I, 0.48, 0.35, 0.135, 0.5465, 0.2735, 0.0995, 0.158, negative
M, 0.535, 0.42, 0.125, 0.738, 0.355, 0.1895, 0.1795, negative
M, 0.58, 0.45, 0.12, 0.8685, 0.418, 0.1475, 0.2605, negative
F, 0.61, 0.43, 0.14, 0.909, 0.438, 0.2, 0.22, negative
M, 0.47, 0.375, 0.115, 0.4265, 0.1685, 0.0755, 0.15, negative
M, 0.475, 0.36, 0.12, 0.578, 0.2825, 0.12, 0.17, negative
I, 0.315, 0.24, 0.07, 0.137, 0.0545, 0.0315, 0.04, negative
I, 0.325, 0.2, 0.08, 0.0995, 0.0395, 0.0225, 0.032, negative
F, 0.37, 0.275, 0.08, 0.227, 0.093, 0.0625, 0.07, negative
F, 0.47, 0.355, 0.18, 0.441, 0.1525, 0.1165, 0.135, negative
F, 0.6, 0.5, 0.155, 1.332, 0.6235, 0.2835, 0.35, negative
F, 0.53, 0.405, 0.15, 0.889, 0.4055, 0.2275, 0.215, negative
F, 0.57, 0.435, 0.14, 0.8585, 0.3905, 0.196, 0.2295, negative
M, 0.61, 0.48, 0.15, 1.1495, 0.564, 0.274, 0.264, negative
M, 0.615, 0.47, 0.155, 1.2, 0.5085, 0.32, 0.292, negative
F, 0.625, 0.49, 0.175, 1.1075, 0.4485, 0.2165, 0.3595, negative
I, 0.42, 0.315, 0.11, 0.4025, 0.1855, 0.083, 0.1015, negative
I, 0.455, 0.34, 0.115, 0.486, 0.261, 0.0655, 0.1315, negative
I, 0.525, 0.385, 0.13, 0.607, 0.2355, 0.125, 0.195, negative
I, 0.36, 0.27, 0.09, 0.232, 0.12, 0.0435, 0.056, negative
I, 0.495, 0.375, 0.12, 0.589, 0.3075, 0.1215, 0.1405, negative
M, 0.625, 0.5, 0.13, 1.082, 0.5785, 0.2045, 0.25, negative
I, 0.4, 0.315, 0.09, 0.3245, 0.151, 0.073, 0.088, negative
I, 0.475, 0.375, 0.11, 0.494, 0.211, 0.109, 0.1545, negative
I, 0.545, 0.43, 0.13, 0.7595, 0.358, 0.153, 0.2055, negative
F, 0.635, 0.5, 0.19, 1.29, 0.593, 0.3045, 0.352, negative
M, 0.56, 0.42, 0.15, 0.8755, 0.44, 0.1965, 0.2315, negative
M, 0.38, 0.3, 0.1, 0.2505, 0.106, 0.0535, 0.0775, negative
M, 0.52, 0.415, 0.175, 0.753, 0.258, 0.171, 0.255, negative
I, 0.375, 0.285, 0.1, 0.239, 0.105, 0.0555, 0.07, negative
I, 0.295, 0.21, 0.08, 0.1, 0.038, 0.026, 0.031, negative
F, 0.46, 0.35, 0.115, 0.44, 0.19, 0.1025, 0.13, negative
F, 0.58, 0.48, 0.18, 1.2495, 0.4945, 0.27, 0.371, negative
I, 0.495, 0.4, 0.145, 0.578, 0.2545, 0.1305, 0.1645, negative
F, 0.555, 0.42, 0.11, 0.931, 0.4445, 0.171, 0.225, negative
M, 0.615, 0.505, 0.19, 1.403, 0.6715, 0.2925, 0.365, negative
I, 0.45, 0.34, 0.105, 0.4385, 0.21, 0.0925, 0.12, negative
I, 0.51, 0.405, 0.13, 0.599, 0.3065, 0.1155, 0.1485, negative
I, 0.455, 0.435, 0.11, 0.4265, 0.195, 0.09, 0.1205, negative
I, 0.475, 0.36, 0.135, 0.4355, 0.196, 0.0925, 0.125, negative
F, 0.57, 0.42, 0.16, 0.8875, 0.4315, 0.1915, 0.223, negative
M, 0.515, 0.39, 0.14, 0.678, 0.341, 0.1325, 0.119, negative
I, 0.44, 0.32, 0.095, 0.3275, 0.1495, 0.059, 0.1, negative
I, 0.51, 0.395, 0.105, 0.5525, 0.234, 0.127, 0.165, negative
I, 0.425, 0.31, 0.095, 0.3505, 0.1645, 0.071, 0.1, negative
M, 0.475, 0.385, 0.12, 0.562, 0.289, 0.0905, 0.153, negative
I, 0.465, 0.355, 0.12, 0.5805, 0.255, 0.0915, 0.184, negative
M, 0.485, 0.39, 0.12, 0.599, 0.251, 0.1345, 0.169, negative
M, 0.665, 0.515, 0.165, 1.3855, 0.621, 0.302, 0.3445, negative
I, 0.54, 0.42, 0.14, 0.74, 0.3595, 0.159, 0.1985, negative
I, 0.52, 0.4, 0.14, 0.622, 0.278, 0.1455, 0.169, negative
M, 0.545, 0.45, 0.15, 0.7805, 0.3795, 0.1625, 0.216, negative
I, 0.515, 0.4, 0.14, 0.7165, 0.3495, 0.1595, 0.1785, negative
I, 0.48, 0.355, 0.11, 0.4495, 0.201, 0.089, 0.14, negative
I, 0.5, 0.385, 0.12, 0.56, 0.2835, 0.103, 0.135, negative
I, 0.525, 0.4, 0.13, 0.6455, 0.325, 0.1245, 0.17, negative
I, 0.54, 0.39, 0.125, 0.6255, 0.2525, 0.158, 0.19, negative
I, 0.49, 0.37, 0.11, 0.538, 0.271, 0.1035, 0.139, negative
F, 0.53, 0.42, 0.14, 0.627, 0.2905, 0.1165, 0.183, negative
M, 0.52, 0.425, 0.125, 0.79, 0.372, 0.205, 0.19, negative
