@relation abalone-21_vs_8
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
M, 0.52, 0.38, 0.135, 0.5825, 0.2505, 0.1565, 0.175, negative
I, 0.42, 0.31, 0.1, 0.2865, 0.115, 0.0735, 0.085, negative
M, 0.5, 0.4, 0.13, 0.7715, 0.37, 0.16, 0.211, negative
I, 0.45, 0.35, 0.12, 0.468, 0.2005, 0.1065, 0.1325, negative
F, 0.55, 0.425, 0.125, 0.964, 0.5475, 0.159, 0.215, negative
F, 0.58, 0.445, 0.145, 0.888, 0.41, 0.1815, 0.2425, negative
F, 0.585, 0.45, 0.16, 0.9045, 0.405, 0.2215, 0.2335, negative
F, 0.6, 0.46, 0.15, 1.235, 0.6025, 0.274, 0.29, negative
M, 0.69, 0.54, 0.185, 1.71, 0.7725, 0.3855, 0.4325, negative
I, 0.415, 0.315, 0.1, 0.3645, 0.1765, 0.0795, 0.095, negative
I, 0.49, 0.375, 0.125, 0.5445, 0.279, 0.115, 0.13, negative
F, 0.575, 0.48, 0.15, 0.897, 0.4235, 0.1905, 0.248, negative
I, 0.46, 0.35, 0.1, 0.471, 0.252, 0.077, 0.123, negative
F, 0.555, 0.445, 0.175, 1.1465, 0.551, 0.244, 0.2785, negative
F, 0.585, 0.455, 0.13, 0.8755, 0.411, 0.2065, 0.225, negative
F, 0.57, 0.425, 0.13, 0.782, 0.3695, 0.1745, 0.1965, negative
F, 0.58, 0.445, 0.135, 0.95, 0.484, 0.182, 0.2325, negative
I, 0.47, 0.385, 0.13, 0.587, 0.264, 0.117, 0.174, negative
M, 0.52, 0.465, 0.15, 0.9505, 0.456, 0.199, 0.255, negative
I, 0.55, 0.435, 0.165, 0.804, 0.34, 0.194, 0.244, negative
M, 0.58, 0.465, 0.15, 0.9065, 0.371, 0.1965, 0.29, negative
M, 0.49, 0.355, 0.155, 0.981, 0.465, 0.2015, 0.2505, negative
F, 0.505, 0.38, 0.13, 0.693, 0.391, 0.1195, 0.1515, negative
I, 0.535, 0.4, 0.135, 0.775, 0.368, 0.208, 0.2055, negative
M, 0.595, 0.485, 0.15, 1.0835, 0.5305, 0.231, 0.276, negative
I, 0.425, 0.32, 0.085, 0.262, 0.1235, 0.067, 0.0725, negative
M, 0.455, 0.35, 0.11, 0.458, 0.2, 0.111, 0.1305, negative
F, 0.55, 0.43, 0.15, 0.655, 0.2635, 0.122, 0.221, negative
M, 0.6, 0.465, 0.18, 1.193, 0.5145, 0.315, 0.3055, negative
F, 0.47, 0.36, 0.1, 0.4705, 0.1635, 0.089, 0.1385, negative
I, 0.39, 0.3, 0.105, 0.259, 0.0955, 0.038, 0.085, negative
I, 0.44, 0.35, 0.125, 0.456, 0.21, 0.0955, 0.131, negative
M, 0.48, 0.37, 0.13, 0.643, 0.349, 0.1155, 0.135, negative
I, 0.5, 0.385, 0.11, 0.596, 0.3015, 0.104, 0.151, negative
F, 0.505, 0.39, 0.12, 0.5725, 0.2555, 0.1325, 0.146, negative
F, 0.505, 0.475, 0.16, 1.1155, 0.509, 0.239, 0.3065, negative
I, 0.495, 0.375, 0.115, 0.5755, 0.31, 0.1145, 0.1395, negative
I, 0.39, 0.29, 0.09, 0.2745, 0.135, 0.0455, 0.078, negative
I, 0.465, 0.355, 0.12, 0.4975, 0.2375, 0.099, 0.14, negative
M, 0.59, 0.465, 0.135, 0.9895, 0.4235, 0.199, 0.28, negative
I, 0.435, 0.375, 0.11, 0.4155, 0.17, 0.076, 0.145, negative
I, 0.485, 0.37, 0.14, 0.5065, 0.2425, 0.088, 0.1465, negative
I, 0.53, 0.395, 0.115, 0.475, 0.2025, 0.101, 0.148, negative
F, 0.52, 0.375, 0.135, 0.5375, 0.221, 0.117, 0.17, negative
F, 0.44, 0.34, 0.135, 0.3975, 0.1505, 0.0945, 0.135, negative
M, 0.295, 0.23, 0.085, 0.125, 0.042, 0.0285, 0.043, negative
F, 0.47, 0.35, 0.115, 0.487, 0.1955, 0.127, 0.155, negative
M, 0.415, 0.315, 0.12, 0.4015, 0.199, 0.087, 0.097, negative
M, 0.61, 0.49, 0.16, 1.146, 0.597, 0.246, 0.265, negative
I, 0.485, 0.365, 0.09, 0.651, 0.3165, 0.132, 0.18, negative
I, 0.545, 0.405, 0.13, 0.658, 0.327, 0.1445, 0.174, negative
I, 0.49, 0.375, 0.115, 0.557, 0.2275, 0.1335, 0.1765, negative
M, 0.555, 0.435, 0.145, 0.9205, 0.404, 0.2275, 0.255, negative
I, 0.43, 0.315, 0.115, 0.384, 0.1885, 0.0715, 0.11, negative
M, 0.385, 0.255, 0.1, 0.3175, 0.137, 0.068, 0.092, negative
M, 0.47, 0.375, 0.12, 0.5805, 0.266, 0.0935, 0.169, negative
F, 0.53, 0.425, 0.13, 0.7585, 0.325, 0.197, 0.205, negative
F, 0.57, 0.445, 0.145, 0.8775, 0.412, 0.217, 0.22, negative
M, 0.515, 0.425, 0.145, 0.9365, 0.497, 0.181, 0.2185, negative
F, 0.55, 0.43, 0.14, 0.84, 0.375, 0.218, 0.1945, negative
I, 0.41, 0.3, 0.09, 0.28, 0.141, 0.0575, 0.075, negative
I, 0.465, 0.345, 0.11, 0.393, 0.1825, 0.0735, 0.12, negative
I, 0.475, 0.36, 0.145, 0.6325, 0.2825, 0.137, 0.19, negative
I, 0.445, 0.33, 0.11, 0.358, 0.1525, 0.067, 0.1185, negative
M, 0.515, 0.385, 0.11, 0.5785, 0.253, 0.16, 0.14, negative
I, 0.43, 0.32, 0.11, 0.3675, 0.1675, 0.102, 0.105, negative
M, 0.66, 0.485, 0.155, 1.2275, 0.61, 0.274, 0.3, negative
I, 0.5, 0.36, 0.12, 0.439, 0.1875, 0.1055, 0.1305, negative
M, 0.56, 0.43, 0.155, 0.8675, 0.4, 0.172, 0.229, negative
