@relation abalone-21_vs_8
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
I, 0.415, 0.31, 0.095, 0.311, 0.1125, 0.0625, 0.115, negative
I, 0.53, 0.43, 0.14, 0.677, 0.298, 0.0965, 0.23, negative
M, 0.45, 0.33, 0.105, 0.4955, 0.2575, 0.082, 0.129, negative
I, 0.475, 0.365, 0.12, 0.5185, 0.268, 0.1095, 0.1365, negative
F, 0.535, 0.42, 0.13, 0.699, 0.3125, 0.1565, 0.2035, negative
M, 0.47, 0.35, 0.1, 0.4775, 0.1885, 0.0885, 0.175, negative
F, 0.44, 0.33, 0.115, 0.4005, 0.143, 0.113, 0.12, negative
I, 0.495, 0.385, 0.125, 0.585, 0.2755, 0.1235, 0.165, negative
I, 0.395, 0.325, 0.105, 0.306, 0.111, 0.0735, 0.095, negative
F, 0.64, 0.5, 0.15, 1.0705, 0.371, 0.2705, 0.36, negative
M, 0.465, 0.375, 0.11, 0.5, 0.21, 0.113, 0.1505, negative
I, 0.51, 0.385, 0.15, 0.625, 0.3095, 0.119, 0.1725, negative
I, 0.55, 0.42, 0.13, 0.636, 0.294, 0.144, 0.1755, negative
F, 0.55, 0.44, 0.135, 0.8435, 0.434, 0.1995, 0.185, negative
M, 0.58, 0.455, 0.13, 0.852, 0.41, 0.1725, 0.225, negative
F, 0.585, 0.435, 0.14, 0.6955, 0.3085, 0.129, 0.2245, negative
F, 0.595, 0.465, 0.15, 1.1005, 0.5415, 0.166, 0.265, negative
I, 0.375, 0.29, 0.14, 0.3, 0.14, 0.0625, 0.0825, negative
I, 0.41, 0.315, 0.1, 0.3, 0.124, 0.0575, 0.1, negative
M, 0.45, 0.325, 0.115, 0.4305, 0.2235, 0.0785, 0.1155, negative
I, 0.46, 0.345, 0.105, 0.415, 0.187, 0.087, 0.11, negative
I, 0.485, 0.365, 0.14, 0.4475, 0.1895, 0.0925, 0.2305, negative
I, 0.515, 0.39, 0.11, 0.531, 0.2415, 0.098, 0.1615, negative
F, 0.545, 0.44, 0.15, 0.9475, 0.366, 0.239, 0.275, negative
I, 0.495, 0.375, 0.12, 0.614, 0.2855, 0.1365, 0.161, negative
I, 0.5, 0.37, 0.12, 0.5445, 0.249, 0.1065, 0.152, negative
F, 0.575, 0.425, 0.15, 0.8765, 0.455, 0.18, 0.228, negative
I, 0.595, 0.43, 0.165, 0.9845, 0.4525, 0.207, 0.2725, negative
I, 0.45, 0.33, 0.115, 0.365, 0.14, 0.0825, 0.1245, negative
I, 0.45, 0.34, 0.125, 0.4045, 0.171, 0.07, 0.1345, negative
I, 0.525, 0.4, 0.11, 0.6275, 0.3015, 0.126, 0.18, negative
M, 0.535, 0.41, 0.12, 0.6835, 0.3125, 0.1655, 0.159, negative
M, 0.46, 0.36, 0.125, 0.547, 0.2165, 0.1105, 0.19, negative
I, 0.295, 0.215, 0.075, 0.116, 0.037, 0.0295, 0.04, negative
I, 0.475, 0.365, 0.14, 0.4545, 0.171, 0.118, 0.158, negative
I, 0.395, 0.3, 0.09, 0.279, 0.134, 0.049, 0.075, negative
M, 0.55, 0.44, 0.155, 0.9155, 0.3645, 0.195, 0.25, negative
F, 0.555, 0.44, 0.145, 0.8815, 0.43, 0.1975, 0.2155, negative
F, 0.575, 0.46, 0.165, 1.065, 0.4985, 0.2145, 0.2815, negative
I, 0.54, 0.41, 0.135, 0.7025, 0.31, 0.177, 0.2, negative
I, 0.575, 0.455, 0.155, 0.8725, 0.349, 0.2095, 0.285, negative
M, 0.6, 0.47, 0.15, 0.928, 0.4225, 0.183, 0.275, negative
F, 0.655, 0.455, 0.17, 1.275, 0.583, 0.303, 0.333, negative
I, 0.47, 0.345, 0.12, 0.3685, 0.1525, 0.0615, 0.125, negative
I, 0.485, 0.365, 0.125, 0.426, 0.163, 0.0965, 0.151, negative
I, 0.52, 0.415, 0.14, 0.6385, 0.2945, 0.1405, 0.171, negative
I, 0.55, 0.45, 0.14, 0.753, 0.3445, 0.1325, 0.24, negative
I, 0.5, 0.395, 0.145, 0.7865, 0.332, 0.1815, 0.2455, negative
M, 0.465, 0.355, 0.12, 0.5315, 0.2725, 0.097, 0.1395, negative
M, 0.57, 0.45, 0.14, 0.9275, 0.477, 0.1605, 0.2515, negative
I, 0.335, 0.25, 0.095, 0.185, 0.0795, 0.0495, 0.055, negative
I, 0.485, 0.375, 0.125, 0.562, 0.2505, 0.1345, 0.1525, negative
I, 0.42, 0.31, 0.1, 0.2805, 0.1125, 0.0615, 0.0925, negative
I, 0.44, 0.325, 0.11, 0.4965, 0.258, 0.1195, 0.1075, negative
M, 0.515, 0.39, 0.12, 0.6125, 0.302, 0.1365, 0.1415, negative
I, 0.455, 0.335, 0.105, 0.4055, 0.175, 0.092, 0.1185, negative
I, 0.485, 0.375, 0.11, 0.464, 0.2015, 0.09, 0.149, negative
M, 0.55, 0.385, 0.13, 0.7275, 0.343, 0.1625, 0.19, negative
I, 0.56, 0.42, 0.14, 0.837, 0.414, 0.214, 0.2, negative
I, 0.5, 0.385, 0.12, 0.516, 0.197, 0.1305, 0.165, negative
M, 0.475, 0.37, 0.11, 0.4895, 0.2185, 0.107, 0.146, negative
I, 0.45, 0.355, 0.11, 0.4585, 0.194, 0.067, 0.14, negative
F, 0.37, 0.275, 0.1, 0.2225, 0.093, 0.026, 0.08, negative
M, 0.495, 0.395, 0.135, 0.6335, 0.3035, 0.1295, 0.1495, negative
M, 0.51, 0.405, 0.15, 0.7035, 0.347, 0.134, 0.1885, negative
M, 0.565, 0.435, 0.15, 0.99, 0.5795, 0.1825, 0.206, negative
F, 0.455, 0.355, 1.13, 0.594, 0.332, 0.116, 0.1335, negative
M, 0.39, 0.285, 0.095, 0.271, 0.11, 0.06, 0.08, negative
M, 0.48, 0.37, 0.1, 0.5135, 0.243, 0.1015, 0.135, negative
I, 0.47, 0.375, 0.125, 0.5225, 0.2265, 0.104, 0.162, negative
I, 0.45, 0.35, 0.11, 0.514, 0.253, 0.1045, 0.14, negative
M, 0.505, 0.39, 0.115, 0.5585, 0.2575, 0.119, 0.1535, negative
I, 0.35, 0.26, 0.095, 0.221, 0.0985, 0.043, 0.07, negative
