@relation abalone-21_vs_8
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.002, 2.8255]
@attribute Shucked_weight real [0.001, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
M, 0.59, 0.44, 0.15, 0.8725, 0.387, 0.215, 0.245, negative
I, 0.385, 0.3, 0.09, 0.308, 0.1525, 0.056, 0.0835, negative
I, 0.45, 0.34, 0.095, 0.3245, 0.1385, 0.064, 0.105, negative
I, 0.47, 0.355, 0.125, 0.499, 0.21, 0.0985, 0.155, negative
I, 0.515, 0.39, 0.125, 0.5705, 0.238, 0.1265, 0.185, negative
M, 0.525, 0.415, 0.145, 0.845, 0.3525, 0.1635, 0.2875, negative
I, 0.54, 0.425, 0.135, 0.686, 0.3475, 0.1545, 0.213, negative
I, 0.555, 0.435, 0.14, 0.765, 0.3945, 0.15, 0.206, negative
F, 0.6, 0.46, 0.155, 0.9735, 0.427, 0.2045, 0.3, negative
I, 0.6, 0.48, 0.17, 0.9175, 0.38, 0.2225, 0.29, negative
F, 0.49, 0.355, 0.16, 0.8795, 0.3485, 0.215, 0.2825, negative
I, 0.495, 0.38, 0.135, 0.5095, 0.2065, 0.1165, 0.165, negative
I, 0.525, 0.405, 0.145, 0.6965, 0.3045, 0.1535, 0.21, negative
I, 0.415, 0.325, 0.11, 0.316, 0.1385, 0.0795, 0.0925, negative
I, 0.32, 0.255, 0.085, 0.1745, 0.072, 0.033, 0.057, negative
I, 0.385, 0.28, 0.1, 0.2755, 0.1305, 0.061, 0.0725, negative
F, 0.5, 0.38, 0.14, 0.6355, 0.277, 0.143, 0.1785, negative
M, 0.525, 0.385, 0.1, 0.5115, 0.246, 0.1005, 0.1455, negative
F, 0.535, 0.46, 0.145, 0.7875, 0.3395, 0.2005, 0.2, negative
F, 0.46, 0.36, 0.115, 0.4755, 0.2105, 0.105, 0.16, negative
I, 0.42, 0.325, 0.115, 0.354, 0.1625, 0.064, 0.105, negative
F, 0.43, 0.34, 0.11, 0.382, 0.154, 0.0955, 0.109, negative
M, 0.44, 0.325, 0.08, 0.413, 0.144, 0.1015, 0.13, negative
F, 0.465, 0.35, 0.135, 0.6265, 0.259, 0.1445, 0.175, negative
I, 0.475, 0.355, 0.105, 0.468, 0.201, 0.1115, 0.12, negative
M, 0.63, 0.48, 0.165, 1.286, 0.604, 0.271, 0.35, negative
I, 0.485, 0.375, 0.13, 0.5535, 0.266, 0.112, 0.157, negative
M, 0.49, 0.38, 0.11, 0.554, 0.2935, 0.1005, 0.15, negative
I, 0.395, 0.32, 0.1, 0.3075, 0.149, 0.0535, 0.09, negative
I, 0.485, 0.38, 0.125, 0.5215, 0.2215, 0.118, 0.16, negative
M, 0.57, 0.42, 0.14, 0.8745, 0.416, 0.165, 0.25, negative
F, 0.645, 0.49, 0.16, 1.144, 0.5015, 0.289, 0.319, negative
M, 0.505, 0.365, 0.115, 0.521, 0.25, 0.096, 0.15, negative
F, 0.535, 0.445, 0.125, 0.8725, 0.417, 0.199, 0.24, negative
I, 0.55, 0.425, 0.13, 0.664, 0.2695, 0.163, 0.21, negative
I, 0.56, 0.43, 0.13, 0.728, 0.3355, 0.1435, 0.2175, negative
I, 0.43, 0.345, 0.115, 0.4295, 0.212, 0.108, 0.109, negative
M, 0.485, 0.365, 0.155, 1.029, 0.4235, 0.2285, 0.313, negative
F, 0.525, 0.41, 0.135, 0.7905, 0.4065, 0.198, 0.177, negative
I, 0.375, 0.285, 0.09, 0.237, 0.106, 0.0395, 0.08, negative
I, 0.39, 0.28, 0.09, 0.215, 0.0845, 0.034, 0.079, negative
I, 0.435, 0.325, 0.105, 0.335, 0.136, 0.065, 0.115, negative
I, 0.495, 0.375, 0.115, 0.507, 0.241, 0.103, 0.15, negative
I, 0.5, 0.38, 0.135, 0.5285, 0.226, 0.123, 0.209, negative
I, 0.575, 0.43, 0.13, 0.7425, 0.2895, 0.2005, 0.22, negative
I, 0.345, 0.285, 0.1, 0.2225, 0.0865, 0.058, 0.075, negative
M, 0.335, 0.255, 0.075, 0.1635, 0.0615, 0.0345, 0.057, negative
I, 0.35, 0.28, 0.075, 0.196, 0.082, 0.04, 0.064, negative
I, 0.48, 0.355, 0.115, 0.5785, 0.25, 0.106, 0.184, negative
M, 0.59, 0.47, 0.135, 1.1685, 0.539, 0.279, 0.28, negative
F, 0.61, 0.47, 0.16, 1.0745, 0.4925, 0.236, 0.29, negative
M, 0.56, 0.415, 0.13, 0.7615, 0.3695, 0.17, 0.1955, negative
I, 0.425, 0.325, 0.11, 0.405, 0.1695, 0.092, 0.1065, negative
I, 0.435, 0.34, 0.12, 0.396, 0.1775, 0.081, 0.125, negative
I, 0.445, 0.355, 0.095, 0.3615, 0.1415, 0.0785, 0.12, negative
I, 0.525, 0.39, 0.105, 0.567, 0.2875, 0.1075, 0.16, negative
I, 0.53, 0.42, 0.13, 0.658, 0.296, 0.1245, 0.198, negative
M, 0.535, 0.415, 0.135, 0.78, 0.3165, 0.169, 0.2365, negative
F, 0.655, 0.53, 0.165, 1.2835, 0.583, 0.1255, 0.4, negative
I, 0.37, 0.285, 0.095, 0.226, 0.1135, 0.0515, 0.0675, negative
I, 0.44, 0.34, 0.105, 0.344, 0.123, 0.081, 0.125, negative
I, 0.475, 0.355, 0.135, 0.4775, 0.2145, 0.09, 0.1435, negative
I, 0.42, 0.32, 0.115, 0.409, 0.2055, 0.0935, 0.105, negative
M, 0.565, 0.455, 0.15, 0.9795, 0.444, 0.205, 0.275, negative
M, 0.625, 0.505, 0.175, 1.131, 0.5425, 0.2265, 0.323, negative
I, 0.555, 0.43, 0.125, 0.7005, 0.3395, 0.1355, 0.2095, negative
M, 0.59, 0.45, 0.155, 0.874, 0.369, 0.2135, 0.24, negative
I, 0.46, 0.365, 0.11, 0.4495, 0.1755, 0.102, 0.15, negative
F, 0.515, 0.4, 0.125, 0.615, 0.2865, 0.123, 0.1765, negative
I, 0.57, 0.45, 0.135, 0.794, 0.3815, 0.1415, 0.245, negative
F, 0.575, 0.435, 0.15, 1.0305, 0.4605, 0.218, 0.36, negative
I, 0.495, 0.38, 0.145, 0.5, 0.205, 0.148, 0.1505, negative
M, 0.555, 0.435, 0.14, 0.7495, 0.341, 0.1645, 0.214, negative
M, 0.42, 0.34, 0.115, 0.4215, 0.175, 0.093, 0.135, negative
I, 0.42, 0.32, 0.1, 0.34, 0.1745, 0.05, 0.0945, negative
I, 0.5, 0.39, 0.125, 0.583, 0.294, 0.132, 0.1605, negative
I, 0.425, 0.34, 0.1, 0.371, 0.15, 0.0865, 0.115, negative
M, 0.37, 0.28, 0.105, 0.224, 0.0815, 0.0575, 0.075, negative
I, 0.475, 0.42, 0.16, 0.7095, 0.35, 0.1505, 0.1845, negative
I, 0.475, 0.36, 0.11, 0.452, 0.191, 0.099, 0.13, negative
